(iter 10) [0.0, 1.3842, 1.8218] = 455.2642, sampling [1.0, 0.1238, 0.7811]. Recommendation = [0.0, -0.3854, 0.5493], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, 1.3842, 1.8218] = 455.2642, sampling [1.0, -0.3227, 0.0584]. Recommendation = [0.0, 0.3393, 0.2974], Current Cost = 5032.00, Rho = 1.000
(iter 10) [0.0, 1.3842, 1.8218] = 455.2642, sampling [1.0, 0.4415, 0.1461]. Recommendation = [0.0, 0.3393, 0.2974], Current Cost = 5033.00, Rho = 1.000
(iter 10) [0.0, 1.3842, 1.8218] = 455.2642, sampling [1.0, 0.2647, 1.5733]. Recommendation = [0.0, 0.4415, 0.1461], Current Cost = 5034.00, Rho = 1.000
(iter 10) [0.0, 1.3842, 1.8218] = 455.2642, sampling [1.0, -0.0228, -0.0352]. Recommendation = [0.0, 0.4415, 0.1461], Current Cost = 5035.00, Rho = 1.000
(iter 10) [0.0, 1.3842, 1.8218] = 455.2642, sampling [1.0, 0.8720, 0.9161]. Recommendation = [0.0, 0.4415, 0.1461], Current Cost = 5036.00, Rho = 1.000
(iter 10) [0.0, 1.3842, 1.8218] = 455.2642, sampling [1.0, 0.7055, 0.6098]. Recommendation = [0.0, 0.4415, 0.1461], Current Cost = 5037.00, Rho = 1.000
(iter 10) [0.0, 1.3842, 1.8218] = 455.2642, sampling [1.0, 0.2572, 0.4688]. Recommendation = [0.0, 0.4415, 0.1461], Current Cost = 5038.00, Rho = 1.000
(iter 10) [0.0, 1.3842, 1.8218] = 455.2642, sampling [1.0, 0.3077, 0.1648]. Recommendation = [0.0, 0.4415, 0.1461], Current Cost = 5039.00, Rho = 1.000
(iter 10) [0.0, 1.3842, 1.8218] = 455.2642, sampling [1.0, -0.6104, 0.6805]. Recommendation = [0.0, 0.4415, 0.1461], Current Cost = 5040.00, Rho = 1.000
(iter 10) [0.0, 1.3842, 1.8218] = 455.2642, sampling [1.0, -0.4718, 0.4110]. Recommendation = [0.0, 0.4415, 0.1461], Current Cost = 5041.00, Rho = 1.000
(iter 10) [0.0, 1.3842, 1.8218] = 455.2642, sampling [1.0, -0.1836, 0.2321]. Recommendation = [0.0, 0.4415, 0.1461], Current Cost = 5042.00, Rho = 1.000
(iter 10) [0.0, 1.3842, 1.8218] = 455.2642, sampling [1.0, 1.1518, 1.2101]. Recommendation = [0.0, 0.4415, 0.1461], Current Cost = 5043.00, Rho = 1.000
(iter 10) [0.0, 1.3842, 1.8218] = 455.2642, sampling [1.0, 0.7745, 0.3268]. Recommendation = [0.0, 0.4415, 0.1461], Current Cost = 5044.00, Rho = 1.000
(iter 10) [0.0, 1.3842, 1.8218] = 455.2642, sampling [1.0, 0.3140, -0.0226]. Recommendation = [0.0, 0.4415, 0.1461], Current Cost = 5045.00, Rho = 1.000
(iter 10) [0.0, 1.3842, 1.8218] = 455.2642, sampling [1.0, 0.6010, 0.0070]. Recommendation = [0.0, 0.4415, 0.1461], Current Cost = 5046.00, Rho = 1.000
(iter 10) [0.0, 1.3842, 1.8218] = 455.2642, sampling [1.0, 0.9396, 0.6920]. Recommendation = [0.0, 0.4415, 0.1461], Current Cost = 5047.00, Rho = 1.000
(iter 10) [0.0, 1.3842, 1.8218] = 455.2642, sampling [1.0, -0.2081, 0.5467]. Recommendation = [0.0, 0.4415, 0.1461], Current Cost = 5048.00, Rho = 1.000
(iter 10) [0.0, 1.3842, 1.8218] = 455.2642, sampling [1.0, 1.0497, 1.3410]. Recommendation = [0.0, 0.4415, 0.1461], Current Cost = 5049.00, Rho = 1.000
(iter 10) [0.0, 1.3842, 1.8218] = 455.2642, sampling [1.0, 1.1092, 0.4183]. Recommendation = [0.0, 0.4415, 0.1461], Current Cost = 5050.00, Rho = 1.000
(iter 10) [0.0, 1.3842, 1.8218] = 455.2642, sampling [1.0, 0.7871, 0.5585]. Recommendation = [0.0, 0.4415, 0.1461], Current Cost = 5051.00, Rho = 1.000
(iter 10) [0.0, 1.3842, 1.8218] = 455.2642, sampling [1.0, 0.0346, 0.0486]. Recommendation = [0.0, 0.4415, 0.1461], Current Cost = 5052.00, Rho = 1.000
(iter 10) [0.0, 1.3842, 1.8218] = 455.2642, sampling [1.0, 0.8440, 1.1483]. Recommendation = [0.0, 0.4415, 0.1461], Current Cost = 5053.00, Rho = 1.000
(iter 10) [0.0, 1.3842, 1.8218] = 455.2642, sampling [1.0, 0.3804, 0.5084]. Recommendation = [0.0, 0.4415, 0.1461], Current Cost = 5054.00, Rho = 1.000
(iter 10) [0.0, 1.3842, 1.8218] = 455.2642, sampling [1.0, -0.1041, -0.1349]. Recommendation = [0.0, 0.4415, 0.1461], Current Cost = 5055.00, Rho = 1.000
(iter 10) [0.0, 1.3842, 1.8218] = 455.2642, sampling [1.0, 0.0948, -0.2304]. Recommendation = [0.0, 0.4415, 0.1461], Current Cost = 5056.00, Rho = 1.000
(iter 10) [0.0, 1.3842, 1.8218] = 455.2642, sampling [1.0, 0.2014, -0.0952]. Recommendation = [0.0, 0.4415, 0.1461], Current Cost = 5057.00, Rho = 1.000
(iter 10) [0.0, 1.3842, 1.8218] = 455.2642, sampling [1.0, 0.0430, -0.0914]. Recommendation = [0.0, 0.4415, 0.1461], Current Cost = 5058.00, Rho = 1.000
(iter 10) [0.0, 1.3842, 1.8218] = 455.2642, sampling [1.0, -0.8146, 0.4365]. Recommendation = [0.0, 0.4415, 0.1461], Current Cost = 5059.00, Rho = 1.000
(iter 10) [0.0, 1.3842, 1.8218] = 455.2642, sampling [1.0, -0.6589, 0.4412]. Recommendation = [0.0, 0.4415, 0.1461], Current Cost = 5060.00, Rho = 1.000
(iter 10) [0.0, 1.3842, 1.8218] = 455.2642, sampling [1.0, -0.5565, 0.1235]. Recommendation = [0.0, 0.4415, 0.1461], Current Cost = 5061.00, Rho = 1.000
(iter 10) [0.0, 1.3842, 1.8218] = 455.2642, sampling [1.0, -0.1238, 0.3495]. Recommendation = [0.0, 0.4415, 0.1461], Current Cost = 5062.00, Rho = 1.000
(iter 10) [0.0, 1.3842, 1.8218] = 455.2642, sampling [1.0, 0.3877, -0.1296]. Recommendation = [0.0, 0.4415, 0.1461], Current Cost = 5063.00, Rho = 1.000
(iter 10) [0.0, 1.3842, 1.8218] = 455.2642, sampling [1.0, 0.7287, 0.0937]. Recommendation = [0.0, 0.4415, 0.1461], Current Cost = 5064.00, Rho = 1.000
(iter 10) [0.0, 1.3842, 1.8218] = 455.2642, sampling [1.0, -0.6969, 0.5979]. Recommendation = [0.0, 0.4415, 0.1461], Current Cost = 5065.00, Rho = 1.000
(iter 10) [0.0, 1.3842, 1.8218] = 455.2642, sampling [1.0, 0.2308, 0.3478]. Recommendation = [0.0, 0.4415, 0.1461], Current Cost = 5066.00, Rho = 1.000
(iter 10) [0.0, 1.3842, 1.8218] = 455.2642, sampling [1.0, 0.6441, 0.7639]. Recommendation = [0.0, 0.4415, 0.1461], Current Cost = 5067.00, Rho = 1.000
(iter 10) [0.0, 1.3842, 1.8218] = 455.2642, sampling [1.0, -0.8990, 0.9281]. Recommendation = [0.0, 0.4415, 0.1461], Current Cost = 5068.00, Rho = 1.000
(iter 10) [0.0, 1.3842, 1.8218] = 455.2642, sampling [1.0, -0.6930, 0.9098]. Recommendation = [0.0, 0.4415, 0.1461], Current Cost = 5069.00, Rho = 1.000
(iter 10) [0.0, 1.3842, 1.8218] = 455.2642, sampling [1.0, -0.9697, 0.6874]. Recommendation = [0.0, 0.4415, 0.1461], Current Cost = 5070.00, Rho = 1.000
(iter 10) [0.0, 1.3842, 1.8218] = 455.2642, sampling [1.0, -0.7230, 0.7679]. Recommendation = [0.0, 0.4415, 0.1461], Current Cost = 5071.00, Rho = 1.000
(iter 10) [0.0, 1.3842, 1.8218] = 455.2642, sampling [1.0, -1.0524, 1.3023]. Recommendation = [0.0, 0.4415, 0.1461], Current Cost = 5072.00, Rho = 1.000
(iter 10) [0.0, 1.3842, 1.8218] = 455.2642, sampling [1.0, -1.1279, 0.9576]. Recommendation = [0.0, 0.4415, 0.1461], Current Cost = 5073.00, Rho = 1.000
(iter 10) [0.0, 1.3842, 1.8218] = 455.2642, sampling [1.0, -0.8638, 1.1952]. Recommendation = [0.0, 0.4415, 0.1461], Current Cost = 5074.00, Rho = 1.000
(iter 10) [0.0, 1.3842, 1.8218] = 455.2642, sampling [1.0, -1.0250, 1.0954]. Recommendation = [0.0, 0.4415, 0.1461], Current Cost = 5075.00, Rho = 1.000
(iter 10) [0.0, 1.3842, 1.8218] = 455.2642, sampling [1.0, -1.3640, 1.1600]. Recommendation = [0.0, 0.4415, 0.1461], Current Cost = 5076.00, Rho = 1.000
(iter 10) [0.0, 1.3842, 1.8218] = 455.2642, sampling [1.0, -0.8706, 1.6598]. Recommendation = [0.0, 0.4415, 0.1461], Current Cost = 5077.00, Rho = 1.000
(iter 10) [0.0, 1.3842, 1.8218] = 455.2642, sampling [1.0, -1.3035, 0.7088]. Recommendation = [0.0, 0.4415, 0.1461], Current Cost = 5078.00, Rho = 1.000
(iter 10) [0.0, 1.3842, 1.8218] = 455.2642, sampling [1.0, 1.0382, 1.5390]. Recommendation = [0.0, 0.4415, 0.1461], Current Cost = 5079.00, Rho = 1.000
(iter 10) [0.0, 1.3842, 1.8218] = 455.2642, sampling [1.0, -1.2619, 1.5092]. Recommendation = [0.0, 0.4415, 0.1461], Current Cost = 5080.00, Rho = 1.000
(iter 10) [0.0, 1.3842, 1.8218] = 455.2642, sampling [1.0, -1.1997, 1.3511]. Recommendation = [0.0, 0.4415, 0.1461], Current Cost = 5081.00, Rho = 1.000
(iter 10) [0.0, 1.3842, 1.8218] = 455.2642, sampling [1.0, -1.4858, 1.8703]. Recommendation = [0.0, 0.4415, 0.1461], Current Cost = 5082.00, Rho = 1.000
(iter 10) [0.0, 1.3842, 1.8218] = 455.2642, sampling [1.0, -1.5253, 1.5262]. Recommendation = [0.0, 0.4415, 0.1461], Current Cost = 5083.00, Rho = 1.000
(iter 10) [0.0, 1.3842, 1.8218] = 455.2642, sampling [1.0, -1.1031, 1.8727]. Recommendation = [0.0, 0.4415, 0.1461], Current Cost = 5084.00, Rho = 1.000
(iter 10) [0.0, 1.3842, 1.8218] = 455.2642, sampling [1.0, -1.3457, 1.7890]. Recommendation = [0.0, 0.4415, 0.1461], Current Cost = 5085.00, Rho = 1.000
(iter 10) [0.0, 1.3842, 1.8218] = 455.2642, sampling [1.0, -1.0787, 1.5504]. Recommendation = [0.0, 0.4415, 0.1461], Current Cost = 5086.00, Rho = 1.000
(iter 10) [0.0, 1.3842, 1.8218] = 455.2642, sampling [1.0, 0.6526, 0.3900]. Recommendation = [0.0, 0.4415, 0.1461], Current Cost = 5087.00, Rho = 1.000
(iter 10) [0.0, 1.3842, 1.8218] = 455.2642, sampling [1.0, -0.4663, 0.3355]. Recommendation = [0.0, 0.4415, 0.1461], Current Cost = 5088.00, Rho = 1.000
(iter 10) [0.0, 1.3842, 1.8218] = 455.2642, sampling [1.0, -0.4452, 0.4801]. Recommendation = [0.0, 0.4415, 0.1461], Current Cost = 5089.00, Rho = 1.000
(iter 10) [0.0, 1.3842, 1.8218] = 455.2642, sampling [1.0, -0.6856, 1.0817]. Recommendation = [0.0, 0.4415, 0.1461], Current Cost = 5090.00, Rho = 1.000
(iter 10) [0.0, 1.3842, 1.8218] = 455.2642, sampling [1.0, -0.5255, 0.8288]. Recommendation = [0.0, 0.4415, 0.1461], Current Cost = 5091.00, Rho = 1.000
(iter 10) [0.0, 1.3842, 1.8218] = 455.2642, sampling [1.0, -0.8765, 0.8447]. Recommendation = [0.0, 0.4415, 0.1461], Current Cost = 5092.00, Rho = 1.000
(iter 10) [0.0, 1.3842, 1.8218] = 455.2642, sampling [1.0, 0.7653, 0.6772]. Recommendation = [0.0, 0.4415, 0.1461], Current Cost = 5093.00, Rho = 1.000
(iter 10) [0.0, 1.3842, 1.8218] = 455.2642, sampling [1.0, 0.2211, 0.1754]. Recommendation = [0.0, 0.4415, 0.1461], Current Cost = 5094.00, Rho = 1.000
(iter 10) [0.0, 1.3842, 1.8218] = 455.2642, sampling [1.0, 1.2981, 1.3331]. Recommendation = [0.0, 0.4415, 0.1461], Current Cost = 5095.00, Rho = 1.000
(iter 10) [0.0, 1.3842, 1.8218] = 455.2642, sampling [1.0, -1.0071, 0.4604]. Recommendation = [0.0, 0.4415, 0.1461], Current Cost = 5096.00, Rho = 1.000
(iter 10) [0.0, 1.3842, 1.8218] = 455.2642, sampling [1.0, -0.8420, 0.1980]. Recommendation = [0.0, 0.4415, 0.1461], Current Cost = 5097.00, Rho = 1.000
(iter 10) [0.0, 1.3842, 1.8218] = 455.2642, sampling [1.0, -0.7736, 0.3292]. Recommendation = [0.0, 0.4415, 0.1461], Current Cost = 5098.00, Rho = 1.000
(iter 10) [0.0, 1.3842, 1.8218] = 455.2642, sampling [1.0, -0.6914, 0.1931]. Recommendation = [0.0, 0.4415, 0.1461], Current Cost = 5099.00, Rho = 1.000
(iter 10) [0.0, 1.3842, 1.8218] = 455.2642, sampling [1.0, -0.8870, 0.6286]. Recommendation = [0.0, 0.4415, 0.1461], Current Cost = 5100.00, Rho = 1.000
(iter 10) [0.0, 1.3842, 1.8218] = 455.2642, sampling [1.0, -0.8656, 1.3792]. Recommendation = [0.0, 0.4415, 0.1461], Current Cost = 5101.00, Rho = 1.000
(iter 10) [0.0, 1.3842, 1.8218] = 455.2642, sampling [1.0, -0.4975, -0.0141]. Recommendation = [0.0, 0.4415, 0.1461], Current Cost = 5102.00, Rho = 1.000
(iter 10) [0.0, 1.3842, 1.8218] = 455.2642, sampling [1.0, 0.2974, -0.2244]. Recommendation = [0.0, 0.4415, 0.1461], Current Cost = 5103.00, Rho = 1.000
(iter 10) [0.0, 1.3842, 1.8218] = 455.2642, sampling [1.0, -1.0086, 0.7702]. Recommendation = [0.0, 0.4415, 0.1461], Current Cost = 5104.00, Rho = 1.000
(iter 10) [0.0, 1.3842, 1.8218] = 455.2642, sampling [1.0, -0.1477, -0.3127]. Recommendation = [0.0, 0.4415, 0.1461], Current Cost = 5105.00, Rho = 1.000
(iter 10) [0.0, 1.3842, 1.8218] = 455.2642, sampling [1.0, -0.2889, -0.1977]. Recommendation = [0.0, 0.4415, 0.1461], Current Cost = 5106.00, Rho = 1.000
(iter 10) [0.0, 1.3842, 1.8218] = 455.2642, sampling [1.0, -0.4091, 0.4015]. Recommendation = [0.0, 0.4415, 0.1461], Current Cost = 5107.00, Rho = 1.000
(iter 10) [0.0, 1.3842, 1.8218] = 455.2642, sampling [1.0, 0.6727, 0.8625]. Recommendation = [0.0, 0.4415, 0.1461], Current Cost = 5108.00, Rho = 1.000
(iter 10) [0.0, 1.3842, 1.8218] = 455.2642, sampling [1.0, 1.2567, 1.5048]. Recommendation = [0.0, 0.4415, 0.1461], Current Cost = 5109.00, Rho = 1.000
(iter 10) [0.0, 1.3842, 1.8218] = 455.2642, sampling [1.0, 1.2247, 1.7994]. Recommendation = [0.0, 0.4415, 0.1461], Current Cost = 5110.00, Rho = 1.000
(iter 10) [0.0, 1.3842, 1.8218] = 455.2642, sampling [1.0, -1.8001, 1.8491]. Recommendation = [0.0, 0.4415, 0.1461], Current Cost = 5111.00, Rho = 1.000
(iter 10) [0.0, 1.3842, 1.8218] = 455.2642, sampling [1.0, 0.2548, 0.0287]. Recommendation = [0.0, 0.4415, 0.1461], Current Cost = 5112.00, Rho = 1.000
(iter 10) [0.0, 1.3842, 1.8218] = 455.2642, sampling [1.0, 1.1814, 1.1014]. Recommendation = [0.0, 0.4415, 0.1461], Current Cost = 5113.00, Rho = 1.000
(iter 10) [0.0, 1.3842, 1.8218] = 455.2642, sampling [1.0, -0.8817, 0.4957]. Recommendation = [0.0, 0.4415, 0.1461], Current Cost = 5114.00, Rho = 1.000
(iter 10) [0.0, 1.3842, 1.8218] = 455.2642, sampling [1.0, -1.1822, 1.5858]. Recommendation = [0.0, 0.4415, 0.1461], Current Cost = 5115.00, Rho = 1.000
(iter 10) [0.0, 1.3842, 1.8218] = 455.2642, sampling [1.0, -0.3854, 0.5493]. Recommendation = [0.0, 0.4415, 0.1461], Current Cost = 5116.00, Rho = 1.000
(iter 10) [0.0, 1.3842, 1.8218] = 455.2642, sampling [1.0, 1.2119, 0.9505]. Recommendation = [0.0, 0.4415, 0.1461], Current Cost = 5117.00, Rho = 1.000
(iter 10) [0.0, 1.3842, 1.8218] = 455.2642, sampling [1.0, -0.8295, 0.7154]. Recommendation = [0.0, 0.4415, 0.1461], Current Cost = 5118.00, Rho = 1.000
(iter 10) [0.0, 1.3842, 1.8218] = 455.2642, sampling [1.0, 0.2604, 0.6741]. Recommendation = [0.0, 0.4415, 0.1461], Current Cost = 5119.00, Rho = 1.000
(iter 10) [0.0, 1.3842, 1.8218] = 455.2642, sampling [1.0, -1.2436, 1.1553]. Recommendation = [0.0, 0.4415, 0.1461], Current Cost = 5120.00, Rho = 1.000
(iter 10) [0.0, 1.3842, 1.8218] = 455.2642, sampling [1.0, -0.5157, 0.2474]. Recommendation = [0.0, 0.4415, 0.1461], Current Cost = 5121.00, Rho = 1.000
(iter 10) [0.0, 1.3842, 1.8218] = 455.2642, sampling [1.0, 0.5416, 0.6717]. Recommendation = [0.0, 0.4415, 0.1461], Current Cost = 5122.00, Rho = 1.000
(iter 10) [0.0, 1.3842, 1.8218] = 455.2642, sampling [1.0, -0.2222, 0.3665]. Recommendation = [0.0, 0.4415, 0.1461], Current Cost = 5123.00, Rho = 1.000
(iter 10) [0.0, 1.3842, 1.8218] = 455.2642, sampling [1.0, 0.7346, 0.2252]. Recommendation = [0.0, 0.4415, 0.1461], Current Cost = 5124.00, Rho = 1.000
(iter 10) [0.0, 1.3842, 1.8218] = 455.2642, sampling [1.0, -0.0567, 0.6233]. Recommendation = [0.0, 0.4415, 0.1461], Current Cost = 5125.00, Rho = 1.000
(iter 10) [0.0, 1.3842, 1.8218] = 455.2642, sampling [1.0, 0.8845, 0.8491]. Recommendation = [0.0, 0.4415, 0.1461], Current Cost = 5126.00, Rho = 1.000
(iter 10) [0.0, 1.3842, 1.8218] = 455.2642, sampling [1.0, -0.5228, 1.8978]. Recommendation = [0.0, 0.4415, 0.1461], Current Cost = 5127.00, Rho = 1.000
(iter 10) [0.0, 1.3842, 1.8218] = 455.2642, sampling [1.0, 0.9442, 0.6199]. Recommendation = [0.0, 0.4415, 0.1461], Current Cost = 5128.00, Rho = 1.000
(iter 10) [0.0, 1.3842, 1.8218] = 455.2642, sampling [1.0, 0.6368, -0.1743]. Recommendation = [0.0, 0.4415, 0.1461], Current Cost = 5129.00, Rho = 1.000
(iter 10) [0.0, 1.3842, 1.8218] = 455.2642, sampling [1.0, -1.0308, 0.6039]. Recommendation = [0.0, 0.4415, 0.1461], Current Cost = 5130.00, Rho = 1.000
(iter 10) [0.0, 1.3842, 1.8218] = 455.2642, sampling [1.0, -1.1423, 1.4150]. Recommendation = [0.0, 0.4415, 0.1461], Current Cost = 5131.00, Rho = 1.000
(iter 10) [0.0, 1.3842, 1.8218] = 455.2642, sampling [1.0, 0.2427, -0.3595]. Recommendation = [0.0, 0.4415, 0.1461], Current Cost = 5132.00, Rho = 1.000
(iter 10) [0.0, 1.3842, 1.8218] = 455.2642, sampling [1.0, -1.3961, 1.3684]. Recommendation = [0.0, 0.4415, 0.1461], Current Cost = 5133.00, Rho = 1.000
(iter 10) [0.0, 1.3842, 1.8218] = 455.2642, sampling [1.0, -1.3248, 1.5692]. Recommendation = [0.0, 0.4415, 0.1461], Current Cost = 5134.00, Rho = 1.000
(iter 10) [0.0, 1.3842, 1.8218] = 455.2642, sampling [1.0, 0.4181, -0.2037]. Recommendation = [0.0, 0.4415, 0.1461], Current Cost = 5135.00, Rho = 1.000
(iter 10) [0.0, 1.3842, 1.8218] = 455.2642, sampling [1.0, 1.1417, 0.7058]. Recommendation = [0.0, 0.4415, 0.1461], Current Cost = 5136.00, Rho = 1.000
(iter 10) [0.0, 1.3842, 1.8218] = 455.2642, sampling [1.0, 0.0452, -0.4557]. Recommendation = [0.0, 0.4415, 0.1461], Current Cost = 5137.00, Rho = 1.000
(iter 10) [0.0, 1.3842, 1.8218] = 455.2642, sampling [1.0, 0.0538, 0.3543]. Recommendation = [0.0, 0.4415, 0.1461], Current Cost = 5138.00, Rho = 1.000
(iter 10) [0.0, 1.3842, 1.8218] = 455.2642, sampling [1.0, 0.3499, 1.0060]. Recommendation = [0.0, 0.4415, 0.1461], Current Cost = 5139.00, Rho = 1.000
(iter 10) [0.0, 1.3842, 1.8218] = 455.2642, sampling [1.0, -1.2172, 1.0316]. Recommendation = [0.0, 0.4415, 0.1461], Current Cost = 5140.00, Rho = 1.000
(iter 10) [0.0, 1.3842, 1.8218] = 455.2642, sampling [1.0, 0.9007, 0.1610]. Recommendation = [0.0, 0.4415, 0.1461], Current Cost = 5141.00, Rho = 1.000
(iter 10) [0.0, 1.3842, 1.8218] = 455.2642, sampling [1.0, -0.6633, -0.0628]. Recommendation = [0.0, 0.4415, 0.1461], Current Cost = 5142.00, Rho = 1.000
(iter 10) [0.0, 1.3842, 1.8218] = 455.2642, sampling [1.0, 1.1385, 1.6917]. Recommendation = [0.0, 0.4415, 0.1461], Current Cost = 5143.00, Rho = 1.000
(iter 10) [0.0, 1.3842, 1.8218] = 455.2642, sampling [1.0, 0.8172, 1.0254]. Recommendation = [0.0, 0.4415, 0.1461], Current Cost = 5144.00, Rho = 1.000
(iter 10) [0.0, 1.3842, 1.8218] = 455.2642, sampling [1.0, -0.8109, 0.0218]. Recommendation = [0.0, 0.4415, 0.1461], Current Cost = 5145.00, Rho = 1.000
(iter 10) [0.0, 1.3842, 1.8218] = 455.2642, sampling [1.0, -0.5423, -0.1592]. Recommendation = [0.0, 0.4415, 0.1461], Current Cost = 5146.00, Rho = 1.000
(iter 10) [0.0, 1.3842, 1.8218] = 455.2642, sampling [1.0, -0.6302, 0.5185]. Recommendation = [0.0, 0.4415, 0.1461], Current Cost = 5147.00, Rho = 1.000
(iter 10) [0.0, 1.3842, 1.8218] = 455.2642, sampling [1.0, -1.1088, 1.2642]. Recommendation = [0.0, 0.4415, 0.1461], Current Cost = 5148.00, Rho = 1.000
(iter 10) [0.0, 1.3842, 1.8218] = 455.2642, sampling [1.0, -1.0516, 0.3398]. Recommendation = [0.0, 0.4415, 0.1461], Current Cost = 5149.00, Rho = 1.000
(iter 10) [0.0, 1.3842, 1.8218] = 455.2642, sampling [1.0, 0.1610, 0.3422]. Recommendation = [0.0, 0.4415, 0.1461], Current Cost = 5150.00, Rho = 1.000
