(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, -0.0251, 0.7669]. Recommendation = [0.0, -0.0000, 0.5509], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, -0.2779, 0.1199]. Recommendation = [0.0, 0.7094, 0.4372], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, 0.1134, 0.2773]. Recommendation = [0.0, -0.2779, 0.1199], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, -0.0102, 0.4934]. Recommendation = [0.0, -0.2779, 0.1199], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, -0.8527, 0.6500]. Recommendation = [0.0, -0.2779, 0.1199], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, -1.2276, 1.1564]. Recommendation = [0.0, -0.2779, 0.1199], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, -1.1324, 0.8670]. Recommendation = [0.0, -0.2779, 0.1199], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, -0.9075, 1.2808]. Recommendation = [0.0, -0.2779, 0.1199], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, -0.6032, 0.4833]. Recommendation = [0.0, -0.2779, 0.1199], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, -0.0605, 0.1210]. Recommendation = [0.0, -0.2779, 0.1199], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, -0.2523, 0.2820]. Recommendation = [0.0, -0.2779, 0.1199], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, 0.3891, 0.2301]. Recommendation = [0.0, -0.2779, 0.1199], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, 0.2206, 0.0831]. Recommendation = [0.0, 0.3891, 0.2301], Current Cost = 5027.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, -1.5261, 1.5286]. Recommendation = [0.0, 0.3891, 0.2301], Current Cost = 5028.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, -0.4591, 0.5419]. Recommendation = [0.0, 0.3891, 0.2301], Current Cost = 5029.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, -1.2357, 1.4213]. Recommendation = [0.0, 0.3891, 0.2301], Current Cost = 5030.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, -0.9806, 0.9360]. Recommendation = [0.0, 0.3891, 0.2301], Current Cost = 5031.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, 0.5814, 0.1669]. Recommendation = [0.0, 0.3891, 0.2301], Current Cost = 5032.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, 0.4558, 0.2939]. Recommendation = [0.0, 0.3891, 0.2301], Current Cost = 5033.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, 0.7715, 0.7706]. Recommendation = [0.0, 0.3891, 0.2301], Current Cost = 5034.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, 0.6279, 0.6375]. Recommendation = [0.0, 0.3891, 0.2301], Current Cost = 5035.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, 0.6603, 1.1121]. Recommendation = [0.0, 0.3891, 0.2301], Current Cost = 5036.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, 0.9355, 0.5606]. Recommendation = [0.0, 0.3891, 0.2301], Current Cost = 5037.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, 1.1265, 0.9240]. Recommendation = [0.0, 0.3891, 0.2301], Current Cost = 5038.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, 0.9777, 0.7898]. Recommendation = [0.0, 0.3891, 0.2301], Current Cost = 5039.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, 0.9294, 1.0107]. Recommendation = [0.0, 0.3891, 0.2301], Current Cost = 5040.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, 1.1955, 1.4457]. Recommendation = [0.0, 0.3891, 0.2301], Current Cost = 5041.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, 1.1510, 1.2059]. Recommendation = [0.0, 0.3891, 0.2301], Current Cost = 5042.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, 0.8945, 1.4258]. Recommendation = [0.0, 0.3891, 0.2301], Current Cost = 5043.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, 1.4296, 1.1711]. Recommendation = [0.0, 0.3891, 0.2301], Current Cost = 5044.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, 1.1014, 1.9445]. Recommendation = [0.0, 0.3891, 0.2301], Current Cost = 5045.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, 0.7847, 0.6656]. Recommendation = [0.0, 0.3891, 0.2301], Current Cost = 5046.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, 0.9636, 1.2600]. Recommendation = [0.0, 0.7847, 0.6656], Current Cost = 5047.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, -1.1541, 1.9183]. Recommendation = [0.0, 0.7847, 0.6656], Current Cost = 5048.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, -1.1997, 1.6299]. Recommendation = [0.0, 0.7847, 0.6656], Current Cost = 5049.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, 1.0383, 1.1009]. Recommendation = [0.0, 0.7847, 0.6656], Current Cost = 5050.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, 0.2275, 0.1895]. Recommendation = [0.0, 0.7847, 0.6656], Current Cost = 5051.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, 0.6422, 1.7982]. Recommendation = [0.0, 0.7847, 0.6656], Current Cost = 5052.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, 1.4854, 1.7132]. Recommendation = [0.0, 0.7847, 0.6656], Current Cost = 5053.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, 1.9010, 1.9844]. Recommendation = [0.0, 0.7847, 0.6656], Current Cost = 5054.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, 1.3563, 1.4966]. Recommendation = [0.0, 0.7847, 0.6656], Current Cost = 5055.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, -1.0932, 1.2289]. Recommendation = [0.0, 0.7847, 0.6656], Current Cost = 5056.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, 0.5960, 0.3891]. Recommendation = [0.0, 0.7847, 0.6656], Current Cost = 5057.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, 0.9141, 0.3662]. Recommendation = [0.0, 0.7847, 0.6656], Current Cost = 5058.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, 0.7927, 0.4909]. Recommendation = [0.0, 0.7847, 0.6656], Current Cost = 5059.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, -0.6974, 0.6858]. Recommendation = [0.0, 0.7847, 0.6656], Current Cost = 5060.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, -0.3839, 0.6784]. Recommendation = [0.0, 0.7847, 0.6656], Current Cost = 5061.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, -1.9650, 1.9830]. Recommendation = [0.0, 0.7847, 0.6656], Current Cost = 5062.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, -0.9096, 1.7113]. Recommendation = [0.0, 0.7847, 0.6656], Current Cost = 5063.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, -0.0520, -0.0607]. Recommendation = [0.0, 0.7847, 0.6656], Current Cost = 5064.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, 0.0955, 0.0303]. Recommendation = [0.0, 0.7847, 0.6656], Current Cost = 5065.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, -0.7814, 0.4299]. Recommendation = [0.0, 0.7847, 0.6656], Current Cost = 5066.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, 0.5227, 0.9125]. Recommendation = [0.0, 0.7847, 0.6656], Current Cost = 5067.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, 1.0963, 0.5909]. Recommendation = [0.0, 0.7847, 0.6656], Current Cost = 5068.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, 0.3417, 0.0530]. Recommendation = [0.0, 0.7847, 0.6656], Current Cost = 5069.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, -0.6285, 0.2017]. Recommendation = [0.0, 0.7847, 0.6656], Current Cost = 5070.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, 1.0615, 1.4064]. Recommendation = [0.0, 0.7847, 0.6656], Current Cost = 5071.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, 0.7221, 0.2153]. Recommendation = [0.0, 0.7847, 0.6656], Current Cost = 5072.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, -1.0885, 0.6625]. Recommendation = [0.0, 0.7847, 0.6656], Current Cost = 5073.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, 1.1989, 1.3363]. Recommendation = [0.0, 0.7847, 0.6656], Current Cost = 5074.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, -0.9610, 0.8062]. Recommendation = [0.0, 0.7847, 0.6656], Current Cost = 5075.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, -1.3755, 0.9434]. Recommendation = [0.0, 0.7847, 0.6656], Current Cost = 5076.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, 0.4930, 0.0420]. Recommendation = [0.0, 0.7847, 0.6656], Current Cost = 5077.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, 0.2764, -0.0913]. Recommendation = [0.0, 0.7847, 0.6656], Current Cost = 5078.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, 0.2631, 0.5161]. Recommendation = [0.0, 0.7847, 0.6656], Current Cost = 5079.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, -0.1774, 0.2337]. Recommendation = [0.0, 0.7847, 0.6656], Current Cost = 5080.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, -0.6612, 1.0155]. Recommendation = [0.0, 0.7847, 0.6656], Current Cost = 5081.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, -0.0397, 0.0576]. Recommendation = [0.0, 0.7847, 0.6656], Current Cost = 5082.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, 0.7813, 0.3361]. Recommendation = [0.0, 0.7847, 0.6656], Current Cost = 5083.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, 0.6902, 0.9507]. Recommendation = [0.0, 0.7847, 0.6656], Current Cost = 5084.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, 0.1199, -0.1112]. Recommendation = [0.0, 0.7847, 0.6656], Current Cost = 5085.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, -0.6526, 0.3228]. Recommendation = [0.0, 0.7847, 0.6656], Current Cost = 5086.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, 1.0132, 1.5576]. Recommendation = [0.0, 0.7847, 0.6656], Current Cost = 5087.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, 1.3374, 1.8457]. Recommendation = [0.0, 0.7847, 0.6656], Current Cost = 5088.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, -0.1749, 0.4740]. Recommendation = [0.0, 0.7847, 0.6656], Current Cost = 5089.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, 1.1623, 1.1371]. Recommendation = [0.0, 0.7847, 0.6656], Current Cost = 5090.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, 0.5717, 0.5598]. Recommendation = [0.0, 0.7847, 0.6656], Current Cost = 5091.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, 0.4341, -0.0666]. Recommendation = [0.0, 0.7847, 0.6656], Current Cost = 5092.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, 0.6292, -0.0180]. Recommendation = [0.0, 0.7847, 0.6656], Current Cost = 5093.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, 0.8779, 0.4967]. Recommendation = [0.0, 0.7847, 0.6656], Current Cost = 5094.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, -0.5008, -0.0024]. Recommendation = [0.0, 0.7847, 0.6656], Current Cost = 5095.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, 0.2506, 0.8964]. Recommendation = [0.0, 0.7847, 0.6656], Current Cost = 5096.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, -0.0764, 0.2051]. Recommendation = [0.0, 0.7847, 0.6656], Current Cost = 5097.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, 0.5897, 0.7877]. Recommendation = [0.0, 0.7847, 0.6656], Current Cost = 5098.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, 0.1932, 0.3999]. Recommendation = [0.0, 0.7847, 0.6656], Current Cost = 5099.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, -0.7106, 1.2377]. Recommendation = [0.0, 0.7847, 0.6656], Current Cost = 5100.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, 0.2921, 0.1105]. Recommendation = [0.0, 0.7847, 0.6656], Current Cost = 5101.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, -0.9841, 0.4049]. Recommendation = [0.0, 0.7847, 0.6656], Current Cost = 5102.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, 0.9530, 1.1284]. Recommendation = [0.0, 0.7847, 0.6656], Current Cost = 5103.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, -0.7577, 0.6031]. Recommendation = [0.0, 0.7847, 0.6656], Current Cost = 5104.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, 0.9213, 0.7491]. Recommendation = [0.0, 0.7847, 0.6656], Current Cost = 5105.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, 0.0106, -0.2119]. Recommendation = [0.0, 0.7847, 0.6656], Current Cost = 5106.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, 0.0033, -0.1010]. Recommendation = [0.0, 0.7847, 0.6656], Current Cost = 5107.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, -0.3148, -0.2296]. Recommendation = [0.0, 0.7847, 0.6656], Current Cost = 5108.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, -0.0757, -0.0857]. Recommendation = [0.0, 0.7847, 0.6656], Current Cost = 5109.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, -1.0045, 0.5834]. Recommendation = [0.0, 0.7847, 0.6656], Current Cost = 5110.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, 1.0732, 1.0510]. Recommendation = [0.0, 0.7847, 0.6656], Current Cost = 5111.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, -1.1407, 1.3460]. Recommendation = [0.0, 0.7847, 0.6656], Current Cost = 5112.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, -0.7680, 0.2528]. Recommendation = [0.0, 0.7847, 0.6656], Current Cost = 5113.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, 0.2867, -0.2252]. Recommendation = [0.0, 0.7847, 0.6656], Current Cost = 5114.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, -0.1815, -0.3081]. Recommendation = [0.0, 0.7847, 0.6656], Current Cost = 5115.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, -0.0047, -0.3188]. Recommendation = [0.0, 0.7847, 0.6656], Current Cost = 5116.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, -0.5984, 0.7981]. Recommendation = [0.0, 0.7847, 0.6656], Current Cost = 5117.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, 1.3785, 0.8318]. Recommendation = [0.0, 0.7847, 0.6656], Current Cost = 5118.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, 0.0437, 0.3571]. Recommendation = [0.0, 0.7847, 0.6656], Current Cost = 5119.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, 0.7902, 0.1024]. Recommendation = [0.0, 0.7847, 0.6656], Current Cost = 5120.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, -0.2342, 0.8686]. Recommendation = [0.0, 0.7847, 0.6656], Current Cost = 5121.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, 1.2633, 1.2661]. Recommendation = [0.0, 0.7847, 0.6656], Current Cost = 5122.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, -1.3410, 1.6575]. Recommendation = [0.0, 0.7847, 0.6656], Current Cost = 5123.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, 0.3473, 0.5678]. Recommendation = [0.0, 0.7847, 0.6656], Current Cost = 5124.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, -0.2178, 0.3733]. Recommendation = [0.0, 0.7847, 0.6656], Current Cost = 5125.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, -1.3880, 1.4148]. Recommendation = [0.0, 0.7847, 0.6656], Current Cost = 5126.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, 0.8566, 1.0225]. Recommendation = [0.0, 0.7847, 0.6656], Current Cost = 5127.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, -0.5714, 0.2452]. Recommendation = [0.0, 0.7847, 0.6656], Current Cost = 5128.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, 0.1695, -0.0575]. Recommendation = [0.0, 0.7847, 0.6656], Current Cost = 5129.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, 1.4407, 1.6626]. Recommendation = [0.0, 0.7847, 0.6656], Current Cost = 5130.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, -1.0813, 1.5367]. Recommendation = [0.0, 0.7847, 0.6656], Current Cost = 5131.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, -0.5551, 0.5241]. Recommendation = [0.0, 0.7847, 0.6656], Current Cost = 5132.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, -1.2811, 1.5129]. Recommendation = [0.0, 0.7847, 0.6656], Current Cost = 5133.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, 1.1418, 1.4536]. Recommendation = [0.0, 0.7847, 0.6656], Current Cost = 5134.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, -1.2491, 1.3019]. Recommendation = [0.0, 0.7847, 0.6656], Current Cost = 5135.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, 1.4061, 1.9748]. Recommendation = [0.0, 0.7847, 0.6656], Current Cost = 5136.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, 1.4022, 1.9208]. Recommendation = [0.0, 0.7847, 0.6656], Current Cost = 5137.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, 0.3338, 0.0980]. Recommendation = [0.0, 0.7847, 0.6656], Current Cost = 5138.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, 1.1163, 0.2652]. Recommendation = [0.0, 0.7847, 0.6656], Current Cost = 5139.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, 0.7594, 0.6748]. Recommendation = [0.0, 0.7847, 0.6656], Current Cost = 5140.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, 1.3067, 1.3838]. Recommendation = [0.0, 0.7847, 0.6656], Current Cost = 5141.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, 0.1329, -0.4088]. Recommendation = [0.0, 0.7847, 0.6656], Current Cost = 5142.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, 0.5112, -0.2836]. Recommendation = [0.0, 0.7847, 0.6656], Current Cost = 5143.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, 0.3511, -0.3042]. Recommendation = [0.0, 0.7847, 0.6656], Current Cost = 5144.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, -0.0571, -0.3889]. Recommendation = [0.0, 0.7847, 0.6656], Current Cost = 5145.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, 0.3307, -0.1189]. Recommendation = [0.0, 0.7847, 0.6656], Current Cost = 5146.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, -0.4040, -0.1795]. Recommendation = [0.0, 0.7847, 0.6656], Current Cost = 5147.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, 1.3000, 1.5216]. Recommendation = [0.0, 0.7847, 0.6656], Current Cost = 5148.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, -0.6774, -0.0387]. Recommendation = [0.0, 0.7847, 0.6656], Current Cost = 5149.00, Rho = 1.000
(iter 10) [0.0, 0.7094, 0.4372] = 455.7800, sampling [1.0, -0.6581, 0.1374]. Recommendation = [0.0, 0.7847, 0.6656], Current Cost = 5150.00, Rho = 1.000
