(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, 0.0004, 0.9421]. Recommendation = [0.0, 0.0152, 0.5174], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, 0.1792, 0.4308]. Recommendation = [0.0, 0.8925, 0.6830], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, 0.6456, 0.8231]. Recommendation = [0.0, 0.8925, 0.6830], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, 0.9110, 0.8095]. Recommendation = [0.0, 0.8925, 0.6830], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, 0.4332, 0.6893]. Recommendation = [0.0, 0.8925, 0.6830], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, 1.1374, 1.1151]. Recommendation = [0.0, 0.8925, 0.6830], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, 0.5626, 0.3279]. Recommendation = [0.0, 1.1374, 1.1151], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, 0.2158, 0.2720]. Recommendation = [0.0, 1.1374, 1.1151], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, 0.2455, 0.3757]. Recommendation = [0.0, 0.2158, 0.2720], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, 1.0291, 0.5520]. Recommendation = [0.0, 0.2455, 0.3757], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, 0.4858, 0.2148]. Recommendation = [0.0, 0.2455, 0.3757], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, 0.2216, 0.1310]. Recommendation = [0.0, 0.4858, 0.2148], Current Cost = 5027.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, 0.5491, 0.1687]. Recommendation = [0.0, 0.4858, 0.2148], Current Cost = 5028.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, 0.7724, 0.2820]. Recommendation = [0.0, 0.4858, 0.2148], Current Cost = 5029.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, 1.3303, 1.0905]. Recommendation = [0.0, 0.4858, 0.2148], Current Cost = 5030.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, 0.5295, 0.0621]. Recommendation = [0.0, 0.4858, 0.2148], Current Cost = 5031.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, 0.6336, 0.1173]. Recommendation = [0.0, 0.4858, 0.2148], Current Cost = 5032.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, 0.2832, -0.0108]. Recommendation = [0.0, 0.4858, 0.2148], Current Cost = 5033.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, 0.4798, -0.0239]. Recommendation = [0.0, 0.4858, 0.2148], Current Cost = 5034.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, 0.3676, -0.0766]. Recommendation = [0.0, 0.4798, -0.0239], Current Cost = 5035.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, 0.0706, 0.1747]. Recommendation = [0.0, 0.4798, -0.0239], Current Cost = 5036.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, 0.9776, 1.0553]. Recommendation = [0.0, 0.4798, -0.0239], Current Cost = 5037.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, 0.6693, 1.0402]. Recommendation = [0.0, 0.4798, -0.0239], Current Cost = 5038.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, -0.7155, 0.8854]. Recommendation = [0.0, 0.4798, -0.0239], Current Cost = 5039.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, -0.4238, 0.6010]. Recommendation = [0.0, 0.4798, -0.0239], Current Cost = 5040.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, -0.2045, 0.5060]. Recommendation = [0.0, 0.4798, -0.0239], Current Cost = 5041.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, -0.5092, 0.7916]. Recommendation = [0.0, 0.4798, -0.0239], Current Cost = 5042.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, -0.7013, 0.5882]. Recommendation = [0.0, 0.4798, -0.0239], Current Cost = 5043.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, -0.8910, 0.8160]. Recommendation = [0.0, 0.4798, -0.0239], Current Cost = 5044.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, 0.1549, 0.0985]. Recommendation = [0.0, 0.4798, -0.0239], Current Cost = 5045.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, 0.5948, 0.4098]. Recommendation = [0.0, 0.4798, -0.0239], Current Cost = 5046.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, 1.1252, 1.3784]. Recommendation = [0.0, 0.4798, -0.0239], Current Cost = 5047.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, 0.0360, 0.5257]. Recommendation = [0.0, 0.4798, -0.0239], Current Cost = 5048.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, 1.4271, 1.6754]. Recommendation = [0.0, 0.4798, -0.0239], Current Cost = 5049.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, 0.5410, 0.1979]. Recommendation = [0.0, 0.4798, -0.0239], Current Cost = 5050.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, -0.4197, 0.3807]. Recommendation = [0.0, 0.4798, -0.0239], Current Cost = 5051.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, -0.4367, 0.4687]. Recommendation = [0.0, 0.4798, -0.0239], Current Cost = 5052.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, -0.2809, 0.3357]. Recommendation = [0.0, 0.4798, -0.0239], Current Cost = 5053.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, -0.3885, 0.2704]. Recommendation = [0.0, 0.4798, -0.0239], Current Cost = 5054.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, -0.3781, 0.3422]. Recommendation = [0.0, 0.4798, -0.0239], Current Cost = 5055.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, -0.2505, 0.1263]. Recommendation = [0.0, 0.4798, -0.0239], Current Cost = 5056.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, -0.0642, 0.0913]. Recommendation = [0.0, -0.2505, 0.1263], Current Cost = 5057.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, 0.0450, -0.0377]. Recommendation = [0.0, -0.2505, 0.1263], Current Cost = 5058.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, 0.1617, -0.0049]. Recommendation = [0.0, -0.2505, 0.1263], Current Cost = 5059.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, -0.1015, -0.0613]. Recommendation = [0.0, -0.2505, 0.1263], Current Cost = 5060.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, -0.5508, 0.3634]. Recommendation = [0.0, -0.1015, -0.0613], Current Cost = 5061.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, -0.0145, -0.1599]. Recommendation = [0.0, -0.1015, -0.0613], Current Cost = 5062.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, 0.0276, -0.1059]. Recommendation = [0.0, -0.1015, -0.0613], Current Cost = 5063.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, -0.1523, -0.1483]. Recommendation = [0.0, -0.1015, -0.0613], Current Cost = 5064.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, 0.1051, -0.2046]. Recommendation = [0.0, -0.1015, -0.0613], Current Cost = 5065.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, 0.4207, -0.1446]. Recommendation = [0.0, -0.1015, -0.0613], Current Cost = 5066.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, -0.3749, 0.4006]. Recommendation = [0.0, -0.1015, -0.0613], Current Cost = 5067.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, 0.6622, -0.1341]. Recommendation = [0.0, -0.1015, -0.0613], Current Cost = 5068.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, -0.2362, 0.3715]. Recommendation = [0.0, -0.1015, -0.0613], Current Cost = 5069.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, 0.3152, -0.0563]. Recommendation = [0.0, -0.1015, -0.0613], Current Cost = 5070.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, -0.5347, 0.2062]. Recommendation = [0.0, -0.1015, -0.0613], Current Cost = 5071.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, -0.4716, 0.3505]. Recommendation = [0.0, -0.1015, -0.0613], Current Cost = 5072.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, 0.9871, 0.8994]. Recommendation = [0.0, -0.1015, -0.0613], Current Cost = 5073.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, 0.0999, -0.0422]. Recommendation = [0.0, -0.1015, -0.0613], Current Cost = 5074.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, -0.6578, 1.1621]. Recommendation = [0.0, -0.1015, -0.0613], Current Cost = 5075.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, 0.8241, 0.1331]. Recommendation = [0.0, -0.1015, -0.0613], Current Cost = 5076.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, 0.8625, 0.8641]. Recommendation = [0.0, -0.1015, -0.0613], Current Cost = 5077.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, 0.5691, 1.5435]. Recommendation = [0.0, -0.1015, -0.0613], Current Cost = 5078.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, 0.3751, -0.2662]. Recommendation = [0.0, -0.1015, -0.0613], Current Cost = 5079.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, -0.0962, -0.2835]. Recommendation = [0.0, -0.1015, -0.0613], Current Cost = 5080.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, -0.3696, -0.1274]. Recommendation = [0.0, -0.1015, -0.0613], Current Cost = 5081.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, -0.1473, -0.2633]. Recommendation = [0.0, -0.1015, -0.0613], Current Cost = 5082.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, 0.3637, -0.1310]. Recommendation = [0.0, -0.1015, -0.0613], Current Cost = 5083.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, -0.7307, 0.7102]. Recommendation = [0.0, -0.1015, -0.0613], Current Cost = 5084.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, 1.5501, 1.5184]. Recommendation = [0.0, -0.1015, -0.0613], Current Cost = 5085.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, 1.3656, 1.7787]. Recommendation = [0.0, -0.1015, -0.0613], Current Cost = 5086.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, 0.2174, -0.0187]. Recommendation = [0.0, -0.1015, -0.0613], Current Cost = 5087.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, 1.0161, 0.7224]. Recommendation = [0.0, -0.1015, -0.0613], Current Cost = 5088.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, 0.0552, -0.0959]. Recommendation = [0.0, -0.1015, -0.0613], Current Cost = 5089.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, -0.6939, 0.4264]. Recommendation = [0.0, -0.1015, -0.0613], Current Cost = 5090.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, 0.1949, 0.2626]. Recommendation = [0.0, -0.1015, -0.0613], Current Cost = 5091.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, 0.1007, -0.3737]. Recommendation = [0.0, -0.1015, -0.0613], Current Cost = 5092.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, 1.2262, 1.8034]. Recommendation = [0.0, -0.1015, -0.0613], Current Cost = 5093.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, 0.9981, 1.3022]. Recommendation = [0.0, -0.1015, -0.0613], Current Cost = 5094.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, 1.2939, 1.5549]. Recommendation = [0.0, -0.1015, -0.0613], Current Cost = 5095.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, 0.0481, 0.3175]. Recommendation = [0.0, -0.1015, -0.0613], Current Cost = 5096.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, 0.6394, 0.6660]. Recommendation = [0.0, -0.1015, -0.0613], Current Cost = 5097.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, 0.2091, 0.4653]. Recommendation = [0.0, -0.1015, -0.0613], Current Cost = 5098.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, 0.2435, -0.3803]. Recommendation = [0.0, -0.1015, -0.0613], Current Cost = 5099.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, 0.0848, -0.0022]. Recommendation = [0.0, -0.1015, -0.0613], Current Cost = 5100.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, -0.6224, 0.7323]. Recommendation = [0.0, -0.1015, -0.0613], Current Cost = 5101.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, -0.3597, 0.5714]. Recommendation = [0.0, -0.1015, -0.0613], Current Cost = 5102.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, -0.9159, 0.5100]. Recommendation = [0.0, -0.1015, -0.0613], Current Cost = 5103.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, -1.0332, 0.7720]. Recommendation = [0.0, -0.1015, -0.0613], Current Cost = 5104.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, 0.2047, 0.1429]. Recommendation = [0.0, -0.1015, -0.0613], Current Cost = 5105.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, 0.8441, 1.1591]. Recommendation = [0.0, -0.1015, -0.0613], Current Cost = 5106.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, -0.5234, 0.3981]. Recommendation = [0.0, -0.1015, -0.0613], Current Cost = 5107.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, 0.6903, 0.0597]. Recommendation = [0.0, -0.1015, -0.0613], Current Cost = 5108.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, 0.2033, 0.4141]. Recommendation = [0.0, -0.1015, -0.0613], Current Cost = 5109.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, -0.8671, 0.9516]. Recommendation = [0.0, -0.1015, -0.0613], Current Cost = 5110.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, 1.4298, 1.7643]. Recommendation = [0.0, -0.1015, -0.0613], Current Cost = 5111.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, 0.1713, 0.5123]. Recommendation = [0.0, -0.1015, -0.0613], Current Cost = 5112.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, 0.5344, -0.2556]. Recommendation = [0.0, -0.1015, -0.0613], Current Cost = 5113.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, 1.3167, 1.9220]. Recommendation = [0.0, -0.1015, -0.0613], Current Cost = 5114.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, 1.4408, 1.9638]. Recommendation = [0.0, -0.1015, -0.0613], Current Cost = 5115.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, 1.2824, 1.9857]. Recommendation = [0.0, -0.1015, -0.0613], Current Cost = 5116.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, 0.3963, 0.5817]. Recommendation = [0.0, -0.1015, -0.0613], Current Cost = 5117.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, -0.3354, 0.7867]. Recommendation = [0.0, -0.1015, -0.0613], Current Cost = 5118.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, -0.5728, 0.0778]. Recommendation = [0.0, -0.1015, -0.0613], Current Cost = 5119.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, 1.0964, 0.2276]. Recommendation = [0.0, -0.1015, -0.0613], Current Cost = 5120.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, -0.7703, 0.2791]. Recommendation = [0.0, -0.1015, -0.0613], Current Cost = 5121.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, -0.6076, 0.2193]. Recommendation = [0.0, -0.1015, -0.0613], Current Cost = 5122.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, 0.1464, 0.4205]. Recommendation = [0.0, -0.1015, -0.0613], Current Cost = 5123.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, -1.0645, 0.6354]. Recommendation = [0.0, -0.1015, -0.0613], Current Cost = 5124.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, -0.8319, 0.3585]. Recommendation = [0.0, -0.1015, -0.0613], Current Cost = 5125.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, -0.2603, 0.3768]. Recommendation = [0.0, -0.1015, -0.0613], Current Cost = 5126.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, 0.6877, 0.1452]. Recommendation = [0.0, -0.1015, -0.0613], Current Cost = 5127.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, 0.9333, 0.9190]. Recommendation = [0.0, -0.1015, -0.0613], Current Cost = 5128.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, -0.7803, 0.8172]. Recommendation = [0.0, -0.1015, -0.0613], Current Cost = 5129.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, -0.4868, 0.6990]. Recommendation = [0.0, -0.1015, -0.0613], Current Cost = 5130.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, 1.2690, 1.8733]. Recommendation = [0.0, -0.1015, -0.0613], Current Cost = 5131.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, 0.4161, 0.9056]. Recommendation = [0.0, -0.1015, -0.0613], Current Cost = 5132.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, 0.8210, 0.9895]. Recommendation = [0.0, -0.1015, -0.0613], Current Cost = 5133.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, 1.0925, 0.8947]. Recommendation = [0.0, -0.1015, -0.0613], Current Cost = 5134.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, 1.2851, 1.2303]. Recommendation = [0.0, -0.1015, -0.0613], Current Cost = 5135.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, -0.6145, 0.9314]. Recommendation = [0.0, -0.1015, -0.0613], Current Cost = 5136.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, 1.2467, 0.9356]. Recommendation = [0.0, -0.1015, -0.0613], Current Cost = 5137.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, -0.2659, -0.3398]. Recommendation = [0.0, -0.1015, -0.0613], Current Cost = 5138.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, -0.9772, 1.1648]. Recommendation = [0.0, -0.1015, -0.0613], Current Cost = 5139.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, -1.1480, 1.0771]. Recommendation = [0.0, -0.1015, -0.0613], Current Cost = 5140.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, -1.1324, 0.9679]. Recommendation = [0.0, -0.1015, -0.0613], Current Cost = 5141.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, 1.5988, 1.9084]. Recommendation = [0.0, -0.1015, -0.0613], Current Cost = 5142.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, 0.0801, 0.6538]. Recommendation = [0.0, -0.1015, -0.0613], Current Cost = 5143.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, -0.0367, 0.4928]. Recommendation = [0.0, -0.1015, -0.0613], Current Cost = 5144.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, 1.2422, 1.1347]. Recommendation = [0.0, -0.1015, -0.0613], Current Cost = 5145.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, -1.0900, 1.3448]. Recommendation = [0.0, -0.1015, -0.0613], Current Cost = 5146.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, -0.8871, 1.4335]. Recommendation = [0.0, -0.1015, -0.0613], Current Cost = 5147.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, -1.0959, 1.1547]. Recommendation = [0.0, -0.1015, -0.0613], Current Cost = 5148.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, -0.8230, 1.1434]. Recommendation = [0.0, -0.1015, -0.0613], Current Cost = 5149.00, Rho = 1.000
(iter 10) [0.0, -0.0161, 0.3050] = 445.9783, sampling [1.0, -0.7930, 0.7308]. Recommendation = [0.0, -0.1015, -0.0613], Current Cost = 5150.00, Rho = 1.000
