(iter 10) [0.0, 0.6498, -0.0216] = 436.4707, sampling [1.0, 0.2241, -0.0046]. Recommendation = [0.0, 0.5467, 0.0009], Current Cost = 5005.00, Rho = 0.299
(iter 64) [0.0, -0.3141, 0.0600] = 454.4237, sampling [0.0, -0.6032, 0.6689]. Recommendation = [0.0, 0.2241, -0.0046], Current Cost = 16082.00, Rho = 0.299
(iter 64) [0.0, -0.3141, 0.0600] = 454.4237, sampling [0.0, 0.7082, 0.6187]. Recommendation = [0.0, 0.2241, -0.0046], Current Cost = 17082.00, Rho = 0.299
(iter 99) [0.0, 0.7082, 0.6187] = 454.8430, sampling [1.0, 0.8868, 0.5722]. Recommendation = [0.0, 0.2241, -0.0046], Current Cost = 18082.00, Rho = 0.299
(iter 99) [0.0, 0.7082, 0.6187] = 454.8430, sampling [1.0, 0.7779, 0.7828]. Recommendation = [0.0, 0.2241, -0.0046], Current Cost = 18083.00, Rho = 0.299
(iter 99) [0.0, 0.7082, 0.6187] = 454.8430, sampling [1.0, 0.4705, 0.7567]. Recommendation = [0.0, 0.2241, -0.0046], Current Cost = 18084.00, Rho = 0.299
(iter 99) [0.0, 0.7082, 0.6187] = 454.8430, sampling [1.0, 0.5340, 1.0024]. Recommendation = [0.0, 0.2241, -0.0046], Current Cost = 18085.00, Rho = 0.299
(iter 99) [0.0, 0.7082, 0.6187] = 454.8430, sampling [1.0, 0.9082, 0.3720]. Recommendation = [0.0, 0.2241, -0.0046], Current Cost = 18086.00, Rho = 0.299
(iter 99) [0.0, 0.7082, 0.6187] = 454.8430, sampling [1.0, 0.2854, 1.0553]. Recommendation = [0.0, 0.2241, -0.0046], Current Cost = 18087.00, Rho = 0.299
(iter 99) [0.0, 0.7082, 0.6187] = 454.8430, sampling [1.0, 0.4546, 0.8829]. Recommendation = [0.0, 0.2241, -0.0046], Current Cost = 18088.00, Rho = 0.299
(iter 99) [0.0, 0.7082, 0.6187] = 454.8430, sampling [1.0, 0.9681, 0.6639]. Recommendation = [0.0, 0.2241, -0.0046], Current Cost = 18089.00, Rho = 0.299
(iter 99) [0.0, 0.7082, 0.6187] = 454.8430, sampling [1.0, 0.1504, 0.9361]. Recommendation = [0.0, 0.2241, -0.0046], Current Cost = 18090.00, Rho = 0.299
(iter 99) [0.0, 0.7082, 0.6187] = 454.8430, sampling [1.0, 0.7351, 1.1058]. Recommendation = [0.0, 0.2241, -0.0046], Current Cost = 18091.00, Rho = 0.299
(iter 99) [0.0, 0.7082, 0.6187] = 454.8430, sampling [0.0, 0.6205, 0.3766]. Recommendation = [0.0, 0.2241, -0.0046], Current Cost = 18092.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [1.0, 0.8904, 0.3148]. Recommendation = [0.0, 0.2241, -0.0046], Current Cost = 19092.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [0.0, 0.3906, 0.9248]. Recommendation = [0.0, 0.2241, -0.0046], Current Cost = 19093.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [1.0, 0.0471, 1.0405]. Recommendation = [0.0, 0.2241, -0.0046], Current Cost = 20093.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [0.0, 0.2241, -0.0046]. Recommendation = [0.0, 0.2241, -0.0046], Current Cost = 20094.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [1.0, 0.3906, 0.9248]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 21094.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [1.0, 0.8200, 0.7997]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 21095.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [1.0, -1.2442, 1.0177]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 21096.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [1.0, -1.3515, 0.2170]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 21097.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [0.0, -0.4729, 0.1421]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 21098.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [0.0, -1.0707, 0.8914]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 22098.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [1.0, -1.3947, 0.8683]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 23098.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [0.0, -1.0603, 0.4764]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 23099.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [0.0, -0.0939, 0.1029]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 24099.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [0.0, -0.0129, -0.2705]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 25099.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [1.0, -0.3617, -0.5028]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 26099.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [0.0, 0.9681, 0.6639]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 26100.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [1.0, 1.1076, 0.6438]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 27100.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [1.0, 1.0085, 0.3589]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 27101.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [1.0, 1.1300, 1.1000]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 27102.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [1.0, 1.1993, 0.7325]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 27103.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [1.0, 0.9817, 0.2446]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 27104.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [1.0, 0.4184, 1.3804]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 27105.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [0.0, 0.9082, 0.3720]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 27106.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [0.0, 1.1300, 1.1000]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 28106.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [1.0, 1.1688, 1.1268]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 29106.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [1.0, 0.8355, 1.1872]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 29107.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [1.0, 1.2927, 1.0305]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 29108.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [1.0, 0.9230, 1.3094]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 29109.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [1.0, 1.2698, 1.1962]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 29110.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [1.0, 0.7192, 1.2054]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 29111.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [1.0, 1.1892, 0.5914]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 29112.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [1.0, 1.0502, 1.5110]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 29113.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [1.0, 1.4049, 0.8360]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 29114.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [1.0, 0.6869, 1.2976]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 29115.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [1.0, -0.0348, 1.4540]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 29116.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [1.0, -0.2601, 1.0896]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 29117.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [1.0, 1.3785, 1.4331]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 29118.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [0.0, 0.8355, 1.1872]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 29119.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [1.0, 0.6722, 1.4764]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 30119.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [0.0, 0.8200, 0.7997]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 30120.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [1.0, 0.7501, -0.2322]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 31120.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [0.0, 1.0502, 1.5110]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 31121.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [1.0, 0.9980, 1.5007]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 32121.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [1.0, 0.9910, 1.5628]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 32122.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [1.0, 1.0917, 1.7169]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 32123.00, Rho = 0.299
