(iter 10) [0.0, 0.3938, -0.3567] = 429.7418, sampling [1.0, 0.1237, 0.1540]. Recommendation = [0.0, 0.0530, 0.0624], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3567] = 429.7418, sampling [1.0, -1.0517, 1.0781]. Recommendation = [0.0, 0.7538, 0.6139], Current Cost = 5061.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3567] = 429.7418, sampling [1.0, -1.1852, 1.0902]. Recommendation = [0.0, 0.7538, 0.6139], Current Cost = 5062.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3567] = 429.7418, sampling [1.0, -1.0134, 1.1930]. Recommendation = [0.0, 0.7538, 0.6139], Current Cost = 5063.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3567] = 429.7418, sampling [1.0, -1.1567, 0.9341]. Recommendation = [0.0, 0.7538, 0.6139], Current Cost = 5064.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3567] = 429.7418, sampling [1.0, -0.9242, 1.1328]. Recommendation = [0.0, 0.7538, 0.6139], Current Cost = 5065.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3567] = 429.7418, sampling [1.0, -1.2310, 1.2394]. Recommendation = [0.0, 0.7538, 0.6139], Current Cost = 5066.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3567] = 429.7418, sampling [1.0, -1.0459, 1.2277]. Recommendation = [0.0, 0.7538, 0.6139], Current Cost = 5067.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3567] = 429.7418, sampling [1.0, -0.8916, 1.3099]. Recommendation = [0.0, 0.7538, 0.6139], Current Cost = 5068.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3567] = 429.7418, sampling [1.0, -0.6815, 0.9043]. Recommendation = [0.0, 0.7538, 0.6139], Current Cost = 5069.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3567] = 429.7418, sampling [1.0, -0.3195, -0.3911]. Recommendation = [0.0, 0.7538, 0.6139], Current Cost = 5070.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3567] = 429.7418, sampling [1.0, 0.9147, 0.3992]. Recommendation = [0.0, 0.7538, 0.6139], Current Cost = 5071.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3567] = 429.7418, sampling [1.0, -0.0830, 0.4849]. Recommendation = [0.0, 0.7538, 0.6139], Current Cost = 5072.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3567] = 429.7418, sampling [1.0, -0.3922, 0.6919]. Recommendation = [0.0, 0.7538, 0.6139], Current Cost = 5073.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3567] = 429.7418, sampling [1.0, 0.8130, 0.9633]. Recommendation = [0.0, 0.7538, 0.6139], Current Cost = 5074.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3567] = 429.7418, sampling [1.0, 1.0182, 0.8841]. Recommendation = [0.0, 0.7538, 0.6139], Current Cost = 5075.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3567] = 429.7418, sampling [1.0, 1.0362, 1.0506]. Recommendation = [0.0, 0.7538, 0.6139], Current Cost = 5076.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3567] = 429.7418, sampling [1.0, 1.0994, 0.9882]. Recommendation = [0.0, 0.7538, 0.6139], Current Cost = 5077.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3567] = 429.7418, sampling [1.0, 0.9982, 1.1571]. Recommendation = [0.0, 0.7538, 0.6139], Current Cost = 5078.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3567] = 429.7418, sampling [1.0, 0.7751, 1.0700]. Recommendation = [0.0, 0.7538, 0.6139], Current Cost = 5079.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3567] = 429.7418, sampling [1.0, 1.0836, 1.1452]. Recommendation = [0.0, 0.7538, 0.6139], Current Cost = 5080.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3567] = 429.7418, sampling [1.0, 1.0771, 1.3320]. Recommendation = [0.0, 0.7538, 0.6139], Current Cost = 5081.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3567] = 429.7418, sampling [1.0, 0.7425, 1.2893]. Recommendation = [0.0, 0.7538, 0.6139], Current Cost = 5082.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3567] = 429.7418, sampling [1.0, -1.2693, 1.1181]. Recommendation = [0.0, 0.7538, 0.6139], Current Cost = 5083.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3567] = 429.7418, sampling [1.0, 0.3310, 0.6693]. Recommendation = [0.0, 0.7538, 0.6139], Current Cost = 5084.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3567] = 429.7418, sampling [1.0, 0.7251, -0.0601]. Recommendation = [0.0, 0.7538, 0.6139], Current Cost = 5085.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3567] = 429.7418, sampling [1.0, 0.1019, -0.4557]. Recommendation = [0.0, 0.7538, 0.6139], Current Cost = 5086.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3567] = 429.7418, sampling [1.0, -0.9575, 1.4940]. Recommendation = [0.0, 0.7538, 0.6139], Current Cost = 5087.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3567] = 429.7418, sampling [1.0, 1.3735, 1.2578]. Recommendation = [0.0, 0.7538, 0.6139], Current Cost = 5088.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3567] = 429.7418, sampling [1.0, -0.7390, 1.0302]. Recommendation = [0.0, 0.7538, 0.6139], Current Cost = 5089.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3567] = 429.7418, sampling [1.0, 0.5401, -0.2395]. Recommendation = [0.0, 0.7538, 0.6139], Current Cost = 5090.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3567] = 429.7418, sampling [1.0, -1.0344, 0.3326]. Recommendation = [0.0, 0.7538, 0.6139], Current Cost = 5091.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3567] = 429.7418, sampling [1.0, 0.5249, 0.7440]. Recommendation = [0.0, 0.7538, 0.6139], Current Cost = 5092.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3567] = 429.7418, sampling [1.0, -1.4199, 1.4357]. Recommendation = [0.0, 0.7538, 0.6139], Current Cost = 5093.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3567] = 429.7418, sampling [1.0, -0.6168, 1.2536]. Recommendation = [0.0, 0.7538, 0.6139], Current Cost = 5094.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3567] = 429.7418, sampling [1.0, 1.0469, 0.4674]. Recommendation = [0.0, 0.7538, 0.6139], Current Cost = 5095.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3567] = 429.7418, sampling [1.0, -1.1837, 1.1243]. Recommendation = [0.0, 0.7538, 0.6139], Current Cost = 5096.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3567] = 429.7418, sampling [1.0, 0.5650, 1.0366]. Recommendation = [0.0, 0.7538, 0.6139], Current Cost = 5097.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3567] = 429.7418, sampling [1.0, -1.2730, 1.6143]. Recommendation = [0.0, 0.7538, 0.6139], Current Cost = 5098.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3567] = 429.7418, sampling [1.0, 1.4015, 1.0615]. Recommendation = [0.0, 0.7538, 0.6139], Current Cost = 5099.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3567] = 429.7418, sampling [1.0, -1.3008, 0.7550]. Recommendation = [0.0, 0.7538, 0.6139], Current Cost = 5100.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3567] = 429.7418, sampling [1.0, 0.8780, 1.5591]. Recommendation = [0.0, 0.7538, 0.6139], Current Cost = 5101.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3567] = 429.7418, sampling [1.0, -0.8993, 1.8538]. Recommendation = [0.0, 0.7538, 0.6139], Current Cost = 5102.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3567] = 429.7418, sampling [1.0, -0.6663, -0.1755]. Recommendation = [0.0, 0.7538, 0.6139], Current Cost = 5103.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3567] = 429.7418, sampling [1.0, -0.4244, -0.3835]. Recommendation = [0.0, 0.7538, 0.6139], Current Cost = 5104.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3567] = 429.7418, sampling [1.0, 0.1980, 0.6585]. Recommendation = [0.0, 0.7538, 0.6139], Current Cost = 5105.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3567] = 429.7418, sampling [1.0, -0.4558, 0.8358]. Recommendation = [0.0, 0.7538, 0.6139], Current Cost = 5106.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3567] = 429.7418, sampling [1.0, 0.2091, -0.5343]. Recommendation = [0.0, 0.7538, 0.6139], Current Cost = 5107.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3567] = 429.7418, sampling [1.0, 0.0380, -0.5148]. Recommendation = [0.0, 0.7538, 0.6139], Current Cost = 5108.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3567] = 429.7418, sampling [1.0, -0.8530, 1.1002]. Recommendation = [0.0, 0.7538, 0.6139], Current Cost = 5109.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3567] = 429.7418, sampling [1.0, -1.4518, 1.5650]. Recommendation = [0.0, 0.7538, 0.6139], Current Cost = 5110.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3567] = 429.7418, sampling [1.0, -0.1536, 0.4908]. Recommendation = [0.0, 0.7538, 0.6139], Current Cost = 5111.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3567] = 429.7418, sampling [1.0, 0.4728, -0.3050]. Recommendation = [0.0, 0.7538, 0.6139], Current Cost = 5112.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3567] = 429.7418, sampling [1.0, 0.7316, -0.2704]. Recommendation = [0.0, 0.7538, 0.6139], Current Cost = 5113.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3567] = 429.7418, sampling [1.0, -1.4325, 1.7439]. Recommendation = [0.0, 0.7538, 0.6139], Current Cost = 5114.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3567] = 429.7418, sampling [1.0, 1.3160, 1.5838]. Recommendation = [0.0, 0.7538, 0.6139], Current Cost = 5115.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3567] = 429.7418, sampling [1.0, 1.3587, 1.5403]. Recommendation = [0.0, 0.7538, 0.6139], Current Cost = 5116.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3567] = 429.7418, sampling [1.0, 1.2513, 1.6692]. Recommendation = [0.0, 0.7538, 0.6139], Current Cost = 5117.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3567] = 429.7418, sampling [1.0, 1.1385, 1.7108]. Recommendation = [0.0, 0.7538, 0.6139], Current Cost = 5118.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3567] = 429.7418, sampling [1.0, 1.2793, 1.8221]. Recommendation = [0.0, 0.7538, 0.6139], Current Cost = 5119.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3567] = 429.7418, sampling [1.0, 1.2372, 1.8139]. Recommendation = [0.0, 0.7538, 0.6139], Current Cost = 5120.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3567] = 429.7418, sampling [1.0, 1.3847, 1.8288]. Recommendation = [0.0, 0.7538, 0.6139], Current Cost = 5121.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3567] = 429.7418, sampling [1.0, 1.2884, 1.8809]. Recommendation = [0.0, 0.7538, 0.6139], Current Cost = 5122.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3567] = 429.7418, sampling [1.0, 1.2274, 1.9680]. Recommendation = [0.0, 0.7538, 0.6139], Current Cost = 5123.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3567] = 429.7418, sampling [1.0, 1.6085, 1.6902]. Recommendation = [0.0, 0.7538, 0.6139], Current Cost = 5124.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3567] = 429.7418, sampling [1.0, 1.1696, 1.7626]. Recommendation = [0.0, 0.7538, 0.6139], Current Cost = 5125.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3567] = 429.7418, sampling [1.0, 1.3647, 1.3611]. Recommendation = [0.0, 0.7538, 0.6139], Current Cost = 5126.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3567] = 429.7418, sampling [1.0, 0.9419, 1.9813]. Recommendation = [0.0, 0.7538, 0.6139], Current Cost = 5127.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3567] = 429.7418, sampling [1.0, -1.3770, 1.8968]. Recommendation = [0.0, 0.7538, 0.6139], Current Cost = 5128.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3567] = 429.7418, sampling [1.0, -0.8128, 1.2420]. Recommendation = [0.0, 0.7538, 0.6139], Current Cost = 5129.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3567] = 429.7418, sampling [1.0, -0.0600, 0.7257]. Recommendation = [0.0, 0.7538, 0.6139], Current Cost = 5130.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3567] = 429.7418, sampling [1.0, 1.0621, 0.0035]. Recommendation = [0.0, 0.7538, 0.6139], Current Cost = 5131.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3567] = 429.7418, sampling [1.0, -0.9055, -0.1264]. Recommendation = [0.0, 0.7538, 0.6139], Current Cost = 5132.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3567] = 429.7418, sampling [1.0, -0.6784, 1.0142]. Recommendation = [0.0, 0.7538, 0.6139], Current Cost = 5133.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3567] = 429.7418, sampling [1.0, 0.2875, 0.8551]. Recommendation = [0.0, 0.7538, 0.6139], Current Cost = 5134.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3567] = 429.7418, sampling [1.0, -0.3876, -0.4789]. Recommendation = [0.0, 0.7538, 0.6139], Current Cost = 5135.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3567] = 429.7418, sampling [1.0, 0.0754, -0.6356]. Recommendation = [0.0, 0.7538, 0.6139], Current Cost = 5136.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3567] = 429.7418, sampling [1.0, 0.3494, -0.5811]. Recommendation = [0.0, 0.7538, 0.6139], Current Cost = 5137.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3567] = 429.7418, sampling [1.0, -1.5296, 1.3221]. Recommendation = [0.0, 0.7538, 0.6139], Current Cost = 5138.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3567] = 429.7418, sampling [1.0, -0.5277, -0.3664]. Recommendation = [0.0, 0.7538, 0.6139], Current Cost = 5139.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3567] = 429.7418, sampling [1.0, -0.3384, 0.7658]. Recommendation = [0.0, 0.7538, 0.6139], Current Cost = 5140.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3567] = 429.7418, sampling [1.0, -0.8816, 1.4098]. Recommendation = [0.0, 0.7538, 0.6139], Current Cost = 5141.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3567] = 429.7418, sampling [1.0, -0.1934, -0.7557]. Recommendation = [0.0, 0.7538, 0.6139], Current Cost = 5142.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3567] = 429.7418, sampling [1.0, -0.4598, 0.9566]. Recommendation = [0.0, 0.7538, 0.6139], Current Cost = 5143.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3567] = 429.7418, sampling [1.0, 0.0717, -0.4881]. Recommendation = [0.0, 0.7538, 0.6139], Current Cost = 5144.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3567] = 429.7418, sampling [1.0, 1.2166, 0.7823]. Recommendation = [0.0, 0.7538, 0.6139], Current Cost = 5145.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3567] = 429.7418, sampling [1.0, 0.4715, 1.3548]. Recommendation = [0.0, 0.7538, 0.6139], Current Cost = 5146.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3567] = 429.7418, sampling [1.0, -1.5774, 1.6852]. Recommendation = [0.0, 0.7538, 0.6139], Current Cost = 5147.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3567] = 429.7418, sampling [1.0, -0.6000, -0.4983]. Recommendation = [0.0, 0.7538, 0.6139], Current Cost = 5148.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3567] = 429.7418, sampling [1.0, -1.1264, 0.5390]. Recommendation = [0.0, 0.7538, 0.6139], Current Cost = 5149.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3567] = 429.7418, sampling [1.0, 1.6319, 1.8951]. Recommendation = [0.0, 0.7538, 0.6139], Current Cost = 5150.00, Rho = 1.000
