(iter 5) [0.0, -0.7694, -0.6847] = 290.1584, sampling [0.0, -1.0470, -0.1672]. Recommendation = [0.0, -0.7694, -0.6847], Current Cost = 5000.00, Rho = -1.230
(iter 20) [0.0, -0.2201, 0.0408] = 454.8056, sampling [0.0, -0.1463, 0.3801]. Recommendation = [0.0, -0.2201, 0.0408], Current Cost = 21000.00, Rho = -1.230
(iter 20) [0.0, -0.2201, 0.0408] = 454.8056, sampling [0.0, -0.1880, -0.2137]. Recommendation = [0.0, -0.2201, 0.0408], Current Cost = 22000.00, Rho = -1.230
(iter 20) [0.0, -0.2201, 0.0408] = 454.8056, sampling [0.0, -0.3965, -0.3721]. Recommendation = [0.0, -0.3360, -0.0371], Current Cost = 23000.00, Rho = -1.230
(iter 20) [0.0, -0.2201, 0.0408] = 454.8056, sampling [0.0, -0.2512, -0.0460]. Recommendation = [0.0, -0.3360, -0.0371], Current Cost = 24000.00, Rho = -1.230
(iter 20) [0.0, -0.2201, 0.0408] = 454.8056, sampling [0.0, 0.0017, 0.1261]. Recommendation = [0.0, -0.3360, -0.0371], Current Cost = 25000.00, Rho = -1.230
(iter 20) [0.0, -0.2201, 0.0408] = 454.8056, sampling [0.0, -0.0896, -0.0055]. Recommendation = [0.0, -0.2201, 0.0408], Current Cost = 26000.00, Rho = -1.230
(iter 26) [0.0, -0.0896, -0.0055] = 455.0944, sampling [0.0, -0.9525, 0.2238]. Recommendation = [0.0, -0.1672, -0.0319], Current Cost = 27000.00, Rho = -1.230
(iter 26) [0.0, -0.0896, -0.0055] = 455.0944, sampling [0.0, -0.1537, 0.7695]. Recommendation = [0.0, -0.1672, -0.0319], Current Cost = 28000.00, Rho = -1.230
(iter 26) [0.0, -0.0896, -0.0055] = 455.0944, sampling [0.0, -0.8404, 0.9590]. Recommendation = [0.0, -0.1672, -0.0319], Current Cost = 29000.00, Rho = -1.230
(iter 26) [0.0, -0.0896, -0.0055] = 455.0944, sampling [0.0, -0.9415, 0.5040]. Recommendation = [0.0, -0.1672, -0.0319], Current Cost = 30000.00, Rho = -1.230
(iter 26) [0.0, -0.0896, -0.0055] = 455.0944, sampling [0.0, -1.0705, 0.8453]. Recommendation = [0.0, -0.1672, -0.0319], Current Cost = 31000.00, Rho = -1.230
(iter 26) [0.0, -0.0896, -0.0055] = 455.0944, sampling [0.0, 0.0149, 0.4397]. Recommendation = [0.0, -0.1672, -0.0319], Current Cost = 32000.00, Rho = -1.230
(iter 26) [0.0, -0.0896, -0.0055] = 455.0944, sampling [0.0, 0.0657, 0.2677]. Recommendation = [0.0, -0.1672, -0.0319], Current Cost = 33000.00, Rho = -1.230
(iter 26) [0.0, -0.0896, -0.0055] = 455.0944, sampling [0.0, -0.9160, 0.9264]. Recommendation = [0.0, -0.0896, -0.0055], Current Cost = 34000.00, Rho = -1.230
(iter 26) [0.0, -0.0896, -0.0055] = 455.0944, sampling [0.0, 0.0781, -0.2316]. Recommendation = [0.0, -0.0896, -0.0055], Current Cost = 35000.00, Rho = -1.230
(iter 26) [0.0, -0.0896, -0.0055] = 455.0944, sampling [0.0, -0.0994, -0.4685]. Recommendation = [0.0, -0.1672, -0.0319], Current Cost = 36000.00, Rho = -1.230
(iter 26) [0.0, -0.0896, -0.0055] = 455.0944, sampling [0.0, -0.1323, -0.3149]. Recommendation = [0.0, -0.1672, -0.0319], Current Cost = 37000.00, Rho = -1.230
(iter 26) [0.0, -0.0896, -0.0055] = 455.0944, sampling [0.0, -0.2084, -0.1190]. Recommendation = [0.0, -0.1672, -0.0319], Current Cost = 38000.00, Rho = -1.230
(iter 26) [0.0, -0.0896, -0.0055] = 455.0944, sampling [0.0, -0.7248, -0.0782]. Recommendation = [0.0, -0.1672, -0.0319], Current Cost = 39000.00, Rho = -1.230
(iter 26) [0.0, -0.0896, -0.0055] = 455.0944, sampling [0.0, -0.9514, 1.3212]. Recommendation = [0.0, -0.1672, -0.0319], Current Cost = 40000.00, Rho = -1.230
(iter 26) [0.0, -0.0896, -0.0055] = 455.0944, sampling [0.0, -0.6580, 1.3137]. Recommendation = [0.0, -0.1672, -0.0319], Current Cost = 41000.00, Rho = -1.230
(iter 26) [0.0, -0.0896, -0.0055] = 455.0944, sampling [0.0, -1.1060, 1.2662]. Recommendation = [0.0, -0.1672, -0.0319], Current Cost = 42000.00, Rho = -1.230
(iter 26) [0.0, -0.0896, -0.0055] = 455.0944, sampling [0.0, -1.0397, 1.5429]. Recommendation = [0.0, -0.1672, -0.0319], Current Cost = 43000.00, Rho = -1.230
(iter 26) [0.0, -0.0896, -0.0055] = 455.0944, sampling [0.0, -1.1036, 1.4097]. Recommendation = [0.0, -0.1672, -0.0319], Current Cost = 44000.00, Rho = -1.230
(iter 26) [0.0, -0.0896, -0.0055] = 455.0944, sampling [0.0, -1.3174, 1.5703]. Recommendation = [0.0, -0.1672, -0.0319], Current Cost = 45000.00, Rho = -1.230
(iter 26) [0.0, -0.0896, -0.0055] = 455.0944, sampling [0.0, -1.1307, 1.8780]. Recommendation = [0.0, -0.1672, -0.0319], Current Cost = 46000.00, Rho = -1.230
(iter 26) [0.0, -0.0896, -0.0055] = 455.0944, sampling [0.0, -1.1803, 1.6206]. Recommendation = [0.0, -0.1672, -0.0319], Current Cost = 47000.00, Rho = -1.230
(iter 26) [0.0, -0.0896, -0.0055] = 455.0944, sampling [0.0, -1.3434, 1.7242]. Recommendation = [0.0, -0.1672, -0.0319], Current Cost = 48000.00, Rho = -1.230
(iter 26) [0.0, -0.0896, -0.0055] = 455.0944, sampling [0.0, -1.5950, 1.9930]. Recommendation = [0.0, -0.1672, -0.0319], Current Cost = 49000.00, Rho = -1.230
(iter 26) [0.0, -0.0896, -0.0055] = 455.0944, sampling [0.0, -1.3263, 1.9461]. Recommendation = [0.0, -0.1672, -0.0319], Current Cost = 50000.00, Rho = -1.230
(iter 26) [0.0, -0.0896, -0.0055] = 455.0944, sampling [0.0, -1.6715, 1.6027]. Recommendation = [0.0, -0.1672, -0.0319], Current Cost = 51000.00, Rho = -1.230
(iter 26) [0.0, -0.0896, -0.0055] = 455.0944, sampling [0.0, -1.2144, 1.2008]. Recommendation = [0.0, -0.1672, -0.0319], Current Cost = 52000.00, Rho = -1.230
(iter 26) [0.0, -0.0896, -0.0055] = 455.0944, sampling [0.0, -0.8734, 1.6990]. Recommendation = [0.0, -0.1672, -0.0319], Current Cost = 53000.00, Rho = -1.230
(iter 26) [0.0, -0.0896, -0.0055] = 455.0944, sampling [0.0, -0.4697, 0.6843]. Recommendation = [0.0, -0.1672, -0.0319], Current Cost = 54000.00, Rho = -1.230
(iter 26) [0.0, -0.0896, -0.0055] = 455.0944, sampling [0.0, -0.3360, -0.0371]. Recommendation = [0.0, -0.1672, -0.0319], Current Cost = 55000.00, Rho = -1.230
(iter 26) [0.0, -0.0896, -0.0055] = 455.0944, sampling [0.0, -1.2255, 1.0692]. Recommendation = [0.0, -0.1672, -0.0319], Current Cost = 56000.00, Rho = -1.230
(iter 26) [0.0, -0.0896, -0.0055] = 455.0944, sampling [0.0, 0.2243, -0.1448]. Recommendation = [0.0, -0.1672, -0.0319], Current Cost = 57000.00, Rho = -1.230
(iter 26) [0.0, -0.0896, -0.0055] = 455.0944, sampling [0.0, 0.1569, -0.3498]. Recommendation = [0.0, -0.0896, -0.0055], Current Cost = 58000.00, Rho = -1.230
(iter 26) [0.0, -0.0896, -0.0055] = 455.0944, sampling [0.0, -1.1247, 1.7300]. Recommendation = [0.0, -0.0896, -0.0055], Current Cost = 59000.00, Rho = -1.230
(iter 26) [0.0, -0.0896, -0.0055] = 455.0944, sampling [0.0, -0.7366, 0.8657]. Recommendation = [0.0, -0.0896, -0.0055], Current Cost = 60000.00, Rho = -1.230
(iter 26) [0.0, -0.0896, -0.0055] = 455.0944, sampling [0.0, 0.0632, -0.5654]. Recommendation = [0.0, -0.0896, -0.0055], Current Cost = 61000.00, Rho = -1.230
(iter 26) [0.0, -0.0896, -0.0055] = 455.0944, sampling [0.0, -0.1672, -0.0319]. Recommendation = [0.0, -0.0896, -0.0055], Current Cost = 62000.00, Rho = -1.230
(iter 26) [0.0, -0.0896, -0.0055] = 455.0944, sampling [0.0, -0.5881, 0.7593]. Recommendation = [0.0, -0.0896, -0.0055], Current Cost = 63000.00, Rho = -1.230
(iter 26) [0.0, -0.0896, -0.0055] = 455.0944, sampling [0.0, -1.1416, 1.3542]. Recommendation = [0.0, -0.0896, -0.0055], Current Cost = 64000.00, Rho = -1.230
(iter 26) [0.0, -0.0896, -0.0055] = 455.0944, sampling [0.0, -0.2621, -0.8398]. Recommendation = [0.0, -0.0896, -0.0055], Current Cost = 65000.00, Rho = -1.230
(iter 26) [0.0, -0.0896, -0.0055] = 455.0944, sampling [0.0, -0.4464, -0.6229]. Recommendation = [0.0, -0.0896, -0.0055], Current Cost = 66000.00, Rho = -1.230
(iter 26) [0.0, -0.0896, -0.0055] = 455.0944, sampling [0.0, 0.0857, 0.6005]. Recommendation = [0.0, -0.0896, -0.0055], Current Cost = 67000.00, Rho = -1.230
(iter 26) [0.0, -0.0896, -0.0055] = 455.0944, sampling [0.0, 0.1331, 0.3397]. Recommendation = [0.0, -0.0896, -0.0055], Current Cost = 68000.00, Rho = -1.230
(iter 26) [0.0, -0.0896, -0.0055] = 455.0944, sampling [0.0, -0.2324, 0.5876]. Recommendation = [0.0, -0.0896, -0.0055], Current Cost = 69000.00, Rho = -1.230
(iter 26) [0.0, -0.0896, -0.0055] = 455.0944, sampling [0.0, -1.4383, 1.6865]. Recommendation = [0.0, -0.0896, -0.0055], Current Cost = 70000.00, Rho = -1.230
(iter 26) [0.0, -0.0896, -0.0055] = 455.0944, sampling [0.0, -0.8501, 0.0898]. Recommendation = [0.0, -0.0896, -0.0055], Current Cost = 71000.00, Rho = -1.230
(iter 26) [0.0, -0.0896, -0.0055] = 455.0944, sampling [0.0, 0.3316, 0.3583]. Recommendation = [0.0, -0.0896, -0.0055], Current Cost = 72000.00, Rho = -1.230
(iter 26) [0.0, -0.0896, -0.0055] = 455.0944, sampling [0.0, 0.4101, 0.0498]. Recommendation = [0.0, -0.0896, -0.0055], Current Cost = 73000.00, Rho = -1.230
(iter 26) [0.0, -0.0896, -0.0055] = 455.0944, sampling [0.0, 0.3933, -0.0862]. Recommendation = [0.0, -0.0896, -0.0055], Current Cost = 74000.00, Rho = -1.230
(iter 26) [0.0, -0.0896, -0.0055] = 455.0944, sampling [0.0, 0.3386, -0.2345]. Recommendation = [0.0, -0.0896, -0.0055], Current Cost = 75000.00, Rho = -1.230
(iter 26) [0.0, -0.0896, -0.0055] = 455.0944, sampling [0.0, 0.1959, -0.2832]. Recommendation = [0.0, -0.0896, -0.0055], Current Cost = 76000.00, Rho = -1.230
(iter 26) [0.0, -0.0896, -0.0055] = 455.0944, sampling [0.0, 0.3741, 0.4865]. Recommendation = [0.0, -0.0896, -0.0055], Current Cost = 77000.00, Rho = -1.230
(iter 26) [0.0, -0.0896, -0.0055] = 455.0944, sampling [0.0, 0.4360, 0.3210]. Recommendation = [0.0, -0.0896, -0.0055], Current Cost = 78000.00, Rho = -1.230
(iter 26) [0.0, -0.0896, -0.0055] = 455.0944, sampling [0.0, 0.2530, 0.7194]. Recommendation = [0.0, -0.0896, -0.0055], Current Cost = 79000.00, Rho = -1.230
(iter 26) [0.0, -0.0896, -0.0055] = 455.0944, sampling [0.0, 0.2435, -0.4271]. Recommendation = [0.0, -0.0896, -0.0055], Current Cost = 80000.00, Rho = -1.230
(iter 26) [0.0, -0.0896, -0.0055] = 455.0944, sampling [0.0, 0.5007, 0.2563]. Recommendation = [0.0, -0.0896, -0.0055], Current Cost = 81000.00, Rho = -1.230
(iter 81) [0.0, 0.5007, 0.2563] = 456.0476, sampling [0.0, -0.4243, 1.0619]. Recommendation = [0.0, 0.5007, 0.2563], Current Cost = 82000.00, Rho = -1.230
(iter 81) [0.0, 0.5007, 0.2563] = 456.0476, sampling [0.0, -1.3779, 1.2463]. Recommendation = [0.0, 0.5007, 0.2563], Current Cost = 83000.00, Rho = -1.230
(iter 81) [0.0, 0.5007, 0.2563] = 456.0476, sampling [0.0, -1.2349, 1.5911]. Recommendation = [0.0, 0.5007, 0.2563], Current Cost = 84000.00, Rho = -1.230
(iter 81) [0.0, 0.5007, 0.2563] = 456.0476, sampling [0.0, 0.2060, 0.9883]. Recommendation = [0.0, 0.5007, 0.2563], Current Cost = 85000.00, Rho = -1.230
(iter 81) [0.0, 0.5007, 0.2563] = 456.0476, sampling [0.0, 0.5671, 0.4532]. Recommendation = [0.0, 0.5007, 0.2563], Current Cost = 86000.00, Rho = -1.230
(iter 81) [0.0, 0.5007, 0.2563] = 456.0476, sampling [0.0, 0.4462, 0.6975]. Recommendation = [0.0, 0.5007, 0.2563], Current Cost = 87000.00, Rho = -1.230
(iter 81) [0.0, 0.5007, 0.2563] = 456.0476, sampling [0.0, 0.5991, 0.5504]. Recommendation = [0.0, 0.5007, 0.2563], Current Cost = 88000.00, Rho = -1.230
(iter 81) [0.0, 0.5007, 0.2563] = 456.0476, sampling [0.0, 0.6277, 0.2887]. Recommendation = [0.0, 0.5007, 0.2563], Current Cost = 89000.00, Rho = -1.230
(iter 81) [0.0, 0.5007, 0.2563] = 456.0476, sampling [0.0, 0.0458, -0.7499]. Recommendation = [0.0, 0.5007, 0.2563], Current Cost = 90000.00, Rho = -1.230
(iter 81) [0.0, 0.5007, 0.2563] = 456.0476, sampling [0.0, 0.5339, 0.9016]. Recommendation = [0.0, 0.5007, 0.2563], Current Cost = 91000.00, Rho = -1.230
(iter 81) [0.0, 0.5007, 0.2563] = 456.0476, sampling [0.0, 0.6511, 0.6180]. Recommendation = [0.0, 0.5007, 0.2563], Current Cost = 92000.00, Rho = -1.230
(iter 81) [0.0, 0.5007, 0.2563] = 456.0476, sampling [0.0, 0.6765, 0.5275]. Recommendation = [0.0, 0.5007, 0.2563], Current Cost = 93000.00, Rho = -1.230
(iter 81) [0.0, 0.5007, 0.2563] = 456.0476, sampling [0.0, 0.5887, -0.1576]. Recommendation = [0.0, 0.5007, 0.2563], Current Cost = 94000.00, Rho = -1.230
(iter 81) [0.0, 0.5007, 0.2563] = 456.0476, sampling [0.0, 0.3768, -0.3670]. Recommendation = [0.0, 0.5007, 0.2563], Current Cost = 95000.00, Rho = -1.230
(iter 81) [0.0, 0.5007, 0.2563] = 456.0476, sampling [0.0, 0.6602, 0.2262]. Recommendation = [0.0, 0.5007, 0.2563], Current Cost = 96000.00, Rho = -1.230
(iter 81) [0.0, 0.5007, 0.2563] = 456.0476, sampling [0.0, 0.7459, 0.8495]. Recommendation = [0.0, 0.5007, 0.2563], Current Cost = 97000.00, Rho = -1.230
(iter 81) [0.0, 0.5007, 0.2563] = 456.0476, sampling [0.0, 0.8005, 0.7101]. Recommendation = [0.0, 0.5007, 0.2563], Current Cost = 98000.00, Rho = -1.230
(iter 81) [0.0, 0.5007, 0.2563] = 456.0476, sampling [0.0, 0.7008, 1.1578]. Recommendation = [0.0, 0.5007, 0.2563], Current Cost = 99000.00, Rho = -1.230
(iter 81) [0.0, 0.5007, 0.2563] = 456.0476, sampling [0.0, 0.3893, 1.2761]. Recommendation = [0.0, 0.5007, 0.2563], Current Cost = 100000.00, Rho = -1.230
