(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, -0.1105, 0.7805]. Recommendation = [0.0, 0.2128, 0.3653], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, -0.8346, 0.8516]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5028.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, -0.2329, 0.5103]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5029.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, -0.6576, 0.4701]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5030.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, 0.8178, 0.9270]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5031.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, -1.7023, 1.4151]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5032.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, -1.1281, 1.9913]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5033.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, -1.0608, 1.1357]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5034.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, 0.7488, 0.3455]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5035.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, 0.9423, 0.6807]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5036.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, 0.6276, 0.7738]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5037.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, 0.2584, 0.1612]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5038.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, -0.9205, 1.5966]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5039.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, -0.5753, 0.2109]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5040.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, -1.1411, 1.3572]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5041.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, -0.2948, 0.0499]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5042.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, -0.6999, 0.7241]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5043.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, 0.2128, 0.3653]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5044.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, 0.5971, 1.3422]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5045.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, 0.2242, 0.8761]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5046.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, 0.4895, 0.2646]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5047.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, -1.2829, 1.7880]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5048.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, -1.3269, 1.5556]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5049.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, -0.8178, 1.0530]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5050.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, 0.2201, -0.0784]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5051.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, -0.5289, 1.1151]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5052.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, -0.9009, 0.4178]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5053.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, 1.0962, 1.1605]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5054.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, 0.9586, 0.8853]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5055.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, 0.1326, 0.6536]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5056.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, 0.5838, 0.0693]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5057.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, -0.3493, 0.4021]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5058.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, 0.2978, 0.4843]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5059.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, -0.3545, -0.1360]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5060.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, -1.1137, 0.8031]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5061.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, -0.7303, 0.3433]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5062.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, -1.3041, 0.1554]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5063.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, 1.0037, 1.7948]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5064.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, 1.3147, 0.9362]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5065.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, 0.7743, 1.1508]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5066.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, -0.3066, 0.7438]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5067.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, 0.0041, -0.1817]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5068.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, 0.0807, 1.1101]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5069.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, 0.5203, 0.3729]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5070.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, -1.2152, 1.0246]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5071.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, -0.7631, 1.9269]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5072.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, -0.6102, -0.1256]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5073.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, -1.5565, 1.9328]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5074.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, -0.9493, 0.7866]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5075.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, -1.2454, 1.3802]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5076.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, -0.9060, 1.3982]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5077.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, 0.8411, 0.2334]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5078.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, 0.3159, 0.6733]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5079.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, 1.4073, 1.4495]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5080.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, 0.8837, 1.3473]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5081.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, -0.2403, -0.0220]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5082.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, 0.5168, 1.8984]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5083.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, -0.5879, 0.0606]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5084.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, -0.2579, -0.3167]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5085.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, 0.7204, 1.0122]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5086.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, -1.2026, 1.6199]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5087.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, 0.1592, 0.4914]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5088.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, -1.3447, 1.4334]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5089.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, 0.1727, -0.2823]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5090.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, -0.1446, -0.2323]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5091.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, -0.6439, 1.4195]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5092.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, -0.8136, 0.0016]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5093.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, -0.9864, 0.6947]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5094.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, 0.2732, 0.6086]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5095.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, 1.8030, 1.9756]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5096.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, -1.1821, 1.5257]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5097.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, -1.2511, 1.1733]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5098.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, 1.1664, 1.2908]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5099.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, -0.1984, -0.0962]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5100.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, -1.3962, 0.9024]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5101.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, -0.7478, 0.7624]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5102.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, -0.9555, 0.5128]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5103.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, 0.4786, -0.2432]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5104.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, 1.3030, 0.5595]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5105.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, -0.5802, -0.3030]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5106.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, 0.0396, 0.9140]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5107.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, -1.9209, 1.8495]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5108.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, 0.2930, 1.1212]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5109.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, -0.9731, 1.5095]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5110.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, -0.4668, 1.0023]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5111.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, -0.7075, 0.2938]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5112.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, -0.0011, -0.4251]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5113.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, -0.2284, 0.8185]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5114.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, -0.7780, 1.0997]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5115.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, 1.8162, 1.2272]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5116.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, 0.8758, 1.2162]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5117.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, -0.4264, -0.4122]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5118.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, 0.9218, 1.5468]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5119.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, -0.5361, -0.0895]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5120.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, -0.9931, 0.3240]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5121.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, 1.2771, 1.7115]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5122.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, -0.0872, -0.1055]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5123.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, 0.1133, 0.6978]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5124.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, 0.9350, 0.1303]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5125.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, 1.1104, 0.4466]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5126.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, -0.0308, -0.2286]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5127.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, -0.8006, 1.4656]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5128.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, -1.9615, 0.5474]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5129.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, 1.2478, 1.0805]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5130.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, 0.6397, 1.2056]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5131.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, 0.7766, -0.1438]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5132.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, -0.5444, 1.3065]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5133.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, 0.1494, 1.4888]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5134.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, 1.3364, 1.9526]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5135.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, -0.7947, 1.2115]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5136.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, -0.9147, -0.1705]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5137.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, -0.0363, -0.1564]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5138.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, -0.1354, -0.4790]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5139.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, 1.0943, 1.6518]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5140.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, 0.2058, -0.4872]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5141.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, -1.5749, 1.8605]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5142.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, -0.1583, 1.9513]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5143.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, -0.9403, 0.1245]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5144.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, 0.1978, 0.9597]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5145.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, 1.0567, 1.9953]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5146.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, -0.6182, -0.6117]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5147.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, 0.3915, -0.3969]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5148.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, -0.7542, 1.7224]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5149.00, Rho = 1.000
(iter 10) [0.0, 0.3396, -0.0383] = 453.5046, sampling [1.0, -0.1877, -0.7802]. Recommendation = [0.0, 0.2584, 0.1612], Current Cost = 5150.00, Rho = 1.000
