(iter 10) [0.0, 0.2328, -0.3476] = 439.5682, sampling [1.0, -0.0443, 0.4767]. Recommendation = [0.0, -0.0702, 0.2087], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, 0.2328, -0.3476] = 439.5682, sampling [1.0, -0.2629, -0.1110]. Recommendation = [0.0, 0.8091, 0.6630], Current Cost = 5034.00, Rho = 1.000
(iter 10) [0.0, 0.2328, -0.3476] = 439.5682, sampling [1.0, -0.4574, 0.4992]. Recommendation = [0.0, 0.8091, 0.6630], Current Cost = 5035.00, Rho = 1.000
(iter 10) [0.0, 0.2328, -0.3476] = 439.5682, sampling [1.0, 0.7114, 0.9727]. Recommendation = [0.0, 0.8091, 0.6630], Current Cost = 5036.00, Rho = 1.000
(iter 10) [0.0, 0.2328, -0.3476] = 439.5682, sampling [1.0, -0.9641, 1.0145]. Recommendation = [0.0, 0.8091, 0.6630], Current Cost = 5037.00, Rho = 1.000
(iter 10) [0.0, 0.2328, -0.3476] = 439.5682, sampling [1.0, -0.7557, 1.2360]. Recommendation = [0.0, 0.8091, 0.6630], Current Cost = 5038.00, Rho = 1.000
(iter 10) [0.0, 0.2328, -0.3476] = 439.5682, sampling [1.0, 0.2026, 0.4711]. Recommendation = [0.0, 0.8091, 0.6630], Current Cost = 5039.00, Rho = 1.000
(iter 10) [0.0, 0.2328, -0.3476] = 439.5682, sampling [1.0, 0.6308, 0.5301]. Recommendation = [0.0, 0.8091, 0.6630], Current Cost = 5040.00, Rho = 1.000
(iter 10) [0.0, 0.2328, -0.3476] = 439.5682, sampling [1.0, 0.9763, 0.9227]. Recommendation = [0.0, 0.8091, 0.6630], Current Cost = 5041.00, Rho = 1.000
(iter 10) [0.0, 0.2328, -0.3476] = 439.5682, sampling [1.0, 0.7420, 0.0739]. Recommendation = [0.0, 0.8091, 0.6630], Current Cost = 5042.00, Rho = 1.000
(iter 10) [0.0, 0.2328, -0.3476] = 439.5682, sampling [1.0, 0.0142, 0.8286]. Recommendation = [0.0, 0.8091, 0.6630], Current Cost = 5043.00, Rho = 1.000
(iter 10) [0.0, 0.2328, -0.3476] = 439.5682, sampling [1.0, 0.9302, 1.1110]. Recommendation = [0.0, 0.8091, 0.6630], Current Cost = 5044.00, Rho = 1.000
(iter 10) [0.0, 0.2328, -0.3476] = 439.5682, sampling [1.0, 0.8700, 0.9855]. Recommendation = [0.0, 0.8091, 0.6630], Current Cost = 5045.00, Rho = 1.000
(iter 10) [0.0, 0.2328, -0.3476] = 439.5682, sampling [1.0, 1.0513, 1.0712]. Recommendation = [0.0, 0.8091, 0.6630], Current Cost = 5046.00, Rho = 1.000
(iter 10) [0.0, 0.2328, -0.3476] = 439.5682, sampling [1.0, 1.0976, 0.7920]. Recommendation = [0.0, 0.8091, 0.6630], Current Cost = 5047.00, Rho = 1.000
(iter 10) [0.0, 0.2328, -0.3476] = 439.5682, sampling [1.0, -0.5083, -0.1656]. Recommendation = [0.0, 0.8091, 0.6630], Current Cost = 5048.00, Rho = 1.000
(iter 10) [0.0, 0.2328, -0.3476] = 439.5682, sampling [1.0, -0.5512, 0.0553]. Recommendation = [0.0, 0.8091, 0.6630], Current Cost = 5049.00, Rho = 1.000
(iter 10) [0.0, 0.2328, -0.3476] = 439.5682, sampling [1.0, -0.1614, 0.0925]. Recommendation = [0.0, 0.8091, 0.6630], Current Cost = 5050.00, Rho = 1.000
(iter 10) [0.0, 0.2328, -0.3476] = 439.5682, sampling [1.0, 0.1428, 0.2430]. Recommendation = [0.0, 0.8091, 0.6630], Current Cost = 5051.00, Rho = 1.000
(iter 10) [0.0, 0.2328, -0.3476] = 439.5682, sampling [1.0, -0.6653, 0.9522]. Recommendation = [0.0, 0.8091, 0.6630], Current Cost = 5052.00, Rho = 1.000
(iter 10) [0.0, 0.2328, -0.3476] = 439.5682, sampling [1.0, 1.0117, 0.4172]. Recommendation = [0.0, 0.8091, 0.6630], Current Cost = 5053.00, Rho = 1.000
(iter 10) [0.0, 0.2328, -0.3476] = 439.5682, sampling [1.0, 0.5719, 1.3649]. Recommendation = [0.0, 0.8091, 0.6630], Current Cost = 5054.00, Rho = 1.000
(iter 10) [0.0, 0.2328, -0.3476] = 439.5682, sampling [1.0, -0.7812, 0.6993]. Recommendation = [0.0, 0.8091, 0.6630], Current Cost = 5055.00, Rho = 1.000
(iter 10) [0.0, 0.2328, -0.3476] = 439.5682, sampling [1.0, -0.1154, 0.1634]. Recommendation = [0.0, 0.8091, 0.6630], Current Cost = 5056.00, Rho = 1.000
(iter 10) [0.0, 0.2328, -0.3476] = 439.5682, sampling [1.0, 0.8363, 0.9074]. Recommendation = [0.0, 0.8091, 0.6630], Current Cost = 5057.00, Rho = 1.000
(iter 10) [0.0, 0.2328, -0.3476] = 439.5682, sampling [1.0, -1.1161, 1.0508]. Recommendation = [0.0, 0.8091, 0.6630], Current Cost = 5058.00, Rho = 1.000
(iter 10) [0.0, 0.2328, -0.3476] = 439.5682, sampling [1.0, -0.3371, -0.2544]. Recommendation = [0.0, 0.8091, 0.6630], Current Cost = 5059.00, Rho = 1.000
(iter 10) [0.0, 0.2328, -0.3476] = 439.5682, sampling [1.0, 0.6603, 0.3040]. Recommendation = [0.0, 0.8091, 0.6630], Current Cost = 5060.00, Rho = 1.000
(iter 10) [0.0, 0.2328, -0.3476] = 439.5682, sampling [1.0, -0.9768, 1.1649]. Recommendation = [0.0, 0.8091, 0.6630], Current Cost = 5061.00, Rho = 1.000
(iter 10) [0.0, 0.2328, -0.3476] = 439.5682, sampling [1.0, -0.4097, 0.6677]. Recommendation = [0.0, 0.8091, 0.6630], Current Cost = 5062.00, Rho = 1.000
(iter 10) [0.0, 0.2328, -0.3476] = 439.5682, sampling [1.0, -0.2834, -0.1758]. Recommendation = [0.0, 0.8091, 0.6630], Current Cost = 5063.00, Rho = 1.000
(iter 10) [0.0, 0.2328, -0.3476] = 439.5682, sampling [1.0, -0.7162, 0.1769]. Recommendation = [0.0, 0.8091, 0.6630], Current Cost = 5064.00, Rho = 1.000
(iter 10) [0.0, 0.2328, -0.3476] = 439.5682, sampling [1.0, 0.1680, 0.3803]. Recommendation = [0.0, 0.8091, 0.6630], Current Cost = 5065.00, Rho = 1.000
(iter 10) [0.0, 0.2328, -0.3476] = 439.5682, sampling [1.0, -0.8673, 1.1246]. Recommendation = [0.0, 0.8091, 0.6630], Current Cost = 5066.00, Rho = 1.000
(iter 10) [0.0, 0.2328, -0.3476] = 439.5682, sampling [1.0, -0.0241, -0.2897]. Recommendation = [0.0, 0.8091, 0.6630], Current Cost = 5067.00, Rho = 1.000
(iter 10) [0.0, 0.2328, -0.3476] = 439.5682, sampling [1.0, 0.9960, 1.1811]. Recommendation = [0.0, 0.8091, 0.6630], Current Cost = 5068.00, Rho = 1.000
(iter 10) [0.0, 0.2328, -0.3476] = 439.5682, sampling [1.0, 0.4246, 0.6751]. Recommendation = [0.0, 0.8091, 0.6630], Current Cost = 5069.00, Rho = 1.000
(iter 10) [0.0, 0.2328, -0.3476] = 439.5682, sampling [1.0, 0.6003, 0.8535]. Recommendation = [0.0, 0.8091, 0.6630], Current Cost = 5070.00, Rho = 1.000
(iter 10) [0.0, 0.2328, -0.3476] = 439.5682, sampling [1.0, -0.7103, -0.0371]. Recommendation = [0.0, 0.8091, 0.6630], Current Cost = 5071.00, Rho = 1.000
(iter 10) [0.0, 0.2328, -0.3476] = 439.5682, sampling [1.0, 0.7698, 0.9137]. Recommendation = [0.0, 0.8091, 0.6630], Current Cost = 5072.00, Rho = 1.000
(iter 10) [0.0, 0.2328, -0.3476] = 439.5682, sampling [1.0, -1.0131, 0.2377]. Recommendation = [0.0, 0.8091, 0.6630], Current Cost = 5073.00, Rho = 1.000
(iter 10) [0.0, 0.2328, -0.3476] = 439.5682, sampling [1.0, 1.1087, 1.2608]. Recommendation = [0.0, 0.8091, 0.6630], Current Cost = 5074.00, Rho = 1.000
(iter 10) [0.0, 0.2328, -0.3476] = 439.5682, sampling [1.0, 1.1961, 1.1687]. Recommendation = [0.0, 0.8091, 0.6630], Current Cost = 5075.00, Rho = 1.000
(iter 10) [0.0, 0.2328, -0.3476] = 439.5682, sampling [1.0, 0.9634, 1.2902]. Recommendation = [0.0, 0.8091, 0.6630], Current Cost = 5076.00, Rho = 1.000
(iter 10) [0.0, 0.2328, -0.3476] = 439.5682, sampling [1.0, 1.0844, 1.3451]. Recommendation = [0.0, 0.8091, 0.6630], Current Cost = 5077.00, Rho = 1.000
(iter 10) [0.0, 0.2328, -0.3476] = 439.5682, sampling [1.0, -0.1844, 0.6435]. Recommendation = [0.0, 0.8091, 0.6630], Current Cost = 5078.00, Rho = 1.000
(iter 10) [0.0, 0.2328, -0.3476] = 439.5682, sampling [1.0, -1.0176, 1.3972]. Recommendation = [0.0, 0.8091, 0.6630], Current Cost = 5079.00, Rho = 1.000
(iter 10) [0.0, 0.2328, -0.3476] = 439.5682, sampling [1.0, 1.0348, 1.4370]. Recommendation = [0.0, 0.8091, 0.6630], Current Cost = 5080.00, Rho = 1.000
(iter 10) [0.0, 0.2328, -0.3476] = 439.5682, sampling [1.0, 1.1784, 1.4499]. Recommendation = [0.0, 0.8091, 0.6630], Current Cost = 5081.00, Rho = 1.000
(iter 10) [0.0, 0.2328, -0.3476] = 439.5682, sampling [1.0, 1.2967, 1.4176]. Recommendation = [0.0, 0.8091, 0.6630], Current Cost = 5082.00, Rho = 1.000
(iter 10) [0.0, 0.2328, -0.3476] = 439.5682, sampling [1.0, 1.1859, 1.5417]. Recommendation = [0.0, 0.8091, 0.6630], Current Cost = 5083.00, Rho = 1.000
(iter 10) [0.0, 0.2328, -0.3476] = 439.5682, sampling [1.0, 1.0640, 1.5856]. Recommendation = [0.0, 0.8091, 0.6630], Current Cost = 5084.00, Rho = 1.000
(iter 10) [0.0, 0.2328, -0.3476] = 439.5682, sampling [1.0, 1.2832, 1.4732]. Recommendation = [0.0, 0.8091, 0.6630], Current Cost = 5085.00, Rho = 1.000
(iter 10) [0.0, 0.2328, -0.3476] = 439.5682, sampling [1.0, 1.2227, 1.6978]. Recommendation = [0.0, 0.8091, 0.6630], Current Cost = 5086.00, Rho = 1.000
(iter 10) [0.0, 0.2328, -0.3476] = 439.5682, sampling [1.0, 1.3563, 1.6521]. Recommendation = [0.0, 0.8091, 0.6630], Current Cost = 5087.00, Rho = 1.000
(iter 10) [0.0, 0.2328, -0.3476] = 439.5682, sampling [1.0, 1.3141, 1.5236]. Recommendation = [0.0, 0.8091, 0.6630], Current Cost = 5088.00, Rho = 1.000
(iter 10) [0.0, 0.2328, -0.3476] = 439.5682, sampling [1.0, 1.3217, 1.8023]. Recommendation = [0.0, 0.8091, 0.6630], Current Cost = 5089.00, Rho = 1.000
(iter 10) [0.0, 0.2328, -0.3476] = 439.5682, sampling [1.0, 1.2116, 1.8487]. Recommendation = [0.0, 0.8091, 0.6630], Current Cost = 5090.00, Rho = 1.000
(iter 10) [0.0, 0.2328, -0.3476] = 439.5682, sampling [1.0, 1.4253, 1.7721]. Recommendation = [0.0, 0.8091, 0.6630], Current Cost = 5091.00, Rho = 1.000
(iter 10) [0.0, 0.2328, -0.3476] = 439.5682, sampling [1.0, 1.4093, 1.6449]. Recommendation = [0.0, 0.8091, 0.6630], Current Cost = 5092.00, Rho = 1.000
(iter 10) [0.0, 0.2328, -0.3476] = 439.5682, sampling [1.0, 1.1262, 1.6632]. Recommendation = [0.0, 0.8091, 0.6630], Current Cost = 5093.00, Rho = 1.000
(iter 10) [0.0, 0.2328, -0.3476] = 439.5682, sampling [1.0, 1.4817, 1.9026]. Recommendation = [0.0, 0.8091, 0.6630], Current Cost = 5094.00, Rho = 1.000
(iter 10) [0.0, 0.2328, -0.3476] = 439.5682, sampling [1.0, 0.9380, 1.7773]. Recommendation = [0.0, 0.8091, 0.6630], Current Cost = 5095.00, Rho = 1.000
(iter 10) [0.0, 0.2328, -0.3476] = 439.5682, sampling [1.0, 1.6106, 1.8739]. Recommendation = [0.0, 0.8091, 0.6630], Current Cost = 5096.00, Rho = 1.000
(iter 10) [0.0, 0.2328, -0.3476] = 439.5682, sampling [1.0, -0.6352, 1.6088]. Recommendation = [0.0, 0.8091, 0.6630], Current Cost = 5097.00, Rho = 1.000
(iter 10) [0.0, 0.2328, -0.3476] = 439.5682, sampling [1.0, -0.4258, -0.2041]. Recommendation = [0.0, 0.8091, 0.6630], Current Cost = 5098.00, Rho = 1.000
(iter 10) [0.0, 0.2328, -0.3476] = 439.5682, sampling [1.0, -1.2391, 0.8438]. Recommendation = [0.0, 0.8091, 0.6630], Current Cost = 5099.00, Rho = 1.000
(iter 10) [0.0, 0.2328, -0.3476] = 439.5682, sampling [1.0, 1.5860, 1.5068]. Recommendation = [0.0, 0.8091, 0.6630], Current Cost = 5100.00, Rho = 1.000
(iter 10) [0.0, 0.2328, -0.3476] = 439.5682, sampling [1.0, 0.1692, 0.5594]. Recommendation = [0.0, 0.8091, 0.6630], Current Cost = 5101.00, Rho = 1.000
(iter 10) [0.0, 0.2328, -0.3476] = 439.5682, sampling [1.0, 1.2531, 0.7585]. Recommendation = [0.0, 0.8091, 0.6630], Current Cost = 5102.00, Rho = 1.000
(iter 10) [0.0, 0.2328, -0.3476] = 439.5682, sampling [1.0, 0.1324, 0.2742]. Recommendation = [0.0, 0.8091, 0.6630], Current Cost = 5103.00, Rho = 1.000
(iter 10) [0.0, 0.2328, -0.3476] = 439.5682, sampling [1.0, 0.1221, 0.3688]. Recommendation = [0.0, 0.8091, 0.6630], Current Cost = 5104.00, Rho = 1.000
(iter 10) [0.0, 0.2328, -0.3476] = 439.5682, sampling [1.0, 0.4423, -0.3620]. Recommendation = [0.0, 0.8091, 0.6630], Current Cost = 5105.00, Rho = 1.000
(iter 10) [0.0, 0.2328, -0.3476] = 439.5682, sampling [1.0, -0.3024, -0.4975]. Recommendation = [0.0, 0.8091, 0.6630], Current Cost = 5106.00, Rho = 1.000
(iter 10) [0.0, 0.2328, -0.3476] = 439.5682, sampling [1.0, -0.5582, -0.2794]. Recommendation = [0.0, 0.8091, 0.6630], Current Cost = 5107.00, Rho = 1.000
(iter 10) [0.0, 0.2328, -0.3476] = 439.5682, sampling [1.0, -1.3255, 1.4242]. Recommendation = [0.0, 0.8091, 0.6630], Current Cost = 5108.00, Rho = 1.000
(iter 10) [0.0, 0.2328, -0.3476] = 439.5682, sampling [1.0, -1.1012, 1.4569]. Recommendation = [0.0, 0.8091, 0.6630], Current Cost = 5109.00, Rho = 1.000
(iter 10) [0.0, 0.2328, -0.3476] = 439.5682, sampling [1.0, -1.2452, 1.5805]. Recommendation = [0.0, 0.8091, 0.6630], Current Cost = 5110.00, Rho = 1.000
(iter 10) [0.0, 0.2328, -0.3476] = 439.5682, sampling [1.0, -1.3300, 1.5575]. Recommendation = [0.0, 0.8091, 0.6630], Current Cost = 5111.00, Rho = 1.000
(iter 10) [0.0, 0.2328, -0.3476] = 439.5682, sampling [1.0, -1.5204, 1.5714]. Recommendation = [0.0, 0.8091, 0.6630], Current Cost = 5112.00, Rho = 1.000
(iter 10) [0.0, 0.2328, -0.3476] = 439.5682, sampling [1.0, -1.3533, 1.3572]. Recommendation = [0.0, 0.8091, 0.6630], Current Cost = 5113.00, Rho = 1.000
(iter 10) [0.0, 0.2328, -0.3476] = 439.5682, sampling [1.0, -1.0858, 1.7362]. Recommendation = [0.0, 0.8091, 0.6630], Current Cost = 5114.00, Rho = 1.000
(iter 10) [0.0, 0.2328, -0.3476] = 439.5682, sampling [1.0, -1.2891, 1.8894]. Recommendation = [0.0, 0.8091, 0.6630], Current Cost = 5115.00, Rho = 1.000
(iter 10) [0.0, 0.2328, -0.3476] = 439.5682, sampling [1.0, -1.1937, 1.8236]. Recommendation = [0.0, 0.8091, 0.6630], Current Cost = 5116.00, Rho = 1.000
(iter 10) [0.0, 0.2328, -0.3476] = 439.5682, sampling [1.0, -1.4123, 1.8380]. Recommendation = [0.0, 0.8091, 0.6630], Current Cost = 5117.00, Rho = 1.000
(iter 10) [0.0, 0.2328, -0.3476] = 439.5682, sampling [1.0, -1.4160, 1.9655]. Recommendation = [0.0, 0.8091, 0.6630], Current Cost = 5118.00, Rho = 1.000
(iter 10) [0.0, 0.2328, -0.3476] = 439.5682, sampling [1.0, -1.1758, 1.9785]. Recommendation = [0.0, 0.8091, 0.6630], Current Cost = 5119.00, Rho = 1.000
(iter 10) [0.0, 0.2328, -0.3476] = 439.5682, sampling [1.0, -1.7502, 1.8131]. Recommendation = [0.0, 0.8091, 0.6630], Current Cost = 5120.00, Rho = 1.000
(iter 10) [0.0, 0.2328, -0.3476] = 439.5682, sampling [1.0, 0.7255, -0.2693]. Recommendation = [0.0, 0.8091, 0.6630], Current Cost = 5121.00, Rho = 1.000
(iter 10) [0.0, 0.2328, -0.3476] = 439.5682, sampling [1.0, 0.6751, 1.0880]. Recommendation = [0.0, 0.8091, 0.6630], Current Cost = 5122.00, Rho = 1.000
(iter 10) [0.0, 0.2328, -0.3476] = 439.5682, sampling [1.0, 1.5002, 1.9512]. Recommendation = [0.0, 0.8091, 0.6630], Current Cost = 5123.00, Rho = 1.000
(iter 10) [0.0, 0.2328, -0.3476] = 439.5682, sampling [1.0, -0.4477, -0.4096]. Recommendation = [0.0, 0.8091, 0.6630], Current Cost = 5124.00, Rho = 1.000
(iter 10) [0.0, 0.2328, -0.3476] = 439.5682, sampling [1.0, -0.8760, 1.3324]. Recommendation = [0.0, 0.8091, 0.6630], Current Cost = 5125.00, Rho = 1.000
(iter 10) [0.0, 0.2328, -0.3476] = 439.5682, sampling [1.0, 0.9861, 0.0131]. Recommendation = [0.0, 0.8091, 0.6630], Current Cost = 5126.00, Rho = 1.000
(iter 10) [0.0, 0.2328, -0.3476] = 439.5682, sampling [1.0, -1.0032, 1.6278]. Recommendation = [0.0, 0.8091, 0.6630], Current Cost = 5127.00, Rho = 1.000
(iter 10) [0.0, 0.2328, -0.3476] = 439.5682, sampling [1.0, 0.8994, 1.5180]. Recommendation = [0.0, 0.8091, 0.6630], Current Cost = 5128.00, Rho = 1.000
(iter 10) [0.0, 0.2328, -0.3476] = 439.5682, sampling [1.0, -0.8429, -0.2116]. Recommendation = [0.0, 0.8091, 0.6630], Current Cost = 5129.00, Rho = 1.000
(iter 10) [0.0, 0.2328, -0.3476] = 439.5682, sampling [1.0, -0.0129, 0.5428]. Recommendation = [0.0, 0.8091, 0.6630], Current Cost = 5130.00, Rho = 1.000
(iter 10) [0.0, 0.2328, -0.3476] = 439.5682, sampling [1.0, -0.3161, 0.9967]. Recommendation = [0.0, 0.8091, 0.6630], Current Cost = 5131.00, Rho = 1.000
(iter 10) [0.0, 0.2328, -0.3476] = 439.5682, sampling [1.0, 0.8599, 0.9799]. Recommendation = [0.0, 0.8091, 0.6630], Current Cost = 5132.00, Rho = 1.000
(iter 10) [0.0, 0.2328, -0.3476] = 439.5682, sampling [1.0, 0.6222, 0.9413]. Recommendation = [0.0, 0.8091, 0.6630], Current Cost = 5133.00, Rho = 1.000
(iter 10) [0.0, 0.2328, -0.3476] = 439.5682, sampling [1.0, 0.2719, -0.5304]. Recommendation = [0.0, 0.8091, 0.6630], Current Cost = 5134.00, Rho = 1.000
(iter 10) [0.0, 0.2328, -0.3476] = 439.5682, sampling [1.0, 0.4952, 0.7936]. Recommendation = [0.0, 0.8091, 0.6630], Current Cost = 5135.00, Rho = 1.000
(iter 10) [0.0, 0.2328, -0.3476] = 439.5682, sampling [1.0, 0.0075, -0.6728]. Recommendation = [0.0, 0.8091, 0.6630], Current Cost = 5136.00, Rho = 1.000
(iter 10) [0.0, 0.2328, -0.3476] = 439.5682, sampling [1.0, 0.0886, 0.6152]. Recommendation = [0.0, 0.8091, 0.6630], Current Cost = 5137.00, Rho = 1.000
(iter 10) [0.0, 0.2328, -0.3476] = 439.5682, sampling [1.0, 1.1437, 0.4927]. Recommendation = [0.0, 0.8091, 0.6630], Current Cost = 5138.00, Rho = 1.000
(iter 10) [0.0, 0.2328, -0.3476] = 439.5682, sampling [1.0, -0.7354, 0.1482]. Recommendation = [0.0, 0.8091, 0.6630], Current Cost = 5139.00, Rho = 1.000
(iter 10) [0.0, 0.2328, -0.3476] = 439.5682, sampling [1.0, -0.8497, 1.2427]. Recommendation = [0.0, 0.8091, 0.6630], Current Cost = 5140.00, Rho = 1.000
(iter 10) [0.0, 0.2328, -0.3476] = 439.5682, sampling [1.0, 0.3791, 1.0627]. Recommendation = [0.0, 0.8091, 0.6630], Current Cost = 5141.00, Rho = 1.000
(iter 10) [0.0, 0.2328, -0.3476] = 439.5682, sampling [1.0, -0.6146, 1.1320]. Recommendation = [0.0, 0.8091, 0.6630], Current Cost = 5142.00, Rho = 1.000
(iter 10) [0.0, 0.2328, -0.3476] = 439.5682, sampling [1.0, -1.5325, 1.2188]. Recommendation = [0.0, 0.8091, 0.6630], Current Cost = 5143.00, Rho = 1.000
(iter 10) [0.0, 0.2328, -0.3476] = 439.5682, sampling [1.0, -0.9310, 1.9589]. Recommendation = [0.0, 0.8091, 0.6630], Current Cost = 5144.00, Rho = 1.000
(iter 10) [0.0, 0.2328, -0.3476] = 439.5682, sampling [1.0, -0.2641, -0.6970]. Recommendation = [0.0, 0.8091, 0.6630], Current Cost = 5145.00, Rho = 1.000
(iter 10) [0.0, 0.2328, -0.3476] = 439.5682, sampling [1.0, -0.2244, 0.7735]. Recommendation = [0.0, 0.8091, 0.6630], Current Cost = 5146.00, Rho = 1.000
(iter 10) [0.0, 0.2328, -0.3476] = 439.5682, sampling [1.0, 0.7192, 1.9889]. Recommendation = [0.0, 0.8091, 0.6630], Current Cost = 5147.00, Rho = 1.000
(iter 10) [0.0, 0.2328, -0.3476] = 439.5682, sampling [1.0, -1.1521, 0.4153]. Recommendation = [0.0, 0.8091, 0.6630], Current Cost = 5148.00, Rho = 1.000
(iter 10) [0.0, 0.2328, -0.3476] = 439.5682, sampling [1.0, -1.1389, 1.8420]. Recommendation = [0.0, 0.8091, 0.6630], Current Cost = 5149.00, Rho = 1.000
(iter 10) [0.0, 0.2328, -0.3476] = 439.5682, sampling [1.0, 0.1073, 0.7115]. Recommendation = [0.0, 0.8091, 0.6630], Current Cost = 5150.00, Rho = 1.000
