(iter 10) [0.0, -0.3348, 0.3015] = 450.9308, sampling [1.0, 0.3624, 0.5236]. Recommendation = [0.0, 0.2340, 0.4435], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, -0.3348, 0.3015] = 450.9308, sampling [1.0, 0.8918, 1.1777]. Recommendation = [0.0, 0.9187, 0.8245], Current Cost = 5049.00, Rho = 1.000
(iter 10) [0.0, -0.3348, 0.3015] = 450.9308, sampling [1.0, 1.0691, 0.7962]. Recommendation = [0.0, 0.9187, 0.8245], Current Cost = 5050.00, Rho = 1.000
(iter 10) [0.0, -0.3348, 0.3015] = 450.9308, sampling [1.0, 0.5534, 0.0455]. Recommendation = [0.0, 0.9187, 0.8245], Current Cost = 5051.00, Rho = 1.000
(iter 10) [0.0, -0.3348, 0.3015] = 450.9308, sampling [1.0, 1.3917, 1.9575]. Recommendation = [0.0, 0.9187, 0.8245], Current Cost = 5052.00, Rho = 1.000
(iter 10) [0.0, -0.3348, 0.3015] = 450.9308, sampling [1.0, 1.5479, 1.9044]. Recommendation = [0.0, 0.9187, 0.8245], Current Cost = 5053.00, Rho = 1.000
(iter 10) [0.0, -0.3348, 0.3015] = 450.9308, sampling [1.0, 0.0680, 0.2181]. Recommendation = [0.0, 0.9187, 0.8245], Current Cost = 5054.00, Rho = 1.000
(iter 10) [0.0, -0.3348, 0.3015] = 450.9308, sampling [1.0, -0.0609, -0.2517]. Recommendation = [0.0, 0.9187, 0.8245], Current Cost = 5055.00, Rho = 1.000
(iter 10) [0.0, -0.3348, 0.3015] = 450.9308, sampling [1.0, 0.0617, -0.3806]. Recommendation = [0.0, 0.9187, 0.8245], Current Cost = 5056.00, Rho = 1.000
(iter 10) [0.0, -0.3348, 0.3015] = 450.9308, sampling [1.0, -0.1949, -0.1742]. Recommendation = [0.0, 0.9187, 0.8245], Current Cost = 5057.00, Rho = 1.000
(iter 10) [0.0, -0.3348, 0.3015] = 450.9308, sampling [1.0, -0.4273, 0.0877]. Recommendation = [0.0, 0.9187, 0.8245], Current Cost = 5058.00, Rho = 1.000
(iter 10) [0.0, -0.3348, 0.3015] = 450.9308, sampling [1.0, -0.5200, 0.3703]. Recommendation = [0.0, 0.9187, 0.8245], Current Cost = 5059.00, Rho = 1.000
(iter 10) [0.0, -0.3348, 0.3015] = 450.9308, sampling [1.0, -0.5699, 0.5967]. Recommendation = [0.0, 0.9187, 0.8245], Current Cost = 5060.00, Rho = 1.000
(iter 10) [0.0, -0.3348, 0.3015] = 450.9308, sampling [1.0, -0.4442, 0.4033]. Recommendation = [0.0, 0.9187, 0.8245], Current Cost = 5061.00, Rho = 1.000
(iter 10) [0.0, -0.3348, 0.3015] = 450.9308, sampling [1.0, -0.5357, 0.1559]. Recommendation = [0.0, 0.9187, 0.8245], Current Cost = 5062.00, Rho = 1.000
(iter 10) [0.0, -0.3348, 0.3015] = 450.9308, sampling [1.0, -0.7137, 0.3784]. Recommendation = [0.0, 0.9187, 0.8245], Current Cost = 5063.00, Rho = 1.000
(iter 10) [0.0, -0.3348, 0.3015] = 450.9308, sampling [1.0, -0.8988, 0.6604]. Recommendation = [0.0, 0.9187, 0.8245], Current Cost = 5064.00, Rho = 1.000
(iter 10) [0.0, -0.3348, 0.3015] = 450.9308, sampling [1.0, -0.6409, 0.7795]. Recommendation = [0.0, 0.9187, 0.8245], Current Cost = 5065.00, Rho = 1.000
(iter 10) [0.0, -0.3348, 0.3015] = 450.9308, sampling [1.0, -0.8669, 1.0433]. Recommendation = [0.0, 0.9187, 0.8245], Current Cost = 5066.00, Rho = 1.000
(iter 10) [0.0, -0.3348, 0.3015] = 450.9308, sampling [1.0, -0.7850, 0.8802]. Recommendation = [0.0, 0.9187, 0.8245], Current Cost = 5067.00, Rho = 1.000
(iter 10) [0.0, -0.3348, 0.3015] = 450.9308, sampling [1.0, -1.1012, 0.7618]. Recommendation = [0.0, 0.9187, 0.8245], Current Cost = 5068.00, Rho = 1.000
(iter 10) [0.0, -0.3348, 0.3015] = 450.9308, sampling [1.0, -0.9681, 1.3853]. Recommendation = [0.0, 0.9187, 0.8245], Current Cost = 5069.00, Rho = 1.000
(iter 10) [0.0, -0.3348, 0.3015] = 450.9308, sampling [1.0, -1.1476, 1.1039]. Recommendation = [0.0, 0.9187, 0.8245], Current Cost = 5070.00, Rho = 1.000
(iter 10) [0.0, -0.3348, 0.3015] = 450.9308, sampling [1.0, -0.7435, 1.2063]. Recommendation = [0.0, 0.9187, 0.8245], Current Cost = 5071.00, Rho = 1.000
(iter 10) [0.0, -0.3348, 0.3015] = 450.9308, sampling [1.0, -0.9976, 1.0329]. Recommendation = [0.0, 0.9187, 0.8245], Current Cost = 5072.00, Rho = 1.000
(iter 10) [0.0, -0.3348, 0.3015] = 450.9308, sampling [1.0, -1.3325, 1.5270]. Recommendation = [0.0, 0.9187, 0.8245], Current Cost = 5073.00, Rho = 1.000
(iter 10) [0.0, -0.3348, 0.3015] = 450.9308, sampling [1.0, -1.4765, 1.2308]. Recommendation = [0.0, 0.9187, 0.8245], Current Cost = 5074.00, Rho = 1.000
(iter 10) [0.0, -0.3348, 0.3015] = 450.9308, sampling [1.0, -1.0218, 1.8816]. Recommendation = [0.0, 0.9187, 0.8245], Current Cost = 5075.00, Rho = 1.000
(iter 10) [0.0, -0.3348, 0.3015] = 450.9308, sampling [1.0, -1.1407, 1.3830]. Recommendation = [0.0, 0.9187, 0.8245], Current Cost = 5076.00, Rho = 1.000
(iter 10) [0.0, -0.3348, 0.3015] = 450.9308, sampling [1.0, -0.9648, 1.1756]. Recommendation = [0.0, 0.9187, 0.8245], Current Cost = 5077.00, Rho = 1.000
(iter 10) [0.0, -0.3348, 0.3015] = 450.9308, sampling [1.0, -0.9597, 0.4661]. Recommendation = [0.0, 0.9187, 0.8245], Current Cost = 5078.00, Rho = 1.000
(iter 10) [0.0, -0.3348, 0.3015] = 450.9308, sampling [1.0, -1.0041, 1.5851]. Recommendation = [0.0, 0.9187, 0.8245], Current Cost = 5079.00, Rho = 1.000
(iter 10) [0.0, -0.3348, 0.3015] = 450.9308, sampling [1.0, -0.4195, 1.4354]. Recommendation = [0.0, 0.9187, 0.8245], Current Cost = 5080.00, Rho = 1.000
(iter 10) [0.0, -0.3348, 0.3015] = 450.9308, sampling [1.0, -1.6127, 1.9669]. Recommendation = [0.0, 0.9187, 0.8245], Current Cost = 5081.00, Rho = 1.000
(iter 10) [0.0, -0.3348, 0.3015] = 450.9308, sampling [1.0, -1.2891, 1.8773]. Recommendation = [0.0, 0.9187, 0.8245], Current Cost = 5082.00, Rho = 1.000
(iter 10) [0.0, -0.3348, 0.3015] = 450.9308, sampling [1.0, -1.5652, 1.6877]. Recommendation = [0.0, 0.9187, 0.8245], Current Cost = 5083.00, Rho = 1.000
(iter 10) [0.0, -0.3348, 0.3015] = 450.9308, sampling [1.0, -1.1716, 1.7322]. Recommendation = [0.0, 0.9187, 0.8245], Current Cost = 5084.00, Rho = 1.000
(iter 10) [0.0, -0.3348, 0.3015] = 450.9308, sampling [1.0, -0.4539, -0.1056]. Recommendation = [0.0, 0.9187, 0.8245], Current Cost = 5085.00, Rho = 1.000
(iter 10) [0.0, -0.3348, 0.3015] = 450.9308, sampling [1.0, -0.1632, 0.0034]. Recommendation = [0.0, 0.9187, 0.8245], Current Cost = 5086.00, Rho = 1.000
(iter 10) [0.0, -0.3348, 0.3015] = 450.9308, sampling [1.0, -0.8527, 0.3096]. Recommendation = [0.0, 0.9187, 0.8245], Current Cost = 5087.00, Rho = 1.000
(iter 10) [0.0, -0.3348, 0.3015] = 450.9308, sampling [1.0, -0.5934, 0.0700]. Recommendation = [0.0, 0.9187, 0.8245], Current Cost = 5088.00, Rho = 1.000
(iter 10) [0.0, -0.3348, 0.3015] = 450.9308, sampling [1.0, 0.3069, 0.7075]. Recommendation = [0.0, 0.9187, 0.8245], Current Cost = 5089.00, Rho = 1.000
(iter 10) [0.0, -0.3348, 0.3015] = 450.9308, sampling [1.0, -1.2475, 0.9778]. Recommendation = [0.0, 0.9187, 0.8245], Current Cost = 5090.00, Rho = 1.000
(iter 10) [0.0, -0.3348, 0.3015] = 450.9308, sampling [1.0, 0.8202, 0.2862]. Recommendation = [0.0, 0.9187, 0.8245], Current Cost = 5091.00, Rho = 1.000
(iter 10) [0.0, -0.3348, 0.3015] = 450.9308, sampling [1.0, -0.6715, 0.9848]. Recommendation = [0.0, 0.9187, 0.8245], Current Cost = 5092.00, Rho = 1.000
(iter 10) [0.0, -0.3348, 0.3015] = 450.9308, sampling [1.0, 0.4672, -0.2377]. Recommendation = [0.0, 0.9187, 0.8245], Current Cost = 5093.00, Rho = 1.000
(iter 10) [0.0, -0.3348, 0.3015] = 450.9308, sampling [1.0, 0.0414, 0.1120]. Recommendation = [0.0, 0.9187, 0.8245], Current Cost = 5094.00, Rho = 1.000
(iter 10) [0.0, -0.3348, 0.3015] = 450.9308, sampling [1.0, -0.9165, 0.5875]. Recommendation = [0.0, 0.9187, 0.8245], Current Cost = 5095.00, Rho = 1.000
(iter 10) [0.0, -0.3348, 0.3015] = 450.9308, sampling [1.0, -0.2617, -0.1831]. Recommendation = [0.0, 0.9187, 0.8245], Current Cost = 5096.00, Rho = 1.000
(iter 10) [0.0, -0.3348, 0.3015] = 450.9308, sampling [1.0, 0.7467, -0.3118]. Recommendation = [0.0, 0.9187, 0.8245], Current Cost = 5097.00, Rho = 1.000
(iter 10) [0.0, -0.3348, 0.3015] = 450.9308, sampling [1.0, 1.7591, 1.9998]. Recommendation = [0.0, 0.9187, 0.8245], Current Cost = 5098.00, Rho = 1.000
(iter 10) [0.0, -0.3348, 0.3015] = 450.9308, sampling [1.0, -0.6097, 0.5750]. Recommendation = [0.0, 0.9187, 0.8245], Current Cost = 5099.00, Rho = 1.000
(iter 10) [0.0, -0.3348, 0.3015] = 450.9308, sampling [1.0, -1.2242, 0.5810]. Recommendation = [0.0, 0.9187, 0.8245], Current Cost = 5100.00, Rho = 1.000
(iter 10) [0.0, -0.3348, 0.3015] = 450.9308, sampling [1.0, 0.3145, -0.4947]. Recommendation = [0.0, 0.9187, 0.8245], Current Cost = 5101.00, Rho = 1.000
(iter 10) [0.0, -0.3348, 0.3015] = 450.9308, sampling [1.0, -1.0524, 1.3614]. Recommendation = [0.0, 0.9187, 0.8245], Current Cost = 5102.00, Rho = 1.000
(iter 10) [0.0, -0.3348, 0.3015] = 450.9308, sampling [1.0, -0.2953, 0.4864]. Recommendation = [0.0, 0.9187, 0.8245], Current Cost = 5103.00, Rho = 1.000
(iter 10) [0.0, -0.3348, 0.3015] = 450.9308, sampling [1.0, 0.7431, 1.2477]. Recommendation = [0.0, 0.9187, 0.8245], Current Cost = 5104.00, Rho = 1.000
(iter 10) [0.0, -0.3348, 0.3015] = 450.9308, sampling [1.0, -0.2258, -0.2912]. Recommendation = [0.0, 0.9187, 0.8245], Current Cost = 5105.00, Rho = 1.000
(iter 10) [0.0, -0.3348, 0.3015] = 450.9308, sampling [1.0, -0.0980, -0.3840]. Recommendation = [0.0, 0.9187, 0.8245], Current Cost = 5106.00, Rho = 1.000
(iter 10) [0.0, -0.3348, 0.3015] = 450.9308, sampling [1.0, 0.4228, -0.1265]. Recommendation = [0.0, 0.9187, 0.8245], Current Cost = 5107.00, Rho = 1.000
(iter 10) [0.0, -0.3348, 0.3015] = 450.9308, sampling [1.0, 0.1880, 0.2076]. Recommendation = [0.0, 0.9187, 0.8245], Current Cost = 5108.00, Rho = 1.000
(iter 10) [0.0, -0.3348, 0.3015] = 450.9308, sampling [1.0, 0.3932, 0.8927]. Recommendation = [0.0, 0.9187, 0.8245], Current Cost = 5109.00, Rho = 1.000
(iter 10) [0.0, -0.3348, 0.3015] = 450.9308, sampling [1.0, -0.7018, -0.0144]. Recommendation = [0.0, 0.9187, 0.8245], Current Cost = 5110.00, Rho = 1.000
(iter 10) [0.0, -0.3348, 0.3015] = 450.9308, sampling [1.0, 0.3587, -0.1949]. Recommendation = [0.0, 0.9187, 0.8245], Current Cost = 5111.00, Rho = 1.000
(iter 10) [0.0, -0.3348, 0.3015] = 450.9308, sampling [1.0, 0.9976, 0.4108]. Recommendation = [0.0, 0.9187, 0.8245], Current Cost = 5112.00, Rho = 1.000
(iter 10) [0.0, -0.3348, 0.3015] = 450.9308, sampling [1.0, -1.9732, 1.8895]. Recommendation = [0.0, 0.9187, 0.8245], Current Cost = 5113.00, Rho = 1.000
(iter 10) [0.0, -0.3348, 0.3015] = 450.9308, sampling [1.0, 0.8338, 1.5304]. Recommendation = [0.0, 0.9187, 0.8245], Current Cost = 5114.00, Rho = 1.000
(iter 10) [0.0, -0.3348, 0.3015] = 450.9308, sampling [1.0, -1.0419, 1.4881]. Recommendation = [0.0, 0.9187, 0.8245], Current Cost = 5115.00, Rho = 1.000
(iter 10) [0.0, -0.3348, 0.3015] = 450.9308, sampling [1.0, 1.0860, 0.6515]. Recommendation = [0.0, 0.9187, 0.8245], Current Cost = 5116.00, Rho = 1.000
(iter 10) [0.0, -0.3348, 0.3015] = 450.9308, sampling [1.0, -1.2236, 1.9500]. Recommendation = [0.0, 0.9187, 0.8245], Current Cost = 5117.00, Rho = 1.000
(iter 10) [0.0, -0.3348, 0.3015] = 450.9308, sampling [1.0, 0.3252, -0.3156]. Recommendation = [0.0, 0.9187, 0.8245], Current Cost = 5118.00, Rho = 1.000
(iter 10) [0.0, -0.3348, 0.3015] = 450.9308, sampling [1.0, -0.5025, 0.8528]. Recommendation = [0.0, 0.9187, 0.8245], Current Cost = 5119.00, Rho = 1.000
(iter 10) [0.0, -0.3348, 0.3015] = 450.9308, sampling [1.0, 0.1613, -0.5181]. Recommendation = [0.0, 0.9187, 0.8245], Current Cost = 5120.00, Rho = 1.000
(iter 10) [0.0, -0.3348, 0.3015] = 450.9308, sampling [1.0, -1.4084, 1.5539]. Recommendation = [0.0, 0.9187, 0.8245], Current Cost = 5121.00, Rho = 1.000
(iter 10) [0.0, -0.3348, 0.3015] = 450.9308, sampling [1.0, -0.1085, 1.0157]. Recommendation = [0.0, 0.9187, 0.8245], Current Cost = 5122.00, Rho = 1.000
(iter 10) [0.0, -0.3348, 0.3015] = 450.9308, sampling [1.0, -0.5079, -0.2803]. Recommendation = [0.0, 0.9187, 0.8245], Current Cost = 5123.00, Rho = 1.000
(iter 10) [0.0, -0.3348, 0.3015] = 450.9308, sampling [1.0, -0.2991, -0.3674]. Recommendation = [0.0, 0.9187, 0.8245], Current Cost = 5124.00, Rho = 1.000
(iter 10) [0.0, -0.3348, 0.3015] = 450.9308, sampling [1.0, -0.8331, 1.2914]. Recommendation = [0.0, 0.9187, 0.8245], Current Cost = 5125.00, Rho = 1.000
(iter 10) [0.0, -0.3348, 0.3015] = 450.9308, sampling [1.0, 0.0295, 0.1831]. Recommendation = [0.0, 0.9187, 0.8245], Current Cost = 5126.00, Rho = 1.000
(iter 10) [0.0, -0.3348, 0.3015] = 450.9308, sampling [1.0, -0.8278, 1.1599]. Recommendation = [0.0, 0.9187, 0.8245], Current Cost = 5127.00, Rho = 1.000
(iter 10) [0.0, -0.3348, 0.3015] = 450.9308, sampling [1.0, -0.6191, 1.9797]. Recommendation = [0.0, 0.9187, 0.8245], Current Cost = 5128.00, Rho = 1.000
(iter 10) [0.0, -0.3348, 0.3015] = 450.9308, sampling [1.0, -1.1604, 1.8601]. Recommendation = [0.0, 0.9187, 0.8245], Current Cost = 5129.00, Rho = 1.000
(iter 10) [0.0, -0.3348, 0.3015] = 450.9308, sampling [1.0, -0.0769, -0.4481]. Recommendation = [0.0, 0.9187, 0.8245], Current Cost = 5130.00, Rho = 1.000
(iter 10) [0.0, -0.3348, 0.3015] = 450.9308, sampling [1.0, -0.2223, -0.3703]. Recommendation = [0.0, 0.9187, 0.8245], Current Cost = 5131.00, Rho = 1.000
(iter 10) [0.0, -0.3348, 0.3015] = 450.9308, sampling [1.0, 1.3091, -0.4263]. Recommendation = [0.0, 0.9187, 0.8245], Current Cost = 5132.00, Rho = 1.000
(iter 10) [0.0, -0.3348, 0.3015] = 450.9308, sampling [1.0, 0.6547, -0.1866]. Recommendation = [0.0, 0.9187, 0.8245], Current Cost = 5133.00, Rho = 1.000
(iter 10) [0.0, -0.3348, 0.3015] = 450.9308, sampling [1.0, -1.0730, 0.1956]. Recommendation = [0.0, 0.9187, 0.8245], Current Cost = 5134.00, Rho = 1.000
(iter 10) [0.0, -0.3348, 0.3015] = 450.9308, sampling [1.0, 0.9747, 1.7609]. Recommendation = [0.0, 0.9187, 0.8245], Current Cost = 5135.00, Rho = 1.000
(iter 10) [0.0, -0.3348, 0.3015] = 450.9308, sampling [1.0, 1.3697, 1.0700]. Recommendation = [0.0, 0.9187, 0.8245], Current Cost = 5136.00, Rho = 1.000
(iter 10) [0.0, -0.3348, 0.3015] = 450.9308, sampling [1.0, -0.7051, 1.0523]. Recommendation = [0.0, 0.9187, 0.8245], Current Cost = 5137.00, Rho = 1.000
(iter 10) [0.0, -0.3348, 0.3015] = 450.9308, sampling [1.0, 0.0736, -0.5503]. Recommendation = [0.0, 0.9187, 0.8245], Current Cost = 5138.00, Rho = 1.000
(iter 10) [0.0, -0.3348, 0.3015] = 450.9308, sampling [1.0, -0.4381, -0.3477]. Recommendation = [0.0, 0.9187, 0.8245], Current Cost = 5139.00, Rho = 1.000
(iter 10) [0.0, -0.3348, 0.3015] = 450.9308, sampling [1.0, 1.1327, 0.7284]. Recommendation = [0.0, 0.9187, 0.8245], Current Cost = 5140.00, Rho = 1.000
(iter 10) [0.0, -0.3348, 0.3015] = 450.9308, sampling [1.0, -0.8022, 1.4221]. Recommendation = [0.0, 0.9187, 0.8245], Current Cost = 5141.00, Rho = 1.000
(iter 10) [0.0, -0.3348, 0.3015] = 450.9308, sampling [1.0, -1.1128, 0.6822]. Recommendation = [0.0, 0.9187, 0.8245], Current Cost = 5142.00, Rho = 1.000
(iter 10) [0.0, -0.3348, 0.3015] = 450.9308, sampling [1.0, 1.5819, 1.8394]. Recommendation = [0.0, 0.9187, 0.8245], Current Cost = 5143.00, Rho = 1.000
(iter 10) [0.0, -0.3348, 0.3015] = 450.9308, sampling [1.0, 1.0490, 0.3168]. Recommendation = [0.0, 0.9187, 0.8245], Current Cost = 5144.00, Rho = 1.000
(iter 10) [0.0, -0.3348, 0.3015] = 450.9308, sampling [1.0, 1.2218, 0.8061]. Recommendation = [0.0, 0.9187, 0.8245], Current Cost = 5145.00, Rho = 1.000
(iter 10) [0.0, -0.3348, 0.3015] = 450.9308, sampling [1.0, -0.1749, -0.6385]. Recommendation = [0.0, 0.9187, 0.8245], Current Cost = 5146.00, Rho = 1.000
(iter 10) [0.0, -0.3348, 0.3015] = 450.9308, sampling [1.0, -0.3461, -0.5246]. Recommendation = [0.0, 0.9187, 0.8245], Current Cost = 5147.00, Rho = 1.000
(iter 10) [0.0, -0.3348, 0.3015] = 450.9308, sampling [1.0, 0.2960, -0.7726]. Recommendation = [0.0, 0.9187, 0.8245], Current Cost = 5148.00, Rho = 1.000
(iter 10) [0.0, -0.3348, 0.3015] = 450.9308, sampling [1.0, -1.4709, 0.8633]. Recommendation = [0.0, 0.9187, 0.8245], Current Cost = 5149.00, Rho = 1.000
(iter 10) [0.0, -0.3348, 0.3015] = 450.9308, sampling [1.0, -0.8817, -0.1506]. Recommendation = [0.0, 0.9187, 0.8245], Current Cost = 5150.00, Rho = 1.000
