(iter 10) [0.0, -0.1876, -0.4551] = 430.8487, sampling [1.0, 0.0706, -0.2492]. Recommendation = [0.0, -0.1876, -0.4551], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, -0.1876, -0.4551] = 430.8487, sampling [1.0, 1.3824, 1.5570]. Recommendation = [0.0, -0.0802, 0.0233], Current Cost = 5093.00, Rho = 1.000
(iter 10) [0.0, -0.1876, -0.4551] = 430.8487, sampling [1.0, 1.1899, 1.4357]. Recommendation = [0.0, -0.0802, 0.0233], Current Cost = 5094.00, Rho = 1.000
(iter 10) [0.0, -0.1876, -0.4551] = 430.8487, sampling [1.0, 1.2432, 1.8458]. Recommendation = [0.0, -0.0802, 0.0233], Current Cost = 5095.00, Rho = 1.000
(iter 10) [0.0, -0.1876, -0.4551] = 430.8487, sampling [1.0, 0.9927, 1.7680]. Recommendation = [0.0, -0.0802, 0.0233], Current Cost = 5096.00, Rho = 1.000
(iter 10) [0.0, -0.1876, -0.4551] = 430.8487, sampling [1.0, 1.3581, 1.8076]. Recommendation = [0.0, -0.0802, 0.0233], Current Cost = 5097.00, Rho = 1.000
(iter 10) [0.0, -0.1876, -0.4551] = 430.8487, sampling [1.0, 1.3647, 1.6259]. Recommendation = [0.0, -0.0802, 0.0233], Current Cost = 5098.00, Rho = 1.000
(iter 10) [0.0, -0.1876, -0.4551] = 430.8487, sampling [1.0, 1.5102, 1.4246]. Recommendation = [0.0, -0.0802, 0.0233], Current Cost = 5099.00, Rho = 1.000
(iter 10) [0.0, -0.1876, -0.4551] = 430.8487, sampling [1.0, 0.6661, 0.5550]. Recommendation = [0.0, -0.0802, 0.0233], Current Cost = 5100.00, Rho = 1.000
(iter 10) [0.0, -0.1876, -0.4551] = 430.8487, sampling [1.0, 0.5220, 1.9069]. Recommendation = [0.0, -0.0802, 0.0233], Current Cost = 5101.00, Rho = 1.000
(iter 10) [0.0, -0.1876, -0.4551] = 430.8487, sampling [1.0, -1.4196, 1.2595]. Recommendation = [0.0, -0.0802, 0.0233], Current Cost = 5102.00, Rho = 1.000
(iter 10) [0.0, -0.1876, -0.4551] = 430.8487, sampling [1.0, -0.5504, -0.0959]. Recommendation = [0.0, -0.0802, 0.0233], Current Cost = 5103.00, Rho = 1.000
(iter 10) [0.0, -0.1876, -0.4551] = 430.8487, sampling [1.0, 1.3845, 1.9767]. Recommendation = [0.0, -0.0802, 0.0233], Current Cost = 5104.00, Rho = 1.000
(iter 10) [0.0, -0.1876, -0.4551] = 430.8487, sampling [1.0, 1.6842, 1.9129]. Recommendation = [0.0, -0.0802, 0.0233], Current Cost = 5105.00, Rho = 1.000
(iter 10) [0.0, -0.1876, -0.4551] = 430.8487, sampling [1.0, 1.4074, 1.8757]. Recommendation = [0.0, -0.0802, 0.0233], Current Cost = 5106.00, Rho = 1.000
(iter 10) [0.0, -0.1876, -0.4551] = 430.8487, sampling [1.0, -0.5608, 1.1023]. Recommendation = [0.0, -0.0802, 0.0233], Current Cost = 5107.00, Rho = 1.000
(iter 10) [0.0, -0.1876, -0.4551] = 430.8487, sampling [1.0, 0.4718, -0.5378]. Recommendation = [0.0, -0.0802, 0.0233], Current Cost = 5108.00, Rho = 1.000
(iter 10) [0.0, -0.1876, -0.4551] = 430.8487, sampling [1.0, -0.0198, -0.6338]. Recommendation = [0.0, -0.0802, 0.0233], Current Cost = 5109.00, Rho = 1.000
(iter 10) [0.0, -0.1876, -0.4551] = 430.8487, sampling [1.0, 0.1636, -0.5701]. Recommendation = [0.0, -0.0802, 0.0233], Current Cost = 5110.00, Rho = 1.000
(iter 10) [0.0, -0.1876, -0.4551] = 430.8487, sampling [1.0, -0.4330, -0.3776]. Recommendation = [0.0, -0.0802, 0.0233], Current Cost = 5111.00, Rho = 1.000
(iter 10) [0.0, -0.1876, -0.4551] = 430.8487, sampling [1.0, -0.2469, -0.4099]. Recommendation = [0.0, -0.0802, 0.0233], Current Cost = 5112.00, Rho = 1.000
(iter 10) [0.0, -0.1876, -0.4551] = 430.8487, sampling [1.0, -0.7305, -0.0351]. Recommendation = [0.0, -0.0802, 0.0233], Current Cost = 5113.00, Rho = 1.000
(iter 10) [0.0, -0.1876, -0.4551] = 430.8487, sampling [1.0, -0.7528, 0.1236]. Recommendation = [0.0, -0.0802, 0.0233], Current Cost = 5114.00, Rho = 1.000
(iter 10) [0.0, -0.1876, -0.4551] = 430.8487, sampling [1.0, 0.3246, 0.4759]. Recommendation = [0.0, -0.0802, 0.0233], Current Cost = 5115.00, Rho = 1.000
(iter 10) [0.0, -0.1876, -0.4551] = 430.8487, sampling [1.0, 0.5997, -0.2797]. Recommendation = [0.0, -0.0802, 0.0233], Current Cost = 5116.00, Rho = 1.000
(iter 10) [0.0, -0.1876, -0.4551] = 430.8487, sampling [1.0, -1.2507, 1.8614]. Recommendation = [0.0, -0.0802, 0.0233], Current Cost = 5117.00, Rho = 1.000
(iter 10) [0.0, -0.1876, -0.4551] = 430.8487, sampling [1.0, -1.5399, 1.5762]. Recommendation = [0.0, -0.0802, 0.0233], Current Cost = 5118.00, Rho = 1.000
(iter 10) [0.0, -0.1876, -0.4551] = 430.8487, sampling [1.0, -1.0865, 1.7495]. Recommendation = [0.0, -0.0802, 0.0233], Current Cost = 5119.00, Rho = 1.000
(iter 10) [0.0, -0.1876, -0.4551] = 430.8487, sampling [1.0, -1.5094, 1.9741]. Recommendation = [0.0, -0.0802, 0.0233], Current Cost = 5120.00, Rho = 1.000
(iter 10) [0.0, -0.1876, -0.4551] = 430.8487, sampling [1.0, -1.5928, 1.8246]. Recommendation = [0.0, -0.0802, 0.0233], Current Cost = 5121.00, Rho = 1.000
(iter 10) [0.0, -0.1876, -0.4551] = 430.8487, sampling [1.0, 1.3249, 1.9633]. Recommendation = [0.0, -0.0802, 0.0233], Current Cost = 5122.00, Rho = 1.000
(iter 10) [0.0, -0.1876, -0.4551] = 430.8487, sampling [1.0, 1.0622, 0.6718]. Recommendation = [0.0, -0.0802, 0.0233], Current Cost = 5123.00, Rho = 1.000
(iter 10) [0.0, -0.1876, -0.4551] = 430.8487, sampling [1.0, -0.0261, 0.7334]. Recommendation = [0.0, -0.0802, 0.0233], Current Cost = 5124.00, Rho = 1.000
(iter 10) [0.0, -0.1876, -0.4551] = 430.8487, sampling [1.0, 0.6032, 0.9502]. Recommendation = [0.0, -0.0802, 0.0233], Current Cost = 5125.00, Rho = 1.000
(iter 10) [0.0, -0.1876, -0.4551] = 430.8487, sampling [1.0, -0.0933, -0.1157]. Recommendation = [0.0, -0.0802, 0.0233], Current Cost = 5126.00, Rho = 1.000
(iter 10) [0.0, -0.1876, -0.4551] = 430.8487, sampling [1.0, 1.2580, 0.8791]. Recommendation = [0.0, -0.0802, 0.0233], Current Cost = 5127.00, Rho = 1.000
(iter 10) [0.0, -0.1876, -0.4551] = 430.8487, sampling [1.0, -0.5313, 0.6990]. Recommendation = [0.0, -0.0802, 0.0233], Current Cost = 5128.00, Rho = 1.000
(iter 10) [0.0, -0.1876, -0.4551] = 430.8487, sampling [1.0, 0.3146, 1.0222]. Recommendation = [0.0, -0.0802, 0.0233], Current Cost = 5129.00, Rho = 1.000
(iter 10) [0.0, -0.1876, -0.4551] = 430.8487, sampling [1.0, 1.2087, 0.3297]. Recommendation = [0.0, -0.0802, 0.0233], Current Cost = 5130.00, Rho = 1.000
(iter 10) [0.0, -0.1876, -0.4551] = 430.8487, sampling [1.0, 1.7904, 1.5498]. Recommendation = [0.0, -0.0802, 0.0233], Current Cost = 5131.00, Rho = 1.000
(iter 10) [0.0, -0.1876, -0.4551] = 430.8487, sampling [1.0, -1.1923, 1.8987]. Recommendation = [0.0, -0.0802, 0.0233], Current Cost = 5132.00, Rho = 1.000
(iter 10) [0.0, -0.1876, -0.4551] = 430.8487, sampling [1.0, 0.7987, -0.5056]. Recommendation = [0.0, -0.0802, 0.0233], Current Cost = 5133.00, Rho = 1.000
(iter 10) [0.0, -0.1876, -0.4551] = 430.8487, sampling [1.0, 0.4576, 1.4107]. Recommendation = [0.0, -0.0802, 0.0233], Current Cost = 5134.00, Rho = 1.000
(iter 10) [0.0, -0.1876, -0.4551] = 430.8487, sampling [1.0, 0.5465, -0.4252]. Recommendation = [0.0, -0.0802, 0.0233], Current Cost = 5135.00, Rho = 1.000
(iter 10) [0.0, -0.1876, -0.4551] = 430.8487, sampling [1.0, 1.4368, 1.2136]. Recommendation = [0.0, -0.0802, 0.0233], Current Cost = 5136.00, Rho = 1.000
(iter 10) [0.0, -0.1876, -0.4551] = 430.8487, sampling [1.0, -0.9125, 1.1973]. Recommendation = [0.0, -0.0802, 0.0233], Current Cost = 5137.00, Rho = 1.000
(iter 10) [0.0, -0.1876, -0.4551] = 430.8487, sampling [1.0, 0.1411, 0.6133]. Recommendation = [0.0, -0.0802, 0.0233], Current Cost = 5138.00, Rho = 1.000
(iter 10) [0.0, -0.1876, -0.4551] = 430.8487, sampling [1.0, 1.2199, 1.0438]. Recommendation = [0.0, -0.0802, 0.0233], Current Cost = 5139.00, Rho = 1.000
(iter 10) [0.0, -0.1876, -0.4551] = 430.8487, sampling [1.0, -0.6085, -0.3174]. Recommendation = [0.0, -0.0802, 0.0233], Current Cost = 5140.00, Rho = 1.000
(iter 10) [0.0, -0.1876, -0.4551] = 430.8487, sampling [1.0, -0.2984, 1.7824]. Recommendation = [0.0, -0.0802, 0.0233], Current Cost = 5141.00, Rho = 1.000
(iter 10) [0.0, -0.1876, -0.4551] = 430.8487, sampling [1.0, -1.2208, 0.5006]. Recommendation = [0.0, -0.0802, 0.0233], Current Cost = 5142.00, Rho = 1.000
(iter 10) [0.0, -0.1876, -0.4551] = 430.8487, sampling [1.0, -1.7508, 1.3466]. Recommendation = [0.0, -0.0802, 0.0233], Current Cost = 5143.00, Rho = 1.000
(iter 10) [0.0, -0.1876, -0.4551] = 430.8487, sampling [1.0, 0.7569, 0.9553]. Recommendation = [0.0, -0.0802, 0.0233], Current Cost = 5144.00, Rho = 1.000
(iter 10) [0.0, -0.1876, -0.4551] = 430.8487, sampling [1.0, 0.5718, 1.1622]. Recommendation = [0.0, -0.0802, 0.0233], Current Cost = 5145.00, Rho = 1.000
(iter 10) [0.0, -0.1876, -0.4551] = 430.8487, sampling [1.0, -0.3827, -0.4455]. Recommendation = [0.0, -0.0802, 0.0233], Current Cost = 5146.00, Rho = 1.000
(iter 10) [0.0, -0.1876, -0.4551] = 430.8487, sampling [1.0, 0.0226, -0.8330]. Recommendation = [0.0, -0.0802, 0.0233], Current Cost = 5147.00, Rho = 1.000
(iter 10) [0.0, -0.1876, -0.4551] = 430.8487, sampling [1.0, -0.5918, 0.6538]. Recommendation = [0.0, -0.0802, 0.0233], Current Cost = 5148.00, Rho = 1.000
(iter 10) [0.0, -0.1876, -0.4551] = 430.8487, sampling [1.0, -0.8448, 0.0835]. Recommendation = [0.0, -0.0802, 0.0233], Current Cost = 5149.00, Rho = 1.000
(iter 10) [0.0, -0.1876, -0.4551] = 430.8487, sampling [1.0, -1.0143, 0.2469]. Recommendation = [0.0, -0.0802, 0.0233], Current Cost = 5150.00, Rho = 1.000
