(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 0.3146, 0.7184]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 0.1466, 0.2990]. Recommendation = [0.0, 0.1407, -0.0445], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 0.9069, 1.0449]. Recommendation = [0.0, 0.1407, -0.0445], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -0.3278, 0.3537]. Recommendation = [0.0, 0.1407, -0.0445], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 0.4365, 0.0409]. Recommendation = [0.0, 0.1407, -0.0445], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 0.1407, -0.0445]. Recommendation = [0.0, 0.1407, -0.0445], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 0.4513, -0.1634]. Recommendation = [0.0, 0.1786, 0.0531], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 0.1256, -0.2538]. Recommendation = [0.0, 0.1786, 0.0531], Current Cost = 5027.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 0.8297, 0.4959]. Recommendation = [0.0, 0.1786, 0.0531], Current Cost = 5028.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 0.9448, 0.7224]. Recommendation = [0.0, 0.1786, 0.0531], Current Cost = 5029.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -0.0976, 0.7632]. Recommendation = [0.0, 0.1786, 0.0531], Current Cost = 5030.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 1.1047, 1.1942]. Recommendation = [0.0, 0.1786, 0.0531], Current Cost = 5031.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 1.0004, 1.5505]. Recommendation = [0.0, 0.1786, 0.0531], Current Cost = 5032.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -0.2569, 0.0945]. Recommendation = [0.0, 0.1786, 0.0531], Current Cost = 5033.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -0.1449, -0.0200]. Recommendation = [0.0, 0.1786, 0.0531], Current Cost = 5034.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 0.9363, 1.1883]. Recommendation = [0.0, 0.1786, 0.0531], Current Cost = 5035.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 0.5018, 0.7089]. Recommendation = [0.0, 0.1786, 0.0531], Current Cost = 5036.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 1.2764, 1.2901]. Recommendation = [0.0, 0.1786, 0.0531], Current Cost = 5037.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 0.0909, 0.1096]. Recommendation = [0.0, 0.1786, 0.0531], Current Cost = 5038.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 0.9984, 1.9250]. Recommendation = [0.0, 0.1997, -0.0079], Current Cost = 5039.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -0.6132, 0.4563]. Recommendation = [0.0, 0.1997, -0.0079], Current Cost = 5040.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -0.4704, 0.1797]. Recommendation = [0.0, 0.1997, -0.0079], Current Cost = 5041.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -0.5441, 0.2830]. Recommendation = [0.0, 0.1997, -0.0079], Current Cost = 5042.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 0.2716, 0.2355]. Recommendation = [0.0, 0.1997, -0.0079], Current Cost = 5043.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 1.1724, 1.1086]. Recommendation = [0.0, 0.1997, -0.0079], Current Cost = 5044.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -0.3586, -0.0715]. Recommendation = [0.0, 0.1997, -0.0079], Current Cost = 5045.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -0.2116, -0.2255]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5046.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -0.6918, 0.6910]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5047.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -0.8465, 0.3984]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5048.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -0.7424, 0.5549]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5049.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -1.0235, 0.8886]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5050.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -0.8588, 0.7508]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5051.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -0.8693, 1.0969]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5052.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -0.7816, 0.8723]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5053.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -0.9510, 1.7990]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5054.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -1.3703, 1.0265]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5055.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -1.0507, 0.5844]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5056.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -0.8967, 1.4704]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5057.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 0.0342, 1.9469]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5058.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -0.6507, 0.0961]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5059.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -1.2385, 1.4368]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5060.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -1.4725, 1.7023]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5061.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -1.4583, 1.4788]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5062.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 1.3824, 1.5049]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5063.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -0.5064, 0.0066]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5064.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 0.1786, 0.0531]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5065.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -1.0104, 0.9812]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5066.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -0.6673, 1.1249]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5067.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -0.1117, 0.4184]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5068.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 0.4029, -0.3405]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5069.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -1.8551, 1.9713]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5070.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -0.8208, 0.1857]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5071.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 0.2143, 0.3769]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5072.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 0.5788, -0.1212]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5073.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 0.8887, 1.3557]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5074.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -0.8508, 0.9875]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5075.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -1.3117, 1.7613]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5076.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -1.0785, 0.7372]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5077.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 0.6887, 0.2296]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5078.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 0.3726, 0.0725]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5079.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -0.5632, 0.1176]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5080.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 0.0171, 0.4330]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5081.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -0.6777, 0.5045]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5082.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -0.1761, 0.5239]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5083.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -1.3131, 1.4918]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5084.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 1.4465, 1.2985]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5085.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 0.1997, -0.0079]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5086.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 0.2985, -0.0971]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5087.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 1.3947, 1.8380]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5088.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 1.4398, 1.6689]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5089.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 0.2806, 0.6152]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5090.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 1.2389, 1.0134]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5091.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -1.1059, 0.3124]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5092.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 0.1895, 0.2441]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5093.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 0.1071, 0.7003]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5094.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 0.7983, 1.2198]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5095.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -0.2402, 0.1280]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5096.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -0.3731, -0.2925]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5097.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -1.2511, 1.9822]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5098.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 1.1607, 1.1676]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5099.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 1.1785, 1.9927]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5100.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 0.6485, -0.4057]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5101.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 0.4942, -0.1106]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5102.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -0.7952, 0.0120]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5103.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -1.1021, 0.8203]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5104.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 1.5447, 1.8908]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5105.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -1.2450, 0.6532]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5106.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -0.9770, 0.9618]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5107.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 1.3707, 1.3946]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5108.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 0.6452, -0.2032]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5109.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 0.9336, 0.0234]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5110.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 0.2786, 1.1691]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5111.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 1.2057, 1.1484]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5112.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -0.9222, 0.3901]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5113.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 1.1369, 1.1400]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5114.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -0.0367, -0.5997]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5115.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 0.4173, -0.6523]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5116.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -0.7328, -0.1996]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5117.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -0.3833, -0.3879]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5118.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -1.4134, 1.7210]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5119.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 0.0966, -0.2602]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5120.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 1.0780, 0.4245]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5121.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -1.8243, 1.1568]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5122.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 0.8683, 1.5642]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5123.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 1.9211, 1.9318]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5124.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -0.7660, 0.1369]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5125.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -0.6293, 1.4813]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5126.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -0.6408, 0.4749]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5127.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -1.5346, 1.9105]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5128.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 0.2503, 0.8131]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5129.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 0.2882, 0.2223]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5130.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 0.8731, 1.2246]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5131.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 1.3664, 1.0808]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5132.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 0.4703, -0.5293]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5133.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 0.8861, 1.0546]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5134.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -0.6001, -0.3726]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5135.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 0.8996, -0.5198]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5136.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 0.0783, 0.9427]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5137.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -1.0026, 0.9514]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5138.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 0.9905, 1.8114]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5139.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 1.4884, 1.6562]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5140.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 1.4218, 1.4500]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5141.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -0.8938, 0.0581]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5142.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 0.2289, 0.6581]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5143.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -0.9067, 1.5548]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5144.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -0.1379, -0.7004]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5145.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -0.4951, -0.4125]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5146.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -0.2856, 1.1349]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5147.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 0.4776, -0.1556]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5148.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 0.3288, -0.8920]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5149.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -0.0243, -0.8562]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5150.00, Rho = 1.000
