(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, -0.2175, 0.3041]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, 0.0440, 0.3136]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, -0.8689, 0.3421]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, -0.0825, -0.1148]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, -0.6044, 0.8295]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5027.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, -0.7382, -0.2022]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5028.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, -0.3218, -0.1932]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5029.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, 0.2816, 0.7554]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5030.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, -0.1248, 0.1410]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5031.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, -0.4588, 0.0972]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5032.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, -0.3198, 0.5983]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5033.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, -1.2000, 0.2319]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5034.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, 0.4217, 0.1718]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5035.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, -0.2455, -0.4696]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5036.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, 0.3198, -0.2718]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5037.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, -0.0961, 0.4102]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5038.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, 0.2224, 0.2675]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5039.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, 0.6446, 0.1202]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5040.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, -0.8095, 1.2070]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5041.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, -0.6618, 0.0015]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5042.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, -1.1489, 1.0332]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5043.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, -0.0258, 0.2407]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5044.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, 0.6878, 0.5248]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5045.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, 0.3312, 0.5413]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5046.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, 0.7571, -0.0650]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5047.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, -0.7524, 0.3944]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5048.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, -0.3938, -0.3537]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5049.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, -0.2493, -0.1620]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5050.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, -0.9731, 0.5018]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5051.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, -0.5057, -0.2233]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5052.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, 0.1367, 0.1787]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5053.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, -0.0508, 0.9260]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5054.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, -0.6521, -0.3392]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5055.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, -0.5675, 0.0540]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5056.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, -1.2876, 0.6401]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5057.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, 0.5374, 0.2746]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5058.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, -0.5852, 1.1802]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5059.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, 0.1451, 0.6006]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5060.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, -0.7681, 0.3020]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5061.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, -0.1653, 0.2867]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5062.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, 0.5238, 1.1509]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5063.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, 0.4521, 0.1043]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5064.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, -1.1418, 1.4026]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5065.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, -0.4259, 1.6519]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5066.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, -0.9154, -0.3625]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5067.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, -0.8775, 1.0765]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5068.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, -0.6964, 0.9852]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5069.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, 0.6565, -0.0530]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5070.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, -0.2791, -0.1321]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5071.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, -0.4032, -0.4542]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5072.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, 0.1617, -0.5001]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5073.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, 0.5069, 0.7201]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5074.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, -1.0374, 1.2178]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5075.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, -0.9804, 0.2031]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5076.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, 1.0476, 0.4713]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5077.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, -1.7348, 1.3435]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5078.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, 0.1215, 0.7756]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5079.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, 0.9425, 0.0353]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5080.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, 0.4917, 0.1946]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5081.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, 0.0921, 1.2616]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5082.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, 0.1991, -0.2767]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5083.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, -0.8378, 0.3859]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5084.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, -0.3429, -0.3731]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5085.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, -1.2612, 0.8066]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5086.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, -0.2990, 1.0250]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5087.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, -1.5651, -0.2555]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5088.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, 0.5571, -0.4635]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5089.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, 0.8791, 0.7366]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5090.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, 0.7212, 0.4285]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5091.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, -0.3476, -0.5520]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5092.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, -1.1844, 1.1285]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5093.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, -0.8860, 1.5439]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5094.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, 1.1389, 1.2644]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5095.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, 0.6132, 1.8576]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5096.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, 0.6305, 0.8634]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5097.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, -0.7331, 1.0494]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5098.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, -0.5466, -0.7430]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5099.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, -0.1595, -0.7737]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5100.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, 1.2484, 0.8196]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5101.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, 0.2982, 0.8560]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5102.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, -0.9423, 1.2881]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5103.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, -0.1289, 0.9082]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5104.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, 0.8924, -0.1437]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5105.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, -1.2301, 1.0445]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5106.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, 0.7781, 1.0695]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5107.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, -1.3781, 1.9967]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5108.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, 0.4570, 0.1857]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5109.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, 0.5185, 0.2398]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5110.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, -1.4026, 1.4182]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5111.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, -0.0708, 1.0806]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5112.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, 0.2305, -0.2997]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5113.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, -0.9005, -0.2133]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5114.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, -0.8002, -0.4004]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5115.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, -0.7819, 1.7735]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5116.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, 1.6442, 1.7057]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5117.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, 0.3660, 0.5510]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5118.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, 0.7916, 0.6756]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5119.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, 1.1090, 0.1659]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5120.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, -0.6475, 1.2491]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5121.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, -0.6899, -0.6497]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5122.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, -1.5087, 0.6920]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5123.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, 0.8461, -0.0461]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5124.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, -0.1824, 1.0147]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5125.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, 0.0544, 1.9477]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5126.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, -0.9869, -0.0190]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5127.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, -0.9525, 0.5129]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5128.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, -0.9929, 0.2530]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5129.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, 0.7110, 1.4285]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5130.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, 1.8731, 0.8860]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5131.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, 0.2014, -0.6274]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5132.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, -1.0816, 1.4945]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5133.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, -0.7644, 1.4556]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5134.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, -1.8875, 1.9357]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5135.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, -0.8503, 1.0619]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5136.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, 0.7680, 0.4552]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5137.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, -1.4400, 1.7319]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5138.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, 0.3279, 1.3224]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5139.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, 1.0607, 0.8920]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5140.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, -0.7906, -1.0741]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5141.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, -0.0601, 1.4716]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5142.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, 0.1163, -0.5743]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5143.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, -1.1030, 0.0643]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5144.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, 1.2215, 1.9118]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5145.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, -1.3376, 0.7301]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5146.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, 0.9718, 1.1100]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5147.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, 0.7130, 0.5653]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5148.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, 1.0845, 1.5441]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5149.00, Rho = 1.000
(iter 10) [0.0, -0.5833, -0.5322] = 377.6853, sampling [1.0, -1.3537, 0.3316]. Recommendation = [0.0, -0.3706, 0.0614], Current Cost = 5150.00, Rho = 1.000
