(iter 5) [0.0, 1.1666, 0.1193] = 302.1318, sampling [0.0, 0.8951, -0.1865]. Recommendation = [0.0, 1.1666, 0.1193], Current Cost = 5000.00, Rho = -1.230
(iter 18) [0.0, 0.5447, 0.3422] = 455.8855, sampling [0.0, -0.7891, 0.1523]. Recommendation = [0.0, 0.5447, 0.3422], Current Cost = 63000.00, Rho = -1.230
(iter 18) [0.0, 0.5447, 0.3422] = 455.8855, sampling [0.0, 0.6031, 0.6909]. Recommendation = [0.0, 0.5447, 0.3422], Current Cost = 64000.00, Rho = -1.230
(iter 18) [0.0, 0.5447, 0.3422] = 455.8855, sampling [0.0, 0.6207, 0.5914]. Recommendation = [0.0, 0.5447, 0.3422], Current Cost = 65000.00, Rho = -1.230
(iter 18) [0.0, 0.5447, 0.3422] = 455.8855, sampling [0.0, -0.6468, 1.0568]. Recommendation = [0.0, 0.5447, 0.3422], Current Cost = 66000.00, Rho = -1.230
(iter 18) [0.0, 0.5447, 0.3422] = 455.8855, sampling [0.0, -0.3329, -0.5522]. Recommendation = [0.0, 0.5447, 0.3422], Current Cost = 67000.00, Rho = -1.230
(iter 18) [0.0, 0.5447, 0.3422] = 455.8855, sampling [0.0, -1.1863, 0.6580]. Recommendation = [0.0, 0.5447, 0.3422], Current Cost = 68000.00, Rho = -1.230
(iter 18) [0.0, 0.5447, 0.3422] = 455.8855, sampling [0.0, -0.9890, 1.1227]. Recommendation = [0.0, 0.5447, 0.3422], Current Cost = 69000.00, Rho = -1.230
(iter 18) [0.0, 0.5447, 0.3422] = 455.8855, sampling [0.0, -1.1317, 1.0755]. Recommendation = [0.0, 0.5447, 0.3422], Current Cost = 70000.00, Rho = -1.230
(iter 18) [0.0, 0.5447, 0.3422] = 455.8855, sampling [0.0, -0.8867, 1.2374]. Recommendation = [0.0, 0.5447, 0.3422], Current Cost = 71000.00, Rho = -1.230
(iter 18) [0.0, 0.5447, 0.3422] = 455.8855, sampling [0.0, -1.0990, 1.1579]. Recommendation = [0.0, 0.5447, 0.3422], Current Cost = 72000.00, Rho = -1.230
(iter 18) [0.0, 0.5447, 0.3422] = 455.8855, sampling [0.0, -1.0173, 1.2145]. Recommendation = [0.0, 0.5447, 0.3422], Current Cost = 73000.00, Rho = -1.230
(iter 18) [0.0, 0.5447, 0.3422] = 455.8855, sampling [0.0, 0.5073, 0.8190]. Recommendation = [0.0, 0.5447, 0.3422], Current Cost = 74000.00, Rho = -1.230
(iter 18) [0.0, 0.5447, 0.3422] = 455.8855, sampling [0.0, 0.8848, 0.6376]. Recommendation = [0.0, 0.5447, 0.3422], Current Cost = 75000.00, Rho = -1.230
(iter 18) [0.0, 0.5447, 0.3422] = 455.8855, sampling [0.0, 0.8319, 0.4179]. Recommendation = [0.0, 0.5447, 0.3422], Current Cost = 76000.00, Rho = -1.230
(iter 18) [0.0, 0.5447, 0.3422] = 455.8855, sampling [0.0, 0.6370, 0.8346]. Recommendation = [0.0, 0.5447, 0.3422], Current Cost = 77000.00, Rho = -1.230
(iter 18) [0.0, 0.5447, 0.3422] = 455.8855, sampling [0.0, -0.0008, 1.0000]. Recommendation = [0.0, 0.5447, 0.3422], Current Cost = 78000.00, Rho = -1.230
(iter 18) [0.0, 0.5447, 0.3422] = 455.8855, sampling [0.0, -1.3099, 0.9783]. Recommendation = [0.0, 0.5447, 0.3422], Current Cost = 79000.00, Rho = -1.230
(iter 18) [0.0, 0.5447, 0.3422] = 455.8855, sampling [0.0, -0.8503, -0.1261]. Recommendation = [0.0, 0.5447, 0.3422], Current Cost = 80000.00, Rho = -1.230
(iter 18) [0.0, 0.5447, 0.3422] = 455.8855, sampling [0.0, 0.8363, 0.3196]. Recommendation = [0.0, 0.5447, 0.3422], Current Cost = 81000.00, Rho = -1.230
(iter 18) [0.0, 0.5447, 0.3422] = 455.8855, sampling [0.0, -0.4052, 0.7118]. Recommendation = [0.0, 0.5447, 0.3422], Current Cost = 82000.00, Rho = -1.230
(iter 18) [0.0, 0.5447, 0.3422] = 455.8855, sampling [0.0, -0.0115, -0.5707]. Recommendation = [0.0, 0.5447, 0.3422], Current Cost = 83000.00, Rho = -1.230
(iter 18) [0.0, 0.5447, 0.3422] = 455.8855, sampling [0.0, -1.0578, 1.3184]. Recommendation = [0.0, 0.5447, 0.3422], Current Cost = 84000.00, Rho = -1.230
(iter 18) [0.0, 0.5447, 0.3422] = 455.8855, sampling [0.0, -0.8044, 1.4123]. Recommendation = [0.0, 0.5447, 0.3422], Current Cost = 85000.00, Rho = -1.230
(iter 18) [0.0, 0.5447, 0.3422] = 455.8855, sampling [0.0, -1.1588, 1.3398]. Recommendation = [0.0, 0.5447, 0.3422], Current Cost = 86000.00, Rho = -1.230
(iter 18) [0.0, 0.5447, 0.3422] = 455.8855, sampling [0.0, -1.0866, 1.4678]. Recommendation = [0.0, 0.5447, 0.3422], Current Cost = 87000.00, Rho = -1.230
(iter 18) [0.0, 0.5447, 0.3422] = 455.8855, sampling [0.0, -1.2795, 1.3224]. Recommendation = [0.0, 0.5447, 0.3422], Current Cost = 88000.00, Rho = -1.230
(iter 18) [0.0, 0.5447, 0.3422] = 455.8855, sampling [0.0, 0.4617, 0.6461]. Recommendation = [0.0, 0.5447, 0.3422], Current Cost = 89000.00, Rho = -1.230
(iter 18) [0.0, 0.5447, 0.3422] = 455.8855, sampling [0.0, 0.4286, -0.5093]. Recommendation = [0.0, 0.5447, 0.3422], Current Cost = 90000.00, Rho = -1.230
(iter 18) [0.0, 0.5447, 0.3422] = 455.8855, sampling [0.0, 0.9082, 0.8904]. Recommendation = [0.0, 0.5447, 0.3422], Current Cost = 91000.00, Rho = -1.230
(iter 18) [0.0, 0.5447, 0.3422] = 455.8855, sampling [0.0, 1.0049, 0.7728]. Recommendation = [0.0, 0.5447, 0.3422], Current Cost = 92000.00, Rho = -1.230
(iter 18) [0.0, 0.5447, 0.3422] = 455.8855, sampling [0.0, 0.6251, 1.0291]. Recommendation = [0.0, 0.5447, 0.3422], Current Cost = 93000.00, Rho = -1.230
(iter 18) [0.0, 0.5447, 0.3422] = 455.8855, sampling [0.0, -1.2170, 1.5331]. Recommendation = [0.0, 0.5447, 0.3422], Current Cost = 94000.00, Rho = -1.230
(iter 18) [0.0, 0.5447, 0.3422] = 455.8855, sampling [0.0, -1.3039, 1.4523]. Recommendation = [0.0, 0.5447, 0.3422], Current Cost = 95000.00, Rho = -1.230
(iter 18) [0.0, 0.5447, 0.3422] = 455.8855, sampling [0.0, -0.9581, 1.5081]. Recommendation = [0.0, 0.5447, 0.3422], Current Cost = 96000.00, Rho = -1.230
(iter 18) [0.0, 0.5447, 0.3422] = 455.8855, sampling [0.0, 1.1002, 0.6806]. Recommendation = [0.0, 0.5447, 0.3422], Current Cost = 97000.00, Rho = -1.230
(iter 18) [0.0, 0.5447, 0.3422] = 455.8855, sampling [0.0, 0.7272, 0.0630]. Recommendation = [0.0, 0.5447, 0.3422], Current Cost = 98000.00, Rho = -1.230
(iter 18) [0.0, 0.5447, 0.3422] = 455.8855, sampling [0.0, 0.4217, 1.0382]. Recommendation = [0.0, 0.5447, 0.3422], Current Cost = 99000.00, Rho = -1.230
(iter 18) [0.0, 0.5447, 0.3422] = 455.8855, sampling [0.0, -1.1748, 1.7053]. Recommendation = [0.0, 0.5447, 0.3422], Current Cost = 100000.00, Rho = -1.230
