(iter 5) [0.0, -0.4650, -0.4185] = 413.8614, sampling [0.0, -0.7184, -0.6252]. Recommendation = [0.0, -0.4650, -0.4185], Current Cost = 5000.00, Rho = -1.230
(iter 21) [0.0, 0.6637, 0.4095] = 456.0912, sampling [0.0, 0.4751, 0.3552]. Recommendation = [0.0, 0.6637, 0.4095], Current Cost = 44000.00, Rho = -1.230
(iter 21) [0.0, 0.6637, 0.4095] = 456.0912, sampling [0.0, 0.3185, 0.4517]. Recommendation = [0.0, 0.6637, 0.4095], Current Cost = 45000.00, Rho = -1.230
(iter 21) [0.0, 0.6637, 0.4095] = 456.0912, sampling [0.0, 0.8463, 1.1254]. Recommendation = [0.0, 0.6637, 0.4095], Current Cost = 46000.00, Rho = -1.230
(iter 21) [0.0, 0.6637, 0.4095] = 456.0912, sampling [0.0, 1.0793, 1.0065]. Recommendation = [0.0, 0.6637, 0.4095], Current Cost = 47000.00, Rho = -1.230
(iter 21) [0.0, 0.6637, 0.4095] = 456.0912, sampling [0.0, 1.1166, 0.6470]. Recommendation = [0.0, 0.6637, 0.4095], Current Cost = 48000.00, Rho = -1.230
(iter 21) [0.0, 0.6637, 0.4095] = 456.0912, sampling [0.0, 0.8160, 0.8006]. Recommendation = [0.0, 0.6637, 0.4095], Current Cost = 49000.00, Rho = -1.230
(iter 21) [0.0, 0.6637, 0.4095] = 456.0912, sampling [0.0, 0.7714, 1.0363]. Recommendation = [0.0, 0.6637, 0.4095], Current Cost = 50000.00, Rho = -1.230
(iter 21) [0.0, 0.6637, 0.4095] = 456.0912, sampling [0.0, -0.3516, 0.2631]. Recommendation = [0.0, 0.6637, 0.4095], Current Cost = 51000.00, Rho = -1.230
(iter 21) [0.0, 0.6637, 0.4095] = 456.0912, sampling [0.0, -0.0372, -0.0615]. Recommendation = [0.0, 0.6637, 0.4095], Current Cost = 52000.00, Rho = -1.230
(iter 21) [0.0, 0.6637, 0.4095] = 456.0912, sampling [0.0, 0.8364, 1.3981]. Recommendation = [0.0, 0.6637, 0.4095], Current Cost = 53000.00, Rho = -1.230
(iter 21) [0.0, 0.6637, 0.4095] = 456.0912, sampling [0.0, 1.0310, 1.1978]. Recommendation = [0.0, 0.6637, 0.4095], Current Cost = 54000.00, Rho = -1.230
(iter 21) [0.0, 0.6637, 0.4095] = 456.0912, sampling [0.0, 0.4951, 1.2961]. Recommendation = [0.0, 0.6637, 0.4095], Current Cost = 55000.00, Rho = -1.230
(iter 21) [0.0, 0.6637, 0.4095] = 456.0912, sampling [0.0, 1.2386, 0.8612]. Recommendation = [0.0, 0.6637, 0.4095], Current Cost = 56000.00, Rho = -1.230
(iter 21) [0.0, 0.6637, 0.4095] = 456.0912, sampling [0.0, -0.6456, 0.2289]. Recommendation = [0.0, 0.6637, 0.4095], Current Cost = 57000.00, Rho = -1.230
(iter 21) [0.0, 0.6637, 0.4095] = 456.0912, sampling [0.0, -0.0066, -0.5243]. Recommendation = [0.0, 0.6637, 0.4095], Current Cost = 58000.00, Rho = -1.230
(iter 21) [0.0, 0.6637, 0.4095] = 456.0912, sampling [0.0, -0.1307, -0.3254]. Recommendation = [0.0, 0.6637, 0.4095], Current Cost = 59000.00, Rho = -1.230
(iter 21) [0.0, 0.6637, 0.4095] = 456.0912, sampling [0.0, 0.1880, 0.1418]. Recommendation = [0.0, 0.6637, 0.4095], Current Cost = 60000.00, Rho = -1.230
(iter 21) [0.0, 0.6637, 0.4095] = 456.0912, sampling [0.0, -0.4532, 0.0261]. Recommendation = [0.0, 0.6637, 0.4095], Current Cost = 61000.00, Rho = -1.230
(iter 21) [0.0, 0.6637, 0.4095] = 456.0912, sampling [0.0, 0.8786, 0.5091]. Recommendation = [0.0, 0.6637, 0.4095], Current Cost = 62000.00, Rho = -1.230
(iter 21) [0.0, 0.6637, 0.4095] = 456.0912, sampling [0.0, -0.5304, 0.9619]. Recommendation = [0.0, 0.6637, 0.4095], Current Cost = 63000.00, Rho = -1.230
(iter 21) [0.0, 0.6637, 0.4095] = 456.0912, sampling [0.0, -0.2130, 0.7508]. Recommendation = [0.0, 0.6637, 0.4095], Current Cost = 64000.00, Rho = -1.230
(iter 21) [0.0, 0.6637, 0.4095] = 456.0912, sampling [0.0, -0.6941, 0.4808]. Recommendation = [0.0, 0.6637, 0.4095], Current Cost = 65000.00, Rho = -1.230
(iter 21) [0.0, 0.6637, 0.4095] = 456.0912, sampling [0.0, -0.8031, 0.7676]. Recommendation = [0.0, 0.6637, 0.4095], Current Cost = 66000.00, Rho = -1.230
(iter 21) [0.0, 0.6637, 0.4095] = 456.0912, sampling [0.0, -0.8723, 0.4325]. Recommendation = [0.0, 0.6637, 0.4095], Current Cost = 67000.00, Rho = -1.230
(iter 21) [0.0, 0.6637, 0.4095] = 456.0912, sampling [0.0, -1.0087, 0.0433]. Recommendation = [0.0, 0.6637, 0.4095], Current Cost = 68000.00, Rho = -1.230
(iter 21) [0.0, 0.6637, 0.4095] = 456.0912, sampling [0.0, 0.4271, 0.7180]. Recommendation = [0.0, 0.6637, 0.4095], Current Cost = 69000.00, Rho = -1.230
(iter 21) [0.0, 0.6637, 0.4095] = 456.0912, sampling [0.0, 0.6253, 0.2356]. Recommendation = [0.0, 0.6637, 0.4095], Current Cost = 70000.00, Rho = -1.230
(iter 21) [0.0, 0.6637, 0.4095] = 456.0912, sampling [0.0, 0.8842, 0.1287]. Recommendation = [0.0, 0.6637, 0.4095], Current Cost = 71000.00, Rho = -1.230
(iter 21) [0.0, 0.6637, 0.4095] = 456.0912, sampling [0.0, -0.5363, 0.2192]. Recommendation = [0.0, 0.6637, 0.4095], Current Cost = 72000.00, Rho = -1.230
(iter 21) [0.0, 0.6637, 0.4095] = 456.0912, sampling [0.0, -0.5222, -0.2863]. Recommendation = [0.0, 0.6637, 0.4095], Current Cost = 73000.00, Rho = -1.230
(iter 21) [0.0, 0.6637, 0.4095] = 456.0912, sampling [0.0, -0.7226, 0.9430]. Recommendation = [0.0, 0.6637, 0.4095], Current Cost = 74000.00, Rho = -1.230
(iter 21) [0.0, 0.6637, 0.4095] = 456.0912, sampling [0.0, -0.3901, 1.4111]. Recommendation = [0.0, 0.6637, 0.4095], Current Cost = 75000.00, Rho = -1.230
(iter 21) [0.0, 0.6637, 0.4095] = 456.0912, sampling [0.0, -0.6033, 0.8697]. Recommendation = [0.0, 0.6637, 0.4095], Current Cost = 76000.00, Rho = -1.230
(iter 21) [0.0, 0.6637, 0.4095] = 456.0912, sampling [0.0, 0.7284, -0.2154]. Recommendation = [0.0, 0.6637, 0.4095], Current Cost = 77000.00, Rho = -1.230
(iter 21) [0.0, 0.6637, 0.4095] = 456.0912, sampling [0.0, 1.3598, 0.3429]. Recommendation = [0.0, 0.6637, 0.4095], Current Cost = 78000.00, Rho = -1.230
(iter 21) [0.0, 0.6637, 0.4095] = 456.0912, sampling [0.0, 0.6463, -0.0528]. Recommendation = [0.0, 0.6637, 0.4095], Current Cost = 79000.00, Rho = -1.230
(iter 21) [0.0, 0.6637, 0.4095] = 456.0912, sampling [0.0, 0.1972, -0.6350]. Recommendation = [0.0, 0.6637, 0.4095], Current Cost = 80000.00, Rho = -1.230
(iter 21) [0.0, 0.6637, 0.4095] = 456.0912, sampling [0.0, 0.1016, -0.3947]. Recommendation = [0.0, 0.6637, 0.4095], Current Cost = 81000.00, Rho = -1.230
(iter 21) [0.0, 0.6637, 0.4095] = 456.0912, sampling [0.0, -0.8098, 0.3718]. Recommendation = [0.0, 0.6637, 0.4095], Current Cost = 82000.00, Rho = -1.230
(iter 21) [0.0, 0.6637, 0.4095] = 456.0912, sampling [0.0, 0.0581, 0.0853]. Recommendation = [0.0, 0.6637, 0.4095], Current Cost = 83000.00, Rho = -1.230
(iter 21) [0.0, 0.6637, 0.4095] = 456.0912, sampling [0.0, -0.9996, 0.7037]. Recommendation = [0.0, 0.6637, 0.4095], Current Cost = 84000.00, Rho = -1.230
(iter 21) [0.0, 0.6637, 0.4095] = 456.0912, sampling [0.0, -0.9374, 0.8928]. Recommendation = [0.0, 0.6637, 0.4095], Current Cost = 85000.00, Rho = -1.230
(iter 21) [0.0, 0.6637, 0.4095] = 456.0912, sampling [0.0, -0.9108, 1.0407]. Recommendation = [0.0, 0.6637, 0.4095], Current Cost = 86000.00, Rho = -1.230
(iter 21) [0.0, 0.6637, 0.4095] = 456.0912, sampling [0.0, -0.7705, 1.0839]. Recommendation = [0.0, 0.6637, 0.4095], Current Cost = 87000.00, Rho = -1.230
(iter 21) [0.0, 0.6637, 0.4095] = 456.0912, sampling [0.0, 0.5822, 0.7782]. Recommendation = [0.0, 0.6637, 0.4095], Current Cost = 88000.00, Rho = -1.230
(iter 21) [0.0, 0.6637, 0.4095] = 456.0912, sampling [0.0, 1.2532, 1.2632]. Recommendation = [0.0, 0.6637, 0.4095], Current Cost = 89000.00, Rho = -1.230
(iter 21) [0.0, 0.6637, 0.4095] = 456.0912, sampling [0.0, 1.1597, 1.5591]. Recommendation = [0.0, 0.6637, 0.4095], Current Cost = 90000.00, Rho = -1.230
(iter 21) [0.0, 0.6637, 0.4095] = 456.0912, sampling [0.0, 0.8920, 1.7888]. Recommendation = [0.0, 0.6637, 0.4095], Current Cost = 91000.00, Rho = -1.230
(iter 21) [0.0, 0.6637, 0.4095] = 456.0912, sampling [0.0, 0.9706, 1.3713]. Recommendation = [0.0, 0.6637, 0.4095], Current Cost = 92000.00, Rho = -1.230
(iter 21) [0.0, 0.6637, 0.4095] = 456.0912, sampling [0.0, 1.3092, 1.4555]. Recommendation = [0.0, 0.6637, 0.4095], Current Cost = 93000.00, Rho = -1.230
(iter 21) [0.0, 0.6637, 0.4095] = 456.0912, sampling [0.0, 0.4636, 0.2654]. Recommendation = [0.0, 0.6637, 0.4095], Current Cost = 94000.00, Rho = -1.230
(iter 21) [0.0, 0.6637, 0.4095] = 456.0912, sampling [0.0, -0.6374, 0.3249]. Recommendation = [0.0, 0.6637, 0.4095], Current Cost = 95000.00, Rho = -1.230
(iter 21) [0.0, 0.6637, 0.4095] = 456.0912, sampling [0.0, 0.9555, 0.6250]. Recommendation = [0.0, 0.6637, 0.4095], Current Cost = 96000.00, Rho = -1.230
(iter 21) [0.0, 0.6637, 0.4095] = 456.0912, sampling [0.0, 1.2836, 1.9603]. Recommendation = [0.0, 0.6637, 0.4095], Current Cost = 97000.00, Rho = -1.230
(iter 21) [0.0, 0.6637, 0.4095] = 456.0912, sampling [0.0, 1.4069, 1.8383]. Recommendation = [0.0, 0.6637, 0.4095], Current Cost = 98000.00, Rho = -1.230
(iter 21) [0.0, 0.6637, 0.4095] = 456.0912, sampling [0.0, 1.3639, 1.5942]. Recommendation = [0.0, 0.6637, 0.4095], Current Cost = 99000.00, Rho = -1.230
(iter 21) [0.0, 0.6637, 0.4095] = 456.0912, sampling [0.0, 1.2402, 1.5842]. Recommendation = [0.0, 1.2402, 1.5842], Current Cost = 100000.00, Rho = -1.230
