(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, 0.5710, 0.1052]. Recommendation = [0.0, 0.0231, 0.0060], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, 0.6084, -0.7879]. Recommendation = [0.0, 0.0231, 0.0060], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, 0.6379, 0.3928]. Recommendation = [0.0, 0.0231, 0.0060], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, 0.8835, 0.9156]. Recommendation = [0.0, 0.4861, 0.2376], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, 0.3915, 0.6368]. Recommendation = [0.0, 0.0231, 0.0060], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, 0.0016, -0.2489]. Recommendation = [0.0, 0.0231, 0.0060], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, 0.2678, -0.0146]. Recommendation = [0.0, 0.0231, 0.0060], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, 1.3235, 1.1571]. Recommendation = [0.0, 0.0231, 0.0060], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, 0.4861, 0.2376]. Recommendation = [0.0, 0.0231, 0.0060], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, 1.1033, 0.8135]. Recommendation = [0.0, 0.0231, 0.0060], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, 0.8134, 0.5900]. Recommendation = [0.0, 0.0231, 0.0060], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, 0.7376, 0.9060]. Recommendation = [0.0, 0.0231, 0.0060], Current Cost = 5027.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, 1.1265, 1.0343]. Recommendation = [0.0, 0.0231, 0.0060], Current Cost = 5028.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, -0.1624, 0.6807]. Recommendation = [0.0, 0.0231, 0.0060], Current Cost = 5029.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, 1.1757, 1.4952]. Recommendation = [0.0, 0.0231, 0.0060], Current Cost = 5030.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, 1.0358, 1.2644]. Recommendation = [0.0, 0.0231, 0.0060], Current Cost = 5031.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, -0.2055, 0.0187]. Recommendation = [0.0, 0.0231, 0.0060], Current Cost = 5032.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, 0.9336, 1.4268]. Recommendation = [0.0, 0.0231, 0.0060], Current Cost = 5033.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, 1.3720, 1.4035]. Recommendation = [0.0, 0.0231, 0.0060], Current Cost = 5034.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, 0.6418, -0.2129]. Recommendation = [0.0, 0.0231, 0.0060], Current Cost = 5035.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, -0.4165, 0.2814]. Recommendation = [0.0, 0.0231, 0.0060], Current Cost = 5036.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, -0.1455, 0.5171]. Recommendation = [0.0, 0.0231, 0.0060], Current Cost = 5037.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, 0.0469, -0.7325]. Recommendation = [0.0, 0.0231, 0.0060], Current Cost = 5038.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, 0.5555, 1.0750]. Recommendation = [0.0, 0.0231, 0.0060], Current Cost = 5039.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, 0.0710, 0.6541]. Recommendation = [0.0, 0.0231, 0.0060], Current Cost = 5040.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, -0.2094, -0.2301]. Recommendation = [0.0, 0.0231, 0.0060], Current Cost = 5041.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, 0.2148, 0.0844]. Recommendation = [0.0, 0.0231, 0.0060], Current Cost = 5042.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, 1.6303, 1.0022]. Recommendation = [0.0, 0.0231, 0.0060], Current Cost = 5043.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, 1.1608, 1.1604]. Recommendation = [0.0, 0.0231, 0.0060], Current Cost = 5044.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, 0.9973, 1.1324]. Recommendation = [0.0, 0.0231, 0.0060], Current Cost = 5045.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, -0.3871, 0.4580]. Recommendation = [0.0, 0.0231, 0.0060], Current Cost = 5046.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, -0.2412, 1.2048]. Recommendation = [0.0, 0.0231, 0.0060], Current Cost = 5047.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, 0.0771, -0.3234]. Recommendation = [0.0, 0.0231, 0.0060], Current Cost = 5048.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, 0.0231, 0.0060]. Recommendation = [0.0, 0.0231, 0.0060], Current Cost = 5049.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, 1.2331, -1.5898]. Recommendation = [0.0, 0.4861, 0.2376], Current Cost = 5050.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, 0.5064, -0.4948]. Recommendation = [0.0, 0.4861, 0.2376], Current Cost = 5051.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, 0.6797, 0.5779]. Recommendation = [0.0, 0.4861, 0.2376], Current Cost = 5052.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, 0.2483, -0.6170]. Recommendation = [0.0, 0.4861, 0.2376], Current Cost = 5053.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, 1.2571, 1.5935]. Recommendation = [0.0, 0.4861, 0.2376], Current Cost = 5054.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, -0.4983, 0.7489]. Recommendation = [0.0, 1.2571, 1.5935], Current Cost = 5055.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, -0.3649, 0.6955]. Recommendation = [0.0, 1.2571, 1.5935], Current Cost = 5056.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, 0.1791, 0.4178]. Recommendation = [0.0, 1.2571, 1.5935], Current Cost = 5057.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, 0.9476, 1.7333]. Recommendation = [0.0, 1.2571, 1.5935], Current Cost = 5058.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, 1.0885, 0.5584]. Recommendation = [0.0, 1.2571, 1.5935], Current Cost = 5059.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, 0.9188, 0.1259]. Recommendation = [0.0, 1.2571, 1.5935], Current Cost = 5060.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, -0.6472, 0.5225]. Recommendation = [0.0, 1.2571, 1.5935], Current Cost = 5061.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, -0.6673, 0.3633]. Recommendation = [0.0, 1.2571, 1.5935], Current Cost = 5062.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, -0.4952, 0.2702]. Recommendation = [0.0, 1.2571, 1.5935], Current Cost = 5063.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, -0.6639, 1.9139]. Recommendation = [0.0, 1.2571, 1.5935], Current Cost = 5064.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, -0.8687, 0.9000]. Recommendation = [0.0, 1.2571, 1.5935], Current Cost = 5065.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, -0.5643, 1.0659]. Recommendation = [0.0, 1.2571, 1.5935], Current Cost = 5066.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, -0.9128, 1.0959]. Recommendation = [0.0, 1.2571, 1.5935], Current Cost = 5067.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, -1.0754, 1.3490]. Recommendation = [0.0, 1.2571, 1.5935], Current Cost = 5068.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, -0.8743, 1.4847]. Recommendation = [0.0, 1.2571, 1.5935], Current Cost = 5069.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, -0.9853, 0.8215]. Recommendation = [0.0, 1.2571, 1.5935], Current Cost = 5070.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, -1.4074, 1.3708]. Recommendation = [0.0, 1.2571, 1.5935], Current Cost = 5071.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, -1.1575, 1.2736]. Recommendation = [0.0, 1.2571, 1.5935], Current Cost = 5072.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, -1.2027, 1.5368]. Recommendation = [0.0, 1.2571, 1.5935], Current Cost = 5073.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, -1.6505, 1.9370]. Recommendation = [0.0, 1.2571, 1.5935], Current Cost = 5074.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, -1.3685, 1.7110]. Recommendation = [0.0, 1.2571, 1.5935], Current Cost = 5075.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, -1.3249, 1.8940]. Recommendation = [0.0, 1.2571, 1.5935], Current Cost = 5076.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, -1.1119, 1.8226]. Recommendation = [0.0, 1.2571, 1.5935], Current Cost = 5077.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, -0.9110, 0.4642]. Recommendation = [0.0, 1.2571, 1.5935], Current Cost = 5078.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, -1.4360, 0.9445]. Recommendation = [0.0, 1.2571, 1.5935], Current Cost = 5079.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, -1.6277, 1.5359]. Recommendation = [0.0, 1.2571, 1.5935], Current Cost = 5080.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, -1.1189, 1.6315]. Recommendation = [0.0, 1.2571, 1.5935], Current Cost = 5081.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, -0.7247, 0.2535]. Recommendation = [0.0, 1.2571, 1.5935], Current Cost = 5082.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, -0.3351, -0.4466]. Recommendation = [0.0, 1.2571, 1.5935], Current Cost = 5083.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, -1.0604, 1.2629]. Recommendation = [0.0, 1.2571, 1.5935], Current Cost = 5084.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, 1.2940, 1.4698]. Recommendation = [0.0, 1.2571, 1.5935], Current Cost = 5085.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, -0.6751, 1.2400]. Recommendation = [0.0, 1.2571, 1.5935], Current Cost = 5086.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, 0.8710, 0.9830]. Recommendation = [0.0, 1.2571, 1.5935], Current Cost = 5087.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, -0.3712, -0.2910]. Recommendation = [0.0, 1.2571, 1.5935], Current Cost = 5088.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, 0.6913, 1.2860]. Recommendation = [0.0, 1.2571, 1.5935], Current Cost = 5089.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, 0.1558, -0.0429]. Recommendation = [0.0, 1.2571, 1.5935], Current Cost = 5090.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, -1.1915, 0.7543]. Recommendation = [0.0, 1.2571, 1.5935], Current Cost = 5091.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, -0.2504, -0.1221]. Recommendation = [0.0, 1.2571, 1.5935], Current Cost = 5092.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, -1.4995, 1.7799]. Recommendation = [0.0, 1.2571, 1.5935], Current Cost = 5093.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, -0.6281, -0.1387]. Recommendation = [0.0, 1.2571, 1.5935], Current Cost = 5094.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, 1.4877, 1.6344]. Recommendation = [0.0, 1.2571, 1.5935], Current Cost = 5095.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, -0.8433, 0.2976]. Recommendation = [0.0, 1.2571, 1.5935], Current Cost = 5096.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, 0.2074, 0.2040]. Recommendation = [0.0, 1.2571, 1.5935], Current Cost = 5097.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, -1.0134, 1.5087]. Recommendation = [0.0, 1.2571, 1.5935], Current Cost = 5098.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, 0.3520, 0.7684]. Recommendation = [0.0, 1.2571, 1.5935], Current Cost = 5099.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, -0.0308, 0.8602]. Recommendation = [0.0, 1.2571, 1.5935], Current Cost = 5100.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, -1.1692, 1.3384]. Recommendation = [0.0, 1.2571, 1.5935], Current Cost = 5101.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, -0.4831, 0.8931]. Recommendation = [0.0, 1.2571, 1.5935], Current Cost = 5102.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, -0.8080, 0.0261]. Recommendation = [0.0, 1.2571, 1.5935], Current Cost = 5103.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, -0.2969, -0.6762]. Recommendation = [0.0, 1.2571, 1.5935], Current Cost = 5104.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, -0.5270, -0.2382]. Recommendation = [0.0, 1.2571, 1.5935], Current Cost = 5105.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, 0.3029, 0.6224]. Recommendation = [0.0, 1.2571, 1.5935], Current Cost = 5106.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, 0.9601, 1.9555]. Recommendation = [0.0, 1.2571, 1.5935], Current Cost = 5107.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, -0.2622, -0.2595]. Recommendation = [0.0, 1.2571, 1.5935], Current Cost = 5108.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, -0.9937, 0.3808]. Recommendation = [0.0, 1.2571, 1.5935], Current Cost = 5109.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, -0.0610, -0.9242]. Recommendation = [0.0, 1.2571, 1.5935], Current Cost = 5110.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, 0.8884, -0.0482]. Recommendation = [0.0, 1.2571, 1.5935], Current Cost = 5111.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, 0.1685, 1.2116]. Recommendation = [0.0, 1.2571, 1.5935], Current Cost = 5112.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, -0.8619, 0.1756]. Recommendation = [0.0, 1.2571, 1.5935], Current Cost = 5113.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, 1.2995, 1.5132]. Recommendation = [0.0, 1.2571, 1.5935], Current Cost = 5114.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, -1.8643, 1.9756]. Recommendation = [0.0, 1.2571, 1.5935], Current Cost = 5115.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, -1.1986, 0.5059]. Recommendation = [0.0, 1.2571, 1.5935], Current Cost = 5116.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, -1.1373, 1.5585]. Recommendation = [0.0, 1.2571, 1.5935], Current Cost = 5117.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, 1.0677, 0.3171]. Recommendation = [0.0, 1.2571, 1.5935], Current Cost = 5118.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, -0.0755, 0.5391]. Recommendation = [0.0, 1.2571, 1.5935], Current Cost = 5119.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, 1.4992, 1.4000]. Recommendation = [0.0, 1.2571, 1.5935], Current Cost = 5120.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, 1.0257, 1.1496]. Recommendation = [0.0, 1.2571, 1.5935], Current Cost = 5121.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, -0.9785, 0.4809]. Recommendation = [0.0, 1.2571, 1.5935], Current Cost = 5122.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, 0.1676, -0.8958]. Recommendation = [0.0, 1.2571, 1.5935], Current Cost = 5123.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, -1.0683, 1.9235]. Recommendation = [0.0, 1.2571, 1.5935], Current Cost = 5124.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, -0.6017, 1.4563]. Recommendation = [0.0, 1.2571, 1.5935], Current Cost = 5125.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, 0.0081, 1.9040]. Recommendation = [0.0, 1.2571, 1.5935], Current Cost = 5126.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, -0.2732, 0.6712]. Recommendation = [0.0, 1.2571, 1.5935], Current Cost = 5127.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, -0.4763, -0.3062]. Recommendation = [0.0, 1.2571, 1.5935], Current Cost = 5128.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, 0.6168, -0.4512]. Recommendation = [0.0, 1.2571, 1.5935], Current Cost = 5129.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, -1.0047, 1.5780]. Recommendation = [0.0, 1.2571, 1.5935], Current Cost = 5130.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, -1.5056, 1.2256]. Recommendation = [0.0, 1.2571, 1.5935], Current Cost = 5131.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, 0.4335, -0.7213]. Recommendation = [0.0, 1.2571, 1.5935], Current Cost = 5132.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, -0.2640, 1.0218]. Recommendation = [0.0, 1.2571, 1.5935], Current Cost = 5133.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, 0.6999, 1.5234]. Recommendation = [0.0, 1.2571, 1.5935], Current Cost = 5134.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, -0.0019, 0.5991]. Recommendation = [0.0, 1.2571, 1.5935], Current Cost = 5135.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, -0.4022, -0.3562]. Recommendation = [0.0, 1.2571, 1.5935], Current Cost = 5136.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, 1.3185, 0.6130]. Recommendation = [0.0, 1.2571, 1.5935], Current Cost = 5137.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, 0.7726, 1.3024]. Recommendation = [0.0, 1.2571, 1.5935], Current Cost = 5138.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, -0.5392, 0.9312]. Recommendation = [0.0, 1.2571, 1.5935], Current Cost = 5139.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, 0.9280, -0.3308]. Recommendation = [0.0, 1.2571, 1.5935], Current Cost = 5140.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, 0.5217, 1.0095]. Recommendation = [0.0, 1.2571, 1.5935], Current Cost = 5141.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, -0.7330, -0.1845]. Recommendation = [0.0, 1.2571, 1.5935], Current Cost = 5142.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, -0.5190, -0.5787]. Recommendation = [0.0, 1.2571, 1.5935], Current Cost = 5143.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, -0.8221, 1.6938]. Recommendation = [0.0, 1.2571, 1.5935], Current Cost = 5144.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, -1.0260, 0.0932]. Recommendation = [0.0, 1.2571, 1.5935], Current Cost = 5145.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, -0.6983, -0.3607]. Recommendation = [0.0, 1.2571, 1.5935], Current Cost = 5146.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, 0.3784, 1.2180]. Recommendation = [0.0, 1.2571, 1.5935], Current Cost = 5147.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, 0.1955, -0.6409]. Recommendation = [0.0, 1.2571, 1.5935], Current Cost = 5148.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, 0.1205, 0.9865]. Recommendation = [0.0, 1.2571, 1.5935], Current Cost = 5149.00, Rho = 1.000
(iter 10) [0.0, -0.3830, -0.1121] = 447.6898, sampling [1.0, 0.3177, 0.8445]. Recommendation = [0.0, 1.2571, 1.5935], Current Cost = 5150.00, Rho = 1.000
