(iter 5) [0.0, 0.1384, -0.3199] = 444.0609, sampling [0.0, -0.0900, -0.0328]. Recommendation = [0.0, 0.1384, -0.3199], Current Cost = 5000.00, Rho = -1.230
(iter 25) [0.0, 0.4595, 0.2512] = 455.8477, sampling [0.0, 0.6547, 0.4490]. Recommendation = [0.0, 0.4595, 0.2512], Current Cost = 26000.00, Rho = -1.230
(iter 26) [0.0, 0.6547, 0.4490] = 456.1395, sampling [0.0, 0.7937, 0.8968]. Recommendation = [0.0, 0.6547, 0.4490], Current Cost = 27000.00, Rho = -1.230
(iter 26) [0.0, 0.6547, 0.4490] = 456.1395, sampling [0.0, 0.6705, 0.9315]. Recommendation = [0.0, 0.6547, 0.4490], Current Cost = 28000.00, Rho = -1.230
(iter 26) [0.0, 0.6547, 0.4490] = 456.1395, sampling [0.0, 0.9804, 0.7244]. Recommendation = [0.0, 0.6547, 0.4490], Current Cost = 29000.00, Rho = -1.230
(iter 26) [0.0, 0.6547, 0.4490] = 456.1395, sampling [0.0, 0.9400, 1.0418]. Recommendation = [0.0, 0.6547, 0.4490], Current Cost = 30000.00, Rho = -1.230
(iter 26) [0.0, 0.6547, 0.4490] = 456.1395, sampling [0.0, 1.0453, 1.3141]. Recommendation = [0.0, 0.6547, 0.4490], Current Cost = 31000.00, Rho = -1.230
(iter 26) [0.0, 0.6547, 0.4490] = 456.1395, sampling [0.0, 1.1681, 1.3806]. Recommendation = [0.0, 0.6547, 0.4490], Current Cost = 32000.00, Rho = -1.230
(iter 32) [0.0, 1.1681, 1.3806] = 456.2453, sampling [0.0, 1.0202, 1.4426]. Recommendation = [0.0, 1.1681, 1.3806], Current Cost = 33000.00, Rho = -1.230
(iter 32) [0.0, 1.1681, 1.3806] = 456.2453, sampling [0.0, 1.3998, 0.9170]. Recommendation = [0.0, 1.1681, 1.3806], Current Cost = 34000.00, Rho = -1.230
(iter 32) [0.0, 1.1681, 1.3806] = 456.2453, sampling [0.0, 0.9190, 0.3817]. Recommendation = [0.0, 1.1681, 1.3806], Current Cost = 35000.00, Rho = -1.230
(iter 32) [0.0, 1.1681, 1.3806] = 456.2453, sampling [0.0, 1.0396, 0.6301]. Recommendation = [0.0, 1.1681, 1.3806], Current Cost = 36000.00, Rho = -1.230
(iter 32) [0.0, 1.1681, 1.3806] = 456.2453, sampling [0.0, 0.7714, 0.1868]. Recommendation = [0.0, 1.1681, 1.3806], Current Cost = 37000.00, Rho = -1.230
(iter 32) [0.0, 1.1681, 1.3806] = 456.2453, sampling [0.0, 1.5208, 1.4856]. Recommendation = [0.0, 1.1681, 1.3806], Current Cost = 38000.00, Rho = -1.230
(iter 32) [0.0, 1.1681, 1.3806] = 456.2453, sampling [0.0, -0.7449, 0.2981]. Recommendation = [0.0, 1.1681, 1.3806], Current Cost = 39000.00, Rho = -1.230
(iter 32) [0.0, 1.1681, 1.3806] = 456.2453, sampling [0.0, 0.8346, 0.2837]. Recommendation = [0.0, 1.1681, 1.3806], Current Cost = 40000.00, Rho = -1.230
(iter 32) [0.0, 1.1681, 1.3806] = 456.2453, sampling [0.0, -0.9604, 0.5531]. Recommendation = [0.0, 1.1681, 1.3806], Current Cost = 41000.00, Rho = -1.230
(iter 32) [0.0, 1.1681, 1.3806] = 456.2453, sampling [0.0, 1.3231, 1.8606]. Recommendation = [0.0, 1.1681, 1.3806], Current Cost = 42000.00, Rho = -1.230
(iter 32) [0.0, 1.1681, 1.3806] = 456.2453, sampling [0.0, 1.5655, 1.8487]. Recommendation = [0.0, 1.1681, 1.3806], Current Cost = 43000.00, Rho = -1.230
(iter 32) [0.0, 1.1681, 1.3806] = 456.2453, sampling [0.0, 0.6808, 1.2927]. Recommendation = [0.0, 1.1681, 1.3806], Current Cost = 44000.00, Rho = -1.230
(iter 32) [0.0, 1.1681, 1.3806] = 456.2453, sampling [0.0, -0.5507, 0.9878]. Recommendation = [0.0, 1.1681, 1.3806], Current Cost = 45000.00, Rho = -1.230
(iter 32) [0.0, 1.1681, 1.3806] = 456.2453, sampling [0.0, -1.0285, 0.8240]. Recommendation = [0.0, 1.1681, 1.3806], Current Cost = 46000.00, Rho = -1.230
(iter 32) [0.0, 1.1681, 1.3806] = 456.2453, sampling [0.0, -1.1735, 0.4673]. Recommendation = [0.0, 1.1681, 1.3806], Current Cost = 47000.00, Rho = -1.230
(iter 32) [0.0, 1.1681, 1.3806] = 456.2453, sampling [0.0, 0.1226, 0.9605]. Recommendation = [0.0, 1.1681, 1.3806], Current Cost = 48000.00, Rho = -1.230
(iter 32) [0.0, 1.1681, 1.3806] = 456.2453, sampling [0.0, 1.2347, 1.9971]. Recommendation = [0.0, 1.1681, 1.3806], Current Cost = 49000.00, Rho = -1.230
(iter 32) [0.0, 1.1681, 1.3806] = 456.2453, sampling [0.0, -0.8635, 1.3282]. Recommendation = [0.0, 1.1681, 1.3806], Current Cost = 50000.00, Rho = -1.230
(iter 32) [0.0, 1.1681, 1.3806] = 456.2453, sampling [0.0, -0.6094, 1.2039]. Recommendation = [0.0, 1.1681, 1.3806], Current Cost = 51000.00, Rho = -1.230
(iter 32) [0.0, 1.1681, 1.3806] = 456.2453, sampling [0.0, -1.1459, 1.2739]. Recommendation = [0.0, 1.1681, 1.3806], Current Cost = 52000.00, Rho = -1.230
(iter 32) [0.0, 1.1681, 1.3806] = 456.2453, sampling [0.0, -1.1879, 1.1027]. Recommendation = [0.0, 1.1681, 1.3806], Current Cost = 53000.00, Rho = -1.230
(iter 32) [0.0, 1.1681, 1.3806] = 456.2453, sampling [0.0, -0.9769, 1.7156]. Recommendation = [0.0, 1.1681, 1.3806], Current Cost = 54000.00, Rho = -1.230
(iter 32) [0.0, 1.1681, 1.3806] = 456.2453, sampling [0.0, -0.5992, 1.6745]. Recommendation = [0.0, 1.1681, 1.3806], Current Cost = 55000.00, Rho = -1.230
(iter 32) [0.0, 1.1681, 1.3806] = 456.2453, sampling [0.0, -1.3546, 1.5156]. Recommendation = [0.0, 1.1681, 1.3806], Current Cost = 56000.00, Rho = -1.230
(iter 32) [0.0, 1.1681, 1.3806] = 456.2453, sampling [0.0, -1.2187, 1.6950]. Recommendation = [0.0, 1.1681, 1.3806], Current Cost = 57000.00, Rho = -1.230
(iter 32) [0.0, 1.1681, 1.3806] = 456.2453, sampling [0.0, -1.3357, 1.1792]. Recommendation = [0.0, 1.1681, 1.3806], Current Cost = 58000.00, Rho = -1.230
(iter 32) [0.0, 1.1681, 1.3806] = 456.2453, sampling [0.0, -1.3102, 1.9287]. Recommendation = [0.0, 1.1681, 1.3806], Current Cost = 59000.00, Rho = -1.230
(iter 32) [0.0, 1.1681, 1.3806] = 456.2453, sampling [0.0, -1.4011, 1.9463]. Recommendation = [0.0, 1.1681, 1.3806], Current Cost = 60000.00, Rho = -1.230
(iter 32) [0.0, 1.1681, 1.3806] = 456.2453, sampling [0.0, -1.5434, 1.4061]. Recommendation = [0.0, 1.1681, 1.3806], Current Cost = 61000.00, Rho = -1.230
(iter 32) [0.0, 1.1681, 1.3806] = 456.2453, sampling [0.0, 0.3117, -0.3734]. Recommendation = [0.0, 1.1681, 1.3806], Current Cost = 62000.00, Rho = -1.230
(iter 32) [0.0, 1.1681, 1.3806] = 456.2453, sampling [0.0, -0.8889, -0.1501]. Recommendation = [0.0, 1.1681, 1.3806], Current Cost = 63000.00, Rho = -1.230
(iter 32) [0.0, 1.1681, 1.3806] = 456.2453, sampling [0.0, 1.1604, 0.5396]. Recommendation = [0.0, 1.1681, 1.3806], Current Cost = 64000.00, Rho = -1.230
(iter 32) [0.0, 1.1681, 1.3806] = 456.2453, sampling [0.0, -0.1721, -0.5678]. Recommendation = [0.0, 1.1681, 1.3806], Current Cost = 65000.00, Rho = -1.230
(iter 32) [0.0, 1.1681, 1.3806] = 456.2453, sampling [0.0, 1.5106, 1.1949]. Recommendation = [0.0, 1.1681, 1.3806], Current Cost = 66000.00, Rho = -1.230
(iter 32) [0.0, 1.1681, 1.3806] = 456.2453, sampling [0.0, -0.8678, 1.4145]. Recommendation = [0.0, 1.1681, 1.3806], Current Cost = 67000.00, Rho = -1.230
(iter 32) [0.0, 1.1681, 1.3806] = 456.2453, sampling [0.0, -0.6839, -0.5499]. Recommendation = [0.0, 1.1681, 1.3806], Current Cost = 68000.00, Rho = -1.230
(iter 32) [0.0, 1.1681, 1.3806] = 456.2453, sampling [0.0, 0.8933, 1.9670]. Recommendation = [0.0, 1.1681, 1.3806], Current Cost = 69000.00, Rho = -1.230
(iter 32) [0.0, 1.1681, 1.3806] = 456.2453, sampling [0.0, -1.9540, 1.6403]. Recommendation = [0.0, 1.1681, 1.3806], Current Cost = 70000.00, Rho = -1.230
(iter 32) [0.0, 1.1681, 1.3806] = 456.2453, sampling [0.0, 1.8003, 1.5218]. Recommendation = [0.0, 1.1681, 1.3806], Current Cost = 71000.00, Rho = -1.230
(iter 32) [0.0, 1.1681, 1.3806] = 456.2453, sampling [0.0, -0.3741, -0.6711]. Recommendation = [0.0, 1.1681, 1.3806], Current Cost = 72000.00, Rho = -1.230
(iter 32) [0.0, 1.1681, 1.3806] = 456.2453, sampling [0.0, 0.0632, 1.2617]. Recommendation = [0.0, 1.1681, 1.3806], Current Cost = 73000.00, Rho = -1.230
(iter 32) [0.0, 1.1681, 1.3806] = 456.2453, sampling [0.0, 0.1055, 0.7559]. Recommendation = [0.0, 1.1681, 1.3806], Current Cost = 74000.00, Rho = -1.230
(iter 32) [0.0, 1.1681, 1.3806] = 456.2453, sampling [0.0, 1.2982, 0.7718]. Recommendation = [0.0, 1.1681, 1.3806], Current Cost = 75000.00, Rho = -1.230
(iter 32) [0.0, 1.1681, 1.3806] = 456.2453, sampling [0.0, -0.0316, -0.8390]. Recommendation = [0.0, 1.1681, 1.3806], Current Cost = 76000.00, Rho = -1.230
(iter 32) [0.0, 1.1681, 1.3806] = 456.2453, sampling [0.0, -0.1854, -0.7689]. Recommendation = [0.0, 1.1681, 1.3806], Current Cost = 77000.00, Rho = -1.230
(iter 32) [0.0, 1.1681, 1.3806] = 456.2453, sampling [0.0, 0.5440, -0.4444]. Recommendation = [0.0, 1.1681, 1.3806], Current Cost = 78000.00, Rho = -1.230
(iter 32) [0.0, 1.1681, 1.3806] = 456.2453, sampling [0.0, 0.3018, -0.8500]. Recommendation = [0.0, 1.1681, 1.3806], Current Cost = 79000.00, Rho = -1.230
(iter 32) [0.0, 1.1681, 1.3806] = 456.2453, sampling [0.0, 0.3861, 0.4045]. Recommendation = [0.0, 1.1681, 1.3806], Current Cost = 80000.00, Rho = -1.230
(iter 32) [0.0, 1.1681, 1.3806] = 456.2453, sampling [0.0, -1.2611, 0.1192]. Recommendation = [0.0, 1.1681, 1.3806], Current Cost = 81000.00, Rho = -1.230
(iter 32) [0.0, 1.1681, 1.3806] = 456.2453, sampling [0.0, -0.4019, 1.0258]. Recommendation = [0.0, 1.1681, 1.3806], Current Cost = 82000.00, Rho = -1.230
(iter 32) [0.0, 1.1681, 1.3806] = 456.2453, sampling [0.0, 0.1749, 1.8818]. Recommendation = [0.0, 1.1681, 1.3806], Current Cost = 83000.00, Rho = -1.230
(iter 32) [0.0, 1.1681, 1.3806] = 456.2453, sampling [0.0, -0.4773, 1.3094]. Recommendation = [0.0, 1.1681, 1.3806], Current Cost = 84000.00, Rho = -1.230
(iter 32) [0.0, 1.1681, 1.3806] = 456.2453, sampling [0.0, 1.2827, 0.2034]. Recommendation = [0.0, 1.1681, 1.3806], Current Cost = 85000.00, Rho = -1.230
(iter 32) [0.0, 1.1681, 1.3806] = 456.2453, sampling [0.0, 0.2454, 1.1125]. Recommendation = [0.0, 1.1681, 1.3806], Current Cost = 86000.00, Rho = -1.230
(iter 32) [0.0, 1.1681, 1.3806] = 456.2453, sampling [0.0, 0.1492, -1.0243]. Recommendation = [0.0, 1.1681, 1.3806], Current Cost = 87000.00, Rho = -1.230
(iter 32) [0.0, 1.1681, 1.3806] = 456.2453, sampling [0.0, -1.2136, 0.5689]. Recommendation = [0.0, 1.1681, 1.3806], Current Cost = 88000.00, Rho = -1.230
(iter 32) [0.0, 1.1681, 1.3806] = 456.2453, sampling [0.0, -0.7934, 1.6565]. Recommendation = [0.0, 1.1681, 1.3806], Current Cost = 89000.00, Rho = -1.230
(iter 32) [0.0, 1.1681, 1.3806] = 456.2453, sampling [0.0, -0.5028, -0.7233]. Recommendation = [0.0, 1.1681, 1.3806], Current Cost = 90000.00, Rho = -1.230
(iter 32) [0.0, 1.1681, 1.3806] = 456.2453, sampling [0.0, -1.4736, 1.1450]. Recommendation = [0.0, 1.1681, 1.3806], Current Cost = 91000.00, Rho = -1.230
(iter 32) [0.0, 1.1681, 1.3806] = 456.2453, sampling [0.0, 0.5586, 1.3499]. Recommendation = [0.0, 1.1681, 1.3806], Current Cost = 92000.00, Rho = -1.230
(iter 32) [0.0, 1.1681, 1.3806] = 456.2453, sampling [0.0, -1.0750, -0.3542]. Recommendation = [0.0, 1.1681, 1.3806], Current Cost = 93000.00, Rho = -1.230
(iter 32) [0.0, 1.1681, 1.3806] = 456.2453, sampling [0.0, -0.0112, -1.0160]. Recommendation = [0.0, 1.1681, 1.3806], Current Cost = 94000.00, Rho = -1.230
(iter 32) [0.0, 1.1681, 1.3806] = 456.2453, sampling [0.0, 0.7015, 1.5911]. Recommendation = [0.0, 1.1681, 1.3806], Current Cost = 95000.00, Rho = -1.230
(iter 32) [0.0, 1.1681, 1.3806] = 456.2453, sampling [0.0, -0.4264, -0.9946]. Recommendation = [0.0, 1.1681, 1.3806], Current Cost = 96000.00, Rho = -1.230
(iter 32) [0.0, 1.1681, 1.3806] = 456.2453, sampling [0.0, 1.7715, 0.6177]. Recommendation = [0.0, 1.1681, 1.3806], Current Cost = 97000.00, Rho = -1.230
(iter 32) [0.0, 1.1681, 1.3806] = 456.2453, sampling [0.0, -1.0068, 0.0399]. Recommendation = [0.0, 1.1681, 1.3806], Current Cost = 98000.00, Rho = -1.230
(iter 32) [0.0, 1.1681, 1.3806] = 456.2453, sampling [0.0, 0.4409, -0.9537]. Recommendation = [0.0, 1.1681, 1.3806], Current Cost = 99000.00, Rho = -1.230
(iter 32) [0.0, 1.1681, 1.3806] = 456.2453, sampling [0.0, 0.0149, -1.4575]. Recommendation = [0.0, 1.1681, 1.3806], Current Cost = 100000.00, Rho = -1.230
