(iter 5) [0.0, 0.1288, -0.1868] = 451.4046, sampling [0.0, -0.1457, 0.7155]. Recommendation = [0.0, 0.1288, -0.1868], Current Cost = 5000.00, Rho = -1.230
(iter 11) [0.0, -0.1285, 0.0017] = 455.0046, sampling [0.0, -0.9330, 1.9940]. Recommendation = [0.0, -0.1285, 0.0017], Current Cost = 21000.00, Rho = -1.230
(iter 11) [0.0, -0.1285, 0.0017] = 455.0046, sampling [0.0, 0.1657, 0.6901]. Recommendation = [0.0, -0.1285, 0.0017], Current Cost = 22000.00, Rho = -1.230
(iter 11) [0.0, -0.1285, 0.0017] = 455.0046, sampling [0.0, -1.0405, 1.0860]. Recommendation = [0.0, -0.1285, 0.0017], Current Cost = 23000.00, Rho = -1.230
(iter 11) [0.0, -0.1285, 0.0017] = 455.0046, sampling [0.0, 0.9115, 0.5786]. Recommendation = [0.0, -0.1285, 0.0017], Current Cost = 24000.00, Rho = -1.230
(iter 11) [0.0, -0.1285, 0.0017] = 455.0046, sampling [0.0, 1.3587, 1.0220]. Recommendation = [0.0, -0.1285, 0.0017], Current Cost = 25000.00, Rho = -1.230
(iter 11) [0.0, -0.1285, 0.0017] = 455.0046, sampling [0.0, 0.5625, 0.2477]. Recommendation = [0.0, -0.1285, 0.0017], Current Cost = 26000.00, Rho = -1.230
(iter 26) [0.0, 0.5625, 0.2477] = 455.6366, sampling [0.0, 1.0153, 1.6674]. Recommendation = [0.0, 0.5625, 0.2477], Current Cost = 27000.00, Rho = -1.230
(iter 26) [0.0, 0.5625, 0.2477] = 455.6366, sampling [0.0, -1.3251, 0.8866]. Recommendation = [0.0, 0.5625, 0.2477], Current Cost = 28000.00, Rho = -1.230
(iter 26) [0.0, 0.5625, 0.2477] = 455.6366, sampling [0.0, -0.1102, 0.4220]. Recommendation = [0.0, 0.5625, 0.2477], Current Cost = 29000.00, Rho = -1.230
(iter 26) [0.0, 0.5625, 0.2477] = 455.6366, sampling [0.0, -0.4002, 0.9288]. Recommendation = [0.0, 0.5625, 0.2477], Current Cost = 30000.00, Rho = -1.230
(iter 26) [0.0, 0.5625, 0.2477] = 455.6366, sampling [0.0, -0.2881, -0.3424]. Recommendation = [0.0, 0.5625, 0.2477], Current Cost = 31000.00, Rho = -1.230
(iter 26) [0.0, 0.5625, 0.2477] = 455.6366, sampling [0.0, -0.4951, 0.3932]. Recommendation = [0.0, 0.5625, 0.2477], Current Cost = 32000.00, Rho = -1.230
(iter 26) [0.0, 0.5625, 0.2477] = 455.6366, sampling [0.0, 0.8102, 0.8232]. Recommendation = [0.0, 0.5625, 0.2477], Current Cost = 33000.00, Rho = -1.230
(iter 26) [0.0, 0.5625, 0.2477] = 455.6366, sampling [0.0, -1.2430, 1.3898]. Recommendation = [0.0, 0.7403, 0.6546], Current Cost = 34000.00, Rho = -1.230
(iter 26) [0.0, 0.5625, 0.2477] = 455.6366, sampling [0.0, -0.8862, 1.6428]. Recommendation = [0.0, 0.7403, 0.6546], Current Cost = 35000.00, Rho = -1.230
(iter 26) [0.0, 0.5625, 0.2477] = 455.6366, sampling [0.0, 1.3037, 1.4825]. Recommendation = [0.0, 0.7403, 0.6546], Current Cost = 36000.00, Rho = -1.230
(iter 26) [0.0, 0.5625, 0.2477] = 455.6366, sampling [0.0, -1.4822, 1.9735]. Recommendation = [0.0, 0.7403, 0.6546], Current Cost = 37000.00, Rho = -1.230
(iter 26) [0.0, 0.5625, 0.2477] = 455.6366, sampling [0.0, -1.2069, 1.6135]. Recommendation = [0.0, 0.7403, 0.6546], Current Cost = 38000.00, Rho = -1.230
(iter 26) [0.0, 0.5625, 0.2477] = 455.6366, sampling [0.0, -0.9012, 0.6035]. Recommendation = [0.0, 0.7403, 0.6546], Current Cost = 39000.00, Rho = -1.230
(iter 26) [0.0, 0.5625, 0.2477] = 455.6366, sampling [0.0, 0.4702, 0.7368]. Recommendation = [0.0, 0.7403, 0.6546], Current Cost = 40000.00, Rho = -1.230
(iter 26) [0.0, 0.5625, 0.2477] = 455.6366, sampling [0.0, -0.1815, 1.9388]. Recommendation = [0.0, 0.7403, 0.6546], Current Cost = 41000.00, Rho = -1.230
(iter 26) [0.0, 0.5625, 0.2477] = 455.6366, sampling [0.0, 0.7403, 0.6546]. Recommendation = [0.0, 0.7403, 0.6546], Current Cost = 42000.00, Rho = -1.230
(iter 26) [0.0, 0.5625, 0.2477] = 455.6366, sampling [0.0, 0.1127, 1.0380]. Recommendation = [0.0, 0.5625, 0.2477], Current Cost = 43000.00, Rho = -1.230
(iter 26) [0.0, 0.5625, 0.2477] = 455.6366, sampling [0.0, 1.1604, 0.4792]. Recommendation = [0.0, 0.5625, 0.2477], Current Cost = 44000.00, Rho = -1.230
(iter 26) [0.0, 0.5625, 0.2477] = 455.6366, sampling [0.0, -1.3880, 1.7225]. Recommendation = [0.0, 0.5625, 0.2477], Current Cost = 45000.00, Rho = -1.230
(iter 26) [0.0, 0.5625, 0.2477] = 455.6366, sampling [0.0, -0.0361, -0.3130]. Recommendation = [0.0, 0.5625, 0.2477], Current Cost = 46000.00, Rho = -1.230
(iter 26) [0.0, 0.5625, 0.2477] = 455.6366, sampling [0.0, 0.5880, -0.1724]. Recommendation = [0.0, -0.0045, -0.1589], Current Cost = 47000.00, Rho = -1.230
(iter 26) [0.0, 0.5625, 0.2477] = 455.6366, sampling [0.0, 0.7871, 0.1485]. Recommendation = [0.0, 0.1512, -0.0656], Current Cost = 48000.00, Rho = -1.230
(iter 26) [0.0, 0.5625, 0.2477] = 455.6366, sampling [0.0, 0.1512, -0.0656]. Recommendation = [0.0, 0.1512, -0.0656], Current Cost = 49000.00, Rho = -1.230
(iter 26) [0.0, 0.5625, 0.2477] = 455.6366, sampling [0.0, -0.2473, -0.7175]. Recommendation = [0.0, -0.0045, -0.1589], Current Cost = 50000.00, Rho = -1.230
(iter 26) [0.0, 0.5625, 0.2477] = 455.6366, sampling [0.0, -1.0955, -1.9288]. Recommendation = [0.0, -0.0045, -0.1589], Current Cost = 51000.00, Rho = -1.230
(iter 26) [0.0, 0.5625, 0.2477] = 455.6366, sampling [0.0, -1.9057, 1.8435]. Recommendation = [0.0, -0.0045, -0.1589], Current Cost = 52000.00, Rho = -1.230
(iter 26) [0.0, 0.5625, 0.2477] = 455.6366, sampling [0.0, -0.7010, 0.5411]. Recommendation = [0.0, -0.0045, -0.1589], Current Cost = 53000.00, Rho = -1.230
(iter 26) [0.0, 0.5625, 0.2477] = 455.6366, sampling [0.0, 1.8237, 0.6608]. Recommendation = [0.0, -0.0045, -0.1589], Current Cost = 54000.00, Rho = -1.230
(iter 26) [0.0, 0.5625, 0.2477] = 455.6366, sampling [0.0, 1.2783, 1.6307]. Recommendation = [0.0, -0.0045, -0.1589], Current Cost = 55000.00, Rho = -1.230
(iter 55) [0.0, 1.2783, 1.6307] = 456.2215, sampling [0.0, -1.8443, 0.8061]. Recommendation = [0.0, 1.2783, 1.6307], Current Cost = 56000.00, Rho = -1.230
(iter 55) [0.0, 1.2783, 1.6307] = 456.2215, sampling [0.0, -0.6299, -0.1211]. Recommendation = [0.0, 1.2783, 1.6307], Current Cost = 57000.00, Rho = -1.230
(iter 55) [0.0, 1.2783, 1.6307] = 456.2215, sampling [0.0, 0.0990, -0.6979]. Recommendation = [0.0, -0.0045, -0.1589], Current Cost = 58000.00, Rho = -1.230
(iter 55) [0.0, 1.2783, 1.6307] = 456.2215, sampling [0.0, 0.7339, 0.2664]. Recommendation = [0.0, 1.2783, 1.6307], Current Cost = 59000.00, Rho = -1.230
(iter 55) [0.0, 1.2783, 1.6307] = 456.2215, sampling [0.0, 0.4927, -0.4822]. Recommendation = [0.0, 1.2783, 1.6307], Current Cost = 60000.00, Rho = -1.230
(iter 55) [0.0, 1.2783, 1.6307] = 456.2215, sampling [0.0, -0.5365, 0.7754]. Recommendation = [0.0, 1.2783, 1.6307], Current Cost = 61000.00, Rho = -1.230
(iter 55) [0.0, 1.2783, 1.6307] = 456.2215, sampling [0.0, -0.0045, -0.1589]. Recommendation = [0.0, 1.2783, 1.6307], Current Cost = 62000.00, Rho = -1.230
(iter 55) [0.0, 1.2783, 1.6307] = 456.2215, sampling [0.0, 1.5039, 1.7511]. Recommendation = [0.0, 1.2783, 1.6307], Current Cost = 63000.00, Rho = -1.230
(iter 55) [0.0, 1.2783, 1.6307] = 456.2215, sampling [0.0, -0.3527, 1.2257]. Recommendation = [0.0, 1.2783, 1.6307], Current Cost = 64000.00, Rho = -1.230
(iter 55) [0.0, 1.2783, 1.6307] = 456.2215, sampling [0.0, 1.3730, 1.8567]. Recommendation = [0.0, 1.2783, 1.6307], Current Cost = 65000.00, Rho = -1.230
(iter 55) [0.0, 1.2783, 1.6307] = 456.2215, sampling [0.0, 0.3084, 0.2994]. Recommendation = [0.0, 1.2783, 1.6307], Current Cost = 66000.00, Rho = -1.230
(iter 55) [0.0, 1.2783, 1.6307] = 456.2215, sampling [0.0, 1.3958, 1.3457]. Recommendation = [0.0, 1.2783, 1.6307], Current Cost = 67000.00, Rho = -1.230
(iter 55) [0.0, 1.2783, 1.6307] = 456.2215, sampling [0.0, -1.3961, 1.3999]. Recommendation = [0.0, 1.2783, 1.6307], Current Cost = 68000.00, Rho = -1.230
(iter 55) [0.0, 1.2783, 1.6307] = 456.2215, sampling [0.0, 0.6801, 0.1414]. Recommendation = [0.0, 1.2783, 1.6307], Current Cost = 69000.00, Rho = -1.230
(iter 55) [0.0, 1.2783, 1.6307] = 456.2215, sampling [0.0, -0.1680, 0.9250]. Recommendation = [0.0, 1.2783, 1.6307], Current Cost = 70000.00, Rho = -1.230
(iter 55) [0.0, 1.2783, 1.6307] = 456.2215, sampling [0.0, 0.5310, -0.2691]. Recommendation = [0.0, 1.2783, 1.6307], Current Cost = 71000.00, Rho = -1.230
(iter 55) [0.0, 1.2783, 1.6307] = 456.2215, sampling [0.0, 0.8574, -0.0099]. Recommendation = [0.0, 1.2783, 1.6307], Current Cost = 72000.00, Rho = -1.230
(iter 55) [0.0, 1.2783, 1.6307] = 456.2215, sampling [0.0, -0.5474, -0.3274]. Recommendation = [0.0, 1.2783, 1.6307], Current Cost = 73000.00, Rho = -1.230
(iter 55) [0.0, 1.2783, 1.6307] = 456.2215, sampling [0.0, -0.7333, 1.2941]. Recommendation = [0.0, 1.2783, 1.6307], Current Cost = 74000.00, Rho = -1.230
(iter 55) [0.0, 1.2783, 1.6307] = 456.2215, sampling [0.0, 0.3486, 0.7244]. Recommendation = [0.0, 1.2783, 1.6307], Current Cost = 75000.00, Rho = -1.230
(iter 55) [0.0, 1.2783, 1.6307] = 456.2215, sampling [0.0, -1.5314, 1.7782]. Recommendation = [0.0, 1.2783, 1.6307], Current Cost = 76000.00, Rho = -1.230
(iter 55) [0.0, 1.2783, 1.6307] = 456.2215, sampling [0.0, -1.2640, 0.4486]. Recommendation = [0.0, 1.2783, 1.6307], Current Cost = 77000.00, Rho = -1.230
(iter 55) [0.0, 1.2783, 1.6307] = 456.2215, sampling [0.0, 0.2929, 1.2028]. Recommendation = [0.0, 1.2783, 1.6307], Current Cost = 78000.00, Rho = -1.230
(iter 55) [0.0, 1.2783, 1.6307] = 456.2215, sampling [0.0, -0.5785, 1.7026]. Recommendation = [0.0, 1.2783, 1.6307], Current Cost = 79000.00, Rho = -1.230
(iter 55) [0.0, 1.2783, 1.6307] = 456.2215, sampling [0.0, -0.4282, -0.6066]. Recommendation = [0.0, 1.2783, 1.6307], Current Cost = 80000.00, Rho = -1.230
(iter 55) [0.0, 1.2783, 1.6307] = 456.2215, sampling [0.0, -0.1955, -1.0108]. Recommendation = [0.0, 1.2783, 1.6307], Current Cost = 81000.00, Rho = -1.230
(iter 55) [0.0, 1.2783, 1.6307] = 456.2215, sampling [0.0, 0.0605, -0.9279]. Recommendation = [0.0, 1.2783, 1.6307], Current Cost = 82000.00, Rho = -1.230
(iter 55) [0.0, 1.2783, 1.6307] = 456.2215, sampling [0.0, -0.0907, 0.5124]. Recommendation = [0.0, 1.2783, 1.6307], Current Cost = 83000.00, Rho = -1.230
(iter 55) [0.0, 1.2783, 1.6307] = 456.2215, sampling [0.0, 1.4318, 1.5403]. Recommendation = [0.0, 1.2783, 1.6307], Current Cost = 84000.00, Rho = -1.230
(iter 55) [0.0, 1.2783, 1.6307] = 456.2215, sampling [0.0, -0.7682, -0.8164]. Recommendation = [0.0, 1.2783, 1.6307], Current Cost = 85000.00, Rho = -1.230
(iter 55) [0.0, 1.2783, 1.6307] = 456.2215, sampling [0.0, -1.0641, 0.1900]. Recommendation = [0.0, 1.2783, 1.6307], Current Cost = 86000.00, Rho = -1.230
(iter 55) [0.0, 1.2783, 1.6307] = 456.2215, sampling [0.0, -0.8152, -0.0500]. Recommendation = [0.0, 1.2783, 1.6307], Current Cost = 87000.00, Rho = -1.230
(iter 55) [0.0, 1.2783, 1.6307] = 456.2215, sampling [0.0, 0.9753, 1.3435]. Recommendation = [0.0, 1.2783, 1.6307], Current Cost = 88000.00, Rho = -1.230
(iter 55) [0.0, 1.2783, 1.6307] = 456.2215, sampling [0.0, 1.1797, 0.0964]. Recommendation = [0.0, 1.2783, 1.6307], Current Cost = 89000.00, Rho = -1.230
(iter 55) [0.0, 1.2783, 1.6307] = 456.2215, sampling [0.0, 1.0606, 0.4903]. Recommendation = [0.0, 1.2783, 1.6307], Current Cost = 90000.00, Rho = -1.230
(iter 55) [0.0, 1.2783, 1.6307] = 456.2215, sampling [0.0, 0.3289, -0.9470]. Recommendation = [0.0, 1.2783, 1.6307], Current Cost = 91000.00, Rho = -1.230
(iter 55) [0.0, 1.2783, 1.6307] = 456.2215, sampling [0.0, 0.8904, 0.1237]. Recommendation = [0.0, 1.2783, 1.6307], Current Cost = 92000.00, Rho = -1.230
(iter 55) [0.0, 1.2783, 1.6307] = 456.2215, sampling [0.0, -0.9800, 1.6814]. Recommendation = [0.0, 1.2783, 1.6307], Current Cost = 93000.00, Rho = -1.230
(iter 55) [0.0, 1.2783, 1.6307] = 456.2215, sampling [0.0, 0.4248, 1.5614]. Recommendation = [0.0, 1.2783, 1.6307], Current Cost = 94000.00, Rho = -1.230
(iter 55) [0.0, 1.2783, 1.6307] = 456.2215, sampling [0.0, -0.6468, -0.5822]. Recommendation = [0.0, 1.2783, 1.6307], Current Cost = 95000.00, Rho = -1.230
(iter 55) [0.0, 1.2783, 1.6307] = 456.2215, sampling [0.0, -0.0783, 1.1227]. Recommendation = [0.0, 1.2783, 1.6307], Current Cost = 96000.00, Rho = -1.230
(iter 55) [0.0, 1.2783, 1.6307] = 456.2215, sampling [0.0, -0.0583, -1.2507]. Recommendation = [0.0, 1.2783, 1.6307], Current Cost = 97000.00, Rho = -1.230
(iter 55) [0.0, 1.2783, 1.6307] = 456.2215, sampling [0.0, 0.6461, -0.6712]. Recommendation = [0.0, 1.2783, 1.6307], Current Cost = 98000.00, Rho = -1.230
(iter 55) [0.0, 1.2783, 1.6307] = 456.2215, sampling [0.0, -0.3738, -1.0011]. Recommendation = [0.0, 1.2783, 1.6307], Current Cost = 99000.00, Rho = -1.230
(iter 55) [0.0, 1.2783, 1.6307] = 456.2215, sampling [0.0, -0.4665, 1.1460]. Recommendation = [0.0, 1.2783, 1.6307], Current Cost = 100000.00, Rho = -1.230
