(iter 10) [0.0, 0.3695, 1.0499] = 372.4790, sampling [1.0, -0.2258, -0.7970]. Recommendation = [0.0, 0.3695, 1.0499], Current Cost = 5005.00, Rho = 0.855
(iter 10) [0.0, 0.3695, 1.0499] = 372.4790, sampling [1.0, 0.3103, -0.5992]. Recommendation = [0.0, 0.3695, 1.0499], Current Cost = 5034.00, Rho = 0.855
(iter 10) [0.0, 0.3695, 1.0499] = 372.4790, sampling [1.0, -0.1978, 0.2267]. Recommendation = [0.0, 0.3695, 1.0499], Current Cost = 5035.00, Rho = 0.855
(iter 10) [0.0, 0.3695, 1.0499] = 372.4790, sampling [1.0, 0.8610, 0.3597]. Recommendation = [0.0, 0.3695, 1.0499], Current Cost = 5036.00, Rho = 0.855
(iter 10) [0.0, 0.3695, 1.0499] = 372.4790, sampling [1.0, 0.8433, 1.0847]. Recommendation = [0.0, 0.3695, 1.0499], Current Cost = 5037.00, Rho = 0.855
(iter 10) [0.0, 0.3695, 1.0499] = 372.4790, sampling [1.0, 0.3859, 1.5032]. Recommendation = [0.0, 0.3695, 1.0499], Current Cost = 5038.00, Rho = 0.855
(iter 10) [0.0, 0.3695, 1.0499] = 372.4790, sampling [1.0, 0.9100, 0.6607]. Recommendation = [0.0, 0.3695, 1.0499], Current Cost = 5039.00, Rho = 0.855
(iter 10) [0.0, 0.3695, 1.0499] = 372.4790, sampling [1.0, -0.2664, 0.6073]. Recommendation = [0.0, 0.3695, 1.0499], Current Cost = 5040.00, Rho = 0.855
(iter 10) [0.0, 0.3695, 1.0499] = 372.4790, sampling [1.0, -0.0034, 1.2441]. Recommendation = [0.0, 0.3695, 1.0499], Current Cost = 5041.00, Rho = 0.855
(iter 10) [0.0, 0.3695, 1.0499] = 372.4790, sampling [1.0, 0.6851, -0.4892]. Recommendation = [0.0, 0.3695, 1.0499], Current Cost = 5042.00, Rho = 0.855
(iter 10) [0.0, 0.3695, 1.0499] = 372.4790, sampling [1.0, -0.4557, 0.0599]. Recommendation = [0.0, 0.3695, 1.0499], Current Cost = 5043.00, Rho = 0.855
(iter 10) [0.0, 0.3695, 1.0499] = 372.4790, sampling [1.0, 0.9139, 0.1727]. Recommendation = [0.0, 0.3695, 1.0499], Current Cost = 5044.00, Rho = 0.855
(iter 10) [0.0, 0.3695, 1.0499] = 372.4790, sampling [1.0, 0.7701, 1.4046]. Recommendation = [0.0, 0.3695, 1.0499], Current Cost = 5045.00, Rho = 0.855
(iter 10) [0.0, 0.3695, 1.0499] = 372.4790, sampling [1.0, -0.1308, 0.8209]. Recommendation = [0.0, 0.3695, 1.0499], Current Cost = 5046.00, Rho = 0.855
(iter 10) [0.0, 0.3695, 1.0499] = 372.4790, sampling [1.0, 0.6054, -1.0661]. Recommendation = [0.0, 0.3695, 1.0499], Current Cost = 5047.00, Rho = 0.855
(iter 10) [0.0, 0.3695, 1.0499] = 372.4790, sampling [1.0, 0.9457, 1.0296]. Recommendation = [0.0, 0.3695, 1.0499], Current Cost = 5048.00, Rho = 0.855
(iter 10) [0.0, 0.3695, 1.0499] = 372.4790, sampling [1.0, -0.6816, -0.7554]. Recommendation = [0.0, 0.3695, 1.0499], Current Cost = 5049.00, Rho = 0.855
(iter 10) [0.0, 0.3695, 1.0499] = 372.4790, sampling [1.0, -0.2816, -1.3115]. Recommendation = [0.0, 0.3695, 1.0499], Current Cost = 5050.00, Rho = 0.855
(iter 10) [0.0, 0.3695, 1.0499] = 372.4790, sampling [1.0, 0.9699, 0.4900]. Recommendation = [0.0, 0.3695, 1.0499], Current Cost = 5051.00, Rho = 0.855
(iter 10) [0.0, 0.3695, 1.0499] = 372.4790, sampling [1.0, -0.2517, 0.1822]. Recommendation = [0.0, 0.3695, 1.0499], Current Cost = 5052.00, Rho = 0.855
(iter 10) [0.0, 0.3695, 1.0499] = 372.4790, sampling [1.0, 1.0965, 0.8967]. Recommendation = [0.0, 0.3695, 1.0499], Current Cost = 5053.00, Rho = 0.855
(iter 10) [0.0, 0.3695, 1.0499] = 372.4790, sampling [1.0, 0.8939, 1.2873]. Recommendation = [0.0, 0.3695, 1.0499], Current Cost = 5054.00, Rho = 0.855
(iter 10) [0.0, 0.3695, 1.0499] = 372.4790, sampling [1.0, 0.7314, -0.2763]. Recommendation = [0.0, 0.3695, 1.0499], Current Cost = 5055.00, Rho = 0.855
(iter 10) [0.0, 0.3695, 1.0499] = 372.4790, sampling [1.0, -0.6166, -0.1034]. Recommendation = [0.0, 0.3695, 1.0499], Current Cost = 5056.00, Rho = 0.855
(iter 10) [0.0, 0.3695, 1.0499] = 372.4790, sampling [1.0, 0.4710, -0.3476]. Recommendation = [0.0, 0.3695, 1.0499], Current Cost = 5057.00, Rho = 0.855
(iter 10) [0.0, 0.3695, 1.0499] = 372.4790, sampling [1.0, -0.3448, 0.7857]. Recommendation = [0.0, 0.3695, 1.0499], Current Cost = 5058.00, Rho = 0.855
(iter 10) [0.0, 0.3695, 1.0499] = 372.4790, sampling [1.0, -0.5565, -1.1761]. Recommendation = [0.0, 0.3695, 1.0499], Current Cost = 5059.00, Rho = 0.855
(iter 10) [0.0, 0.3695, 1.0499] = 372.4790, sampling [1.0, 1.2264, -0.1624]. Recommendation = [0.0, 0.3695, 1.0499], Current Cost = 5060.00, Rho = 0.855
(iter 10) [0.0, 0.3695, 1.0499] = 372.4790, sampling [1.0, 0.2229, -1.4758]. Recommendation = [0.0, 0.3695, 1.0499], Current Cost = 5061.00, Rho = 0.855
(iter 10) [0.0, 0.3695, 1.0499] = 372.4790, sampling [1.0, -0.6703, 0.2780]. Recommendation = [0.0, 0.3695, 1.0499], Current Cost = 5062.00, Rho = 0.855
(iter 10) [0.0, 0.3695, 1.0499] = 372.4790, sampling [1.0, -0.5254, 1.0885]. Recommendation = [0.0, 0.3695, 1.0499], Current Cost = 5063.00, Rho = 0.855
(iter 10) [0.0, 0.3695, 1.0499] = 372.4790, sampling [1.0, 1.1736, 0.5242]. Recommendation = [0.0, 0.3695, 1.0499], Current Cost = 5064.00, Rho = 0.855
(iter 10) [0.0, 0.3695, 1.0499] = 372.4790, sampling [1.0, 0.6334, 1.4640]. Recommendation = [0.0, 0.3695, 1.0499], Current Cost = 5065.00, Rho = 0.855
(iter 10) [0.0, 0.3695, 1.0499] = 372.4790, sampling [1.0, -0.6365, 0.7606]. Recommendation = [0.0, 0.3695, 1.0499], Current Cost = 5066.00, Rho = 0.855
(iter 10) [0.0, 0.3695, 1.0499] = 372.4790, sampling [1.0, -0.7532, -0.6087]. Recommendation = [0.0, 0.3695, 1.0499], Current Cost = 5067.00, Rho = 0.855
(iter 10) [0.0, 0.3695, 1.0499] = 372.4790, sampling [1.0, 0.7030, -0.6461]. Recommendation = [0.0, 0.3695, 1.0499], Current Cost = 5068.00, Rho = 0.855
(iter 10) [0.0, 0.3695, 1.0499] = 372.4790, sampling [1.0, -0.1820, 1.7649]. Recommendation = [0.0, 0.3695, 1.0499], Current Cost = 5069.00, Rho = 0.855
(iter 10) [0.0, 0.3695, 1.0499] = 372.4790, sampling [1.0, 1.2069, 1.5401]. Recommendation = [0.0, 0.3695, 1.0499], Current Cost = 5070.00, Rho = 0.855
(iter 10) [0.0, 0.3695, 1.0499] = 372.4790, sampling [1.0, 0.8274, 1.6946]. Recommendation = [0.0, 0.3695, 1.0499], Current Cost = 5071.00, Rho = 0.855
(iter 10) [0.0, 0.3695, 1.0499] = 372.4790, sampling [1.0, 1.0658, 0.9676]. Recommendation = [0.0, 0.3695, 1.0499], Current Cost = 5072.00, Rho = 0.855
(iter 10) [0.0, 0.3695, 1.0499] = 372.4790, sampling [1.0, 0.1004, -1.3142]. Recommendation = [0.0, 0.3695, 1.0499], Current Cost = 5073.00, Rho = 0.855
(iter 10) [0.0, 0.3695, 1.0499] = 372.4790, sampling [1.0, 1.0259, 0.2177]. Recommendation = [0.0, 0.3695, 1.0499], Current Cost = 5074.00, Rho = 0.855
(iter 10) [0.0, 0.3695, 1.0499] = 372.4790, sampling [1.0, -0.4698, 0.1040]. Recommendation = [0.0, 0.3695, 1.0499], Current Cost = 5075.00, Rho = 0.855
(iter 10) [0.0, 0.3695, 1.0499] = 372.4790, sampling [1.0, 1.1633, -0.9356]. Recommendation = [0.0, 0.3695, 1.0499], Current Cost = 5076.00, Rho = 0.855
(iter 10) [0.0, 0.3695, 1.0499] = 372.4790, sampling [1.0, 1.2868, 1.9307]. Recommendation = [0.0, 0.3695, 1.0499], Current Cost = 5077.00, Rho = 0.855
(iter 10) [0.0, 0.3695, 1.0499] = 372.4790, sampling [1.0, 1.4217, 1.3858]. Recommendation = [0.0, 0.3695, 1.0499], Current Cost = 5078.00, Rho = 0.855
(iter 10) [0.0, 0.3695, 1.0499] = 372.4790, sampling [1.0, 0.3667, 1.9018]. Recommendation = [0.0, 0.3695, 1.0499], Current Cost = 5079.00, Rho = 0.855
(iter 10) [0.0, 0.3695, 1.0499] = 372.4790, sampling [1.0, -0.4189, -1.6032]. Recommendation = [0.0, 0.3695, 1.0499], Current Cost = 5080.00, Rho = 0.855
(iter 10) [0.0, 0.3695, 1.0499] = 372.4790, sampling [1.0, 1.0558, 1.8108]. Recommendation = [0.0, 0.3695, 1.0499], Current Cost = 5081.00, Rho = 0.855
(iter 10) [0.0, 0.3695, 1.0499] = 372.4790, sampling [1.0, 0.6183, -0.5615]. Recommendation = [0.0, 0.3695, 1.0499], Current Cost = 5082.00, Rho = 0.855
(iter 10) [0.0, 0.3695, 1.0499] = 372.4790, sampling [1.0, -0.7153, -0.0106]. Recommendation = [0.0, 0.3695, 1.0499], Current Cost = 5083.00, Rho = 0.855
(iter 10) [0.0, 0.3695, 1.0499] = 372.4790, sampling [1.0, 1.3006, 0.7500]. Recommendation = [0.0, 0.3695, 1.0499], Current Cost = 5084.00, Rho = 0.855
(iter 10) [0.0, 0.3695, 1.0499] = 372.4790, sampling [1.0, 0.0405, 1.3359]. Recommendation = [0.0, 0.3695, 1.0499], Current Cost = 5085.00, Rho = 0.855
(iter 10) [0.0, 0.3695, 1.0499] = 372.4790, sampling [1.0, 0.8053, -0.2375]. Recommendation = [0.0, 0.3695, 1.0499], Current Cost = 5086.00, Rho = 0.855
(iter 10) [0.0, 0.3695, 1.0499] = 372.4790, sampling [1.0, -0.6946, -1.0828]. Recommendation = [0.0, 0.3695, 1.0499], Current Cost = 5087.00, Rho = 0.855
(iter 10) [0.0, 0.3695, 1.0499] = 372.4790, sampling [1.0, 1.0155, 0.0900]. Recommendation = [0.0, 0.3695, 1.0499], Current Cost = 5088.00, Rho = 0.855
(iter 10) [0.0, 0.3695, 1.0499] = 372.4790, sampling [1.0, -0.0392, -1.8827]. Recommendation = [0.0, 0.3695, 1.0499], Current Cost = 5089.00, Rho = 0.855
(iter 10) [0.0, 0.3695, 1.0499] = 372.4790, sampling [1.0, -0.6427, 1.3687]. Recommendation = [0.0, 0.3695, 1.0499], Current Cost = 5090.00, Rho = 0.855
(iter 10) [0.0, 0.3695, 1.0499] = 372.4790, sampling [1.0, -0.8974, 0.8668]. Recommendation = [0.0, 0.3695, 1.0499], Current Cost = 5091.00, Rho = 0.855
(iter 10) [0.0, 0.3695, 1.0499] = 372.4790, sampling [1.0, -0.5903, 0.9303]. Recommendation = [0.0, 0.3695, 1.0499], Current Cost = 5092.00, Rho = 0.855
(iter 10) [0.0, 0.3695, 1.0499] = 372.4790, sampling [1.0, -0.8187, 0.3760]. Recommendation = [0.0, 0.3695, 1.0499], Current Cost = 5093.00, Rho = 0.855
(iter 10) [0.0, 0.3695, 1.0499] = 372.4790, sampling [1.0, 0.6555, -1.7169]. Recommendation = [0.0, 0.3695, 1.0499], Current Cost = 5094.00, Rho = 0.855
(iter 10) [0.0, 0.3695, 1.0499] = 372.4790, sampling [1.0, 1.9477, 1.8410]. Recommendation = [0.0, 0.3695, 1.0499], Current Cost = 5095.00, Rho = 0.855
(iter 10) [0.0, 0.3695, 1.0499] = 372.4790, sampling [1.0, -1.1037, 1.5536]. Recommendation = [0.0, 0.3695, 1.0499], Current Cost = 5096.00, Rho = 0.855
(iter 10) [0.0, 0.3695, 1.0499] = 372.4790, sampling [1.0, -0.7956, 1.1836]. Recommendation = [0.0, 0.3695, 1.0499], Current Cost = 5097.00, Rho = 0.855
(iter 10) [0.0, 0.3695, 1.0499] = 372.4790, sampling [1.0, -0.5048, -1.3716]. Recommendation = [0.0, 0.3695, 1.0499], Current Cost = 5098.00, Rho = 0.855
(iter 10) [0.0, 0.3695, 1.0499] = 372.4790, sampling [1.0, 1.1262, 0.1994]. Recommendation = [0.0, 0.3695, 1.0499], Current Cost = 5099.00, Rho = 0.855
(iter 10) [0.0, 0.3695, 1.0499] = 372.4790, sampling [1.0, -1.2851, 1.9608]. Recommendation = [0.0, 0.3695, 1.0499], Current Cost = 5100.00, Rho = 0.855
(iter 10) [0.0, 0.3695, 1.0499] = 372.4790, sampling [1.0, -1.4043, 1.1872]. Recommendation = [0.0, 0.3695, 1.0499], Current Cost = 5101.00, Rho = 0.855
(iter 10) [0.0, 0.3695, 1.0499] = 372.4790, sampling [1.0, -0.9248, -0.3525]. Recommendation = [0.0, 0.3695, 1.0499], Current Cost = 5102.00, Rho = 0.855
(iter 10) [0.0, 0.3695, 1.0499] = 372.4790, sampling [1.0, -1.0328, 0.5653]. Recommendation = [0.0, 0.3695, 1.0499], Current Cost = 5103.00, Rho = 0.855
(iter 10) [0.0, 0.3695, 1.0499] = 372.4790, sampling [1.0, 0.5720, 1.7362]. Recommendation = [0.0, 0.3695, 1.0499], Current Cost = 5104.00, Rho = 0.855
(iter 10) [0.0, 0.3695, 1.0499] = 372.4790, sampling [1.0, -0.8791, -0.8103]. Recommendation = [0.0, 0.3695, 1.0499], Current Cost = 5105.00, Rho = 0.855
(iter 10) [0.0, 0.3695, 1.0499] = 372.4790, sampling [1.0, 0.0942, 1.6364]. Recommendation = [0.0, 0.3695, 1.0499], Current Cost = 5106.00, Rho = 0.855
(iter 10) [0.0, 0.3695, 1.0499] = 372.4790, sampling [1.0, 1.0840, -0.5208]. Recommendation = [0.0, 0.3695, 1.0499], Current Cost = 5107.00, Rho = 0.855
(iter 10) [0.0, 0.3695, 1.0499] = 372.4790, sampling [1.0, 1.3543, 0.5430]. Recommendation = [0.0, 0.3695, 1.0499], Current Cost = 5108.00, Rho = 0.855
(iter 10) [0.0, 0.3695, 1.0499] = 372.4790, sampling [1.0, -1.7680, 1.7884]. Recommendation = [0.0, 0.3695, 1.0499], Current Cost = 5109.00, Rho = 0.855
(iter 10) [0.0, 0.3695, 1.0499] = 372.4790, sampling [1.0, -0.8620, -1.7706]. Recommendation = [0.0, 0.3695, 1.0499], Current Cost = 5110.00, Rho = 0.855
(iter 10) [0.0, 0.3695, 1.0499] = 372.4790, sampling [1.0, 0.5813, -0.9758]. Recommendation = [0.0, 0.3695, 1.0499], Current Cost = 5111.00, Rho = 0.855
(iter 10) [0.0, 0.3695, 1.0499] = 372.4790, sampling [1.0, -0.3571, 1.6046]. Recommendation = [0.0, 0.3695, 1.0499], Current Cost = 5112.00, Rho = 0.855
(iter 10) [0.0, 0.3695, 1.0499] = 372.4790, sampling [1.0, -0.8873, 1.4136]. Recommendation = [0.0, 0.3695, 1.0499], Current Cost = 5113.00, Rho = 0.855
(iter 10) [0.0, 0.3695, 1.0499] = 372.4790, sampling [1.0, -0.5293, 1.2266]. Recommendation = [0.0, 0.3695, 1.0499], Current Cost = 5114.00, Rho = 0.855
(iter 10) [0.0, 0.3695, 1.0499] = 372.4790, sampling [1.0, 0.1293, -1.4285]. Recommendation = [0.0, 0.3695, 1.0499], Current Cost = 5115.00, Rho = 0.855
(iter 10) [0.0, 0.3695, 1.0499] = 372.4790, sampling [1.0, -0.7445, -0.6817]. Recommendation = [0.0, 0.3695, 1.0499], Current Cost = 5116.00, Rho = 0.855
(iter 10) [0.0, 0.3695, 1.0499] = 372.4790, sampling [1.0, 0.4639, 1.5126]. Recommendation = [0.0, 0.3695, 1.0499], Current Cost = 5117.00, Rho = 0.855
(iter 10) [0.0, 0.3695, 1.0499] = 372.4790, sampling [1.0, -1.1266, 1.2678]. Recommendation = [0.0, 0.3695, 1.0499], Current Cost = 5118.00, Rho = 0.855
(iter 10) [0.0, 0.3695, 1.0499] = 372.4790, sampling [1.0, 1.6185, -0.0253]. Recommendation = [0.0, 0.3695, 1.0499], Current Cost = 5119.00, Rho = 0.855
(iter 10) [0.0, 0.3695, 1.0499] = 372.4790, sampling [1.0, 0.2435, -1.7076]. Recommendation = [0.0, 0.3695, 1.0499], Current Cost = 5120.00, Rho = 0.855
(iter 10) [0.0, 0.3695, 1.0499] = 372.4790, sampling [1.0, 1.6921, 1.4500]. Recommendation = [0.0, 0.3695, 1.0499], Current Cost = 5121.00, Rho = 0.855
(iter 10) [0.0, 0.3695, 1.0499] = 372.4790, sampling [0.0, 0.2578, -0.1181]. Recommendation = [0.0, 0.3695, 1.0499], Current Cost = 5122.00, Rho = 0.855
(iter 127) [0.0, 0.2578, -0.1181] = 452.3426, sampling [0.0, 0.4122, 0.3296]. Recommendation = [0.0, 0.2578, -0.1181], Current Cost = 6122.00, Rho = 0.855
(iter 128) [0.0, 0.4122, 0.3296] = 453.4054, sampling [0.0, 0.0706, 0.0333]. Recommendation = [0.0, 0.4122, 0.3296], Current Cost = 7122.00, Rho = 0.855
(iter 129) [0.0, 0.0706, 0.0333] = 455.3562, sampling [0.0, -0.1543, -0.2679]. Recommendation = [0.0, 0.0706, 0.0333], Current Cost = 8122.00, Rho = 0.855
(iter 129) [0.0, 0.0706, 0.0333] = 455.3562, sampling [0.0, 0.2254, 0.1347]. Recommendation = [0.0, 0.0706, 0.0333], Current Cost = 9122.00, Rho = 0.855
(iter 129) [0.0, 0.0706, 0.0333] = 455.3562, sampling [0.0, 0.0486, 0.4290]. Recommendation = [0.0, 0.0706, 0.0333], Current Cost = 10122.00, Rho = 0.855
(iter 129) [0.0, 0.0706, 0.0333] = 455.3562, sampling [0.0, 0.1193, -0.6681]. Recommendation = [0.0, 0.0706, 0.0333], Current Cost = 11122.00, Rho = 0.855
(iter 129) [0.0, 0.0706, 0.0333] = 455.3562, sampling [0.0, -0.1271, 0.1222]. Recommendation = [0.0, 0.0706, 0.0333], Current Cost = 12122.00, Rho = 0.855
(iter 129) [0.0, 0.0706, 0.0333] = 455.3562, sampling [0.0, 0.4953, 0.6166]. Recommendation = [0.0, 0.0706, 0.0333], Current Cost = 13122.00, Rho = 0.855
(iter 129) [0.0, 0.0706, 0.0333] = 455.3562, sampling [0.0, -0.0845, -0.1456]. Recommendation = [0.0, 0.0706, 0.0333], Current Cost = 14122.00, Rho = 0.855
(iter 129) [0.0, 0.0706, 0.0333] = 455.3562, sampling [0.0, 0.7140, 0.4685]. Recommendation = [0.0, 0.0706, 0.0333], Current Cost = 15122.00, Rho = 0.855
(iter 137) [0.0, 0.7140, 0.4685] = 456.0475, sampling [0.0, 0.4710, -0.3476]. Recommendation = [0.0, 0.7140, 0.4685], Current Cost = 16122.00, Rho = 0.855
(iter 137) [0.0, 0.7140, 0.4685] = 456.0475, sampling [0.0, 0.7555, -0.0672]. Recommendation = [0.0, 0.7140, 0.4685], Current Cost = 17122.00, Rho = 0.855
(iter 137) [0.0, 0.7140, 0.4685] = 456.0475, sampling [0.0, 0.7487, 0.7173]. Recommendation = [0.0, 0.7140, 0.4685], Current Cost = 18122.00, Rho = 0.855
(iter 137) [0.0, 0.7140, 0.4685] = 456.0475, sampling [0.0, 0.8610, 0.3597]. Recommendation = [0.0, 0.7140, 0.4685], Current Cost = 19122.00, Rho = 0.855
(iter 137) [0.0, 0.7140, 0.4685] = 456.0475, sampling [0.0, -0.3330, -0.0839]. Recommendation = [0.0, 0.7140, 0.4685], Current Cost = 20122.00, Rho = 0.855
(iter 137) [0.0, 0.7140, 0.4685] = 456.0475, sampling [0.0, -0.2517, 0.1822]. Recommendation = [0.0, 0.7140, 0.4685], Current Cost = 21122.00, Rho = 0.855
(iter 137) [0.0, 0.7140, 0.4685] = 456.0475, sampling [0.0, 0.3312, 0.3480]. Recommendation = [0.0, 0.7140, 0.4685], Current Cost = 22122.00, Rho = 0.855
(iter 137) [0.0, 0.7140, 0.4685] = 456.0475, sampling [0.0, -0.3057, -0.4165]. Recommendation = [0.0, 0.7140, 0.4685], Current Cost = 23122.00, Rho = 0.855
(iter 137) [0.0, 0.7140, 0.4685] = 456.0475, sampling [0.0, 0.9100, 0.6607]. Recommendation = [0.0, 0.7140, 0.4685], Current Cost = 24122.00, Rho = 0.855
(iter 137) [0.0, 0.7140, 0.4685] = 456.0475, sampling [0.0, 0.6692, 0.8449]. Recommendation = [0.0, 0.7140, 0.4685], Current Cost = 25122.00, Rho = 0.855
(iter 137) [0.0, 0.7140, 0.4685] = 456.0475, sampling [0.0, -0.2664, 0.6073]. Recommendation = [0.0, 0.7140, 0.4685], Current Cost = 26122.00, Rho = 0.855
(iter 137) [0.0, 0.7140, 0.4685] = 456.0475, sampling [0.0, -0.4698, 0.1040]. Recommendation = [0.0, 0.7140, 0.4685], Current Cost = 27122.00, Rho = 0.855
(iter 137) [0.0, 0.7140, 0.4685] = 456.0475, sampling [1.0, -0.9473, 0.5115]. Recommendation = [0.0, 0.7140, 0.4685], Current Cost = 28122.00, Rho = 0.855
(iter 137) [0.0, 0.7140, 0.4685] = 456.0475, sampling [0.0, -0.1978, 0.2267]. Recommendation = [0.0, 0.7140, 0.4685], Current Cost = 28123.00, Rho = 0.855
(iter 137) [0.0, 0.7140, 0.4685] = 456.0475, sampling [0.0, 0.9457, 1.0296]. Recommendation = [0.0, 0.7140, 0.4685], Current Cost = 29123.00, Rho = 0.855
(iter 137) [0.0, 0.7140, 0.4685] = 456.0475, sampling [1.0, 1.3150, 0.6271]. Recommendation = [0.0, 0.7140, 0.4685], Current Cost = 30123.00, Rho = 0.855
(iter 137) [0.0, 0.7140, 0.4685] = 456.0475, sampling [0.0, 0.8433, 1.0847]. Recommendation = [0.0, 0.7140, 0.4685], Current Cost = 30124.00, Rho = 0.855
(iter 137) [0.0, 0.7140, 0.4685] = 456.0475, sampling [0.0, 1.0965, 0.8967]. Recommendation = [0.0, 0.7140, 0.4685], Current Cost = 31124.00, Rho = 0.855
