(iter 5) [0.0, -0.5251, -0.4522] = 400.9863, sampling [0.0, -0.7171, -0.0970]. Recommendation = [0.0, -0.5251, -0.4522], Current Cost = 5000.00, Rho = -1.230
(iter 18) [0.0, -0.1405, -0.0135] = 454.8890, sampling [0.0, -0.9620, 0.3336]. Recommendation = [0.0, -0.1405, -0.0135], Current Cost = 20000.00, Rho = -1.230
(iter 18) [0.0, -0.1405, -0.0135] = 454.8890, sampling [0.0, -0.4797, -0.2896]. Recommendation = [0.0, -0.1405, -0.0135], Current Cost = 21000.00, Rho = -1.230
(iter 18) [0.0, -0.1405, -0.0135] = 454.8890, sampling [0.0, -0.9261, 0.6160]. Recommendation = [0.0, -0.1405, -0.0135], Current Cost = 22000.00, Rho = -1.230
(iter 18) [0.0, -0.1405, -0.0135] = 454.8890, sampling [0.0, -0.1963, -0.3749]. Recommendation = [0.0, -0.1405, -0.0135], Current Cost = 23000.00, Rho = -1.230
(iter 18) [0.0, -0.1405, -0.0135] = 454.8890, sampling [0.0, -0.0010, 0.2193]. Recommendation = [0.0, -0.1405, -0.0135], Current Cost = 24000.00, Rho = -1.230
(iter 18) [0.0, -0.1405, -0.0135] = 454.8890, sampling [0.0, 0.0954, 0.6958]. Recommendation = [0.0, -0.1405, -0.0135], Current Cost = 25000.00, Rho = -1.230
(iter 18) [0.0, -0.1405, -0.0135] = 454.8890, sampling [0.0, -0.0505, 0.9204]. Recommendation = [0.0, -0.1405, -0.0135], Current Cost = 26000.00, Rho = -1.230
(iter 18) [0.0, -0.1405, -0.0135] = 454.8890, sampling [0.0, -0.8506, 0.6436]. Recommendation = [0.0, -0.1405, -0.0135], Current Cost = 27000.00, Rho = -1.230
(iter 18) [0.0, -0.1405, -0.0135] = 454.8890, sampling [0.0, 0.2568, 0.3832]. Recommendation = [0.0, -0.1405, -0.0135], Current Cost = 28000.00, Rho = -1.230
(iter 18) [0.0, -0.1405, -0.0135] = 454.8890, sampling [0.0, 0.2839, 0.0423]. Recommendation = [0.0, -0.1405, -0.0135], Current Cost = 29000.00, Rho = -1.230
(iter 29) [0.0, 0.2839, 0.0423] = 455.6404, sampling [0.0, 0.1638, -0.3255]. Recommendation = [0.0, 0.2839, 0.0423], Current Cost = 30000.00, Rho = -1.230
(iter 29) [0.0, 0.2839, 0.0423] = 455.6404, sampling [0.0, -0.0683, -0.3586]. Recommendation = [0.0, 0.2839, 0.0423], Current Cost = 31000.00, Rho = -1.230
(iter 29) [0.0, 0.2839, 0.0423] = 455.6404, sampling [0.0, 0.3660, -0.1544]. Recommendation = [0.0, 0.2839, 0.0423], Current Cost = 32000.00, Rho = -1.230
(iter 29) [0.0, 0.2839, 0.0423] = 455.6404, sampling [0.0, 0.3177, 0.5308]. Recommendation = [0.0, 0.2839, 0.0423], Current Cost = 33000.00, Rho = -1.230
(iter 29) [0.0, 0.2839, 0.0423] = 455.6404, sampling [0.0, 0.0123, -0.4479]. Recommendation = [0.0, 0.2839, 0.0423], Current Cost = 34000.00, Rho = -1.230
(iter 29) [0.0, 0.2839, 0.0423] = 455.6404, sampling [0.0, -0.3561, -0.4131]. Recommendation = [0.0, 0.2839, 0.0423], Current Cost = 35000.00, Rho = -1.230
(iter 29) [0.0, 0.2839, 0.0423] = 455.6404, sampling [0.0, -1.0700, 0.7691]. Recommendation = [0.0, 0.2839, 0.0423], Current Cost = 36000.00, Rho = -1.230
(iter 29) [0.0, 0.2839, 0.0423] = 455.6404, sampling [0.0, -1.2290, 1.1145]. Recommendation = [0.0, 0.2839, 0.0423], Current Cost = 37000.00, Rho = -1.230
(iter 29) [0.0, 0.2839, 0.0423] = 455.6404, sampling [0.0, -1.2667, 0.9973]. Recommendation = [0.0, 0.2839, 0.0423], Current Cost = 38000.00, Rho = -1.230
(iter 29) [0.0, 0.2839, 0.0423] = 455.6404, sampling [0.0, -1.2120, 1.4556]. Recommendation = [0.0, 0.2839, 0.0423], Current Cost = 39000.00, Rho = -1.230
(iter 29) [0.0, 0.2839, 0.0423] = 455.6404, sampling [0.0, -1.0956, 1.5016]. Recommendation = [0.0, 0.2839, 0.0423], Current Cost = 40000.00, Rho = -1.230
(iter 29) [0.0, 0.2839, 0.0423] = 455.6404, sampling [0.0, -1.6519, 1.3905]. Recommendation = [0.0, 0.2839, 0.0423], Current Cost = 41000.00, Rho = -1.230
(iter 29) [0.0, 0.2839, 0.0423] = 455.6404, sampling [0.0, -0.4464, 0.9735]. Recommendation = [0.0, 0.2839, 0.0423], Current Cost = 42000.00, Rho = -1.230
(iter 29) [0.0, 0.2839, 0.0423] = 455.6404, sampling [0.0, -1.0542, 1.7945]. Recommendation = [0.0, 0.2839, 0.0423], Current Cost = 43000.00, Rho = -1.230
(iter 29) [0.0, 0.2839, 0.0423] = 455.6404, sampling [0.0, -1.2559, 1.7446]. Recommendation = [0.0, 0.2839, 0.0423], Current Cost = 44000.00, Rho = -1.230
(iter 29) [0.0, 0.2839, 0.0423] = 455.6404, sampling [0.0, -1.3842, 1.6763]. Recommendation = [0.0, 0.2839, 0.0423], Current Cost = 45000.00, Rho = -1.230
(iter 29) [0.0, 0.2839, 0.0423] = 455.6404, sampling [0.0, -1.3154, 1.9192]. Recommendation = [0.0, 0.2839, 0.0423], Current Cost = 46000.00, Rho = -1.230
(iter 29) [0.0, 0.2839, 0.0423] = 455.6404, sampling [0.0, -1.4723, 1.9303]. Recommendation = [0.0, 0.2839, 0.0423], Current Cost = 47000.00, Rho = -1.230
(iter 29) [0.0, 0.2839, 0.0423] = 455.6404, sampling [0.0, -1.4166, 1.7690]. Recommendation = [0.0, 0.2839, 0.0423], Current Cost = 48000.00, Rho = -1.230
(iter 29) [0.0, 0.2839, 0.0423] = 455.6404, sampling [0.0, -1.6349, 1.9716]. Recommendation = [0.0, 0.2839, 0.0423], Current Cost = 49000.00, Rho = -1.230
(iter 29) [0.0, 0.2839, 0.0423] = 455.6404, sampling [0.0, 0.6272, 0.3584]. Recommendation = [0.0, 0.2839, 0.0423], Current Cost = 50000.00, Rho = -1.230
(iter 50) [0.0, 0.6272, 0.3584] = 456.0387, sampling [0.0, 0.8257, 0.5087]. Recommendation = [0.0, 0.6272, 0.3584], Current Cost = 51000.00, Rho = -1.230
(iter 50) [0.0, 0.6272, 0.3584] = 456.0387, sampling [0.0, 0.4622, 1.0489]. Recommendation = [0.0, 0.6272, 0.3584], Current Cost = 52000.00, Rho = -1.230
(iter 50) [0.0, 0.6272, 0.3584] = 456.0387, sampling [0.0, 0.9551, 0.8132]. Recommendation = [0.0, 0.6272, 0.3584], Current Cost = 53000.00, Rho = -1.230
(iter 50) [0.0, 0.6272, 0.3584] = 456.0387, sampling [0.0, 0.8504, 1.2084]. Recommendation = [0.0, 0.6272, 0.3584], Current Cost = 54000.00, Rho = -1.230
(iter 50) [0.0, 0.6272, 0.3584] = 456.0387, sampling [0.0, 1.1244, 0.8481]. Recommendation = [0.0, 0.6272, 0.3584], Current Cost = 55000.00, Rho = -1.230
(iter 50) [0.0, 0.6272, 0.3584] = 456.0387, sampling [0.0, 1.2441, 1.2546]. Recommendation = [0.0, 0.6272, 0.3584], Current Cost = 56000.00, Rho = -1.230
(iter 50) [0.0, 0.6272, 0.3584] = 456.0387, sampling [0.0, 1.0390, 1.4566]. Recommendation = [0.0, 0.6272, 0.3584], Current Cost = 57000.00, Rho = -1.230
(iter 50) [0.0, 0.6272, 0.3584] = 456.0387, sampling [0.0, 1.3358, 1.0384]. Recommendation = [0.0, 0.6272, 0.3584], Current Cost = 58000.00, Rho = -1.230
(iter 50) [0.0, 0.6272, 0.3584] = 456.0387, sampling [0.0, 0.7877, 1.4725]. Recommendation = [0.0, 0.6272, 0.3584], Current Cost = 59000.00, Rho = -1.230
(iter 50) [0.0, 0.6272, 0.3584] = 456.0387, sampling [0.0, 1.2202, 1.5806]. Recommendation = [0.0, 0.6272, 0.3584], Current Cost = 60000.00, Rho = -1.230
(iter 50) [0.0, 0.6272, 0.3584] = 456.0387, sampling [0.0, 1.5091, 1.7434]. Recommendation = [0.0, 0.6272, 0.3584], Current Cost = 61000.00, Rho = -1.230
(iter 50) [0.0, 0.6272, 0.3584] = 456.0387, sampling [0.0, 1.1370, 1.8790]. Recommendation = [0.0, 0.6272, 0.3584], Current Cost = 62000.00, Rho = -1.230
(iter 50) [0.0, 0.6272, 0.3584] = 456.0387, sampling [0.0, 1.1834, 1.7180]. Recommendation = [0.0, 0.6272, 0.3584], Current Cost = 63000.00, Rho = -1.230
(iter 50) [0.0, 0.6272, 0.3584] = 456.0387, sampling [0.0, 1.6050, 1.3320]. Recommendation = [0.0, 0.6272, 0.3584], Current Cost = 64000.00, Rho = -1.230
(iter 50) [0.0, 0.6272, 0.3584] = 456.0387, sampling [0.0, 0.9978, 1.6179]. Recommendation = [0.0, 0.6272, 0.3584], Current Cost = 65000.00, Rho = -1.230
(iter 50) [0.0, 0.6272, 0.3584] = 456.0387, sampling [0.0, 1.0215, 0.4698]. Recommendation = [0.0, 0.6272, 0.3584], Current Cost = 66000.00, Rho = -1.230
(iter 50) [0.0, 0.6272, 0.3584] = 456.0387, sampling [0.0, 0.7153, 1.9465]. Recommendation = [0.0, 0.6272, 0.3584], Current Cost = 67000.00, Rho = -1.230
(iter 50) [0.0, 0.6272, 0.3584] = 456.0387, sampling [0.0, -0.9320, 0.1456]. Recommendation = [0.0, 0.6272, 0.3584], Current Cost = 68000.00, Rho = -1.230
(iter 50) [0.0, 0.6272, 0.3584] = 456.0387, sampling [0.0, -1.1471, 1.8660]. Recommendation = [0.0, 0.6272, 0.3584], Current Cost = 69000.00, Rho = -1.230
(iter 50) [0.0, 0.6272, 0.3584] = 456.0387, sampling [0.0, 1.3221, 0.7581]. Recommendation = [0.0, 0.6272, 0.3584], Current Cost = 70000.00, Rho = -1.230
(iter 50) [0.0, 0.6272, 0.3584] = 456.0387, sampling [0.0, 0.7324, -0.0347]. Recommendation = [0.0, 0.6272, 0.3584], Current Cost = 71000.00, Rho = -1.230
(iter 50) [0.0, 0.6272, 0.3584] = 456.0387, sampling [0.0, 0.8926, 0.0969]. Recommendation = [0.0, 0.6272, 0.3584], Current Cost = 72000.00, Rho = -1.230
(iter 50) [0.0, 0.6272, 0.3584] = 456.0387, sampling [0.0, 0.0672, -0.6596]. Recommendation = [0.0, 0.6272, 0.3584], Current Cost = 73000.00, Rho = -1.230
(iter 50) [0.0, 0.6272, 0.3584] = 456.0387, sampling [0.0, -0.4317, -0.8805]. Recommendation = [0.0, 0.6272, 0.3584], Current Cost = 74000.00, Rho = -1.230
(iter 50) [0.0, 0.6272, 0.3584] = 456.0387, sampling [0.0, 0.1870, -0.5679]. Recommendation = [0.0, 0.6272, 0.3584], Current Cost = 75000.00, Rho = -1.230
(iter 50) [0.0, 0.6272, 0.3584] = 456.0387, sampling [0.0, 0.2361, 0.9455]. Recommendation = [0.0, 0.6272, 0.3584], Current Cost = 76000.00, Rho = -1.230
(iter 50) [0.0, 0.6272, 0.3584] = 456.0387, sampling [0.0, -0.6950, 1.6320]. Recommendation = [0.0, 0.6272, 0.3584], Current Cost = 77000.00, Rho = -1.230
(iter 50) [0.0, 0.6272, 0.3584] = 456.0387, sampling [0.0, -0.6421, -0.0910]. Recommendation = [0.0, 0.6272, 0.3584], Current Cost = 78000.00, Rho = -1.230
(iter 50) [0.0, 0.6272, 0.3584] = 456.0387, sampling [0.0, 1.7185, 1.8488]. Recommendation = [0.0, 0.6272, 0.3584], Current Cost = 79000.00, Rho = -1.230
(iter 50) [0.0, 0.6272, 0.3584] = 456.0387, sampling [0.0, 0.1933, 0.7208]. Recommendation = [0.0, 0.6272, 0.3584], Current Cost = 80000.00, Rho = -1.230
(iter 50) [0.0, 0.6272, 0.3584] = 456.0387, sampling [0.0, 0.8324, 1.2727]. Recommendation = [0.0, 0.6272, 0.3584], Current Cost = 81000.00, Rho = -1.230
(iter 50) [0.0, 0.6272, 0.3584] = 456.0387, sampling [0.0, -0.0449, -0.8401]. Recommendation = [0.0, 0.6272, 0.3584], Current Cost = 82000.00, Rho = -1.230
(iter 50) [0.0, 0.6272, 0.3584] = 456.0387, sampling [0.0, 0.5975, 1.3586]. Recommendation = [0.0, 0.6272, 0.3584], Current Cost = 83000.00, Rho = -1.230
(iter 50) [0.0, 0.6272, 0.3584] = 456.0387, sampling [0.0, -0.6633, -0.1959]. Recommendation = [0.0, 0.6272, 0.3584], Current Cost = 84000.00, Rho = -1.230
(iter 50) [0.0, 0.6272, 0.3584] = 456.0387, sampling [0.0, -1.4373, 0.8746]. Recommendation = [0.0, 0.6272, 0.3584], Current Cost = 85000.00, Rho = -1.230
(iter 50) [0.0, 0.6272, 0.3584] = 456.0387, sampling [0.0, -1.5908, 1.6619]. Recommendation = [0.0, 0.6272, 0.3584], Current Cost = 86000.00, Rho = -1.230
(iter 50) [0.0, 0.6272, 0.3584] = 456.0387, sampling [0.0, 1.0656, 0.2255]. Recommendation = [0.0, 0.6272, 0.3584], Current Cost = 87000.00, Rho = -1.230
(iter 50) [0.0, 0.6272, 0.3584] = 456.0387, sampling [0.0, 1.4010, 1.2309]. Recommendation = [0.0, 0.6272, 0.3584], Current Cost = 88000.00, Rho = -1.230
(iter 50) [0.0, 0.6272, 0.3584] = 456.0387, sampling [0.0, -1.1277, 0.3482]. Recommendation = [0.0, 0.6272, 0.3584], Current Cost = 89000.00, Rho = -1.230
(iter 50) [0.0, 0.6272, 0.3584] = 456.0387, sampling [0.0, 0.9027, 1.5290]. Recommendation = [0.0, 0.6272, 0.3584], Current Cost = 90000.00, Rho = -1.230
(iter 50) [0.0, 0.6272, 0.3584] = 456.0387, sampling [0.0, -0.6863, -0.4867]. Recommendation = [0.0, 0.6272, 0.3584], Current Cost = 91000.00, Rho = -1.230
(iter 50) [0.0, 0.6272, 0.3584] = 456.0387, sampling [0.0, 0.5210, -0.5366]. Recommendation = [0.0, 0.6272, 0.3584], Current Cost = 92000.00, Rho = -1.230
(iter 50) [0.0, 0.6272, 0.3584] = 456.0387, sampling [0.0, 0.3354, -0.6954]. Recommendation = [0.0, 0.6272, 0.3584], Current Cost = 93000.00, Rho = -1.230
(iter 50) [0.0, 0.6272, 0.3584] = 456.0387, sampling [0.0, -1.8094, 1.9002]. Recommendation = [0.0, 0.6272, 0.3584], Current Cost = 94000.00, Rho = -1.230
(iter 50) [0.0, 0.6272, 0.3584] = 456.0387, sampling [0.0, 0.7563, -0.2870]. Recommendation = [0.0, 0.6272, 0.3584], Current Cost = 95000.00, Rho = -1.230
(iter 50) [0.0, 0.6272, 0.3584] = 456.0387, sampling [0.0, -0.9597, -1.2085]. Recommendation = [0.0, 0.6272, 0.3584], Current Cost = 96000.00, Rho = -1.230
(iter 50) [0.0, 0.6272, 0.3584] = 456.0387, sampling [0.0, 1.0736, 0.4860]. Recommendation = [0.0, 0.6272, 0.3584], Current Cost = 97000.00, Rho = -1.230
(iter 50) [0.0, 0.6272, 0.3584] = 456.0387, sampling [0.0, 0.1466, 1.2984]. Recommendation = [0.0, 0.6272, 0.3584], Current Cost = 98000.00, Rho = -1.230
(iter 50) [0.0, 0.6272, 0.3584] = 456.0387, sampling [0.0, 0.1367, 0.8408]. Recommendation = [0.0, 0.6272, 0.3584], Current Cost = 99000.00, Rho = -1.230
(iter 50) [0.0, 0.6272, 0.3584] = 456.0387, sampling [0.0, -0.5069, 0.9355]. Recommendation = [0.0, 0.6272, 0.3584], Current Cost = 100000.00, Rho = -1.230
