(iter 5) [0.0, -0.1996, -0.0112] = 454.6001, sampling [0.0, -0.2249, 0.2925]. Recommendation = [0.0, -0.1996, -0.0112], Current Cost = 5000.00, Rho = -1.230
(iter 25) [0.0, 0.9756, 0.9789] = 456.2257, sampling [0.0, -1.5867, 1.4910]. Recommendation = [0.0, 0.9756, 0.9789], Current Cost = 50000.00, Rho = -1.230
(iter 25) [0.0, 0.9756, 0.9789] = 456.2257, sampling [0.0, -0.8198, 1.7789]. Recommendation = [0.0, 0.9756, 0.9789], Current Cost = 51000.00, Rho = -1.230
(iter 25) [0.0, 0.9756, 0.9789] = 456.2257, sampling [0.0, 0.7825, 0.2645]. Recommendation = [0.0, 0.9756, 0.9789], Current Cost = 52000.00, Rho = -1.230
(iter 25) [0.0, 0.9756, 0.9789] = 456.2257, sampling [0.0, 1.5276, 1.7591]. Recommendation = [0.0, 0.9756, 0.9789], Current Cost = 53000.00, Rho = -1.230
(iter 25) [0.0, 0.9756, 0.9789] = 456.2257, sampling [0.0, 1.8821, 1.4094]. Recommendation = [0.0, 0.9756, 0.9789], Current Cost = 54000.00, Rho = -1.230
(iter 25) [0.0, 0.9756, 0.9789] = 456.2257, sampling [0.0, -0.2117, -0.3424]. Recommendation = [0.0, 0.9756, 0.9789], Current Cost = 55000.00, Rho = -1.230
(iter 25) [0.0, 0.9756, 0.9789] = 456.2257, sampling [0.0, -0.5652, -0.1263]. Recommendation = [0.0, 0.9756, 0.9789], Current Cost = 56000.00, Rho = -1.230
(iter 25) [0.0, 0.9756, 0.9789] = 456.2257, sampling [0.0, -0.8595, 0.1457]. Recommendation = [0.0, 0.9756, 0.9789], Current Cost = 57000.00, Rho = -1.230
(iter 25) [0.0, 0.9756, 0.9789] = 456.2257, sampling [0.0, -1.0267, 0.4479]. Recommendation = [0.0, 0.9756, 0.9789], Current Cost = 58000.00, Rho = -1.230
(iter 25) [0.0, 0.9756, 0.9789] = 456.2257, sampling [0.0, 1.1992, 1.3032]. Recommendation = [0.0, 0.9756, 0.9789], Current Cost = 59000.00, Rho = -1.230
(iter 25) [0.0, 0.9756, 0.9789] = 456.2257, sampling [0.0, -0.0397, -0.4769]. Recommendation = [0.0, 0.9756, 0.9789], Current Cost = 60000.00, Rho = -1.230
(iter 25) [0.0, 0.9756, 0.9789] = 456.2257, sampling [0.0, 0.5782, -0.2280]. Recommendation = [0.0, 0.9756, 0.9789], Current Cost = 61000.00, Rho = -1.230
(iter 25) [0.0, 0.9756, 0.9789] = 456.2257, sampling [0.0, 0.4328, -0.3792]. Recommendation = [0.0, 0.9756, 0.9789], Current Cost = 62000.00, Rho = -1.230
(iter 25) [0.0, 0.9756, 0.9789] = 456.2257, sampling [0.0, -1.4580, 1.8253]. Recommendation = [0.0, 0.9756, 0.9789], Current Cost = 63000.00, Rho = -1.230
(iter 25) [0.0, 0.9756, 0.9789] = 456.2257, sampling [0.0, -1.6163, 1.9909]. Recommendation = [0.0, 0.9756, 0.9789], Current Cost = 64000.00, Rho = -1.230
(iter 25) [0.0, 0.9756, 0.9789] = 456.2257, sampling [0.0, -1.3472, 1.5864]. Recommendation = [0.0, 0.9756, 0.9789], Current Cost = 65000.00, Rho = -1.230
(iter 25) [0.0, 0.9756, 0.9789] = 456.2257, sampling [0.0, 0.2862, -0.5575]. Recommendation = [0.0, 0.9756, 0.9789], Current Cost = 66000.00, Rho = -1.230
(iter 25) [0.0, 0.9756, 0.9789] = 456.2257, sampling [0.0, -0.2850, -0.4950]. Recommendation = [0.0, 0.9756, 0.9789], Current Cost = 67000.00, Rho = -1.230
(iter 25) [0.0, 0.9756, 0.9789] = 456.2257, sampling [0.0, 0.0769, -0.6010]. Recommendation = [0.0, 0.9756, 0.9789], Current Cost = 68000.00, Rho = -1.230
(iter 25) [0.0, 0.9756, 0.9789] = 456.2257, sampling [0.0, -1.8100, 1.8713]. Recommendation = [0.0, 0.9756, 0.9789], Current Cost = 69000.00, Rho = -1.230
(iter 25) [0.0, 0.9756, 0.9789] = 456.2257, sampling [0.0, 0.0938, 0.8429]. Recommendation = [0.0, 0.9756, 0.9789], Current Cost = 70000.00, Rho = -1.230
(iter 25) [0.0, 0.9756, 0.9789] = 456.2257, sampling [0.0, -0.3270, 1.0553]. Recommendation = [0.0, 0.9756, 0.9789], Current Cost = 71000.00, Rho = -1.230
(iter 25) [0.0, 0.9756, 0.9789] = 456.2257, sampling [0.0, -1.3244, 0.5612]. Recommendation = [0.0, 0.9756, 0.9789], Current Cost = 72000.00, Rho = -1.230
(iter 25) [0.0, 0.9756, 0.9789] = 456.2257, sampling [0.0, -0.6624, 1.1811]. Recommendation = [0.0, 0.9756, 0.9789], Current Cost = 73000.00, Rho = -1.230
(iter 25) [0.0, 0.9756, 0.9789] = 456.2257, sampling [0.0, -0.5919, -0.3295]. Recommendation = [0.0, 0.9756, 0.9789], Current Cost = 74000.00, Rho = -1.230
(iter 25) [0.0, 0.9756, 0.9789] = 456.2257, sampling [0.0, 0.6820, 1.3760]. Recommendation = [0.0, 0.9756, 0.9789], Current Cost = 75000.00, Rho = -1.230
(iter 25) [0.0, 0.9756, 0.9789] = 456.2257, sampling [0.0, -1.1553, 0.8497]. Recommendation = [0.0, 0.9756, 0.9789], Current Cost = 76000.00, Rho = -1.230
(iter 25) [0.0, 0.9756, 0.9789] = 456.2257, sampling [0.0, -0.6363, -0.1100]. Recommendation = [0.0, 0.9756, 0.9789], Current Cost = 77000.00, Rho = -1.230
(iter 25) [0.0, 0.9756, 0.9789] = 456.2257, sampling [0.0, -0.0300, 1.2855]. Recommendation = [0.0, 0.9756, 0.9789], Current Cost = 78000.00, Rho = -1.230
(iter 25) [0.0, 0.9756, 0.9789] = 456.2257, sampling [0.0, 0.9992, -0.0950]. Recommendation = [0.0, 0.9756, 0.9789], Current Cost = 79000.00, Rho = -1.230
(iter 25) [0.0, 0.9756, 0.9789] = 456.2257, sampling [0.0, -1.5548, 1.8455]. Recommendation = [0.0, 0.9756, 0.9789], Current Cost = 80000.00, Rho = -1.230
(iter 25) [0.0, 0.9756, 0.9789] = 456.2257, sampling [0.0, 0.8245, 1.7719]. Recommendation = [0.0, 0.9756, 0.9789], Current Cost = 81000.00, Rho = -1.230
(iter 25) [0.0, 0.9756, 0.9789] = 456.2257, sampling [0.0, -0.4217, -0.6649]. Recommendation = [0.0, 0.9756, 0.9789], Current Cost = 82000.00, Rho = -1.230
(iter 25) [0.0, 0.9756, 0.9789] = 456.2257, sampling [0.0, -0.0125, -0.6318]. Recommendation = [0.0, 0.9756, 0.9789], Current Cost = 83000.00, Rho = -1.230
(iter 25) [0.0, 0.9756, 0.9789] = 456.2257, sampling [0.0, 0.6497, -0.2051]. Recommendation = [0.0, 0.9756, 0.9789], Current Cost = 84000.00, Rho = -1.230
(iter 25) [0.0, 0.9756, 0.9789] = 456.2257, sampling [0.0, 1.5750, 1.9016]. Recommendation = [0.0, 0.9756, 0.9789], Current Cost = 85000.00, Rho = -1.230
(iter 25) [0.0, 0.9756, 0.9789] = 456.2257, sampling [0.0, 0.1543, -0.8595]. Recommendation = [0.0, 0.9756, 0.9789], Current Cost = 86000.00, Rho = -1.230
(iter 25) [0.0, 0.9756, 0.9789] = 456.2257, sampling [0.0, -0.1249, -1.0952]. Recommendation = [0.0, 0.9756, 0.9789], Current Cost = 87000.00, Rho = -1.230
(iter 25) [0.0, 0.9756, 0.9789] = 456.2257, sampling [0.0, 0.0315, -0.7148]. Recommendation = [0.0, 0.9756, 0.9789], Current Cost = 88000.00, Rho = -1.230
(iter 25) [0.0, 0.9756, 0.9789] = 456.2257, sampling [0.0, -1.0182, 0.1989]. Recommendation = [0.0, 0.9756, 0.9789], Current Cost = 89000.00, Rho = -1.230
(iter 25) [0.0, 0.9756, 0.9789] = 456.2257, sampling [0.0, 0.5597, -0.5246]. Recommendation = [0.0, 0.9756, 0.9789], Current Cost = 90000.00, Rho = -1.230
(iter 25) [0.0, 0.9756, 0.9789] = 456.2257, sampling [0.0, -1.8449, 0.9042]. Recommendation = [0.0, 0.9756, 0.9789], Current Cost = 91000.00, Rho = -1.230
(iter 25) [0.0, 0.9756, 0.9789] = 456.2257, sampling [0.0, 0.8129, 0.2533]. Recommendation = [0.0, 0.9756, 0.9789], Current Cost = 92000.00, Rho = -1.230
(iter 25) [0.0, 0.9756, 0.9789] = 456.2257, sampling [0.0, 1.2619, 0.8012]. Recommendation = [0.0, 0.9756, 0.9789], Current Cost = 93000.00, Rho = -1.230
(iter 25) [0.0, 0.9756, 0.9789] = 456.2257, sampling [0.0, -0.3783, -0.9678]. Recommendation = [0.0, 0.9756, 0.9789], Current Cost = 94000.00, Rho = -1.230
(iter 25) [0.0, 0.9756, 0.9789] = 456.2257, sampling [0.0, -0.3067, 1.9595]. Recommendation = [0.0, 0.9756, 0.9789], Current Cost = 95000.00, Rho = -1.230
(iter 25) [0.0, 0.9756, 0.9789] = 456.2257, sampling [0.0, -0.5983, -0.5732]. Recommendation = [0.0, 0.9756, 0.9789], Current Cost = 96000.00, Rho = -1.230
(iter 25) [0.0, 0.9756, 0.9789] = 456.2257, sampling [0.0, 0.3718, 1.1284]. Recommendation = [0.0, 0.9756, 0.9789], Current Cost = 97000.00, Rho = -1.230
(iter 25) [0.0, 0.9756, 0.9789] = 456.2257, sampling [0.0, -0.4849, 0.9592]. Recommendation = [0.0, 0.9756, 0.9789], Current Cost = 98000.00, Rho = -1.230
(iter 25) [0.0, 0.9756, 0.9789] = 456.2257, sampling [0.0, -0.7347, -0.3064]. Recommendation = [0.0, 0.9756, 0.9789], Current Cost = 99000.00, Rho = -1.230
(iter 25) [0.0, 0.9756, 0.9789] = 456.2257, sampling [0.0, 0.8758, 1.9701]. Recommendation = [0.0, 0.9756, 0.9789], Current Cost = 100000.00, Rho = -1.230
