(iter 5) [0.0, -0.1483, -0.1305] = 452.6564, sampling [0.0, -0.6419, 0.0117]. Recommendation = [0.0, -0.1483, -0.1305], Current Cost = 5000.00, Rho = -1.230
(iter 54) [0.0, 0.9290, 0.8424] = 456.2522, sampling [0.0, -0.8608, -0.1893]. Recommendation = [0.0, 0.9290, 0.8424], Current Cost = 87000.00, Rho = -1.230
(iter 54) [0.0, 0.9290, 0.8424] = 456.2522, sampling [0.0, 1.3851, 0.7414]. Recommendation = [0.0, 0.9290, 0.8424], Current Cost = 88000.00, Rho = -1.230
(iter 54) [0.0, 0.9290, 0.8424] = 456.2522, sampling [0.0, -0.2291, 1.1046]. Recommendation = [0.0, 0.9290, 0.8424], Current Cost = 89000.00, Rho = -1.230
(iter 54) [0.0, 0.9290, 0.8424] = 456.2522, sampling [0.0, 1.0815, 0.3028]. Recommendation = [0.0, 0.9290, 0.8424], Current Cost = 90000.00, Rho = -1.230
(iter 54) [0.0, 0.9290, 0.8424] = 456.2522, sampling [0.0, 0.0753, 0.9252]. Recommendation = [0.0, 0.9290, 0.8424], Current Cost = 91000.00, Rho = -1.230
(iter 54) [0.0, 0.9290, 0.8424] = 456.2522, sampling [0.0, 0.3560, 0.2585]. Recommendation = [0.0, 0.9290, 0.8424], Current Cost = 92000.00, Rho = -1.230
(iter 54) [0.0, 0.9290, 0.8424] = 456.2522, sampling [0.0, -0.8082, 1.4731]. Recommendation = [0.0, 0.9290, 0.8424], Current Cost = 93000.00, Rho = -1.230
(iter 54) [0.0, 0.9290, 0.8424] = 456.2522, sampling [0.0, 0.8268, -0.1733]. Recommendation = [0.0, 0.9290, 0.8424], Current Cost = 94000.00, Rho = -1.230
(iter 54) [0.0, 0.9290, 0.8424] = 456.2522, sampling [0.0, 0.4787, -0.7191]. Recommendation = [0.0, 0.9290, 0.8424], Current Cost = 95000.00, Rho = -1.230
(iter 54) [0.0, 0.9290, 0.8424] = 456.2522, sampling [0.0, 0.2183, -1.2144]. Recommendation = [0.0, 0.9290, 0.8424], Current Cost = 96000.00, Rho = -1.230
(iter 54) [0.0, 0.9290, 0.8424] = 456.2522, sampling [0.0, 0.5473, 1.8322]. Recommendation = [0.0, 0.9290, 0.8424], Current Cost = 97000.00, Rho = -1.230
(iter 54) [0.0, 0.9290, 0.8424] = 456.2522, sampling [0.0, 1.9858, 1.0367]. Recommendation = [0.0, 0.9290, 0.8424], Current Cost = 98000.00, Rho = -1.230
(iter 54) [0.0, 0.9290, 0.8424] = 456.2522, sampling [0.0, -0.7706, -0.4594]. Recommendation = [0.0, 0.9290, 0.8424], Current Cost = 99000.00, Rho = -1.230
(iter 54) [0.0, 0.9290, 0.8424] = 456.2522, sampling [0.0, -0.5644, -0.9210]. Recommendation = [0.0, 0.9290, 0.8424], Current Cost = 100000.00, Rho = -1.230
