(iter 10) [0.0, -0.1019, -0.3454] = 442.4265, sampling [1.0, 0.3648, 0.6294]. Recommendation = [0.0, 0.4838, 0.1623], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, -0.1019, -0.3454] = 442.4265, sampling [1.0, 0.3299, 0.7269]. Recommendation = [0.0, 0.5524, 0.3296], Current Cost = 5067.00, Rho = 1.000
(iter 10) [0.0, -0.1019, -0.3454] = 442.4265, sampling [1.0, -0.5295, 1.1871]. Recommendation = [0.0, 0.5524, 0.3296], Current Cost = 5068.00, Rho = 1.000
(iter 10) [0.0, -0.1019, -0.3454] = 442.4265, sampling [1.0, -0.7659, 1.4006]. Recommendation = [0.0, 0.5524, 0.3296], Current Cost = 5069.00, Rho = 1.000
(iter 10) [0.0, -0.1019, -0.3454] = 442.4265, sampling [1.0, -0.4987, 0.7416]. Recommendation = [0.0, 0.5524, 0.3296], Current Cost = 5070.00, Rho = 1.000
(iter 10) [0.0, -0.1019, -0.3454] = 442.4265, sampling [1.0, -0.2141, -0.3740]. Recommendation = [0.0, 0.5524, 0.3296], Current Cost = 5071.00, Rho = 1.000
(iter 10) [0.0, -0.1019, -0.3454] = 442.4265, sampling [1.0, 0.0057, -0.6061]. Recommendation = [0.0, 0.5524, 0.3296], Current Cost = 5072.00, Rho = 1.000
(iter 10) [0.0, -0.1019, -0.3454] = 442.4265, sampling [1.0, 1.3617, -0.6815]. Recommendation = [0.0, 0.5524, 0.3296], Current Cost = 5073.00, Rho = 1.000
(iter 10) [0.0, -0.1019, -0.3454] = 442.4265, sampling [1.0, 0.6323, 1.0683]. Recommendation = [0.0, 0.5524, 0.3296], Current Cost = 5074.00, Rho = 1.000
(iter 10) [0.0, -0.1019, -0.3454] = 442.4265, sampling [1.0, 0.8712, 1.7721]. Recommendation = [0.0, 0.5524, 0.3296], Current Cost = 5075.00, Rho = 1.000
(iter 10) [0.0, -0.1019, -0.3454] = 442.4265, sampling [1.0, 1.4757, 1.2832]. Recommendation = [0.0, 0.5524, 0.3296], Current Cost = 5076.00, Rho = 1.000
(iter 10) [0.0, -0.1019, -0.3454] = 442.4265, sampling [1.0, 0.1857, 1.9950]. Recommendation = [0.0, 0.5524, 0.3296], Current Cost = 5077.00, Rho = 1.000
(iter 10) [0.0, -0.1019, -0.3454] = 442.4265, sampling [1.0, 0.3196, -0.3604]. Recommendation = [0.0, 0.5524, 0.3296], Current Cost = 5078.00, Rho = 1.000
(iter 10) [0.0, -0.1019, -0.3454] = 442.4265, sampling [1.0, -1.6032, 0.9406]. Recommendation = [0.0, 0.5524, 0.3296], Current Cost = 5079.00, Rho = 1.000
(iter 10) [0.0, -0.1019, -0.3454] = 442.4265, sampling [1.0, -0.6500, -0.3076]. Recommendation = [0.0, 0.5524, 0.3296], Current Cost = 5080.00, Rho = 1.000
(iter 10) [0.0, -0.1019, -0.3454] = 442.4265, sampling [1.0, 0.5142, 0.1417]. Recommendation = [0.0, 0.5524, 0.3296], Current Cost = 5081.00, Rho = 1.000
(iter 10) [0.0, -0.1019, -0.3454] = 442.4265, sampling [1.0, 1.5581, 1.6954]. Recommendation = [0.0, 0.5524, 0.3296], Current Cost = 5082.00, Rho = 1.000
(iter 10) [0.0, -0.1019, -0.3454] = 442.4265, sampling [1.0, -0.3080, 1.0066]. Recommendation = [0.0, 0.5524, 0.3296], Current Cost = 5083.00, Rho = 1.000
(iter 10) [0.0, -0.1019, -0.3454] = 442.4265, sampling [1.0, 0.9214, -0.0537]. Recommendation = [0.0, 0.5524, 0.3296], Current Cost = 5084.00, Rho = 1.000
(iter 10) [0.0, -0.1019, -0.3454] = 442.4265, sampling [1.0, 1.2434, 1.2118]. Recommendation = [0.0, 0.5524, 0.3296], Current Cost = 5085.00, Rho = 1.000
(iter 10) [0.0, -0.1019, -0.3454] = 442.4265, sampling [1.0, 0.4502, 1.3505]. Recommendation = [0.0, 0.5524, 0.3296], Current Cost = 5086.00, Rho = 1.000
(iter 10) [0.0, -0.1019, -0.3454] = 442.4265, sampling [1.0, 1.9219, 1.8712]. Recommendation = [0.0, 0.5524, 0.3296], Current Cost = 5087.00, Rho = 1.000
(iter 10) [0.0, -0.1019, -0.3454] = 442.4265, sampling [1.0, -1.5403, 1.7118]. Recommendation = [0.0, 0.5524, 0.3296], Current Cost = 5088.00, Rho = 1.000
(iter 10) [0.0, -0.1019, -0.3454] = 442.4265, sampling [1.0, 0.3994, -0.6693]. Recommendation = [0.0, 0.5524, 0.3296], Current Cost = 5089.00, Rho = 1.000
(iter 10) [0.0, -0.1019, -0.3454] = 442.4265, sampling [1.0, 1.5993, 0.9216]. Recommendation = [0.0, 0.5524, 0.3296], Current Cost = 5090.00, Rho = 1.000
(iter 10) [0.0, -0.1019, -0.3454] = 442.4265, sampling [1.0, -0.0095, -0.7864]. Recommendation = [0.0, 0.5524, 0.3296], Current Cost = 5091.00, Rho = 1.000
(iter 10) [0.0, -0.1019, -0.3454] = 442.4265, sampling [1.0, -0.8807, -0.2511]. Recommendation = [0.0, 0.5524, 0.3296], Current Cost = 5092.00, Rho = 1.000
(iter 10) [0.0, -0.1019, -0.3454] = 442.4265, sampling [1.0, -0.9671, 0.0548]. Recommendation = [0.0, 0.5524, 0.3296], Current Cost = 5093.00, Rho = 1.000
(iter 10) [0.0, -0.1019, -0.3454] = 442.4265, sampling [1.0, 0.7726, 1.2683]. Recommendation = [0.0, 0.5524, 0.3296], Current Cost = 5094.00, Rho = 1.000
(iter 10) [0.0, -0.1019, -0.3454] = 442.4265, sampling [1.0, 0.3464, -0.7743]. Recommendation = [0.0, 0.5524, 0.3296], Current Cost = 5095.00, Rho = 1.000
(iter 10) [0.0, -0.1019, -0.3454] = 442.4265, sampling [1.0, -0.6315, 1.6016]. Recommendation = [0.0, 0.5524, 0.3296], Current Cost = 5096.00, Rho = 1.000
(iter 10) [0.0, -0.1019, -0.3454] = 442.4265, sampling [1.0, 0.6936, -0.6359]. Recommendation = [0.0, 0.5524, 0.3296], Current Cost = 5097.00, Rho = 1.000
(iter 10) [0.0, -0.1019, -0.3454] = 442.4265, sampling [1.0, -1.1465, 0.1064]. Recommendation = [0.0, 0.5524, 0.3296], Current Cost = 5098.00, Rho = 1.000
(iter 10) [0.0, -0.1019, -0.3454] = 442.4265, sampling [1.0, -1.4530, 0.5826]. Recommendation = [0.0, 0.5524, 0.3296], Current Cost = 5099.00, Rho = 1.000
(iter 10) [0.0, -0.1019, -0.3454] = 442.4265, sampling [1.0, 0.1611, 1.1554]. Recommendation = [0.0, 0.5524, 0.3296], Current Cost = 5100.00, Rho = 1.000
(iter 10) [0.0, -0.1019, -0.3454] = 442.4265, sampling [1.0, -0.1686, 1.4819]. Recommendation = [0.0, 0.5524, 0.3296], Current Cost = 5101.00, Rho = 1.000
(iter 10) [0.0, -0.1019, -0.3454] = 442.4265, sampling [1.0, 1.1659, 0.1232]. Recommendation = [0.0, 0.5524, 0.3296], Current Cost = 5102.00, Rho = 1.000
(iter 10) [0.0, -0.1019, -0.3454] = 442.4265, sampling [1.0, -0.7734, -0.4745]. Recommendation = [0.0, 0.5524, 0.3296], Current Cost = 5103.00, Rho = 1.000
(iter 10) [0.0, -0.1019, -0.3454] = 442.4265, sampling [1.0, 0.5803, -0.9756]. Recommendation = [0.0, 0.5524, 0.3296], Current Cost = 5104.00, Rho = 1.000
(iter 10) [0.0, -0.1019, -0.3454] = 442.4265, sampling [1.0, -1.5795, 1.5156]. Recommendation = [0.0, 0.5524, 0.3296], Current Cost = 5105.00, Rho = 1.000
(iter 10) [0.0, -0.1019, -0.3454] = 442.4265, sampling [1.0, 0.5698, 1.8264]. Recommendation = [0.0, 0.5524, 0.3296], Current Cost = 5106.00, Rho = 1.000
(iter 10) [0.0, -0.1019, -0.3454] = 442.4265, sampling [1.0, 0.1556, -1.2785]. Recommendation = [0.0, 0.5524, 0.3296], Current Cost = 5107.00, Rho = 1.000
(iter 10) [0.0, -0.1019, -0.3454] = 442.4265, sampling [1.0, -0.1840, -1.1178]. Recommendation = [0.0, 0.5524, 0.3296], Current Cost = 5108.00, Rho = 1.000
(iter 10) [0.0, -0.1019, -0.3454] = 442.4265, sampling [1.0, 0.0217, -0.8319]. Recommendation = [0.0, 0.5524, 0.3296], Current Cost = 5109.00, Rho = 1.000
(iter 10) [0.0, -0.1019, -0.3454] = 442.4265, sampling [1.0, -0.3665, -1.0349]. Recommendation = [0.0, 0.5524, 0.3296], Current Cost = 5110.00, Rho = 1.000
(iter 10) [0.0, -0.1019, -0.3454] = 442.4265, sampling [1.0, -0.4750, 1.3033]. Recommendation = [0.0, 0.5524, 0.3296], Current Cost = 5111.00, Rho = 1.000
(iter 10) [0.0, -0.1019, -0.3454] = 442.4265, sampling [1.0, 0.6612, -1.5044]. Recommendation = [0.0, 0.5524, 0.3296], Current Cost = 5112.00, Rho = 1.000
(iter 10) [0.0, -0.1019, -0.3454] = 442.4265, sampling [1.0, -0.9914, -0.1820]. Recommendation = [0.0, 0.5524, 0.3296], Current Cost = 5113.00, Rho = 1.000
(iter 10) [0.0, -0.1019, -0.3454] = 442.4265, sampling [1.0, 1.0952, -0.1504]. Recommendation = [0.0, 0.5524, 0.3296], Current Cost = 5114.00, Rho = 1.000
(iter 10) [0.0, -0.1019, -0.3454] = 442.4265, sampling [1.0, 1.2120, 0.2662]. Recommendation = [0.0, 0.5524, 0.3296], Current Cost = 5115.00, Rho = 1.000
(iter 10) [0.0, -0.1019, -0.3454] = 442.4265, sampling [1.0, -0.3297, 0.9641]. Recommendation = [0.0, 0.5524, 0.3296], Current Cost = 5116.00, Rho = 1.000
(iter 10) [0.0, -0.1019, -0.3454] = 442.4265, sampling [1.0, 1.6286, 1.4541]. Recommendation = [0.0, 0.5524, 0.3296], Current Cost = 5117.00, Rho = 1.000
(iter 10) [0.0, -0.1019, -0.3454] = 442.4265, sampling [1.0, -0.8452, -0.3307]. Recommendation = [0.0, 0.5524, 0.3296], Current Cost = 5118.00, Rho = 1.000
(iter 10) [0.0, -0.1019, -0.3454] = 442.4265, sampling [1.0, -1.9568, 1.1160]. Recommendation = [0.0, 0.5524, 0.3296], Current Cost = 5119.00, Rho = 1.000
(iter 10) [0.0, -0.1019, -0.3454] = 442.4265, sampling [1.0, 1.9719, -1.6436]. Recommendation = [0.0, 0.5524, 0.3296], Current Cost = 5120.00, Rho = 1.000
(iter 10) [0.0, -0.1019, -0.3454] = 442.4265, sampling [1.0, -0.6598, 1.7799]. Recommendation = [0.0, 0.5524, 0.3296], Current Cost = 5121.00, Rho = 1.000
(iter 10) [0.0, -0.1019, -0.3454] = 442.4265, sampling [1.0, 0.4434, 1.6227]. Recommendation = [0.0, 0.5524, 0.3296], Current Cost = 5122.00, Rho = 1.000
(iter 10) [0.0, -0.1019, -0.3454] = 442.4265, sampling [1.0, -1.1004, -0.0787]. Recommendation = [0.0, 0.5524, 0.3296], Current Cost = 5123.00, Rho = 1.000
(iter 10) [0.0, -0.1019, -0.3454] = 442.4265, sampling [1.0, -0.3006, 1.8189]. Recommendation = [0.0, 0.5524, 0.3296], Current Cost = 5124.00, Rho = 1.000
(iter 10) [0.0, -0.1019, -0.3454] = 442.4265, sampling [1.0, -0.9413, -0.6475]. Recommendation = [0.0, 0.5524, 0.3296], Current Cost = 5125.00, Rho = 1.000
(iter 10) [0.0, -0.1019, -0.3454] = 442.4265, sampling [1.0, 1.6812, 1.0951]. Recommendation = [0.0, 0.5524, 0.3296], Current Cost = 5126.00, Rho = 1.000
(iter 10) [0.0, -0.1019, -0.3454] = 442.4265, sampling [1.0, 0.0648, -1.2498]. Recommendation = [0.0, 0.5524, 0.3296], Current Cost = 5127.00, Rho = 1.000
(iter 10) [0.0, -0.1019, -0.3454] = 442.4265, sampling [1.0, 0.2661, -1.3239]. Recommendation = [0.0, 0.5524, 0.3296], Current Cost = 5128.00, Rho = 1.000
(iter 10) [0.0, -0.1019, -0.3454] = 442.4265, sampling [1.0, 1.7882, 1.9686]. Recommendation = [0.0, 0.5524, 0.3296], Current Cost = 5129.00, Rho = 1.000
(iter 10) [0.0, -0.1019, -0.3454] = 442.4265, sampling [1.0, -1.1157, -0.4477]. Recommendation = [0.0, 0.5524, 0.3296], Current Cost = 5130.00, Rho = 1.000
(iter 10) [0.0, -0.1019, -0.3454] = 442.4265, sampling [1.0, 1.0461, -0.2850]. Recommendation = [0.0, 0.5524, 0.3296], Current Cost = 5131.00, Rho = 1.000
(iter 10) [0.0, -0.1019, -0.3454] = 442.4265, sampling [1.0, -1.6658, 0.1897]. Recommendation = [0.0, 0.5524, 0.3296], Current Cost = 5132.00, Rho = 1.000
(iter 10) [0.0, -0.1019, -0.3454] = 442.4265, sampling [1.0, -0.1959, -1.4029]. Recommendation = [0.0, 0.5524, 0.3296], Current Cost = 5133.00, Rho = 1.000
(iter 10) [0.0, -0.1019, -0.3454] = 442.4265, sampling [1.0, -0.3940, -1.1723]. Recommendation = [0.0, 0.5524, 0.3296], Current Cost = 5134.00, Rho = 1.000
(iter 10) [0.0, -0.1019, -0.3454] = 442.4265, sampling [1.0, 0.6851, -0.6948]. Recommendation = [0.0, 0.5524, 0.3296], Current Cost = 5135.00, Rho = 1.000
(iter 10) [0.0, -0.1019, -0.3454] = 442.4265, sampling [1.0, 0.1202, -1.5883]. Recommendation = [0.0, 0.5524, 0.3296], Current Cost = 5136.00, Rho = 1.000
(iter 10) [0.0, -0.1019, -0.3454] = 442.4265, sampling [1.0, -0.8721, -0.3922]. Recommendation = [0.0, 0.5524, 0.3296], Current Cost = 5137.00, Rho = 1.000
(iter 10) [0.0, -0.1019, -0.3454] = 442.4265, sampling [1.0, 1.3146, -0.0468]. Recommendation = [0.0, 0.5524, 0.3296], Current Cost = 5138.00, Rho = 1.000
(iter 10) [0.0, -0.1019, -0.3454] = 442.4265, sampling [1.0, -0.0503, -1.4525]. Recommendation = [0.0, 0.5524, 0.3296], Current Cost = 5139.00, Rho = 1.000
(iter 10) [0.0, -0.1019, -0.3454] = 442.4265, sampling [1.0, -0.4854, 1.3712]. Recommendation = [0.0, 0.5524, 0.3296], Current Cost = 5140.00, Rho = 1.000
(iter 10) [0.0, -0.1019, -0.3454] = 442.4265, sampling [1.0, -0.1375, 1.6559]. Recommendation = [0.0, 0.5524, 0.3296], Current Cost = 5141.00, Rho = 1.000
(iter 10) [0.0, -0.1019, -0.3454] = 442.4265, sampling [1.0, 1.3002, 0.2827]. Recommendation = [0.0, 0.5524, 0.3296], Current Cost = 5142.00, Rho = 1.000
(iter 10) [0.0, -0.1019, -0.3454] = 442.4265, sampling [1.0, 0.7298, -1.0784]. Recommendation = [0.0, 0.5524, 0.3296], Current Cost = 5143.00, Rho = 1.000
(iter 10) [0.0, -0.1019, -0.3454] = 442.4265, sampling [1.0, 0.9693, -0.7663]. Recommendation = [0.0, 0.5524, 0.3296], Current Cost = 5144.00, Rho = 1.000
(iter 10) [0.0, -0.1019, -0.3454] = 442.4265, sampling [1.0, 1.1729, 0.1958]. Recommendation = [0.0, 0.5524, 0.3296], Current Cost = 5145.00, Rho = 1.000
(iter 10) [0.0, -0.1019, -0.3454] = 442.4265, sampling [1.0, 1.8292, 0.6993]. Recommendation = [0.0, 0.5524, 0.3296], Current Cost = 5146.00, Rho = 1.000
(iter 10) [0.0, -0.1019, -0.3454] = 442.4265, sampling [1.0, -1.0692, -0.2225]. Recommendation = [0.0, 0.5524, 0.3296], Current Cost = 5147.00, Rho = 1.000
(iter 10) [0.0, -0.1019, -0.3454] = 442.4265, sampling [1.0, -0.7175, -1.1849]. Recommendation = [0.0, 0.5524, 0.3296], Current Cost = 5148.00, Rho = 1.000
(iter 10) [0.0, -0.1019, -0.3454] = 442.4265, sampling [1.0, 1.1160, -0.4273]. Recommendation = [0.0, 0.5524, 0.3296], Current Cost = 5149.00, Rho = 1.000
(iter 10) [0.0, -0.1019, -0.3454] = 442.4265, sampling [1.0, 0.3699, 1.7214]. Recommendation = [0.0, 0.5524, 0.3296], Current Cost = 5150.00, Rho = 1.000
