(iter 10) [0.0, 1.3476, 1.4877] = 445.3944, sampling [1.0, -0.3438, 0.2678]. Recommendation = [0.0, -0.3786, 0.1948], Current Cost = 5005.00, Rho = 0.766
(iter 10) [0.0, 1.3476, 1.4877] = 445.3944, sampling [1.0, 0.7709, 0.7701]. Recommendation = [0.0, -0.2420, 0.0711], Current Cost = 5022.00, Rho = 0.766
(iter 10) [0.0, 1.3476, 1.4877] = 445.3944, sampling [1.0, 0.9605, 0.7456]. Recommendation = [0.0, -0.2420, 0.0711], Current Cost = 5023.00, Rho = 0.766
(iter 10) [0.0, 1.3476, 1.4877] = 445.3944, sampling [1.0, 0.5460, 0.1728]. Recommendation = [0.0, -0.2420, 0.0711], Current Cost = 5024.00, Rho = 0.766
(iter 10) [0.0, 1.3476, 1.4877] = 445.3944, sampling [1.0, 0.0818, -0.2631]. Recommendation = [0.0, -0.2420, 0.0711], Current Cost = 5025.00, Rho = 0.766
(iter 10) [0.0, 1.3476, 1.4877] = 445.3944, sampling [1.0, 0.8911, 0.3970]. Recommendation = [0.0, -0.2420, 0.0711], Current Cost = 5026.00, Rho = 0.766
(iter 10) [0.0, 1.3476, 1.4877] = 445.3944, sampling [1.0, -0.3169, -0.4452]. Recommendation = [0.0, -0.2420, 0.0711], Current Cost = 5027.00, Rho = 0.766
(iter 10) [0.0, 1.3476, 1.4877] = 445.3944, sampling [1.0, 0.1379, 0.9428]. Recommendation = [0.0, -0.2420, 0.0711], Current Cost = 5028.00, Rho = 0.766
(iter 10) [0.0, 1.3476, 1.4877] = 445.3944, sampling [1.0, 0.2981, -0.1841]. Recommendation = [0.0, -0.2420, 0.0711], Current Cost = 5029.00, Rho = 0.766
(iter 10) [0.0, 1.3476, 1.4877] = 445.3944, sampling [1.0, 0.9936, 0.5620]. Recommendation = [0.0, -0.2420, 0.0711], Current Cost = 5030.00, Rho = 0.766
(iter 10) [0.0, 1.3476, 1.4877] = 445.3944, sampling [1.0, -0.8499, 0.8595]. Recommendation = [0.0, -0.2420, 0.0711], Current Cost = 5031.00, Rho = 0.766
(iter 10) [0.0, 1.3476, 1.4877] = 445.3944, sampling [1.0, 0.6464, 0.0431]. Recommendation = [0.0, -0.2420, 0.0711], Current Cost = 5032.00, Rho = 0.766
(iter 10) [0.0, 1.3476, 1.4877] = 445.3944, sampling [1.0, 1.2069, 1.6763]. Recommendation = [0.0, -0.2420, 0.0711], Current Cost = 5033.00, Rho = 0.766
(iter 10) [0.0, 1.3476, 1.4877] = 445.3944, sampling [1.0, 1.1247, 1.6998]. Recommendation = [0.0, -0.2420, 0.0711], Current Cost = 5034.00, Rho = 0.766
(iter 10) [0.0, 1.3476, 1.4877] = 445.3944, sampling [1.0, 0.6273, 1.3555]. Recommendation = [0.0, -0.2420, 0.0711], Current Cost = 5035.00, Rho = 0.766
(iter 10) [0.0, 1.3476, 1.4877] = 445.3944, sampling [1.0, 1.3832, 0.7285]. Recommendation = [0.0, -0.2420, 0.0711], Current Cost = 5036.00, Rho = 0.766
(iter 10) [0.0, 1.3476, 1.4877] = 445.3944, sampling [1.0, -0.7261, 1.0208]. Recommendation = [0.0, -0.2420, 0.0711], Current Cost = 5037.00, Rho = 0.766
(iter 10) [0.0, 1.3476, 1.4877] = 445.3944, sampling [1.0, -0.1988, 0.6224]. Recommendation = [0.0, -0.2420, 0.0711], Current Cost = 5038.00, Rho = 0.766
(iter 10) [0.0, 1.3476, 1.4877] = 445.3944, sampling [1.0, 0.4305, -0.1742]. Recommendation = [0.0, -0.2420, 0.0711], Current Cost = 5039.00, Rho = 0.766
(iter 10) [0.0, 1.3476, 1.4877] = 445.3944, sampling [1.0, -1.1358, 0.2508]. Recommendation = [0.0, -0.2420, 0.0711], Current Cost = 5040.00, Rho = 0.766
(iter 10) [0.0, 1.3476, 1.4877] = 445.3944, sampling [1.0, 0.6129, 0.9837]. Recommendation = [0.0, -0.2420, 0.0711], Current Cost = 5041.00, Rho = 0.766
(iter 10) [0.0, 1.3476, 1.4877] = 445.3944, sampling [1.0, 0.0215, 0.6036]. Recommendation = [0.0, -0.2420, 0.0711], Current Cost = 5042.00, Rho = 0.766
(iter 10) [0.0, 1.3476, 1.4877] = 445.3944, sampling [1.0, 1.2309, 1.7376]. Recommendation = [0.0, -0.2420, 0.0711], Current Cost = 5043.00, Rho = 0.766
(iter 10) [0.0, 1.3476, 1.4877] = 445.3944, sampling [1.0, -0.8367, 1.0003]. Recommendation = [0.0, -0.2420, 0.0711], Current Cost = 5044.00, Rho = 0.766
(iter 10) [0.0, 1.3476, 1.4877] = 445.3944, sampling [1.0, -0.4081, 1.1676]. Recommendation = [0.0, -0.2420, 0.0711], Current Cost = 5045.00, Rho = 0.766
(iter 10) [0.0, 1.3476, 1.4877] = 445.3944, sampling [1.0, -1.1125, 0.9515]. Recommendation = [0.0, -0.2420, 0.0711], Current Cost = 5046.00, Rho = 0.766
(iter 10) [0.0, 1.3476, 1.4877] = 445.3944, sampling [1.0, -1.2039, 0.7536]. Recommendation = [0.0, -0.2420, 0.0711], Current Cost = 5047.00, Rho = 0.766
(iter 10) [0.0, 1.3476, 1.4877] = 445.3944, sampling [1.0, -0.0844, 0.6873]. Recommendation = [0.0, -0.2420, 0.0711], Current Cost = 5048.00, Rho = 0.766
(iter 10) [0.0, 1.3476, 1.4877] = 445.3944, sampling [1.0, 1.0537, 1.7654]. Recommendation = [0.0, -0.2420, 0.0711], Current Cost = 5049.00, Rho = 0.766
(iter 10) [0.0, 1.3476, 1.4877] = 445.3944, sampling [1.0, 1.5828, 1.3165]. Recommendation = [0.0, -0.2420, 0.0711], Current Cost = 5050.00, Rho = 0.766
(iter 10) [0.0, 1.3476, 1.4877] = 445.3944, sampling [1.0, 0.7905, 0.0027]. Recommendation = [0.0, -0.2420, 0.0711], Current Cost = 5051.00, Rho = 0.766
(iter 10) [0.0, 1.3476, 1.4877] = 445.3944, sampling [1.0, 0.3998, -0.4316]. Recommendation = [0.0, -0.2420, 0.0711], Current Cost = 5052.00, Rho = 0.766
(iter 10) [0.0, 1.3476, 1.4877] = 445.3944, sampling [1.0, -0.8844, -0.2878]. Recommendation = [0.0, -0.2420, 0.0711], Current Cost = 5053.00, Rho = 0.766
(iter 10) [0.0, 1.3476, 1.4877] = 445.3944, sampling [1.0, 0.4022, 0.9079]. Recommendation = [0.0, -0.2420, 0.0711], Current Cost = 5054.00, Rho = 0.766
(iter 10) [0.0, 1.3476, 1.4877] = 445.3944, sampling [1.0, -1.1844, 1.1378]. Recommendation = [0.0, -0.2420, 0.0711], Current Cost = 5055.00, Rho = 0.766
(iter 10) [0.0, 1.3476, 1.4877] = 445.3944, sampling [1.0, -0.7682, 1.2659]. Recommendation = [0.0, -0.2420, 0.0711], Current Cost = 5056.00, Rho = 0.766
(iter 10) [0.0, 1.3476, 1.4877] = 445.3944, sampling [1.0, -1.1811, 0.9213]. Recommendation = [0.0, -0.2420, 0.0711], Current Cost = 5057.00, Rho = 0.766
(iter 10) [0.0, 1.3476, 1.4877] = 445.3944, sampling [1.0, 1.0870, 0.4192]. Recommendation = [0.0, -0.2420, 0.0711], Current Cost = 5058.00, Rho = 0.766
(iter 10) [0.0, 1.3476, 1.4877] = 445.3944, sampling [1.0, 0.7040, 1.0522]. Recommendation = [0.0, -0.2420, 0.0711], Current Cost = 5059.00, Rho = 0.766
(iter 10) [0.0, 1.3476, 1.4877] = 445.3944, sampling [1.0, 1.5377, 1.8009]. Recommendation = [0.0, -0.2420, 0.0711], Current Cost = 5060.00, Rho = 0.766
(iter 10) [0.0, 1.3476, 1.4877] = 445.3944, sampling [1.0, 0.3631, 1.8710]. Recommendation = [0.0, -0.2420, 0.0711], Current Cost = 5061.00, Rho = 0.766
(iter 10) [0.0, 1.3476, 1.4877] = 445.3944, sampling [1.0, 0.1123, -0.7090]. Recommendation = [0.0, -0.2420, 0.0711], Current Cost = 5062.00, Rho = 0.766
(iter 10) [0.0, 1.3476, 1.4877] = 445.3944, sampling [0.0, 0.9780, 0.9704]. Recommendation = [0.0, -0.2420, 0.0711], Current Cost = 5063.00, Rho = 0.766
(iter 68) [0.0, 0.9780, 0.9704] = 456.2800, sampling [1.0, 1.0214, 0.5218]. Recommendation = [0.0, 0.9780, 0.9704], Current Cost = 6063.00, Rho = 0.766
(iter 68) [0.0, 0.9780, 0.9704] = 456.2800, sampling [0.0, 0.0648, 0.1862]. Recommendation = [0.0, 0.9780, 0.9704], Current Cost = 6064.00, Rho = 0.766
(iter 68) [0.0, 0.9780, 0.9704] = 456.2800, sampling [0.0, -0.4277, 0.3151]. Recommendation = [0.0, 0.9780, 0.9704], Current Cost = 7064.00, Rho = 0.766
(iter 68) [0.0, 0.9780, 0.9704] = 456.2800, sampling [0.0, 0.7709, 0.7701]. Recommendation = [0.0, 0.9780, 0.9704], Current Cost = 8064.00, Rho = 0.766
(iter 68) [0.0, 0.9780, 0.9704] = 456.2800, sampling [0.0, -0.2420, 0.0711]. Recommendation = [0.0, 0.9780, 0.9704], Current Cost = 9064.00, Rho = 0.766
(iter 68) [0.0, 0.9780, 0.9704] = 456.2800, sampling [0.0, 0.5460, 0.1728]. Recommendation = [0.0, 0.9780, 0.9704], Current Cost = 10064.00, Rho = 0.766
(iter 68) [0.0, 0.9780, 0.9704] = 456.2800, sampling [1.0, 0.8067, -0.1131]. Recommendation = [0.0, 0.9780, 0.9704], Current Cost = 11064.00, Rho = 0.766
(iter 68) [0.0, 0.9780, 0.9704] = 456.2800, sampling [0.0, 0.2281, -0.0924]. Recommendation = [0.0, 0.9780, 0.9704], Current Cost = 11065.00, Rho = 0.766
(iter 68) [0.0, 0.9780, 0.9704] = 456.2800, sampling [0.0, -0.1722, -0.0587]. Recommendation = [0.0, 0.9780, 0.9704], Current Cost = 12065.00, Rho = 0.766
(iter 68) [0.0, 0.9780, 0.9704] = 456.2800, sampling [0.0, 0.9605, 0.7456]. Recommendation = [0.0, 0.9780, 0.9704], Current Cost = 13065.00, Rho = 0.766
(iter 68) [0.0, 0.9780, 0.9704] = 456.2800, sampling [0.0, -0.5689, 0.2273]. Recommendation = [0.0, 0.9780, 0.9704], Current Cost = 14065.00, Rho = 0.766
(iter 68) [0.0, 0.9780, 0.9704] = 456.2800, sampling [0.0, -0.8499, 0.8595]. Recommendation = [0.0, 0.9780, 0.9704], Current Cost = 15065.00, Rho = 0.766
(iter 68) [0.0, 0.9780, 0.9704] = 456.2800, sampling [1.0, -0.7487, 1.0367]. Recommendation = [0.0, 0.9780, 0.9704], Current Cost = 16065.00, Rho = 0.766
(iter 68) [0.0, 0.9780, 0.9704] = 456.2800, sampling [1.0, -0.9024, 1.4296]. Recommendation = [0.0, 0.9780, 0.9704], Current Cost = 16066.00, Rho = 0.766
(iter 68) [0.0, 0.9780, 0.9704] = 456.2800, sampling [1.0, -1.4550, 1.1687]. Recommendation = [0.0, 0.9780, 0.9704], Current Cost = 16067.00, Rho = 0.766
(iter 68) [0.0, 0.9780, 0.9704] = 456.2800, sampling [0.0, 0.9517, 1.2821]. Recommendation = [0.0, 0.9780, 0.9704], Current Cost = 16068.00, Rho = 0.766
(iter 68) [0.0, 0.9780, 0.9704] = 456.2800, sampling [0.0, -0.3786, 0.1948]. Recommendation = [0.0, 0.9780, 0.9704], Current Cost = 17068.00, Rho = 0.766
(iter 68) [0.0, 0.9780, 0.9704] = 456.2800, sampling [0.0, -0.0308, -0.2259]. Recommendation = [0.0, 0.9780, 0.9704], Current Cost = 18068.00, Rho = 0.766
(iter 68) [0.0, 0.9780, 0.9704] = 456.2800, sampling [1.0, 1.1590, 0.0996]. Recommendation = [0.0, 0.9780, 0.9704], Current Cost = 19068.00, Rho = 0.766
(iter 68) [0.0, 0.9780, 0.9704] = 456.2800, sampling [1.0, 0.2576, 1.1022]. Recommendation = [0.0, 0.9780, 0.9704], Current Cost = 19069.00, Rho = 0.766
(iter 68) [0.0, 0.9780, 0.9704] = 456.2800, sampling [0.0, 1.2069, 1.6763]. Recommendation = [0.0, 0.9780, 0.9704], Current Cost = 19070.00, Rho = 0.766
(iter 68) [0.0, 0.9780, 0.9704] = 456.2800, sampling [0.0, -0.2152, 0.5356]. Recommendation = [0.0, 0.9780, 0.9704], Current Cost = 20070.00, Rho = 0.766
(iter 68) [0.0, 0.9780, 0.9704] = 456.2800, sampling [0.0, 0.8911, 0.3970]. Recommendation = [0.0, 0.9780, 0.9704], Current Cost = 21070.00, Rho = 0.766
(iter 68) [0.0, 0.9780, 0.9704] = 456.2800, sampling [0.0, -0.3438, 0.2678]. Recommendation = [0.0, 0.9780, 0.9704], Current Cost = 22070.00, Rho = 0.766
(iter 68) [0.0, 0.9780, 0.9704] = 456.2800, sampling [0.0, 0.2981, -0.1841]. Recommendation = [0.0, 0.9780, 0.9704], Current Cost = 23070.00, Rho = 0.766
(iter 68) [0.0, 0.9780, 0.9704] = 456.2800, sampling [1.0, 0.5419, -0.4972]. Recommendation = [0.0, 0.9780, 0.9704], Current Cost = 24070.00, Rho = 0.766
(iter 68) [0.0, 0.9780, 0.9704] = 456.2800, sampling [0.0, 0.0818, -0.2631]. Recommendation = [0.0, 0.9780, 0.9704], Current Cost = 24071.00, Rho = 0.766
(iter 68) [0.0, 0.9780, 0.9704] = 456.2800, sampling [0.0, -1.1844, 1.1378]. Recommendation = [0.0, 0.9780, 0.9704], Current Cost = 25071.00, Rho = 0.766
(iter 68) [0.0, 0.9780, 0.9704] = 456.2800, sampling [1.0, -1.2183, 1.1122]. Recommendation = [0.0, 0.9780, 0.9704], Current Cost = 26071.00, Rho = 0.766
(iter 68) [0.0, 0.9780, 0.9704] = 456.2800, sampling [1.0, -0.7598, 1.3940]. Recommendation = [0.0, 0.9780, 0.9704], Current Cost = 26072.00, Rho = 0.766
(iter 68) [0.0, 0.9780, 0.9704] = 456.2800, sampling [1.0, -1.3963, 0.8196]. Recommendation = [0.0, 0.9780, 0.9704], Current Cost = 26073.00, Rho = 0.766
(iter 68) [0.0, 0.9780, 0.9704] = 456.2800, sampling [0.0, -0.8367, 1.0003]. Recommendation = [0.0, 0.9780, 0.9704], Current Cost = 26074.00, Rho = 0.766
(iter 68) [0.0, 0.9780, 0.9704] = 456.2800, sampling [0.0, -1.1125, 0.9515]. Recommendation = [0.0, 0.9780, 0.9704], Current Cost = 27074.00, Rho = 0.766
(iter 68) [0.0, 0.9780, 0.9704] = 456.2800, sampling [0.0, 0.6464, 0.0431]. Recommendation = [0.0, 0.9780, 0.9704], Current Cost = 28074.00, Rho = 0.766
(iter 68) [0.0, 0.9780, 0.9704] = 456.2800, sampling [0.0, 1.2309, 1.7376]. Recommendation = [0.0, 0.9780, 0.9704], Current Cost = 29074.00, Rho = 0.766
(iter 68) [0.0, 0.9780, 0.9704] = 456.2800, sampling [0.0, 0.4538, 0.8010]. Recommendation = [0.0, 0.9780, 0.9704], Current Cost = 30074.00, Rho = 0.766
(iter 68) [0.0, 0.9780, 0.9704] = 456.2800, sampling [0.0, -0.6355, 0.0497]. Recommendation = [0.0, 0.9780, 0.9704], Current Cost = 31074.00, Rho = 0.766
(iter 68) [0.0, 0.9780, 0.9704] = 456.2800, sampling [0.0, 0.4305, -0.1742]. Recommendation = [0.0, 0.9780, 0.9704], Current Cost = 32074.00, Rho = 0.766
(iter 68) [0.0, 0.9780, 0.9704] = 456.2800, sampling [0.0, 0.9936, 0.5620]. Recommendation = [0.0, 0.9780, 0.9704], Current Cost = 33074.00, Rho = 0.766
(iter 68) [0.0, 0.9780, 0.9704] = 456.2800, sampling [0.0, -0.4805, 0.7912]. Recommendation = [0.0, 0.9780, 0.9704], Current Cost = 34074.00, Rho = 0.766
(iter 68) [0.0, 0.9780, 0.9704] = 456.2800, sampling [0.0, 0.7342, 1.0754]. Recommendation = [0.0, 0.9780, 0.9704], Current Cost = 35074.00, Rho = 0.766
(iter 68) [0.0, 0.9780, 0.9704] = 456.2800, sampling [1.0, 1.6935, 1.9869]. Recommendation = [0.0, 0.9780, 0.9704], Current Cost = 36074.00, Rho = 0.766
(iter 68) [0.0, 0.9780, 0.9704] = 456.2800, sampling [0.0, 1.1247, 1.6998]. Recommendation = [0.0, 0.9780, 0.9704], Current Cost = 36075.00, Rho = 0.766
(iter 68) [0.0, 0.9780, 0.9704] = 456.2800, sampling [0.0, 0.1043, 0.5865]. Recommendation = [0.0, 0.9780, 0.9704], Current Cost = 37075.00, Rho = 0.766
(iter 68) [0.0, 0.9780, 0.9704] = 456.2800, sampling [0.0, -0.9024, 1.4296]. Recommendation = [0.0, 0.9780, 0.9704], Current Cost = 38075.00, Rho = 0.766
(iter 68) [0.0, 0.9780, 0.9704] = 456.2800, sampling [1.0, -0.8154, 1.7217]. Recommendation = [0.0, 0.9780, 0.9704], Current Cost = 39075.00, Rho = 0.766
(iter 68) [0.0, 0.9780, 0.9704] = 456.2800, sampling [1.0, 0.3429, -0.6750]. Recommendation = [0.0, 0.9780, 0.9704], Current Cost = 39076.00, Rho = 0.766
(iter 68) [0.0, 0.9780, 0.9704] = 456.2800, sampling [0.0, 1.5377, 1.8009]. Recommendation = [0.0, 0.9780, 0.9704], Current Cost = 39077.00, Rho = 0.766
(iter 68) [0.0, 0.9780, 0.9704] = 456.2800, sampling [1.0, -0.4624, -0.8886]. Recommendation = [0.0, 0.9780, 0.9704], Current Cost = 40077.00, Rho = 0.766
(iter 68) [0.0, 0.9780, 0.9704] = 456.2800, sampling [1.0, 1.8165, 1.5999]. Recommendation = [0.0, 0.9780, 0.9704], Current Cost = 40078.00, Rho = 0.766
(iter 68) [0.0, 0.9780, 0.9704] = 456.2800, sampling [1.0, -0.0427, 1.1206]. Recommendation = [0.0, 0.9780, 0.9704], Current Cost = 40079.00, Rho = 0.766
(iter 68) [0.0, 0.9780, 0.9704] = 456.2800, sampling [0.0, -0.3169, -0.4452]. Recommendation = [0.0, 0.9780, 0.9704], Current Cost = 40080.00, Rho = 0.766
(iter 68) [0.0, 0.9780, 0.9704] = 456.2800, sampling [0.0, -0.7261, 1.0208]. Recommendation = [0.0, 0.9780, 0.9704], Current Cost = 41080.00, Rho = 0.766
(iter 68) [0.0, 0.9780, 0.9704] = 456.2800, sampling [0.0, 0.3998, -0.4316]. Recommendation = [0.0, 0.9780, 0.9704], Current Cost = 42080.00, Rho = 0.766
(iter 68) [0.0, 0.9780, 0.9704] = 456.2800, sampling [1.0, 0.8799, -0.3346]. Recommendation = [0.0, 0.9780, 0.9704], Current Cost = 43080.00, Rho = 0.766
(iter 68) [0.0, 0.9780, 0.9704] = 456.2800, sampling [1.0, -1.5324, 1.5151]. Recommendation = [0.0, 0.9780, 0.9704], Current Cost = 43081.00, Rho = 0.766
(iter 68) [0.0, 0.9780, 0.9704] = 456.2800, sampling [1.0, -1.2792, 1.8721]. Recommendation = [0.0, 0.9780, 0.9704], Current Cost = 43082.00, Rho = 0.766
(iter 68) [0.0, 0.9780, 0.9704] = 456.2800, sampling [0.0, -1.2792, 1.8721]. Recommendation = [0.0, 0.9780, 0.9704], Current Cost = 43083.00, Rho = 0.766
(iter 68) [0.0, 0.9780, 0.9704] = 456.2800, sampling [1.0, -1.6608, 1.9664]. Recommendation = [0.0, 0.9780, 0.9704], Current Cost = 44083.00, Rho = 0.766
(iter 68) [0.0, 0.9780, 0.9704] = 456.2800, sampling [1.0, -1.6041, 1.6338]. Recommendation = [0.0, 0.9780, 0.9704], Current Cost = 44084.00, Rho = 0.766
(iter 68) [0.0, 0.9780, 0.9704] = 456.2800, sampling [0.0, -1.2183, 1.1122]. Recommendation = [0.0, 0.9780, 0.9704], Current Cost = 44085.00, Rho = 0.766
(iter 68) [0.0, 0.9780, 0.9704] = 456.2800, sampling [0.0, 0.7905, 0.0027]. Recommendation = [0.0, 0.9780, 0.9704], Current Cost = 45085.00, Rho = 0.766
(iter 68) [0.0, 0.9780, 0.9704] = 456.2800, sampling [0.0, -1.1811, 0.9213]. Recommendation = [0.0, 0.9780, 0.9704], Current Cost = 46085.00, Rho = 0.766
(iter 68) [0.0, 0.9780, 0.9704] = 456.2800, sampling [1.0, -0.5061, 1.3044]. Recommendation = [0.0, 0.9780, 0.9704], Current Cost = 47085.00, Rho = 0.766
(iter 68) [0.0, 0.9780, 0.9704] = 456.2800, sampling [1.0, 0.4867, 1.2607]. Recommendation = [0.0, 0.9780, 0.9704], Current Cost = 47086.00, Rho = 0.766
(iter 68) [0.0, 0.9780, 0.9704] = 456.2800, sampling [1.0, 1.2415, 0.5037]. Recommendation = [0.0, 0.9780, 0.9704], Current Cost = 47087.00, Rho = 0.766
(iter 68) [0.0, 0.9780, 0.9704] = 456.2800, sampling [0.0, 0.6129, 0.9837]. Recommendation = [0.0, 0.9780, 0.9704], Current Cost = 47088.00, Rho = 0.766
(iter 68) [0.0, 0.9780, 0.9704] = 456.2800, sampling [0.0, -1.6608, 1.9664]. Recommendation = [0.0, 0.9780, 0.9704], Current Cost = 48088.00, Rho = 0.766
(iter 68) [0.0, 0.9780, 0.9704] = 456.2800, sampling [1.0, -1.8887, 1.8141]. Recommendation = [0.0, 0.9780, 0.9704], Current Cost = 49088.00, Rho = 0.766
(iter 68) [0.0, 0.9780, 0.9704] = 456.2800, sampling [0.0, -0.7682, 1.2659]. Recommendation = [0.0, 0.9780, 0.9704], Current Cost = 49089.00, Rho = 0.766
(iter 68) [0.0, 0.9780, 0.9704] = 456.2800, sampling [0.0, -0.0844, 0.6873]. Recommendation = [0.0, 0.9780, 0.9704], Current Cost = 50089.00, Rho = 0.766
(iter 68) [0.0, 0.9780, 0.9704] = 456.2800, sampling [0.0, 1.0537, 1.7654]. Recommendation = [0.0, 0.9780, 0.9704], Current Cost = 51089.00, Rho = 0.766
(iter 68) [0.0, 0.9780, 0.9704] = 456.2800, sampling [0.0, -1.5324, 1.5151]. Recommendation = [0.0, 0.9780, 0.9704], Current Cost = 52089.00, Rho = 0.766
(iter 68) [0.0, 0.9780, 0.9704] = 456.2800, sampling [0.0, 1.0214, 0.5218]. Recommendation = [0.0, 0.9780, 0.9704], Current Cost = 53089.00, Rho = 0.766
(iter 68) [0.0, 0.9780, 0.9704] = 456.2800, sampling [0.0, 0.1123, -0.7090]. Recommendation = [0.0, 0.9780, 0.9704], Current Cost = 54089.00, Rho = 0.766
(iter 68) [0.0, 0.9780, 0.9704] = 456.2800, sampling [1.0, -0.8260, -0.5898]. Recommendation = [0.0, 0.9780, 0.9704], Current Cost = 55089.00, Rho = 0.766
(iter 68) [0.0, 0.9780, 0.9704] = 456.2800, sampling [1.0, -0.5308, 1.8517]. Recommendation = [0.0, 0.9780, 0.9704], Current Cost = 55090.00, Rho = 0.766
(iter 68) [0.0, 0.9780, 0.9704] = 456.2800, sampling [0.0, -1.2039, 0.7536]. Recommendation = [0.0, 0.9780, 0.9704], Current Cost = 55091.00, Rho = 0.766
(iter 68) [0.0, 0.9780, 0.9704] = 456.2800, sampling [0.0, -0.1988, 0.6224]. Recommendation = [0.0, 0.9780, 0.9704], Current Cost = 56091.00, Rho = 0.766
(iter 68) [0.0, 0.9780, 0.9704] = 456.2800, sampling [0.0, 0.1477, 1.0668]. Recommendation = [0.0, 0.9780, 0.9704], Current Cost = 57091.00, Rho = 0.766
(iter 68) [0.0, 0.9780, 0.9704] = 456.2800, sampling [0.0, 0.8161, -0.0689]. Recommendation = [0.0, 0.9780, 0.9704], Current Cost = 58091.00, Rho = 0.766
(iter 68) [0.0, 0.9780, 0.9704] = 456.2800, sampling [0.0, 1.6935, 1.9869]. Recommendation = [0.0, 0.9780, 0.9704], Current Cost = 59091.00, Rho = 0.766
(iter 68) [0.0, 0.9780, 0.9704] = 456.2800, sampling [0.0, 1.0870, 0.4192]. Recommendation = [0.0, 0.9780, 0.9704], Current Cost = 60091.00, Rho = 0.766
(iter 68) [0.0, 0.9780, 0.9704] = 456.2800, sampling [0.0, 0.0215, 0.6036]. Recommendation = [0.0, 0.9780, 0.9704], Current Cost = 61091.00, Rho = 0.766
(iter 68) [0.0, 0.9780, 0.9704] = 456.2800, sampling [0.0, -0.7857, 1.4557]. Recommendation = [0.0, 0.9780, 0.9704], Current Cost = 62091.00, Rho = 0.766
(iter 68) [0.0, 0.9780, 0.9704] = 456.2800, sampling [0.0, -0.2693, -0.9391]. Recommendation = [0.0, 0.9780, 0.9704], Current Cost = 63091.00, Rho = 0.766
(iter 68) [0.0, 0.9780, 0.9704] = 456.2800, sampling [0.0, -1.2624, 0.2149]. Recommendation = [0.0, 0.9780, 0.9704], Current Cost = 64091.00, Rho = 0.766
