(iter 5) [0.0, 0.4916, -0.6316] = 379.7956, sampling [0.0, 0.5645, -0.3538]. Recommendation = [0.0, 0.4916, -0.6316], Current Cost = 5000.00, Rho = -1.230
(iter 21) [0.0, 0.8311, 0.7185] = 456.1942, sampling [0.0, -0.6299, -0.2773]. Recommendation = [0.0, 0.8311, 0.7185], Current Cost = 65000.00, Rho = -1.230
(iter 21) [0.0, 0.8311, 0.7185] = 456.1942, sampling [0.0, -0.8105, -0.1045]. Recommendation = [0.0, 0.8311, 0.7185], Current Cost = 66000.00, Rho = -1.230
(iter 21) [0.0, 0.8311, 0.7185] = 456.1942, sampling [0.0, -1.0671, 1.8199]. Recommendation = [0.0, 0.8311, 0.7185], Current Cost = 67000.00, Rho = -1.230
(iter 21) [0.0, 0.8311, 0.7185] = 456.1942, sampling [0.0, 0.9528, -0.1550]. Recommendation = [0.0, 0.8311, 0.7185], Current Cost = 68000.00, Rho = -1.230
(iter 21) [0.0, 0.8311, 0.7185] = 456.1942, sampling [0.0, -1.5084, 1.9771]. Recommendation = [0.0, 0.8311, 0.7185], Current Cost = 69000.00, Rho = -1.230
(iter 21) [0.0, 0.8311, 0.7185] = 456.1942, sampling [0.0, -1.8138, 1.7975]. Recommendation = [0.0, 0.8311, 0.7185], Current Cost = 70000.00, Rho = -1.230
(iter 21) [0.0, 0.8311, 0.7185] = 456.1942, sampling [0.0, 0.4424, -0.4881]. Recommendation = [0.0, 0.8311, 0.7185], Current Cost = 71000.00, Rho = -1.230
(iter 21) [0.0, 0.8311, 0.7185] = 456.1942, sampling [0.0, -0.7441, 1.9946]. Recommendation = [0.0, 0.8311, 0.7185], Current Cost = 72000.00, Rho = -1.230
(iter 21) [0.0, 0.8311, 0.7185] = 456.1942, sampling [0.0, 0.7302, 1.4278]. Recommendation = [0.0, 0.8311, 0.7185], Current Cost = 73000.00, Rho = -1.230
(iter 21) [0.0, 0.8311, 0.7185] = 456.1942, sampling [0.0, 1.0285, 1.4957]. Recommendation = [0.0, 0.8311, 0.7185], Current Cost = 74000.00, Rho = -1.230
(iter 21) [0.0, 0.8311, 0.7185] = 456.1942, sampling [0.0, 1.1645, 1.5585]. Recommendation = [0.0, 0.8311, 0.7185], Current Cost = 75000.00, Rho = -1.230
(iter 21) [0.0, 0.8311, 0.7185] = 456.1942, sampling [0.0, 1.0047, 1.7885]. Recommendation = [0.0, 0.8311, 0.7185], Current Cost = 76000.00, Rho = -1.230
(iter 21) [0.0, 0.8311, 0.7185] = 456.1942, sampling [0.0, 1.2201, 1.7008]. Recommendation = [0.0, 0.8311, 0.7185], Current Cost = 77000.00, Rho = -1.230
(iter 21) [0.0, 0.8311, 0.7185] = 456.1942, sampling [0.0, 1.2854, 1.9155]. Recommendation = [0.0, 0.8311, 0.7185], Current Cost = 78000.00, Rho = -1.230
(iter 21) [0.0, 0.8311, 0.7185] = 456.1942, sampling [0.0, 1.4469, 1.8935]. Recommendation = [0.0, 0.8311, 0.7185], Current Cost = 79000.00, Rho = -1.230
(iter 21) [0.0, 0.8311, 0.7185] = 456.1942, sampling [0.0, 1.5920, 1.5349]. Recommendation = [0.0, 0.8311, 0.7185], Current Cost = 80000.00, Rho = -1.230
(iter 21) [0.0, 0.8311, 0.7185] = 456.1942, sampling [0.0, 0.8774, 1.5688]. Recommendation = [0.0, 0.8311, 0.7185], Current Cost = 81000.00, Rho = -1.230
(iter 21) [0.0, 0.8311, 0.7185] = 456.1942, sampling [0.0, 1.9057, 1.8252]. Recommendation = [0.0, 0.8311, 0.7185], Current Cost = 82000.00, Rho = -1.230
(iter 21) [0.0, 0.8311, 0.7185] = 456.1942, sampling [0.0, 0.7516, -0.5503]. Recommendation = [0.0, 0.8311, 0.7185], Current Cost = 83000.00, Rho = -1.230
(iter 21) [0.0, 0.8311, 0.7185] = 456.1942, sampling [0.0, -1.0091, 0.2706]. Recommendation = [0.0, 0.8311, 0.7185], Current Cost = 84000.00, Rho = -1.230
(iter 21) [0.0, 0.8311, 0.7185] = 456.1942, sampling [0.0, 0.8829, 1.2565]. Recommendation = [0.0, 0.8311, 0.7185], Current Cost = 85000.00, Rho = -1.230
(iter 21) [0.0, 0.8311, 0.7185] = 456.1942, sampling [0.0, -1.1564, 0.7938]. Recommendation = [0.0, 0.8311, 0.7185], Current Cost = 86000.00, Rho = -1.230
(iter 21) [0.0, 0.8311, 0.7185] = 456.1942, sampling [0.0, 0.7173, 1.7544]. Recommendation = [0.0, 0.8311, 0.7185], Current Cost = 87000.00, Rho = -1.230
(iter 21) [0.0, 0.8311, 0.7185] = 456.1942, sampling [0.0, 1.2062, 0.2994]. Recommendation = [0.0, 0.8311, 0.7185], Current Cost = 88000.00, Rho = -1.230
(iter 21) [0.0, 0.8311, 0.7185] = 456.1942, sampling [0.0, -0.4082, -0.6890]. Recommendation = [0.0, 0.8311, 0.7185], Current Cost = 89000.00, Rho = -1.230
(iter 21) [0.0, 0.8311, 0.7185] = 456.1942, sampling [0.0, -0.2938, 1.3207]. Recommendation = [0.0, 0.8311, 0.7185], Current Cost = 90000.00, Rho = -1.230
(iter 21) [0.0, 0.8311, 0.7185] = 456.1942, sampling [0.0, 1.3996, 1.1561]. Recommendation = [0.0, 0.8311, 0.7185], Current Cost = 91000.00, Rho = -1.230
(iter 21) [0.0, 0.8311, 0.7185] = 456.1942, sampling [0.0, 0.3099, 1.1402]. Recommendation = [0.0, 0.8311, 0.7185], Current Cost = 92000.00, Rho = -1.230
(iter 21) [0.0, 0.8311, 0.7185] = 456.1942, sampling [0.0, -0.2686, -0.7855]. Recommendation = [0.0, 0.8311, 0.7185], Current Cost = 93000.00, Rho = -1.230
(iter 21) [0.0, 0.8311, 0.7185] = 456.1942, sampling [0.0, 0.6196, -0.4309]. Recommendation = [0.0, 0.8311, 0.7185], Current Cost = 94000.00, Rho = -1.230
(iter 21) [0.0, 0.8311, 0.7185] = 456.1942, sampling [0.0, -1.1775, 0.4693]. Recommendation = [0.0, 0.8311, 0.7185], Current Cost = 95000.00, Rho = -1.230
(iter 21) [0.0, 0.8311, 0.7185] = 456.1942, sampling [0.0, 0.5406, -1.1411]. Recommendation = [0.0, 0.8311, 0.7185], Current Cost = 96000.00, Rho = -1.230
(iter 21) [0.0, 0.8311, 0.7185] = 456.1942, sampling [0.0, 0.0210, 1.0712]. Recommendation = [0.0, 0.8311, 0.7185], Current Cost = 97000.00, Rho = -1.230
(iter 21) [0.0, 0.8311, 0.7185] = 456.1942, sampling [0.0, -0.8383, -0.2067]. Recommendation = [0.0, 0.8311, 0.7185], Current Cost = 98000.00, Rho = -1.230
(iter 21) [0.0, 0.8311, 0.7185] = 456.1942, sampling [0.0, -0.4605, 1.0165]. Recommendation = [0.0, 0.8311, 0.7185], Current Cost = 99000.00, Rho = -1.230
(iter 21) [0.0, 0.8311, 0.7185] = 456.1942, sampling [0.0, 0.5196, 1.3995]. Recommendation = [0.0, 0.8311, 0.7185], Current Cost = 100000.00, Rho = -1.230
