(iter 5) [0.0, 0.9651, 0.6029] = 445.5104, sampling [0.0, 0.7474, -0.1736]. Recommendation = [0.0, 0.9651, 0.6029], Current Cost = 5000.00, Rho = -1.230
(iter 15) [0.0, 0.6462, 0.1924] = 451.1039, sampling [0.0, 0.7042, 1.9346]. Recommendation = [0.0, 0.5341, 0.2299], Current Cost = 16000.00, Rho = -1.230
(iter 15) [0.0, 0.6462, 0.1924] = 451.1039, sampling [0.0, 0.9026, -1.1836]. Recommendation = [0.0, 0.5341, 0.2299], Current Cost = 17000.00, Rho = -1.230
(iter 15) [0.0, 0.6462, 0.1924] = 451.1039, sampling [0.0, 1.0047, 1.3020]. Recommendation = [0.0, 0.5341, 0.2299], Current Cost = 18000.00, Rho = -1.230
(iter 15) [0.0, 0.6462, 0.1924] = 451.1039, sampling [0.0, -0.5019, 1.3585]. Recommendation = [0.0, 0.5341, 0.2299], Current Cost = 19000.00, Rho = -1.230
(iter 15) [0.0, 0.6462, 0.1924] = 451.1039, sampling [0.0, -0.4596, 0.4098]. Recommendation = [0.0, 0.5341, 0.2299], Current Cost = 20000.00, Rho = -1.230
(iter 15) [0.0, 0.6462, 0.1924] = 451.1039, sampling [0.0, -0.2788, 0.8085]. Recommendation = [0.0, 0.5341, 0.2299], Current Cost = 21000.00, Rho = -1.230
(iter 15) [0.0, 0.6462, 0.1924] = 451.1039, sampling [0.0, -0.4687, 1.9678]. Recommendation = [0.0, 0.5341, 0.2299], Current Cost = 22000.00, Rho = -1.230
(iter 15) [0.0, 0.6462, 0.1924] = 451.1039, sampling [0.0, 0.4209, 0.0271]. Recommendation = [0.0, 0.5341, 0.2299], Current Cost = 23000.00, Rho = -1.230
(iter 23) [0.0, 0.4209, 0.0271] = 453.7144, sampling [0.0, 1.4412, 1.9926]. Recommendation = [0.0, 0.5341, 0.2299], Current Cost = 24000.00, Rho = -1.230
(iter 24) [0.0, 1.4412, 1.9926] = 455.3897, sampling [0.0, -0.2656, 0.2522]. Recommendation = [0.0, 0.5341, 0.2299], Current Cost = 25000.00, Rho = -1.230
(iter 24) [0.0, 1.4412, 1.9926] = 455.3897, sampling [0.0, 1.2942, 1.1887]. Recommendation = [0.0, 0.5341, 0.2299], Current Cost = 26000.00, Rho = -1.230
(iter 24) [0.0, 1.4412, 1.9926] = 455.3897, sampling [0.0, 1.0681, 1.5103]. Recommendation = [0.0, 0.5341, 0.2299], Current Cost = 27000.00, Rho = -1.230
(iter 24) [0.0, 1.4412, 1.9926] = 455.3897, sampling [0.0, 0.0514, 0.4549]. Recommendation = [0.0, 0.5341, 0.2299], Current Cost = 28000.00, Rho = -1.230
(iter 24) [0.0, 1.4412, 1.9926] = 455.3897, sampling [0.0, 1.0540, 0.8837]. Recommendation = [0.0, 0.5341, 0.2299], Current Cost = 29000.00, Rho = -1.230
(iter 24) [0.0, 1.4412, 1.9926] = 455.3897, sampling [0.0, -1.0142, 1.0089]. Recommendation = [0.0, 0.5341, 0.2299], Current Cost = 30000.00, Rho = -1.230
(iter 24) [0.0, 1.4412, 1.9926] = 455.3897, sampling [0.0, -0.7275, 0.5799]. Recommendation = [0.0, 0.5341, 0.2299], Current Cost = 31000.00, Rho = -1.230
(iter 24) [0.0, 1.4412, 1.9926] = 455.3897, sampling [0.0, -1.4536, 1.4682]. Recommendation = [0.0, 0.5341, 0.2299], Current Cost = 32000.00, Rho = -1.230
(iter 24) [0.0, 1.4412, 1.9926] = 455.3897, sampling [0.0, -1.6117, 1.8942]. Recommendation = [0.0, 0.5341, 0.2299], Current Cost = 33000.00, Rho = -1.230
(iter 24) [0.0, 1.4412, 1.9926] = 455.3897, sampling [0.0, -1.0010, 1.6163]. Recommendation = [0.0, 0.5341, 0.2299], Current Cost = 34000.00, Rho = -1.230
(iter 24) [0.0, 1.4412, 1.9926] = 455.3897, sampling [0.0, -1.5589, 1.0332]. Recommendation = [0.0, 0.5341, 0.2299], Current Cost = 35000.00, Rho = -1.230
(iter 24) [0.0, 1.4412, 1.9926] = 455.3897, sampling [0.0, -0.9339, 1.2096]. Recommendation = [0.0, 0.5341, 0.2299], Current Cost = 36000.00, Rho = -1.230
(iter 24) [0.0, 1.4412, 1.9926] = 455.3897, sampling [0.0, -0.3921, -0.2801]. Recommendation = [0.0, 0.5341, 0.2299], Current Cost = 37000.00, Rho = -1.230
(iter 24) [0.0, 1.4412, 1.9926] = 455.3897, sampling [0.0, -0.2130, -0.6824]. Recommendation = [0.0, 0.5341, 0.2299], Current Cost = 38000.00, Rho = -1.230
(iter 24) [0.0, 1.4412, 1.9926] = 455.3897, sampling [0.0, -0.5261, 0.1844]. Recommendation = [0.0, 0.5341, 0.2299], Current Cost = 39000.00, Rho = -1.230
(iter 24) [0.0, 1.4412, 1.9926] = 455.3897, sampling [0.0, -1.2453, 1.7881]. Recommendation = [0.0, 0.5341, 0.2299], Current Cost = 40000.00, Rho = -1.230
(iter 24) [0.0, 1.4412, 1.9926] = 455.3897, sampling [0.0, 1.9014, 1.7347]. Recommendation = [0.0, 0.5341, 0.2299], Current Cost = 41000.00, Rho = -1.230
(iter 24) [0.0, 1.4412, 1.9926] = 455.3897, sampling [0.0, -1.0281, 0.7321]. Recommendation = [0.0, 0.5341, 0.2299], Current Cost = 42000.00, Rho = -1.230
(iter 24) [0.0, 1.4412, 1.9926] = 455.3897, sampling [0.0, 0.6063, -0.4639]. Recommendation = [0.0, 0.5341, 0.2299], Current Cost = 43000.00, Rho = -1.230
(iter 24) [0.0, 1.4412, 1.9926] = 455.3897, sampling [0.0, -0.9027, 0.2841]. Recommendation = [0.0, 0.5341, 0.2299], Current Cost = 44000.00, Rho = -1.230
(iter 24) [0.0, 1.4412, 1.9926] = 455.3897, sampling [0.0, 0.4598, 0.9669]. Recommendation = [0.0, 0.5341, 0.2299], Current Cost = 45000.00, Rho = -1.230
(iter 24) [0.0, 1.4412, 1.9926] = 455.3897, sampling [0.0, -1.9011, 1.4502]. Recommendation = [0.0, 0.5341, 0.2299], Current Cost = 46000.00, Rho = -1.230
(iter 24) [0.0, 1.4412, 1.9926] = 455.3897, sampling [0.0, -0.6310, -0.0558]. Recommendation = [0.0, 0.5341, 0.2299], Current Cost = 47000.00, Rho = -1.230
(iter 24) [0.0, 1.4412, 1.9926] = 455.3897, sampling [0.0, 0.5853, 0.3644]. Recommendation = [0.0, 0.5341, 0.2299], Current Cost = 48000.00, Rho = -1.230
(iter 48) [0.0, 0.5853, 0.3644] = 456.0805, sampling [0.0, 0.8492, 1.1623]. Recommendation = [0.0, 0.5341, 0.2299], Current Cost = 49000.00, Rho = -1.230
(iter 48) [0.0, 0.5853, 0.3644] = 456.0805, sampling [0.0, 0.8449, 0.6853]. Recommendation = [0.0, 0.5341, 0.2299], Current Cost = 50000.00, Rho = -1.230
(iter 50) [0.0, 0.8449, 0.6853] = 456.1940, sampling [0.0, -0.8540, 1.0682]. Recommendation = [0.0, 0.5341, 0.2299], Current Cost = 51000.00, Rho = -1.230
(iter 50) [0.0, 0.8449, 0.6853] = 456.1940, sampling [0.0, 0.0029, -1.4394]. Recommendation = [0.0, 0.5341, 0.2299], Current Cost = 52000.00, Rho = -1.230
(iter 50) [0.0, 0.8449, 0.6853] = 456.1940, sampling [0.0, 1.1933, 1.4081]. Recommendation = [0.0, 0.5341, 0.2299], Current Cost = 53000.00, Rho = -1.230
(iter 53) [0.0, 1.1933, 1.4081] = 456.2371, sampling [0.0, -0.1281, 0.6230]. Recommendation = [0.0, 0.5341, 0.2299], Current Cost = 54000.00, Rho = -1.230
(iter 53) [0.0, 1.1933, 1.4081] = 456.2371, sampling [0.0, 0.1591, 1.2335]. Recommendation = [0.0, 0.5341, 0.2299], Current Cost = 55000.00, Rho = -1.230
(iter 53) [0.0, 1.1933, 1.4081] = 456.2371, sampling [0.0, 1.9530, -1.8372]. Recommendation = [0.0, 0.5341, 0.2299], Current Cost = 56000.00, Rho = -1.230
(iter 53) [0.0, 1.1933, 1.4081] = 456.2371, sampling [0.0, -1.3309, 1.6428]. Recommendation = [0.0, 0.5341, 0.2299], Current Cost = 57000.00, Rho = -1.230
(iter 53) [0.0, 1.1933, 1.4081] = 456.2371, sampling [0.0, -0.1157, -0.9783]. Recommendation = [0.0, 0.5341, 0.2299], Current Cost = 58000.00, Rho = -1.230
(iter 53) [0.0, 1.1933, 1.4081] = 456.2371, sampling [0.0, -0.9838, 0.4717]. Recommendation = [0.0, 0.5341, 0.2299], Current Cost = 59000.00, Rho = -1.230
(iter 53) [0.0, 1.1933, 1.4081] = 456.2371, sampling [0.0, 0.9868, 0.3200]. Recommendation = [0.0, 0.5341, 0.2299], Current Cost = 60000.00, Rho = -1.230
(iter 53) [0.0, 1.1933, 1.4081] = 456.2371, sampling [0.0, -0.3476, 0.9953]. Recommendation = [0.0, 1.1933, 1.4081], Current Cost = 61000.00, Rho = -1.230
(iter 53) [0.0, 1.1933, 1.4081] = 456.2371, sampling [0.0, -1.1042, 1.1068]. Recommendation = [0.0, 1.1933, 1.4081], Current Cost = 62000.00, Rho = -1.230
(iter 53) [0.0, 1.1933, 1.4081] = 456.2371, sampling [0.0, 0.8775, 0.5156]. Recommendation = [0.0, 1.1933, 1.4081], Current Cost = 63000.00, Rho = -1.230
(iter 53) [0.0, 1.1933, 1.4081] = 456.2371, sampling [0.0, 1.4968, 1.6837]. Recommendation = [0.0, 1.1933, 1.4081], Current Cost = 64000.00, Rho = -1.230
(iter 53) [0.0, 1.1933, 1.4081] = 456.2371, sampling [0.0, -0.2250, 0.3755]. Recommendation = [0.0, 1.1933, 1.4081], Current Cost = 65000.00, Rho = -1.230
(iter 53) [0.0, 1.1933, 1.4081] = 456.2371, sampling [0.0, -0.3338, -0.5216]. Recommendation = [0.0, 1.1933, 1.4081], Current Cost = 66000.00, Rho = -1.230
(iter 53) [0.0, 1.1933, 1.4081] = 456.2371, sampling [0.0, -0.8130, 0.4928]. Recommendation = [0.0, 1.1933, 1.4081], Current Cost = 67000.00, Rho = -1.230
(iter 53) [0.0, 1.1933, 1.4081] = 456.2371, sampling [0.0, 1.5474, 0.9468]. Recommendation = [0.0, 1.1933, 1.4081], Current Cost = 68000.00, Rho = -1.230
(iter 53) [0.0, 1.1933, 1.4081] = 456.2371, sampling [0.0, -1.1319, 0.8473]. Recommendation = [0.0, 1.1933, 1.4081], Current Cost = 69000.00, Rho = -1.230
(iter 53) [0.0, 1.1933, 1.4081] = 456.2371, sampling [0.0, 0.5341, 0.2299]. Recommendation = [0.0, 1.1933, 1.4081], Current Cost = 70000.00, Rho = -1.230
(iter 53) [0.0, 1.1933, 1.4081] = 456.2371, sampling [0.0, 0.1906, 1.8433]. Recommendation = [0.0, 1.1933, 1.4081], Current Cost = 71000.00, Rho = -1.230
(iter 53) [0.0, 1.1933, 1.4081] = 456.2371, sampling [0.0, -0.6117, 1.1784]. Recommendation = [0.0, 1.1933, 1.4081], Current Cost = 72000.00, Rho = -1.230
(iter 53) [0.0, 1.1933, 1.4081] = 456.2371, sampling [0.0, -1.2087, 0.5383]. Recommendation = [0.0, 1.1933, 1.4081], Current Cost = 73000.00, Rho = -1.230
(iter 53) [0.0, 1.1933, 1.4081] = 456.2371, sampling [0.0, -0.8394, 1.9497]. Recommendation = [0.0, 1.1933, 1.4081], Current Cost = 74000.00, Rho = -1.230
(iter 53) [0.0, 1.1933, 1.4081] = 456.2371, sampling [0.0, 0.7009, 1.2912]. Recommendation = [0.0, 1.1933, 1.4081], Current Cost = 75000.00, Rho = -1.230
(iter 53) [0.0, 1.1933, 1.4081] = 456.2371, sampling [0.0, 0.7207, 0.1187]. Recommendation = [0.0, 1.1933, 1.4081], Current Cost = 76000.00, Rho = -1.230
(iter 53) [0.0, 1.1933, 1.4081] = 456.2371, sampling [0.0, -0.5597, -0.2445]. Recommendation = [0.0, 1.1933, 1.4081], Current Cost = 77000.00, Rho = -1.230
(iter 53) [0.0, 1.1933, 1.4081] = 456.2371, sampling [0.0, 0.5442, -0.6240]. Recommendation = [0.0, 1.1933, 1.4081], Current Cost = 78000.00, Rho = -1.230
(iter 53) [0.0, 1.1933, 1.4081] = 456.2371, sampling [0.0, 0.4354, -0.1185]. Recommendation = [0.0, 1.1933, 1.4081], Current Cost = 79000.00, Rho = -1.230
(iter 53) [0.0, 1.1933, 1.4081] = 456.2371, sampling [0.0, 0.3826, 0.7479]. Recommendation = [0.0, 1.1933, 1.4081], Current Cost = 80000.00, Rho = -1.230
(iter 53) [0.0, 1.1933, 1.4081] = 456.2371, sampling [0.0, -0.8206, -0.0778]. Recommendation = [0.0, 1.1933, 1.4081], Current Cost = 81000.00, Rho = -1.230
(iter 53) [0.0, 1.1933, 1.4081] = 456.2371, sampling [0.0, -1.5247, 1.6791]. Recommendation = [0.0, 1.1933, 1.4081], Current Cost = 82000.00, Rho = -1.230
(iter 53) [0.0, 1.1933, 1.4081] = 456.2371, sampling [0.0, 1.5207, 1.9044]. Recommendation = [0.0, 1.1933, 1.4081], Current Cost = 83000.00, Rho = -1.230
(iter 53) [0.0, 1.1933, 1.4081] = 456.2371, sampling [0.0, -1.1669, 0.1694]. Recommendation = [0.0, 1.1933, 1.4081], Current Cost = 84000.00, Rho = -1.230
(iter 53) [0.0, 1.1933, 1.4081] = 456.2371, sampling [0.0, -0.7192, -0.5335]. Recommendation = [0.0, 1.1933, 1.4081], Current Cost = 85000.00, Rho = -1.230
(iter 53) [0.0, 1.1933, 1.4081] = 456.2371, sampling [0.0, 0.2567, -1.1015]. Recommendation = [0.0, 1.1933, 1.4081], Current Cost = 86000.00, Rho = -1.230
(iter 53) [0.0, 1.1933, 1.4081] = 456.2371, sampling [0.0, 0.0713, 0.5510]. Recommendation = [0.0, 1.1933, 1.4081], Current Cost = 87000.00, Rho = -1.230
(iter 53) [0.0, 1.1933, 1.4081] = 456.2371, sampling [0.0, -0.2415, 0.6541]. Recommendation = [0.0, 1.1933, 1.4081], Current Cost = 88000.00, Rho = -1.230
(iter 53) [0.0, 1.1933, 1.4081] = 456.2371, sampling [0.0, 0.7524, 1.7186]. Recommendation = [0.0, 1.1933, 1.4081], Current Cost = 89000.00, Rho = -1.230
(iter 53) [0.0, 1.1933, 1.4081] = 456.2371, sampling [0.0, -0.0467, 0.8199]. Recommendation = [0.0, 1.1933, 1.4081], Current Cost = 90000.00, Rho = -1.230
(iter 53) [0.0, 1.1933, 1.4081] = 456.2371, sampling [0.0, -0.1698, -0.5951]. Recommendation = [0.0, 1.1933, 1.4081], Current Cost = 91000.00, Rho = -1.230
(iter 53) [0.0, 1.1933, 1.4081] = 456.2371, sampling [0.0, -1.4821, 0.6271]. Recommendation = [0.0, 1.1933, 1.4081], Current Cost = 92000.00, Rho = -1.230
(iter 53) [0.0, 1.1933, 1.4081] = 456.2371, sampling [0.0, -0.0135, 0.3488]. Recommendation = [0.0, 1.1933, 1.4081], Current Cost = 93000.00, Rho = -1.230
(iter 53) [0.0, 1.1933, 1.4081] = 456.2371, sampling [0.0, -0.3602, -0.4282]. Recommendation = [0.0, 1.1933, 1.4081], Current Cost = 94000.00, Rho = -1.230
(iter 53) [0.0, 1.1933, 1.4081] = 456.2371, sampling [0.0, 0.3321, 0.8561]. Recommendation = [0.0, 1.1933, 1.4081], Current Cost = 95000.00, Rho = -1.230
(iter 53) [0.0, 1.1933, 1.4081] = 456.2371, sampling [0.0, -0.1577, 1.5556]. Recommendation = [0.0, 1.1933, 1.4081], Current Cost = 96000.00, Rho = -1.230
(iter 53) [0.0, 1.1933, 1.4081] = 456.2371, sampling [0.0, 0.8318, -0.5066]. Recommendation = [0.0, 1.1933, 1.4081], Current Cost = 97000.00, Rho = -1.230
(iter 53) [0.0, 1.1933, 1.4081] = 456.2371, sampling [0.0, -0.2950, 0.3355]. Recommendation = [0.0, 1.1933, 1.4081], Current Cost = 98000.00, Rho = -1.230
(iter 53) [0.0, 1.1933, 1.4081] = 456.2371, sampling [0.0, -0.7985, -0.3566]. Recommendation = [0.0, 1.1933, 1.4081], Current Cost = 99000.00, Rho = -1.230
(iter 53) [0.0, 1.1933, 1.4081] = 456.2371, sampling [0.0, 0.0203, -0.9330]. Recommendation = [0.0, 1.1933, 1.4081], Current Cost = 100000.00, Rho = -1.230
