(iter 10) [0.0, -0.2993, -0.1767] = 447.5236, sampling [1.0, -0.2029, 0.9963]. Recommendation = [0.0, -0.4426, 0.3234], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, -0.2993, -0.1767] = 447.5236, sampling [1.0, 0.0505, -0.3350]. Recommendation = [0.0, 1.0897, 1.1693], Current Cost = 5053.00, Rho = 1.000
(iter 10) [0.0, -0.2993, -0.1767] = 447.5236, sampling [1.0, -0.3541, -0.2905]. Recommendation = [0.0, 1.0897, 1.1693], Current Cost = 5054.00, Rho = 1.000
(iter 10) [0.0, -0.2993, -0.1767] = 447.5236, sampling [1.0, -0.3362, 0.6275]. Recommendation = [0.0, 1.0897, 1.1693], Current Cost = 5055.00, Rho = 1.000
(iter 10) [0.0, -0.2993, -0.1767] = 447.5236, sampling [1.0, 1.2048, 1.4534]. Recommendation = [0.0, 1.0897, 1.1693], Current Cost = 5056.00, Rho = 1.000
(iter 10) [0.0, -0.2993, -0.1767] = 447.5236, sampling [1.0, 1.3642, 1.6422]. Recommendation = [0.0, 1.0897, 1.1693], Current Cost = 5057.00, Rho = 1.000
(iter 10) [0.0, -0.2993, -0.1767] = 447.5236, sampling [1.0, 1.1655, 1.8894]. Recommendation = [0.0, 1.0897, 1.1693], Current Cost = 5058.00, Rho = 1.000
(iter 10) [0.0, -0.2993, -0.1767] = 447.5236, sampling [1.0, 1.5961, 1.8648]. Recommendation = [0.0, 1.0897, 1.1693], Current Cost = 5059.00, Rho = 1.000
(iter 10) [0.0, -0.2993, -0.1767] = 447.5236, sampling [1.0, 0.7874, 1.6295]. Recommendation = [0.0, 1.0897, 1.1693], Current Cost = 5060.00, Rho = 1.000
(iter 10) [0.0, -0.2993, -0.1767] = 447.5236, sampling [1.0, 1.8385, 1.4000]. Recommendation = [0.0, 1.0897, 1.1693], Current Cost = 5061.00, Rho = 1.000
(iter 10) [0.0, -0.2993, -0.1767] = 447.5236, sampling [1.0, 1.4444, 1.9400]. Recommendation = [0.0, 1.0897, 1.1693], Current Cost = 5062.00, Rho = 1.000
(iter 10) [0.0, -0.2993, -0.1767] = 447.5236, sampling [1.0, 0.3913, 0.5223]. Recommendation = [0.0, 1.0897, 1.1693], Current Cost = 5063.00, Rho = 1.000
(iter 10) [0.0, -0.2993, -0.1767] = 447.5236, sampling [1.0, -0.2621, 0.4663]. Recommendation = [0.0, 1.0897, 1.1693], Current Cost = 5064.00, Rho = 1.000
(iter 10) [0.0, -0.2993, -0.1767] = 447.5236, sampling [1.0, -0.9823, 1.5141]. Recommendation = [0.0, 1.0897, 1.1693], Current Cost = 5065.00, Rho = 1.000
(iter 10) [0.0, -0.2993, -0.1767] = 447.5236, sampling [1.0, -1.3815, 1.9318]. Recommendation = [0.0, 1.0897, 1.1693], Current Cost = 5066.00, Rho = 1.000
(iter 10) [0.0, -0.2993, -0.1767] = 447.5236, sampling [1.0, -1.5111, 1.7219]. Recommendation = [0.0, 1.0897, 1.1693], Current Cost = 5067.00, Rho = 1.000
(iter 10) [0.0, -0.2993, -0.1767] = 447.5236, sampling [1.0, -1.1824, 1.9622]. Recommendation = [0.0, 1.0897, 1.1693], Current Cost = 5068.00, Rho = 1.000
(iter 10) [0.0, -0.2993, -0.1767] = 447.5236, sampling [1.0, -1.8901, 1.8732]. Recommendation = [0.0, 1.0897, 1.1693], Current Cost = 5069.00, Rho = 1.000
(iter 10) [0.0, -0.2993, -0.1767] = 447.5236, sampling [1.0, -1.0353, 0.6722]. Recommendation = [0.0, 1.0897, 1.1693], Current Cost = 5070.00, Rho = 1.000
(iter 10) [0.0, -0.2993, -0.1767] = 447.5236, sampling [1.0, 0.7003, 0.9546]. Recommendation = [0.0, 1.0897, 1.1693], Current Cost = 5071.00, Rho = 1.000
(iter 10) [0.0, -0.2993, -0.1767] = 447.5236, sampling [1.0, -0.6347, 1.2651]. Recommendation = [0.0, 1.0897, 1.1693], Current Cost = 5072.00, Rho = 1.000
(iter 10) [0.0, -0.2993, -0.1767] = 447.5236, sampling [1.0, 0.3691, 0.7485]. Recommendation = [0.0, 1.0897, 1.1693], Current Cost = 5073.00, Rho = 1.000
(iter 10) [0.0, -0.2993, -0.1767] = 447.5236, sampling [1.0, -1.4529, 1.6598]. Recommendation = [0.0, 1.0897, 1.1693], Current Cost = 5074.00, Rho = 1.000
(iter 10) [0.0, -0.2993, -0.1767] = 447.5236, sampling [1.0, 0.1626, -0.4041]. Recommendation = [0.0, 1.0897, 1.1693], Current Cost = 5075.00, Rho = 1.000
(iter 10) [0.0, -0.2993, -0.1767] = 447.5236, sampling [1.0, -0.4276, -0.4346]. Recommendation = [0.0, 1.0897, 1.1693], Current Cost = 5076.00, Rho = 1.000
(iter 10) [0.0, -0.2993, -0.1767] = 447.5236, sampling [1.0, 0.9623, 0.1284]. Recommendation = [0.0, 1.0897, 1.1693], Current Cost = 5077.00, Rho = 1.000
(iter 10) [0.0, -0.2993, -0.1767] = 447.5236, sampling [1.0, -1.3321, 1.9729]. Recommendation = [0.0, 1.0897, 1.1693], Current Cost = 5078.00, Rho = 1.000
(iter 10) [0.0, -0.2993, -0.1767] = 447.5236, sampling [1.0, -0.7322, -0.3166]. Recommendation = [0.0, 1.0897, 1.1693], Current Cost = 5079.00, Rho = 1.000
(iter 10) [0.0, -0.2993, -0.1767] = 447.5236, sampling [1.0, -0.0652, 0.3369]. Recommendation = [0.0, 1.0897, 1.1693], Current Cost = 5080.00, Rho = 1.000
(iter 10) [0.0, -0.2993, -0.1767] = 447.5236, sampling [1.0, 0.4567, 1.1159]. Recommendation = [0.0, 1.0897, 1.1693], Current Cost = 5081.00, Rho = 1.000
(iter 10) [0.0, -0.2993, -0.1767] = 447.5236, sampling [1.0, -1.0805, 1.5973]. Recommendation = [0.0, 1.0897, 1.1693], Current Cost = 5082.00, Rho = 1.000
(iter 10) [0.0, -0.2993, -0.1767] = 447.5236, sampling [1.0, 0.0706, 0.9609]. Recommendation = [0.0, 1.0897, 1.1693], Current Cost = 5083.00, Rho = 1.000
(iter 10) [0.0, -0.2993, -0.1767] = 447.5236, sampling [1.0, -0.2308, 0.5816]. Recommendation = [0.0, 1.0897, 1.1693], Current Cost = 5084.00, Rho = 1.000
(iter 10) [0.0, -0.2993, -0.1767] = 447.5236, sampling [1.0, -0.4864, 1.0628]. Recommendation = [0.0, 1.0897, 1.1693], Current Cost = 5085.00, Rho = 1.000
(iter 10) [0.0, -0.2993, -0.1767] = 447.5236, sampling [1.0, -1.5254, 1.5595]. Recommendation = [0.0, 1.0897, 1.1693], Current Cost = 5086.00, Rho = 1.000
(iter 10) [0.0, -0.2993, -0.1767] = 447.5236, sampling [1.0, -1.1174, -0.0645]. Recommendation = [0.0, 1.0897, 1.1693], Current Cost = 5087.00, Rho = 1.000
(iter 10) [0.0, -0.2993, -0.1767] = 447.5236, sampling [1.0, 0.6550, -0.4290]. Recommendation = [0.0, 1.0897, 1.1693], Current Cost = 5088.00, Rho = 1.000
(iter 10) [0.0, -0.2993, -0.1767] = 447.5236, sampling [1.0, 0.9131, -0.1256]. Recommendation = [0.0, 1.0897, 1.1693], Current Cost = 5089.00, Rho = 1.000
(iter 10) [0.0, -0.2993, -0.1767] = 447.5236, sampling [1.0, 0.2263, -0.5952]. Recommendation = [0.0, 1.0897, 1.1693], Current Cost = 5090.00, Rho = 1.000
(iter 10) [0.0, -0.2993, -0.1767] = 447.5236, sampling [1.0, -0.8755, 1.9044]. Recommendation = [0.0, 1.0897, 1.1693], Current Cost = 5091.00, Rho = 1.000
(iter 10) [0.0, -0.2993, -0.1767] = 447.5236, sampling [1.0, 1.2184, 0.2574]. Recommendation = [0.0, 1.0897, 1.1693], Current Cost = 5092.00, Rho = 1.000
(iter 10) [0.0, -0.2993, -0.1767] = 447.5236, sampling [1.0, -0.1527, -0.8433]. Recommendation = [0.0, 1.0897, 1.1693], Current Cost = 5093.00, Rho = 1.000
(iter 10) [0.0, -0.2993, -0.1767] = 447.5236, sampling [1.0, -0.5201, -0.5214]. Recommendation = [0.0, 1.0897, 1.1693], Current Cost = 5094.00, Rho = 1.000
(iter 10) [0.0, -0.2993, -0.1767] = 447.5236, sampling [1.0, 1.6872, 1.9932]. Recommendation = [0.0, 1.0897, 1.1693], Current Cost = 5095.00, Rho = 1.000
(iter 10) [0.0, -0.2993, -0.1767] = 447.5236, sampling [1.0, -0.4124, -0.4962]. Recommendation = [0.0, 1.0897, 1.1693], Current Cost = 5096.00, Rho = 1.000
(iter 10) [0.0, -0.2993, -0.1767] = 447.5236, sampling [1.0, 0.7722, 1.8281]. Recommendation = [0.0, 1.0897, 1.1693], Current Cost = 5097.00, Rho = 1.000
(iter 10) [0.0, -0.2993, -0.1767] = 447.5236, sampling [1.0, 0.5942, 1.2810]. Recommendation = [0.0, 1.0897, 1.1693], Current Cost = 5098.00, Rho = 1.000
(iter 10) [0.0, -0.2993, -0.1767] = 447.5236, sampling [1.0, 1.2780, 0.6423]. Recommendation = [0.0, 1.0897, 1.1693], Current Cost = 5099.00, Rho = 1.000
(iter 10) [0.0, -0.2993, -0.1767] = 447.5236, sampling [1.0, -0.4640, 1.3915]. Recommendation = [0.0, 1.0897, 1.1693], Current Cost = 5100.00, Rho = 1.000
(iter 10) [0.0, -0.2993, -0.1767] = 447.5236, sampling [1.0, -0.8955, -0.1452]. Recommendation = [0.0, 1.0897, 1.1693], Current Cost = 5101.00, Rho = 1.000
(iter 10) [0.0, -0.2993, -0.1767] = 447.5236, sampling [1.0, 0.5757, -0.6345]. Recommendation = [0.0, 1.0897, 1.1693], Current Cost = 5102.00, Rho = 1.000
(iter 10) [0.0, -0.2993, -0.1767] = 447.5236, sampling [1.0, 0.1457, 1.1491]. Recommendation = [0.0, 1.0897, 1.1693], Current Cost = 5103.00, Rho = 1.000
(iter 10) [0.0, -0.2993, -0.1767] = 447.5236, sampling [1.0, -1.5855, 1.4651]. Recommendation = [0.0, 1.0897, 1.1693], Current Cost = 5104.00, Rho = 1.000
(iter 10) [0.0, -0.2993, -0.1767] = 447.5236, sampling [1.0, 0.1940, -0.9641]. Recommendation = [0.0, 1.0897, 1.1693], Current Cost = 5105.00, Rho = 1.000
(iter 10) [0.0, -0.2993, -0.1767] = 447.5236, sampling [1.0, 0.9030, -0.3456]. Recommendation = [0.0, 1.0897, 1.1693], Current Cost = 5106.00, Rho = 1.000
(iter 10) [0.0, -0.2993, -0.1767] = 447.5236, sampling [1.0, -0.2558, -0.9426]. Recommendation = [0.0, 1.0897, 1.1693], Current Cost = 5107.00, Rho = 1.000
(iter 10) [0.0, -0.2993, -0.1767] = 447.5236, sampling [1.0, 0.6242, 1.5514]. Recommendation = [0.0, 1.0897, 1.1693], Current Cost = 5108.00, Rho = 1.000
(iter 10) [0.0, -0.2993, -0.1767] = 447.5236, sampling [1.0, -0.4688, 1.1968]. Recommendation = [0.0, 1.0897, 1.1693], Current Cost = 5109.00, Rho = 1.000
(iter 10) [0.0, -0.2993, -0.1767] = 447.5236, sampling [1.0, -0.7735, -0.5585]. Recommendation = [0.0, 1.0897, 1.1693], Current Cost = 5110.00, Rho = 1.000
(iter 10) [0.0, -0.2993, -0.1767] = 447.5236, sampling [1.0, -1.6128, 1.6764]. Recommendation = [0.0, 1.0897, 1.1693], Current Cost = 5111.00, Rho = 1.000
(iter 10) [0.0, -0.2993, -0.1767] = 447.5236, sampling [1.0, -1.8707, -0.8992]. Recommendation = [0.0, 1.0897, 1.1693], Current Cost = 5112.00, Rho = 1.000
(iter 10) [0.0, -0.2993, -0.1767] = 447.5236, sampling [1.0, -0.6064, -0.7195]. Recommendation = [0.0, 1.0897, 1.1693], Current Cost = 5113.00, Rho = 1.000
(iter 10) [0.0, -0.2993, -0.1767] = 447.5236, sampling [1.0, 0.4745, -0.8782]. Recommendation = [0.0, 1.0897, 1.1693], Current Cost = 5114.00, Rho = 1.000
(iter 10) [0.0, -0.2993, -0.1767] = 447.5236, sampling [1.0, 1.7439, 1.8427]. Recommendation = [0.0, 1.0897, 1.1693], Current Cost = 5115.00, Rho = 1.000
(iter 10) [0.0, -0.2993, -0.1767] = 447.5236, sampling [1.0, 0.4118, 1.4085]. Recommendation = [0.0, 1.0897, 1.1693], Current Cost = 5116.00, Rho = 1.000
(iter 10) [0.0, -0.2993, -0.1767] = 447.5236, sampling [1.0, 0.5105, 1.1340]. Recommendation = [0.0, 1.0897, 1.1693], Current Cost = 5117.00, Rho = 1.000
(iter 10) [0.0, -0.2993, -0.1767] = 447.5236, sampling [1.0, 1.3213, 0.4577]. Recommendation = [0.0, 1.0897, 1.1693], Current Cost = 5118.00, Rho = 1.000
(iter 10) [0.0, -0.2993, -0.1767] = 447.5236, sampling [1.0, 0.0022, 1.2273]. Recommendation = [0.0, 1.0897, 1.1693], Current Cost = 5119.00, Rho = 1.000
(iter 10) [0.0, -0.2993, -0.1767] = 447.5236, sampling [1.0, 1.3483, -0.2310]. Recommendation = [0.0, 1.0897, 1.1693], Current Cost = 5120.00, Rho = 1.000
(iter 10) [0.0, -0.2993, -0.1767] = 447.5236, sampling [1.0, -1.6758, 1.0830]. Recommendation = [0.0, 1.0897, 1.1693], Current Cost = 5121.00, Rho = 1.000
(iter 10) [0.0, -0.2993, -0.1767] = 447.5236, sampling [1.0, -0.5871, 1.2402]. Recommendation = [0.0, 1.0897, 1.1693], Current Cost = 5122.00, Rho = 1.000
(iter 10) [0.0, -0.2993, -0.1767] = 447.5236, sampling [1.0, -0.3189, 1.3313]. Recommendation = [0.0, 1.0897, 1.1693], Current Cost = 5123.00, Rho = 1.000
(iter 10) [0.0, -0.2993, -0.1767] = 447.5236, sampling [1.0, 1.5781, 0.8886]. Recommendation = [0.0, 1.0897, 1.1693], Current Cost = 5124.00, Rho = 1.000
(iter 10) [0.0, -0.2993, -0.1767] = 447.5236, sampling [1.0, 0.5795, 1.7411]. Recommendation = [0.0, 1.0897, 1.1693], Current Cost = 5125.00, Rho = 1.000
(iter 10) [0.0, -0.2993, -0.1767] = 447.5236, sampling [1.0, 0.8079, -0.7535]. Recommendation = [0.0, 1.0897, 1.1693], Current Cost = 5126.00, Rho = 1.000
(iter 10) [0.0, -0.2993, -0.1767] = 447.5236, sampling [1.0, -0.5114, -0.9791]. Recommendation = [0.0, 1.0897, 1.1693], Current Cost = 5127.00, Rho = 1.000
(iter 10) [0.0, -0.2993, -0.1767] = 447.5236, sampling [1.0, 0.8711, -0.4485]. Recommendation = [0.0, 1.0897, 1.1693], Current Cost = 5128.00, Rho = 1.000
(iter 10) [0.0, -0.2993, -0.1767] = 447.5236, sampling [1.0, -0.3863, 1.4968]. Recommendation = [0.0, 1.0897, 1.1693], Current Cost = 5129.00, Rho = 1.000
(iter 10) [0.0, -0.2993, -0.1767] = 447.5236, sampling [1.0, 0.3288, -1.1899]. Recommendation = [0.0, 1.0897, 1.1693], Current Cost = 5130.00, Rho = 1.000
(iter 10) [0.0, -0.2993, -0.1767] = 447.5236, sampling [1.0, 0.0979, 1.0957]. Recommendation = [0.0, 1.0897, 1.1693], Current Cost = 5131.00, Rho = 1.000
(iter 10) [0.0, -0.2993, -0.1767] = 447.5236, sampling [1.0, 1.0213, -0.1672]. Recommendation = [0.0, 1.0897, 1.1693], Current Cost = 5132.00, Rho = 1.000
(iter 10) [0.0, -0.2993, -0.1767] = 447.5236, sampling [1.0, -1.6970, 1.6898]. Recommendation = [0.0, 1.0897, 1.1693], Current Cost = 5133.00, Rho = 1.000
(iter 10) [0.0, -0.2993, -0.1767] = 447.5236, sampling [1.0, 0.2999, 1.4394]. Recommendation = [0.0, 1.0897, 1.1693], Current Cost = 5134.00, Rho = 1.000
(iter 10) [0.0, -0.2993, -0.1767] = 447.5236, sampling [1.0, 0.6641, -0.9528]. Recommendation = [0.0, 1.0897, 1.1693], Current Cost = 5135.00, Rho = 1.000
(iter 10) [0.0, -0.2993, -0.1767] = 447.5236, sampling [1.0, 1.9145, 1.7979]. Recommendation = [0.0, 1.0897, 1.1693], Current Cost = 5136.00, Rho = 1.000
(iter 10) [0.0, -0.2993, -0.1767] = 447.5236, sampling [1.0, -1.3084, 0.2114]. Recommendation = [0.0, 1.0897, 1.1693], Current Cost = 5137.00, Rho = 1.000
(iter 10) [0.0, -0.2993, -0.1767] = 447.5236, sampling [1.0, 1.6524, 0.3872]. Recommendation = [0.0, 1.0897, 1.1693], Current Cost = 5138.00, Rho = 1.000
(iter 10) [0.0, -0.2993, -0.1767] = 447.5236, sampling [1.0, -0.2846, 1.7785]. Recommendation = [0.0, 1.0897, 1.1693], Current Cost = 5139.00, Rho = 1.000
(iter 10) [0.0, -0.2993, -0.1767] = 447.5236, sampling [1.0, -0.0010, -1.5394]. Recommendation = [0.0, 1.0897, 1.1693], Current Cost = 5140.00, Rho = 1.000
(iter 10) [0.0, -0.2993, -0.1767] = 447.5236, sampling [1.0, 0.2717, -1.3692]. Recommendation = [0.0, 1.0897, 1.1693], Current Cost = 5141.00, Rho = 1.000
(iter 10) [0.0, -0.2993, -0.1767] = 447.5236, sampling [1.0, 0.4928, -1.1436]. Recommendation = [0.0, 1.0897, 1.1693], Current Cost = 5142.00, Rho = 1.000
(iter 10) [0.0, -0.2993, -0.1767] = 447.5236, sampling [1.0, 0.1345, 1.6154]. Recommendation = [0.0, 1.0897, 1.1693], Current Cost = 5143.00, Rho = 1.000
(iter 10) [0.0, -0.2993, -0.1767] = 447.5236, sampling [1.0, -1.2128, 0.0722]. Recommendation = [0.0, 1.0897, 1.1693], Current Cost = 5144.00, Rho = 1.000
(iter 10) [0.0, -0.2993, -0.1767] = 447.5236, sampling [1.0, -0.5317, -1.4649]. Recommendation = [0.0, 1.0897, 1.1693], Current Cost = 5145.00, Rho = 1.000
(iter 10) [0.0, -0.2993, -0.1767] = 447.5236, sampling [1.0, -0.2175, -1.6887]. Recommendation = [0.0, 1.0897, 1.1693], Current Cost = 5146.00, Rho = 1.000
(iter 10) [0.0, -0.2993, -0.1767] = 447.5236, sampling [1.0, -1.0881, -0.2817]. Recommendation = [0.0, 1.0897, 1.1693], Current Cost = 5147.00, Rho = 1.000
(iter 10) [0.0, -0.2993, -0.1767] = 447.5236, sampling [1.0, 1.1889, -0.6158]. Recommendation = [0.0, 1.0897, 1.1693], Current Cost = 5148.00, Rho = 1.000
(iter 10) [0.0, -0.2993, -0.1767] = 447.5236, sampling [1.0, 0.7442, -0.8258]. Recommendation = [0.0, 1.0897, 1.1693], Current Cost = 5149.00, Rho = 1.000
(iter 10) [0.0, -0.2993, -0.1767] = 447.5236, sampling [1.0, 0.2446, -1.6384]. Recommendation = [0.0, 1.0897, 1.1693], Current Cost = 5150.00, Rho = 1.000
