(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, 0.1495, 0.7392]. Recommendation = [0.0, -0.0050, 0.3236], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, 0.2056, -0.1083]. Recommendation = [0.0, 0.9809, 0.8765], Current Cost = 5029.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, -1.0834, 0.4384]. Recommendation = [0.0, 0.9809, 0.8765], Current Cost = 5030.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, 1.0448, 1.4246]. Recommendation = [0.0, 0.9809, 0.8765], Current Cost = 5031.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, 1.2026, 1.4461]. Recommendation = [0.0, 0.9809, 0.8765], Current Cost = 5032.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, 1.1144, 0.6254]. Recommendation = [0.0, 1.2026, 1.4461], Current Cost = 5033.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, 0.3993, 0.7256]. Recommendation = [0.0, 1.2026, 1.4461], Current Cost = 5034.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, -0.1458, -0.3886]. Recommendation = [0.0, 1.2026, 1.4461], Current Cost = 5035.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, 0.1379, -0.3027]. Recommendation = [0.0, 1.2026, 1.4461], Current Cost = 5036.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, 0.7621, -0.0316]. Recommendation = [0.0, 1.2026, 1.4461], Current Cost = 5037.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, -0.9653, 0.9875]. Recommendation = [0.0, 1.2026, 1.4461], Current Cost = 5038.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, -0.7632, 0.9629]. Recommendation = [0.0, 1.2026, 1.4461], Current Cost = 5039.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, 1.0845, 1.6329]. Recommendation = [0.0, 1.2026, 1.4461], Current Cost = 5040.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, 0.0409, 0.3669]. Recommendation = [0.0, 1.2026, 1.4461], Current Cost = 5041.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, -0.1028, 0.2972]. Recommendation = [0.0, 1.2026, 1.4461], Current Cost = 5042.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, -0.4998, 0.6049]. Recommendation = [0.0, 1.2026, 1.4461], Current Cost = 5043.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, 1.3445, 1.5978]. Recommendation = [0.0, 1.2026, 1.4461], Current Cost = 5044.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, 1.2356, 1.7973]. Recommendation = [0.0, 1.2026, 1.4461], Current Cost = 5045.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, 1.3319, 1.8140]. Recommendation = [0.0, 1.2026, 1.4461], Current Cost = 5046.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, 1.4256, 1.9493]. Recommendation = [0.0, 1.2026, 1.4461], Current Cost = 5047.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, 1.6951, 1.6072]. Recommendation = [0.0, 1.2026, 1.4461], Current Cost = 5048.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, 0.8598, 1.9655]. Recommendation = [0.0, 1.2026, 1.4461], Current Cost = 5049.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, 1.2694, 1.8507]. Recommendation = [0.0, 1.2026, 1.4461], Current Cost = 5050.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, -0.1963, 0.8474]. Recommendation = [0.0, 1.2026, 1.4461], Current Cost = 5051.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, -0.1907, 0.2395]. Recommendation = [0.0, 1.2026, 1.4461], Current Cost = 5052.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, -1.0119, 1.0179]. Recommendation = [0.0, 1.2026, 1.4461], Current Cost = 5053.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, -1.1208, 1.3183]. Recommendation = [0.0, 1.2026, 1.4461], Current Cost = 5054.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, -1.1486, 1.0768]. Recommendation = [0.0, 1.2026, 1.4461], Current Cost = 5055.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, -0.8223, 1.5625]. Recommendation = [0.0, 1.2026, 1.4461], Current Cost = 5056.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, -1.2660, 1.4193]. Recommendation = [0.0, 1.2026, 1.4461], Current Cost = 5057.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, -1.0926, 1.4867]. Recommendation = [0.0, 1.2026, 1.4461], Current Cost = 5058.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, -1.3772, 1.4915]. Recommendation = [0.0, 1.2026, 1.4461], Current Cost = 5059.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, -0.6801, -0.2146]. Recommendation = [0.0, 1.2026, 1.4461], Current Cost = 5060.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, 0.3127, 0.6171]. Recommendation = [0.0, 1.2026, 1.4461], Current Cost = 5061.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, -1.7068, 1.3345]. Recommendation = [0.0, 1.2026, 1.4461], Current Cost = 5062.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, 0.4265, -0.3585]. Recommendation = [0.0, 1.2026, 1.4461], Current Cost = 5063.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, 0.2338, -0.4030]. Recommendation = [0.0, 1.2026, 1.4461], Current Cost = 5064.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, 0.6683, -0.1161]. Recommendation = [0.0, 1.2026, 1.4461], Current Cost = 5065.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, 1.1467, 0.4211]. Recommendation = [0.0, 1.2026, 1.4461], Current Cost = 5066.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, 1.3672, 1.2844]. Recommendation = [0.0, 1.2026, 1.4461], Current Cost = 5067.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, -1.1057, 1.6895]. Recommendation = [0.0, 1.2026, 1.4461], Current Cost = 5068.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, 0.8274, 1.4716]. Recommendation = [0.0, 1.2026, 1.4461], Current Cost = 5069.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, -0.1202, -0.5929]. Recommendation = [0.0, 1.2026, 1.4461], Current Cost = 5070.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, -0.3985, -0.5161]. Recommendation = [0.0, 1.2026, 1.4461], Current Cost = 5071.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, -0.2747, 1.5331]. Recommendation = [0.0, 1.2026, 1.4461], Current Cost = 5072.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, 1.3097, 0.7158]. Recommendation = [0.0, 1.2026, 1.4461], Current Cost = 5073.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, 0.2870, 0.5026]. Recommendation = [0.0, 1.2026, 1.4461], Current Cost = 5074.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, 0.9671, 0.0687]. Recommendation = [0.0, 1.2026, 1.4461], Current Cost = 5075.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, -1.2018, -0.0130]. Recommendation = [0.0, 1.2026, 1.4461], Current Cost = 5076.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, 0.1276, -0.6441]. Recommendation = [0.0, 1.2026, 1.4461], Current Cost = 5077.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, 0.3771, -0.3789]. Recommendation = [0.0, 1.2026, 1.4461], Current Cost = 5078.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, -1.1883, 1.8768]. Recommendation = [0.0, 1.2026, 1.4461], Current Cost = 5079.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, -1.0371, 1.7343]. Recommendation = [0.0, 1.2026, 1.4461], Current Cost = 5080.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, 0.7404, -0.2413]. Recommendation = [0.0, 1.2026, 1.4461], Current Cost = 5081.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, 1.4983, 1.1723]. Recommendation = [0.0, 1.2026, 1.4461], Current Cost = 5082.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, 0.0842, 0.9298]. Recommendation = [0.0, 1.2026, 1.4461], Current Cost = 5083.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, 0.3524, -0.6206]. Recommendation = [0.0, 1.2026, 1.4461], Current Cost = 5084.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, -1.5389, 1.9927]. Recommendation = [0.0, 1.2026, 1.4461], Current Cost = 5085.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, -1.5802, 1.8672]. Recommendation = [0.0, 1.2026, 1.4461], Current Cost = 5086.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, -1.3304, 0.7606]. Recommendation = [0.0, 1.2026, 1.4461], Current Cost = 5087.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, -0.6902, -0.1471]. Recommendation = [0.0, 1.2026, 1.4461], Current Cost = 5088.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, -0.9556, 1.7676]. Recommendation = [0.0, 1.2026, 1.4461], Current Cost = 5089.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, -0.5650, 1.1342]. Recommendation = [0.0, 1.2026, 1.4461], Current Cost = 5090.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, -1.8899, 1.9737]. Recommendation = [0.0, 1.2026, 1.4461], Current Cost = 5091.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, -0.0582, -0.9019]. Recommendation = [0.0, 1.2026, 1.4461], Current Cost = 5092.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, 1.2292, 0.1250]. Recommendation = [0.0, 1.2026, 1.4461], Current Cost = 5093.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, 0.7891, 1.5700]. Recommendation = [0.0, 1.2026, 1.4461], Current Cost = 5094.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, 0.3384, -0.7583]. Recommendation = [0.0, 1.2026, 1.4461], Current Cost = 5095.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, -0.8468, -0.5830]. Recommendation = [0.0, 1.2026, 1.4461], Current Cost = 5096.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, 0.8013, -0.5612]. Recommendation = [0.0, 1.2026, 1.4461], Current Cost = 5097.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, 0.4152, 1.2564]. Recommendation = [0.0, 1.2026, 1.4461], Current Cost = 5098.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, -0.6330, 1.7589]. Recommendation = [0.0, 1.2026, 1.4461], Current Cost = 5099.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, -1.0478, 0.1800]. Recommendation = [0.0, 1.2026, 1.4461], Current Cost = 5100.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, 0.8395, -0.2803]. Recommendation = [0.0, 1.2026, 1.4461], Current Cost = 5101.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, 0.4988, 1.8985]. Recommendation = [0.0, 1.2026, 1.4461], Current Cost = 5102.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, 0.4537, -0.7156]. Recommendation = [0.0, 1.2026, 1.4461], Current Cost = 5103.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, 1.6378, 0.7874]. Recommendation = [0.0, 1.2026, 1.4461], Current Cost = 5104.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, -0.3716, -1.1608]. Recommendation = [0.0, 1.2026, 1.4461], Current Cost = 5105.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, -1.0702, 0.3970]. Recommendation = [0.0, 1.2026, 1.4461], Current Cost = 5106.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, -1.2993, 0.3695]. Recommendation = [0.0, 1.2026, 1.4461], Current Cost = 5107.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, -0.5365, 1.4012]. Recommendation = [0.0, 1.2026, 1.4461], Current Cost = 5108.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, 0.2906, -0.8744]. Recommendation = [0.0, 1.2026, 1.4461], Current Cost = 5109.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, 0.0147, -0.9449]. Recommendation = [0.0, 1.2026, 1.4461], Current Cost = 5110.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, -0.1307, -0.9951]. Recommendation = [0.0, 1.2026, 1.4461], Current Cost = 5111.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, -0.8703, 1.7245]. Recommendation = [0.0, 1.2026, 1.4461], Current Cost = 5112.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, -0.4637, 1.1173]. Recommendation = [0.0, 1.2026, 1.4461], Current Cost = 5113.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, 0.7252, 1.5113]. Recommendation = [0.0, 1.2026, 1.4461], Current Cost = 5114.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, -0.8849, -1.0621]. Recommendation = [0.0, 1.2026, 1.4461], Current Cost = 5115.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, 1.1002, -0.2313]. Recommendation = [0.0, 1.2026, 1.4461], Current Cost = 5116.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, -1.6157, 0.9101]. Recommendation = [0.0, 1.2026, 1.4461], Current Cost = 5117.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, -0.9942, -0.3283]. Recommendation = [0.0, 1.2026, 1.4461], Current Cost = 5118.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, 0.6051, -0.8037]. Recommendation = [0.0, 1.2026, 1.4461], Current Cost = 5119.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, -0.0811, 1.3753]. Recommendation = [0.0, 1.2026, 1.4461], Current Cost = 5120.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, 0.0315, -1.2165]. Recommendation = [0.0, 1.2026, 1.4461], Current Cost = 5121.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, 1.9516, 1.6641]. Recommendation = [0.0, 1.2026, 1.4461], Current Cost = 5122.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, 0.3235, -1.0961]. Recommendation = [0.0, 1.2026, 1.4461], Current Cost = 5123.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, 0.5438, 1.5505]. Recommendation = [0.0, 1.2026, 1.4461], Current Cost = 5124.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, -0.3425, 1.9358]. Recommendation = [0.0, 1.2026, 1.4461], Current Cost = 5125.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, -1.8537, -0.1828]. Recommendation = [0.0, 1.2026, 1.4461], Current Cost = 5126.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, 0.4810, -1.0339]. Recommendation = [0.0, 1.2026, 1.4461], Current Cost = 5127.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, -0.7458, -0.6252]. Recommendation = [0.0, 1.2026, 1.4461], Current Cost = 5128.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, -0.2627, -1.4346]. Recommendation = [0.0, 1.2026, 1.4461], Current Cost = 5129.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, 0.2114, -1.1819]. Recommendation = [0.0, 1.2026, 1.4461], Current Cost = 5130.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, 0.9474, -0.6961]. Recommendation = [0.0, 1.2026, 1.4461], Current Cost = 5131.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, 1.5159, 1.0553]. Recommendation = [0.0, 1.2026, 1.4461], Current Cost = 5132.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, 0.1651, 1.6549]. Recommendation = [0.0, 1.2026, 1.4461], Current Cost = 5133.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, -0.5965, -1.0485]. Recommendation = [0.0, 1.2026, 1.4461], Current Cost = 5134.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, 1.8015, -0.2064]. Recommendation = [0.0, 1.2026, 1.4461], Current Cost = 5135.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, 0.0606, -1.3561]. Recommendation = [0.0, 1.2026, 1.4461], Current Cost = 5136.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, -0.4025, -1.9647]. Recommendation = [0.0, 1.2026, 1.4461], Current Cost = 5137.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, -1.4229, 0.6644]. Recommendation = [0.0, 1.2026, 1.4461], Current Cost = 5138.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, 0.7125, -0.9405]. Recommendation = [0.0, 1.2026, 1.4461], Current Cost = 5139.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, 0.2468, -1.4040]. Recommendation = [0.0, 1.2026, 1.4461], Current Cost = 5140.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, 0.6728, 1.9139]. Recommendation = [0.0, 1.2026, 1.4461], Current Cost = 5141.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, 1.7686, 1.2158]. Recommendation = [0.0, 1.2026, 1.4461], Current Cost = 5142.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, -0.0435, -1.5361]. Recommendation = [0.0, 1.2026, 1.4461], Current Cost = 5143.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, -0.4319, -1.3212]. Recommendation = [0.0, 1.2026, 1.4461], Current Cost = 5144.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, 0.5238, -1.1346]. Recommendation = [0.0, 1.2026, 1.4461], Current Cost = 5145.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, 0.6510, -0.7894]. Recommendation = [0.0, 1.2026, 1.4461], Current Cost = 5146.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, 1.3152, 0.6929]. Recommendation = [0.0, 1.2026, 1.4461], Current Cost = 5147.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, -0.0713, 1.6311]. Recommendation = [0.0, 1.2026, 1.4461], Current Cost = 5148.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, -1.2480, 0.1366]. Recommendation = [0.0, 1.2026, 1.4461], Current Cost = 5149.00, Rho = 1.000
(iter 10) [0.0, 0.1876, 0.0924] = 455.3123, sampling [1.0, 0.0965, -1.9093]. Recommendation = [0.0, 1.2026, 1.4461], Current Cost = 5150.00, Rho = 1.000
