(iter 5) [0.0, -0.7102, -0.0816] = 419.0500, sampling [0.0, 0.1048, -0.0335]. Recommendation = [0.0, -0.7102, -0.0816], Current Cost = 5000.00, Rho = -1.230
(iter 13) [0.0, 0.5466, 0.2847] = 456.0745, sampling [0.0, 0.8152, 0.4883]. Recommendation = [0.0, 0.5466, 0.2847], Current Cost = 22000.00, Rho = -1.230
(iter 13) [0.0, 0.5466, 0.2847] = 456.0745, sampling [0.0, 0.7885, 0.2495]. Recommendation = [0.0, 0.5466, 0.2847], Current Cost = 23000.00, Rho = -1.230
(iter 13) [0.0, 0.5466, 0.2847] = 456.0745, sampling [0.0, 0.8656, 0.0027]. Recommendation = [0.0, 0.5466, 0.2847], Current Cost = 24000.00, Rho = -1.230
(iter 13) [0.0, 0.5466, 0.2847] = 456.0745, sampling [0.0, -0.7344, 0.8195]. Recommendation = [0.0, 0.5466, 0.2847], Current Cost = 25000.00, Rho = -1.230
(iter 13) [0.0, 0.5466, 0.2847] = 456.0745, sampling [0.0, -0.8294, 0.6737]. Recommendation = [0.0, 0.5466, 0.2847], Current Cost = 26000.00, Rho = -1.230
(iter 13) [0.0, 0.5466, 0.2847] = 456.0745, sampling [0.0, 0.7839, 0.9553]. Recommendation = [0.0, 0.5466, 0.2847], Current Cost = 27000.00, Rho = -1.230
(iter 13) [0.0, 0.5466, 0.2847] = 456.0745, sampling [0.0, 0.4350, 0.3585]. Recommendation = [0.0, 0.5466, 0.2847], Current Cost = 28000.00, Rho = -1.230
(iter 13) [0.0, 0.5466, 0.2847] = 456.0745, sampling [0.0, 0.3747, 0.0770]. Recommendation = [0.0, 0.5466, 0.2847], Current Cost = 29000.00, Rho = -1.230
(iter 13) [0.0, 0.5466, 0.2847] = 456.0745, sampling [0.0, -1.2367, 0.8687]. Recommendation = [0.0, 0.5466, 0.2847], Current Cost = 30000.00, Rho = -1.230
(iter 13) [0.0, 0.5466, 0.2847] = 456.0745, sampling [0.0, -0.9831, 0.8509]. Recommendation = [0.0, 0.5466, 0.2847], Current Cost = 31000.00, Rho = -1.230
(iter 13) [0.0, 0.5466, 0.2847] = 456.0745, sampling [0.0, -1.2761, 0.3862]. Recommendation = [0.0, 0.5466, 0.2847], Current Cost = 32000.00, Rho = -1.230
(iter 13) [0.0, 0.5466, 0.2847] = 456.0745, sampling [0.0, -1.0281, 1.2156]. Recommendation = [0.0, 0.5466, 0.2847], Current Cost = 33000.00, Rho = -1.230
(iter 13) [0.0, 0.5466, 0.2847] = 456.0745, sampling [0.0, -0.7625, 1.3523]. Recommendation = [0.0, 0.5466, 0.2847], Current Cost = 34000.00, Rho = -1.230
(iter 13) [0.0, 0.5466, 0.2847] = 456.0745, sampling [0.0, -0.8784, 0.9395]. Recommendation = [0.0, 0.5466, 0.2847], Current Cost = 35000.00, Rho = -1.230
(iter 13) [0.0, 0.5466, 0.2847] = 456.0745, sampling [0.0, -0.3641, 1.0813]. Recommendation = [0.0, 0.5466, 0.2847], Current Cost = 36000.00, Rho = -1.230
(iter 13) [0.0, 0.5466, 0.2847] = 456.0745, sampling [0.0, -1.2259, 1.1967]. Recommendation = [0.0, 0.5466, 0.2847], Current Cost = 37000.00, Rho = -1.230
(iter 13) [0.0, 0.5466, 0.2847] = 456.0745, sampling [0.0, -1.1944, 1.6015]. Recommendation = [0.0, 0.5466, 0.2847], Current Cost = 38000.00, Rho = -1.230
(iter 13) [0.0, 0.5466, 0.2847] = 456.0745, sampling [0.0, -1.6159, 1.5760]. Recommendation = [0.0, 0.5466, 0.2847], Current Cost = 39000.00, Rho = -1.230
(iter 13) [0.0, 0.5466, 0.2847] = 456.0745, sampling [0.0, -1.1627, 1.4654]. Recommendation = [0.0, 0.5466, 0.2847], Current Cost = 40000.00, Rho = -1.230
(iter 13) [0.0, 0.5466, 0.2847] = 456.0745, sampling [0.0, -0.9655, 1.7322]. Recommendation = [0.0, 0.5466, 0.2847], Current Cost = 41000.00, Rho = -1.230
(iter 13) [0.0, 0.5466, 0.2847] = 456.0745, sampling [0.0, 0.3145, 0.5435]. Recommendation = [0.0, 0.5466, 0.2847], Current Cost = 42000.00, Rho = -1.230
(iter 13) [0.0, 0.5466, 0.2847] = 456.0745, sampling [0.0, -0.4763, -0.1637]. Recommendation = [0.0, 0.5466, 0.2847], Current Cost = 43000.00, Rho = -1.230
(iter 13) [0.0, 0.5466, 0.2847] = 456.0745, sampling [0.0, -0.2832, -0.1483]. Recommendation = [0.0, 0.5466, 0.2847], Current Cost = 44000.00, Rho = -1.230
(iter 13) [0.0, 0.5466, 0.2847] = 456.0745, sampling [0.0, 0.0506, -0.5732]. Recommendation = [0.0, 0.5466, 0.2847], Current Cost = 45000.00, Rho = -1.230
(iter 13) [0.0, 0.5466, 0.2847] = 456.0745, sampling [0.0, 0.8619, 1.1382]. Recommendation = [0.0, 0.5466, 0.2847], Current Cost = 46000.00, Rho = -1.230
(iter 13) [0.0, 0.5466, 0.2847] = 456.0745, sampling [0.0, 0.2541, 0.3731]. Recommendation = [0.0, 0.5466, 0.2847], Current Cost = 47000.00, Rho = -1.230
(iter 13) [0.0, 0.5466, 0.2847] = 456.0745, sampling [0.0, -0.9297, 1.4394]. Recommendation = [0.0, 0.5466, 0.2847], Current Cost = 48000.00, Rho = -1.230
(iter 13) [0.0, 0.5466, 0.2847] = 456.0745, sampling [0.0, -1.6318, 1.1003]. Recommendation = [0.0, 0.5466, 0.2847], Current Cost = 49000.00, Rho = -1.230
(iter 13) [0.0, 0.5466, 0.2847] = 456.0745, sampling [0.0, -1.2924, 1.9904]. Recommendation = [0.0, 0.5466, 0.2847], Current Cost = 50000.00, Rho = -1.230
(iter 13) [0.0, 0.5466, 0.2847] = 456.0745, sampling [0.0, -1.3848, 1.7805]. Recommendation = [0.0, 0.5466, 0.2847], Current Cost = 51000.00, Rho = -1.230
(iter 13) [0.0, 0.5466, 0.2847] = 456.0745, sampling [0.0, -1.5622, 1.9745]. Recommendation = [0.0, 0.5466, 0.2847], Current Cost = 52000.00, Rho = -1.230
(iter 13) [0.0, 0.5466, 0.2847] = 456.0745, sampling [0.0, -0.0741, 0.7253]. Recommendation = [0.0, 0.5466, 0.2847], Current Cost = 53000.00, Rho = -1.230
(iter 13) [0.0, 0.5466, 0.2847] = 456.0745, sampling [0.0, 0.2832, 0.8872]. Recommendation = [0.0, 0.5466, 0.2847], Current Cost = 54000.00, Rho = -1.230
(iter 13) [0.0, 0.5466, 0.2847] = 456.0745, sampling [0.0, -1.1243, 1.2481]. Recommendation = [0.0, 0.5466, 0.2847], Current Cost = 55000.00, Rho = -1.230
(iter 13) [0.0, 0.5466, 0.2847] = 456.0745, sampling [0.0, 1.1970, 0.9166]. Recommendation = [0.0, 0.5466, 0.2847], Current Cost = 56000.00, Rho = -1.230
(iter 13) [0.0, 0.5466, 0.2847] = 456.0745, sampling [0.0, 1.4520, 1.5997]. Recommendation = [0.0, 0.5466, 0.2847], Current Cost = 57000.00, Rho = -1.230
(iter 13) [0.0, 0.5466, 0.2847] = 456.0745, sampling [0.0, 1.4958, 1.2997]. Recommendation = [0.0, 0.5466, 0.2847], Current Cost = 58000.00, Rho = -1.230
(iter 13) [0.0, 0.5466, 0.2847] = 456.0745, sampling [0.0, 1.1243, 1.8243]. Recommendation = [0.0, 0.5466, 0.2847], Current Cost = 59000.00, Rho = -1.230
(iter 13) [0.0, 0.5466, 0.2847] = 456.0745, sampling [0.0, 1.5375, 1.8920]. Recommendation = [0.0, 0.5466, 0.2847], Current Cost = 60000.00, Rho = -1.230
(iter 13) [0.0, 0.5466, 0.2847] = 456.0745, sampling [0.0, 1.3892, 1.8487]. Recommendation = [0.0, 0.5466, 0.2847], Current Cost = 61000.00, Rho = -1.230
(iter 13) [0.0, 0.5466, 0.2847] = 456.0745, sampling [0.0, 0.7423, 1.9487]. Recommendation = [0.0, 0.5466, 0.2847], Current Cost = 62000.00, Rho = -1.230
(iter 13) [0.0, 0.5466, 0.2847] = 456.0745, sampling [0.0, 1.2813, 1.8204]. Recommendation = [0.0, 0.5466, 0.2847], Current Cost = 63000.00, Rho = -1.230
(iter 13) [0.0, 0.5466, 0.2847] = 456.0745, sampling [0.0, 1.0869, 0.5656]. Recommendation = [0.0, 0.5466, 0.2847], Current Cost = 64000.00, Rho = -1.230
(iter 13) [0.0, 0.5466, 0.2847] = 456.0745, sampling [0.0, 1.8114, 1.4186]. Recommendation = [0.0, 0.5466, 0.2847], Current Cost = 65000.00, Rho = -1.230
(iter 13) [0.0, 0.5466, 0.2847] = 456.0745, sampling [0.0, 1.0323, -0.7378]. Recommendation = [0.0, 0.5466, 0.2847], Current Cost = 66000.00, Rho = -1.230
(iter 13) [0.0, 0.5466, 0.2847] = 456.0745, sampling [0.0, 1.0122, 0.2305]. Recommendation = [0.0, 0.5466, 0.2847], Current Cost = 67000.00, Rho = -1.230
(iter 13) [0.0, 0.5466, 0.2847] = 456.0745, sampling [0.0, -0.5664, 1.7692]. Recommendation = [0.0, 0.5466, 0.2847], Current Cost = 68000.00, Rho = -1.230
(iter 13) [0.0, 0.5466, 0.2847] = 456.0745, sampling [0.0, 0.7252, 0.2603]. Recommendation = [0.0, 0.5466, 0.2847], Current Cost = 69000.00, Rho = -1.230
(iter 13) [0.0, 0.5466, 0.2847] = 456.0745, sampling [0.0, 1.1619, 1.9612]. Recommendation = [0.0, 0.5466, 0.2847], Current Cost = 70000.00, Rho = -1.230
(iter 13) [0.0, 0.5466, 0.2847] = 456.0745, sampling [0.0, 0.6025, -0.2714]. Recommendation = [0.0, 0.5466, 0.2847], Current Cost = 71000.00, Rho = -1.230
(iter 13) [0.0, 0.5466, 0.2847] = 456.0745, sampling [0.0, -0.1752, -0.6609]. Recommendation = [0.0, 0.5466, 0.2847], Current Cost = 72000.00, Rho = -1.230
(iter 13) [0.0, 0.5466, 0.2847] = 456.0745, sampling [0.0, -0.5128, -0.4562]. Recommendation = [0.0, 0.5466, 0.2847], Current Cost = 73000.00, Rho = -1.230
(iter 13) [0.0, 0.5466, 0.2847] = 456.0745, sampling [0.0, -1.7839, 1.8633]. Recommendation = [0.0, 0.5466, 0.2847], Current Cost = 74000.00, Rho = -1.230
(iter 13) [0.0, 0.5466, 0.2847] = 456.0745, sampling [0.0, -1.4672, 1.6787]. Recommendation = [0.0, 0.5466, 0.2847], Current Cost = 75000.00, Rho = -1.230
(iter 13) [0.0, 0.5466, 0.2847] = 456.0745, sampling [0.0, -0.6479, -0.2136]. Recommendation = [0.0, 0.5466, 0.2847], Current Cost = 76000.00, Rho = -1.230
(iter 13) [0.0, 0.5466, 0.2847] = 456.0745, sampling [0.0, 0.3862, 0.3419]. Recommendation = [0.0, 0.5466, 0.2847], Current Cost = 77000.00, Rho = -1.230
(iter 13) [0.0, 0.5466, 0.2847] = 456.0745, sampling [0.0, 1.2603, 1.8837]. Recommendation = [0.0, 0.5466, 0.2847], Current Cost = 78000.00, Rho = -1.230
(iter 13) [0.0, 0.5466, 0.2847] = 456.0745, sampling [0.0, -1.4436, 1.8042]. Recommendation = [0.0, 0.5466, 0.2847], Current Cost = 79000.00, Rho = -1.230
(iter 13) [0.0, 0.5466, 0.2847] = 456.0745, sampling [0.0, -0.8855, 1.3312]. Recommendation = [0.0, 0.5466, 0.2847], Current Cost = 80000.00, Rho = -1.230
(iter 13) [0.0, 0.5466, 0.2847] = 456.0745, sampling [0.0, 0.4658, 1.3909]. Recommendation = [0.0, 0.5466, 0.2847], Current Cost = 81000.00, Rho = -1.230
(iter 13) [0.0, 0.5466, 0.2847] = 456.0745, sampling [0.0, -1.0492, 1.2651]. Recommendation = [0.0, 0.5466, 0.2847], Current Cost = 82000.00, Rho = -1.230
(iter 13) [0.0, 0.5466, 0.2847] = 456.0745, sampling [0.0, 0.0257, 1.1062]. Recommendation = [0.0, 0.5466, 0.2847], Current Cost = 83000.00, Rho = -1.230
(iter 13) [0.0, 0.5466, 0.2847] = 456.0745, sampling [0.0, 0.4522, -0.8271]. Recommendation = [0.0, 0.5466, 0.2847], Current Cost = 84000.00, Rho = -1.230
(iter 13) [0.0, 0.5466, 0.2847] = 456.0745, sampling [0.0, 0.2906, -0.6191]. Recommendation = [0.0, 0.5466, 0.2847], Current Cost = 85000.00, Rho = -1.230
(iter 13) [0.0, 0.5466, 0.2847] = 456.0745, sampling [0.0, 0.8944, -0.2033]. Recommendation = [0.0, 0.5466, 0.2847], Current Cost = 86000.00, Rho = -1.230
(iter 13) [0.0, 0.5466, 0.2847] = 456.0745, sampling [0.0, -0.5816, -0.3346]. Recommendation = [0.0, 0.5466, 0.2847], Current Cost = 87000.00, Rho = -1.230
(iter 13) [0.0, 0.5466, 0.2847] = 456.0745, sampling [0.0, -1.3201, 0.9874]. Recommendation = [0.0, 0.5466, 0.2847], Current Cost = 88000.00, Rho = -1.230
(iter 13) [0.0, 0.5466, 0.2847] = 456.0745, sampling [0.0, -0.0941, -0.9650]. Recommendation = [0.0, 0.5466, 0.2847], Current Cost = 89000.00, Rho = -1.230
(iter 13) [0.0, 0.5466, 0.2847] = 456.0745, sampling [0.0, -0.4280, -0.7002]. Recommendation = [0.0, 0.5466, 0.2847], Current Cost = 90000.00, Rho = -1.230
(iter 13) [0.0, 0.5466, 0.2847] = 456.0745, sampling [0.0, 0.2352, -1.0213]. Recommendation = [0.0, 0.5466, 0.2847], Current Cost = 91000.00, Rho = -1.230
(iter 13) [0.0, 0.5466, 0.2847] = 456.0745, sampling [0.0, 0.9524, 0.1527]. Recommendation = [0.0, 0.5466, 0.2847], Current Cost = 92000.00, Rho = -1.230
(iter 13) [0.0, 0.5466, 0.2847] = 456.0745, sampling [0.0, -1.0768, 1.2379]. Recommendation = [0.0, 0.5466, 0.2847], Current Cost = 93000.00, Rho = -1.230
(iter 13) [0.0, 0.5466, 0.2847] = 456.0745, sampling [0.0, 0.9746, 1.9273]. Recommendation = [0.0, 0.5466, 0.2847], Current Cost = 94000.00, Rho = -1.230
(iter 13) [0.0, 0.5466, 0.2847] = 456.0745, sampling [0.0, -0.6571, -0.1324]. Recommendation = [0.0, 0.5466, 0.2847], Current Cost = 95000.00, Rho = -1.230
(iter 13) [0.0, 0.5466, 0.2847] = 456.0745, sampling [0.0, 1.1449, -0.0037]. Recommendation = [0.0, 0.5466, 0.2847], Current Cost = 96000.00, Rho = -1.230
(iter 13) [0.0, 0.5466, 0.2847] = 456.0745, sampling [0.0, 0.1966, -0.6471]. Recommendation = [0.0, 0.5466, 0.2847], Current Cost = 97000.00, Rho = -1.230
(iter 13) [0.0, 0.5466, 0.2847] = 456.0745, sampling [0.0, 0.6133, -1.6254]. Recommendation = [0.0, 0.5466, 0.2847], Current Cost = 98000.00, Rho = -1.230
(iter 13) [0.0, 0.5466, 0.2847] = 456.0745, sampling [0.0, -1.2559, 0.1242]. Recommendation = [0.0, 0.5466, 0.2847], Current Cost = 99000.00, Rho = -1.230
(iter 13) [0.0, 0.5466, 0.2847] = 456.0745, sampling [0.0, 1.1718, 0.4591]. Recommendation = [0.0, 0.5466, 0.2847], Current Cost = 100000.00, Rho = -1.230
