(iter 5) [0.0, -0.1786, -0.3184] = 442.6433, sampling [0.0, 0.0973, 0.1620]. Recommendation = [0.0, -0.1786, -0.3184], Current Cost = 5000.00, Rho = -1.230
(iter 8) [0.0, 0.4637, 0.2562] = 455.8427, sampling [0.0, -0.5144, 0.3774]. Recommendation = [0.0, 0.0530, -0.0741], Current Cost = 26000.00, Rho = -1.230
(iter 8) [0.0, 0.4637, 0.2562] = 455.8427, sampling [0.0, -0.3489, 0.2098]. Recommendation = [0.0, -0.3489, 0.2098], Current Cost = 27000.00, Rho = -1.230
(iter 8) [0.0, 0.4637, 0.2562] = 455.8427, sampling [0.0, -0.6544, 0.8033]. Recommendation = [0.0, 0.5566, 0.3959], Current Cost = 28000.00, Rho = -1.230
(iter 8) [0.0, 0.4637, 0.2562] = 455.8427, sampling [0.0, -0.8175, 0.4072]. Recommendation = [0.0, 0.5566, 0.3959], Current Cost = 29000.00, Rho = -1.230
(iter 8) [0.0, 0.4637, 0.2562] = 455.8427, sampling [0.0, -0.5265, 0.5612]. Recommendation = [0.0, 0.5566, 0.3959], Current Cost = 30000.00, Rho = -1.230
(iter 8) [0.0, 0.4637, 0.2562] = 455.8427, sampling [0.0, -0.6873, 0.1871]. Recommendation = [0.0, 0.5566, 0.3959], Current Cost = 31000.00, Rho = -1.230
(iter 8) [0.0, 0.4637, 0.2562] = 455.8427, sampling [0.0, -0.6324, 1.2400]. Recommendation = [0.0, 0.5566, 0.3959], Current Cost = 32000.00, Rho = -1.230
(iter 8) [0.0, 0.4637, 0.2562] = 455.8427, sampling [0.0, -1.0921, 0.9120]. Recommendation = [0.0, 0.5566, 0.3959], Current Cost = 33000.00, Rho = -1.230
(iter 8) [0.0, 0.4637, 0.2562] = 455.8427, sampling [0.0, -0.8325, 0.6692]. Recommendation = [0.0, 0.5566, 0.3959], Current Cost = 34000.00, Rho = -1.230
(iter 8) [0.0, 0.4637, 0.2562] = 455.8427, sampling [0.0, -1.1957, 0.5201]. Recommendation = [0.0, 0.5566, 0.3959], Current Cost = 35000.00, Rho = -1.230
(iter 8) [0.0, 0.4637, 0.2562] = 455.8427, sampling [0.0, -1.1560, 1.3567]. Recommendation = [0.0, 0.5566, 0.3959], Current Cost = 36000.00, Rho = -1.230
(iter 8) [0.0, 0.4637, 0.2562] = 455.8427, sampling [0.0, -0.9801, 1.2550]. Recommendation = [0.0, 0.5566, 0.3959], Current Cost = 37000.00, Rho = -1.230
(iter 8) [0.0, 0.4637, 0.2562] = 455.8427, sampling [0.0, -0.8429, 1.7762]. Recommendation = [0.0, 0.5566, 0.3959], Current Cost = 38000.00, Rho = -1.230
(iter 8) [0.0, 0.4637, 0.2562] = 455.8427, sampling [0.0, -1.5368, 1.2197]. Recommendation = [0.0, 0.5566, 0.3959], Current Cost = 39000.00, Rho = -1.230
(iter 8) [0.0, 0.4637, 0.2562] = 455.8427, sampling [0.0, -0.9376, 0.9636]. Recommendation = [0.0, 0.5566, 0.3959], Current Cost = 40000.00, Rho = -1.230
(iter 8) [0.0, 0.4637, 0.2562] = 455.8427, sampling [0.0, 0.1744, 1.6221]. Recommendation = [0.0, 0.5566, 0.3959], Current Cost = 41000.00, Rho = -1.230
(iter 8) [0.0, 0.4637, 0.2562] = 455.8427, sampling [0.0, 0.9977, 0.9485]. Recommendation = [0.0, 0.5566, 0.3959], Current Cost = 42000.00, Rho = -1.230
(iter 42) [0.0, 0.9977, 0.9485] = 456.0798, sampling [0.0, 0.8923, 1.2137]. Recommendation = [0.0, 0.1944, 0.0602], Current Cost = 43000.00, Rho = -1.230
(iter 42) [0.0, 0.9977, 0.9485] = 456.0798, sampling [0.0, 0.7674, 0.7823]. Recommendation = [0.0, 0.1944, 0.0602], Current Cost = 44000.00, Rho = -1.230
(iter 42) [0.0, 0.9977, 0.9485] = 456.0798, sampling [0.0, 1.1978, 1.1741]. Recommendation = [0.0, 0.1944, 0.0602], Current Cost = 45000.00, Rho = -1.230
(iter 42) [0.0, 0.9977, 0.9485] = 456.0798, sampling [0.0, 1.3839, 1.5574]. Recommendation = [0.0, 0.1944, 0.0602], Current Cost = 46000.00, Rho = -1.230
(iter 42) [0.0, 0.9977, 0.9485] = 456.0798, sampling [0.0, 1.0661, 1.4170]. Recommendation = [0.0, 0.1944, 0.0602], Current Cost = 47000.00, Rho = -1.230
(iter 42) [0.0, 0.9977, 0.9485] = 456.0798, sampling [0.0, 1.5053, 1.2287]. Recommendation = [0.0, 0.1944, 0.0602], Current Cost = 48000.00, Rho = -1.230
(iter 42) [0.0, 0.9977, 0.9485] = 456.0798, sampling [0.0, -0.3655, 0.7862]. Recommendation = [0.0, 0.1944, 0.0602], Current Cost = 49000.00, Rho = -1.230
(iter 42) [0.0, 0.9977, 0.9485] = 456.0798, sampling [0.0, 0.1478, -0.3389]. Recommendation = [0.0, 0.1944, 0.0602], Current Cost = 50000.00, Rho = -1.230
(iter 42) [0.0, 0.9977, 0.9485] = 456.0798, sampling [0.0, 1.4081, 1.9751]. Recommendation = [0.0, 0.9977, 0.9485], Current Cost = 51000.00, Rho = -1.230
(iter 51) [0.0, 1.4081, 1.9751] = 456.1277, sampling [0.0, 1.2618, 1.8356]. Recommendation = [0.0, 1.4081, 1.9751], Current Cost = 52000.00, Rho = -1.230
(iter 51) [0.0, 1.4081, 1.9751] = 456.1277, sampling [0.0, 1.7961, 1.8410]. Recommendation = [0.0, 1.4081, 1.9751], Current Cost = 53000.00, Rho = -1.230
(iter 51) [0.0, 1.4081, 1.9751] = 456.1277, sampling [0.0, 1.2285, 1.5816]. Recommendation = [0.0, 1.4081, 1.9751], Current Cost = 54000.00, Rho = -1.230
(iter 51) [0.0, 1.4081, 1.9751] = 456.1277, sampling [0.0, 1.0809, 1.9938]. Recommendation = [0.0, 1.4081, 1.9751], Current Cost = 55000.00, Rho = -1.230
(iter 51) [0.0, 1.4081, 1.9751] = 456.1277, sampling [0.0, 0.4381, -0.2333]. Recommendation = [0.0, 1.4081, 1.9751], Current Cost = 56000.00, Rho = -1.230
(iter 51) [0.0, 1.4081, 1.9751] = 456.1277, sampling [0.0, 0.9526, 0.5971]. Recommendation = [0.0, 1.4081, 1.9751], Current Cost = 57000.00, Rho = -1.230
(iter 51) [0.0, 1.4081, 1.9751] = 456.1277, sampling [0.0, 0.6918, 0.4887]. Recommendation = [0.0, 1.4081, 1.9751], Current Cost = 58000.00, Rho = -1.230
(iter 58) [0.0, 0.6918, 0.4887] = 456.1947, sampling [0.0, -1.2242, 1.0995]. Recommendation = [0.0, 0.6918, 0.4887], Current Cost = 59000.00, Rho = -1.230
(iter 58) [0.0, 0.6918, 0.4887] = 456.1947, sampling [0.0, 0.7031, 0.0852]. Recommendation = [0.0, 0.6918, 0.4887], Current Cost = 60000.00, Rho = -1.230
(iter 58) [0.0, 0.6918, 0.4887] = 456.1947, sampling [0.0, 0.2205, 0.0704]. Recommendation = [0.0, 0.5864, 0.2930], Current Cost = 61000.00, Rho = -1.230
(iter 58) [0.0, 0.6918, 0.4887] = 456.1947, sampling [0.0, 0.9490, 0.7958]. Recommendation = [0.0, 0.5864, 0.2930], Current Cost = 62000.00, Rho = -1.230
(iter 58) [0.0, 0.6918, 0.4887] = 456.1947, sampling [0.0, 0.6030, 0.3030]. Recommendation = [0.0, 0.5864, 0.2930], Current Cost = 63000.00, Rho = -1.230
(iter 58) [0.0, 0.6918, 0.4887] = 456.1947, sampling [0.0, -0.7474, 0.9769]. Recommendation = [0.0, 0.6918, 0.4887], Current Cost = 64000.00, Rho = -1.230
(iter 58) [0.0, 0.6918, 0.4887] = 456.1947, sampling [0.0, 1.0385, 1.2206]. Recommendation = [0.0, 0.6918, 0.4887], Current Cost = 65000.00, Rho = -1.230
(iter 58) [0.0, 0.6918, 0.4887] = 456.1947, sampling [0.0, -0.5702, 0.0095]. Recommendation = [0.0, 0.6918, 0.4887], Current Cost = 66000.00, Rho = -1.230
(iter 58) [0.0, 0.6918, 0.4887] = 456.1947, sampling [0.0, 1.2955, 1.4115]. Recommendation = [0.0, 0.6918, 0.4887], Current Cost = 67000.00, Rho = -1.230
(iter 58) [0.0, 0.6918, 0.4887] = 456.1947, sampling [0.0, -0.3682, -0.0410]. Recommendation = [0.0, 0.6918, 0.4887], Current Cost = 68000.00, Rho = -1.230
(iter 58) [0.0, 0.6918, 0.4887] = 456.1947, sampling [0.0, -0.0488, 0.1887]. Recommendation = [0.0, 0.6918, 0.4887], Current Cost = 69000.00, Rho = -1.230
(iter 58) [0.0, 0.6918, 0.4887] = 456.1947, sampling [0.0, 0.7773, 1.1118]. Recommendation = [0.0, 0.6918, 0.4887], Current Cost = 70000.00, Rho = -1.230
(iter 58) [0.0, 0.6918, 0.4887] = 456.1947, sampling [0.0, 0.3469, 0.5064]. Recommendation = [0.0, 0.6918, 0.4887], Current Cost = 71000.00, Rho = -1.230
(iter 58) [0.0, 0.6918, 0.4887] = 456.1947, sampling [0.0, 1.1400, 0.8537]. Recommendation = [0.0, 0.6918, 0.4887], Current Cost = 72000.00, Rho = -1.230
(iter 58) [0.0, 0.6918, 0.4887] = 456.1947, sampling [0.0, 1.1196, 1.7284]. Recommendation = [0.0, 0.9319, 0.8420], Current Cost = 73000.00, Rho = -1.230
(iter 58) [0.0, 0.6918, 0.4887] = 456.1947, sampling [0.0, 0.8102, -0.5248]. Recommendation = [0.0, 0.9319, 0.8420], Current Cost = 74000.00, Rho = -1.230
(iter 58) [0.0, 0.6918, 0.4887] = 456.1947, sampling [0.0, -0.8821, 0.7700]. Recommendation = [0.0, 0.9319, 0.8420], Current Cost = 75000.00, Rho = -1.230
(iter 58) [0.0, 0.6918, 0.4887] = 456.1947, sampling [0.0, -1.3022, 1.6532]. Recommendation = [0.0, 0.9319, 0.8420], Current Cost = 76000.00, Rho = -1.230
(iter 58) [0.0, 0.6918, 0.4887] = 456.1947, sampling [0.0, -1.0594, 1.5074]. Recommendation = [0.0, 0.9319, 0.8420], Current Cost = 77000.00, Rho = -1.230
(iter 58) [0.0, 0.6918, 0.4887] = 456.1947, sampling [0.0, -1.5878, 1.9212]. Recommendation = [0.0, 0.9319, 0.8420], Current Cost = 78000.00, Rho = -1.230
(iter 58) [0.0, 0.6918, 0.4887] = 456.1947, sampling [0.0, -1.2837, 1.9185]. Recommendation = [0.0, 0.9319, 0.8420], Current Cost = 79000.00, Rho = -1.230
(iter 58) [0.0, 0.6918, 0.4887] = 456.1947, sampling [0.0, -1.5122, 1.6601]. Recommendation = [0.0, 0.9319, 0.8420], Current Cost = 80000.00, Rho = -1.230
(iter 58) [0.0, 0.6918, 0.4887] = 456.1947, sampling [0.0, -1.1468, 1.7221]. Recommendation = [0.0, 0.9319, 0.8420], Current Cost = 81000.00, Rho = -1.230
(iter 58) [0.0, 0.6918, 0.4887] = 456.1947, sampling [0.0, 1.0917, 1.0323]. Recommendation = [0.0, 0.9319, 0.8420], Current Cost = 82000.00, Rho = -1.230
(iter 58) [0.0, 0.6918, 0.4887] = 456.1947, sampling [0.0, -1.2531, 1.4529]. Recommendation = [0.0, 0.6918, 0.4887], Current Cost = 83000.00, Rho = -1.230
(iter 58) [0.0, 0.6918, 0.4887] = 456.1947, sampling [0.0, 0.4541, 0.1393]. Recommendation = [0.0, 0.6918, 0.4887], Current Cost = 84000.00, Rho = -1.230
(iter 58) [0.0, 0.6918, 0.4887] = 456.1947, sampling [0.0, -0.5190, 0.1834]. Recommendation = [0.0, 0.6918, 0.4887], Current Cost = 85000.00, Rho = -1.230
(iter 58) [0.0, 0.6918, 0.4887] = 456.1947, sampling [0.0, 0.0201, 0.4980]. Recommendation = [0.0, 0.6918, 0.4887], Current Cost = 86000.00, Rho = -1.230
(iter 58) [0.0, 0.6918, 0.4887] = 456.1947, sampling [0.0, 0.8438, 0.4484]. Recommendation = [0.0, 0.6918, 0.4887], Current Cost = 87000.00, Rho = -1.230
(iter 58) [0.0, 0.6918, 0.4887] = 456.1947, sampling [0.0, -1.9507, 1.9294]. Recommendation = [0.0, 0.6918, 0.4887], Current Cost = 88000.00, Rho = -1.230
(iter 58) [0.0, 0.6918, 0.4887] = 456.1947, sampling [0.0, -0.8943, 0.2055]. Recommendation = [0.0, 0.6918, 0.4887], Current Cost = 89000.00, Rho = -1.230
(iter 58) [0.0, 0.6918, 0.4887] = 456.1947, sampling [0.0, -1.4214, 1.7802]. Recommendation = [0.0, 0.6918, 0.4887], Current Cost = 90000.00, Rho = -1.230
(iter 58) [0.0, 0.6918, 0.4887] = 456.1947, sampling [0.0, -0.8029, 0.5704]. Recommendation = [0.0, 0.6918, 0.4887], Current Cost = 91000.00, Rho = -1.230
(iter 58) [0.0, 0.6918, 0.4887] = 456.1947, sampling [0.0, 0.0755, -0.0643]. Recommendation = [0.0, 0.6918, 0.4887], Current Cost = 92000.00, Rho = -1.230
(iter 58) [0.0, 0.6918, 0.4887] = 456.1947, sampling [0.0, 1.4739, 1.8377]. Recommendation = [0.0, 0.6918, 0.4887], Current Cost = 93000.00, Rho = -1.230
(iter 58) [0.0, 0.6918, 0.4887] = 456.1947, sampling [0.0, -0.0214, -0.3683]. Recommendation = [0.0, 0.6918, 0.4887], Current Cost = 94000.00, Rho = -1.230
(iter 58) [0.0, 0.6918, 0.4887] = 456.1947, sampling [0.0, -1.0242, 0.6054]. Recommendation = [0.0, 0.6918, 0.4887], Current Cost = 95000.00, Rho = -1.230
(iter 58) [0.0, 0.6918, 0.4887] = 456.1947, sampling [0.0, 0.2821, -0.2150]. Recommendation = [0.0, 0.6918, 0.4887], Current Cost = 96000.00, Rho = -1.230
(iter 58) [0.0, 0.6918, 0.4887] = 456.1947, sampling [0.0, 0.2640, 0.8507]. Recommendation = [0.0, 0.6918, 0.4887], Current Cost = 97000.00, Rho = -1.230
(iter 58) [0.0, 0.6918, 0.4887] = 456.1947, sampling [0.0, 0.9042, 0.1955]. Recommendation = [0.0, 0.6918, 0.4887], Current Cost = 98000.00, Rho = -1.230
(iter 58) [0.0, 0.6918, 0.4887] = 456.1947, sampling [0.0, -0.5054, -0.2428]. Recommendation = [0.0, 0.6918, 0.4887], Current Cost = 99000.00, Rho = -1.230
(iter 58) [0.0, 0.6918, 0.4887] = 456.1947, sampling [0.0, 0.1249, -0.6219]. Recommendation = [0.0, 0.6918, 0.4887], Current Cost = 100000.00, Rho = -1.230
