(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, 0.2353, 0.8725]. Recommendation = [0.0, -0.0374, 0.6615], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, -0.2374, 0.3354]. Recommendation = [0.0, 1.3683, 1.8184], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, 0.5615, 0.1231]. Recommendation = [0.0, 1.3683, 1.8184], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, -0.6232, 0.6905]. Recommendation = [0.0, 0.4927, 0.2238], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, 0.8688, 0.3611]. Recommendation = [0.0, 0.4927, 0.2238], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, 0.2071, -0.1810]. Recommendation = [0.0, 0.4927, 0.2238], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, 1.1014, 1.9982]. Recommendation = [0.0, 0.4927, 0.2238], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, 0.8886, 0.8178]. Recommendation = [0.0, 0.4927, 0.2238], Current Cost = 5027.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, 0.6742, 0.8543]. Recommendation = [0.0, 0.4927, 0.2238], Current Cost = 5028.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, 1.1221, 1.3094]. Recommendation = [0.0, 0.4927, 0.2238], Current Cost = 5029.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, 0.9845, 1.1454]. Recommendation = [0.0, 0.4927, 0.2238], Current Cost = 5030.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, 0.1981, 0.2954]. Recommendation = [0.0, 0.4927, 0.2238], Current Cost = 5031.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, -0.5487, 0.4151]. Recommendation = [0.0, 0.4927, 0.2238], Current Cost = 5032.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, -0.2486, 0.0662]. Recommendation = [0.0, 0.4927, 0.2238], Current Cost = 5033.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, -0.3927, 0.2613]. Recommendation = [0.0, -0.1388, 0.0801], Current Cost = 5034.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, 0.2306, 1.5310]. Recommendation = [0.0, -0.1388, 0.0801], Current Cost = 5035.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, -0.7302, 0.4791]. Recommendation = [0.0, -0.1388, 0.0801], Current Cost = 5036.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, 1.2300, 0.6524]. Recommendation = [0.0, -0.1388, 0.0801], Current Cost = 5037.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, 0.5107, 0.2286]. Recommendation = [0.0, -0.1388, 0.0801], Current Cost = 5038.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, 0.3506, -0.0742]. Recommendation = [0.0, -0.1388, 0.0801], Current Cost = 5039.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, -0.7525, 0.6502]. Recommendation = [0.0, -0.1388, 0.0801], Current Cost = 5040.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, -0.1388, 0.0801]. Recommendation = [0.0, -0.1388, 0.0801], Current Cost = 5041.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, -0.3231, 0.4579]. Recommendation = [0.0, 0.4927, 0.2238], Current Cost = 5042.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, 1.1679, 1.4133]. Recommendation = [0.0, 0.4927, 0.2238], Current Cost = 5043.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, 0.9891, 0.8912]. Recommendation = [0.0, 0.4927, 0.2238], Current Cost = 5044.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, 0.5122, 0.4486]. Recommendation = [0.0, 0.4927, 0.2238], Current Cost = 5045.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, 0.6219, 0.5636]. Recommendation = [0.0, 0.4927, 0.2238], Current Cost = 5046.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, -0.0737, 0.5944]. Recommendation = [0.0, 0.4927, 0.2238], Current Cost = 5047.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, 1.3049, 1.1235]. Recommendation = [0.0, 0.4927, 0.2238], Current Cost = 5048.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, 0.8342, 0.4853]. Recommendation = [0.0, 0.4927, 0.2238], Current Cost = 5049.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, 0.3119, 0.5767]. Recommendation = [0.0, 0.4927, 0.2238], Current Cost = 5050.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, 1.6733, 1.7907]. Recommendation = [0.0, 0.4927, 0.2238], Current Cost = 5051.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, 1.0105, 1.0552]. Recommendation = [0.0, 0.4927, 0.2238], Current Cost = 5052.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, -0.2942, 0.1554]. Recommendation = [0.0, 0.4927, 0.2238], Current Cost = 5053.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, 0.6270, 0.1835]. Recommendation = [0.0, 0.4927, 0.2238], Current Cost = 5054.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, -0.0873, 0.2090]. Recommendation = [0.0, 0.4927, 0.2238], Current Cost = 5055.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, -0.4726, 0.5025]. Recommendation = [0.0, 0.4927, 0.2238], Current Cost = 5056.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, 0.5309, -0.0001]. Recommendation = [0.0, 0.4927, 0.2238], Current Cost = 5057.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, 1.0740, 1.4657]. Recommendation = [0.0, 0.4927, 0.2238], Current Cost = 5058.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, -0.5247, 0.2122]. Recommendation = [0.0, 0.4927, 0.2238], Current Cost = 5059.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, 0.6486, 0.6968]. Recommendation = [0.0, 0.4927, 0.2238], Current Cost = 5060.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, 0.0867, -0.2293]. Recommendation = [0.0, 0.4927, 0.2238], Current Cost = 5061.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, -0.1554, -0.0499]. Recommendation = [0.0, 0.4927, 0.2238], Current Cost = 5062.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, -0.6830, 0.3059]. Recommendation = [0.0, 0.4927, 0.2238], Current Cost = 5063.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, -0.9069, 0.5354]. Recommendation = [0.0, 0.4927, 0.2238], Current Cost = 5064.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, -0.4462, 0.1070]. Recommendation = [0.0, 0.4927, 0.2238], Current Cost = 5065.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, 0.8990, 1.2258]. Recommendation = [0.0, 0.4927, 0.2238], Current Cost = 5066.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, 0.8482, 0.6408]. Recommendation = [0.0, 0.4927, 0.2238], Current Cost = 5067.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, -0.0654, -0.1319]. Recommendation = [0.0, 0.4927, 0.2238], Current Cost = 5068.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, -0.1133, 0.4108]. Recommendation = [0.0, 0.4927, 0.2238], Current Cost = 5069.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, 0.7942, 0.8431]. Recommendation = [0.0, 0.4927, 0.2238], Current Cost = 5070.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, -0.6635, 0.4034]. Recommendation = [0.0, 0.4927, 0.2238], Current Cost = 5071.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, 0.9494, 0.7063]. Recommendation = [0.0, 0.4927, 0.2238], Current Cost = 5072.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, 0.4160, 0.2439]. Recommendation = [0.0, 0.4927, 0.2238], Current Cost = 5073.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, 1.2209, 1.3482]. Recommendation = [0.0, 1.3683, 1.8184], Current Cost = 5074.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, -0.3164, -0.0871]. Recommendation = [0.0, 1.3683, 1.8184], Current Cost = 5075.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, 0.4702, 0.3088]. Recommendation = [0.0, 1.3683, 1.8184], Current Cost = 5076.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, -0.5585, 0.6130]. Recommendation = [0.0, 1.3683, 1.8184], Current Cost = 5077.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, 0.9441, 1.0389]. Recommendation = [0.0, 1.3683, 1.8184], Current Cost = 5078.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, 0.2776, -0.1010]. Recommendation = [0.0, 1.3683, 1.8184], Current Cost = 5079.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, 0.7338, 0.0147]. Recommendation = [0.0, 1.3683, 1.8184], Current Cost = 5080.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, 1.2620, 1.8840]. Recommendation = [0.0, 1.3683, 1.8184], Current Cost = 5081.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, 1.1332, 1.0270]. Recommendation = [0.0, 1.3683, 1.8184], Current Cost = 5082.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, -0.6108, 0.3406]. Recommendation = [0.0, 1.3683, 1.8184], Current Cost = 5083.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, -0.9894, 0.8761]. Recommendation = [0.0, 1.3683, 1.8184], Current Cost = 5084.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, -0.8623, 1.0494]. Recommendation = [0.0, 1.3683, 1.8184], Current Cost = 5085.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, -1.0073, 0.7421]. Recommendation = [0.0, 1.3683, 1.8184], Current Cost = 5086.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, -1.1851, 1.0812]. Recommendation = [0.0, 1.3683, 1.8184], Current Cost = 5087.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, -1.0490, 1.0328]. Recommendation = [0.0, 1.3683, 1.8184], Current Cost = 5088.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, -0.9986, 1.2955]. Recommendation = [0.0, 1.3683, 1.8184], Current Cost = 5089.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, -0.9515, 1.1517]. Recommendation = [0.0, 1.3683, 1.8184], Current Cost = 5090.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, -1.2069, 0.8626]. Recommendation = [0.0, 1.3683, 1.8184], Current Cost = 5091.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, -1.2481, 1.3855]. Recommendation = [0.0, 1.3683, 1.8184], Current Cost = 5092.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, -1.1537, 1.2489]. Recommendation = [0.0, 1.3683, 1.8184], Current Cost = 5093.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, -0.9677, 1.6252]. Recommendation = [0.0, 1.3683, 1.8184], Current Cost = 5094.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, -1.3520, 1.2162]. Recommendation = [0.0, 1.3683, 1.8184], Current Cost = 5095.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, -1.1117, 1.4907]. Recommendation = [0.0, 1.3683, 1.8184], Current Cost = 5096.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, -1.3630, 1.7338]. Recommendation = [0.0, 1.3683, 1.8184], Current Cost = 5097.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, -1.2711, 1.5566]. Recommendation = [0.0, 1.3683, 1.8184], Current Cost = 5098.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, -1.4992, 1.5555]. Recommendation = [0.0, 1.3683, 1.8184], Current Cost = 5099.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, -1.0357, 1.9634]. Recommendation = [0.0, 1.3683, 1.8184], Current Cost = 5100.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, -1.2423, 1.6683]. Recommendation = [0.0, 1.3683, 1.8184], Current Cost = 5101.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, 0.2394, 0.4546]. Recommendation = [0.0, 1.3683, 1.8184], Current Cost = 5102.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, -1.1039, 1.1894]. Recommendation = [0.0, 1.3683, 1.8184], Current Cost = 5103.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, -0.8694, 0.3251]. Recommendation = [0.0, 1.3683, 1.8184], Current Cost = 5104.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, 1.0328, 1.5846]. Recommendation = [0.0, 1.3683, 1.8184], Current Cost = 5105.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, -0.7620, 0.3971]. Recommendation = [0.0, 1.3683, 1.8184], Current Cost = 5106.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, 0.7715, 0.7666]. Recommendation = [0.0, 1.3683, 1.8184], Current Cost = 5107.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, 0.7065, 1.0846]. Recommendation = [0.0, 1.3683, 1.8184], Current Cost = 5108.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, 0.4880, -0.1498]. Recommendation = [0.0, 1.3683, 1.8184], Current Cost = 5109.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, 1.0782, 0.8151]. Recommendation = [0.0, 1.3683, 1.8184], Current Cost = 5110.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, -0.4690, -0.0366]. Recommendation = [0.0, 1.3683, 1.8184], Current Cost = 5111.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, -0.6871, 0.0900]. Recommendation = [0.0, 1.3683, 1.8184], Current Cost = 5112.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, 1.3458, 1.7864]. Recommendation = [0.0, 1.3683, 1.8184], Current Cost = 5113.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, 0.9749, 1.3706]. Recommendation = [0.0, 1.3458, 1.7864], Current Cost = 5114.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, -0.3305, 0.2882]. Recommendation = [0.0, 1.3458, 1.7864], Current Cost = 5115.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, -0.8535, 1.3746]. Recommendation = [0.0, 1.3458, 1.7864], Current Cost = 5116.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, -0.1762, 0.0020]. Recommendation = [0.0, 1.3458, 1.7864], Current Cost = 5117.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, 0.4389, 0.7802]. Recommendation = [0.0, 1.3458, 1.7864], Current Cost = 5118.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, -0.9821, 0.6270]. Recommendation = [0.0, 1.3458, 1.7864], Current Cost = 5119.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, -1.1945, 1.4578]. Recommendation = [0.0, 1.3458, 1.7864], Current Cost = 5120.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, 0.9969, 0.2545]. Recommendation = [0.0, 1.3458, 1.7864], Current Cost = 5121.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, -0.2413, -0.2653]. Recommendation = [0.0, 1.3458, 1.7864], Current Cost = 5122.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, -0.4892, 0.0794]. Recommendation = [0.0, 1.3458, 1.7864], Current Cost = 5123.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, -1.5021, 1.9323]. Recommendation = [0.0, 1.3458, 1.7864], Current Cost = 5124.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, -1.3480, 1.9136]. Recommendation = [0.0, 1.3458, 1.7864], Current Cost = 5125.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, -1.4047, 1.8481]. Recommendation = [0.0, 1.3458, 1.7864], Current Cost = 5126.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, -1.8132, 1.9412]. Recommendation = [0.0, 1.3458, 1.7864], Current Cost = 5127.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, -1.2637, 1.7391]. Recommendation = [0.0, 1.3458, 1.7864], Current Cost = 5128.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, -1.0639, 1.3187]. Recommendation = [0.0, 1.3458, 1.7864], Current Cost = 5129.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, -0.7210, 0.6928]. Recommendation = [0.0, 1.3458, 1.7864], Current Cost = 5130.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, 0.1395, -0.1909]. Recommendation = [0.0, 1.3458, 1.7864], Current Cost = 5131.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, -0.3739, 0.8812]. Recommendation = [0.0, 1.3458, 1.7864], Current Cost = 5132.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, 1.0990, 0.9644]. Recommendation = [0.0, 1.3458, 1.7864], Current Cost = 5133.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, -0.7191, 0.1745]. Recommendation = [0.0, 1.3458, 1.7864], Current Cost = 5134.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, -0.7656, 1.0586]. Recommendation = [0.0, 1.3458, 1.7864], Current Cost = 5135.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, 1.3782, 1.9856]. Recommendation = [0.0, 1.3458, 1.7864], Current Cost = 5136.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, -0.1265, -0.3259]. Recommendation = [0.0, 1.3458, 1.7864], Current Cost = 5137.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, 0.2679, -0.3706]. Recommendation = [0.0, 1.3458, 1.7864], Current Cost = 5138.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, 0.1274, -0.2970]. Recommendation = [0.0, 1.3458, 1.7864], Current Cost = 5139.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, 1.2768, 1.9802]. Recommendation = [0.0, 1.3458, 1.7864], Current Cost = 5140.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, 0.5853, 0.6690]. Recommendation = [0.0, 1.3458, 1.7864], Current Cost = 5141.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, 1.3302, 1.3828]. Recommendation = [0.0, 1.3458, 1.7864], Current Cost = 5142.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, -1.1255, 1.5758]. Recommendation = [0.0, 1.3458, 1.7864], Current Cost = 5143.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, 0.1144, 0.6181]. Recommendation = [0.0, 1.3458, 1.7864], Current Cost = 5144.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, -0.9786, 0.8070]. Recommendation = [0.0, 1.3458, 1.7864], Current Cost = 5145.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, -1.3510, 1.4363]. Recommendation = [0.0, 1.3458, 1.7864], Current Cost = 5146.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, -1.0570, 0.4995]. Recommendation = [0.0, 1.3458, 1.7864], Current Cost = 5147.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, -1.0796, 0.8488]. Recommendation = [0.0, 1.3458, 1.7864], Current Cost = 5148.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, 0.0646, 0.3849]. Recommendation = [0.0, 1.3458, 1.7864], Current Cost = 5149.00, Rho = 1.000
(iter 10) [0.0, 1.3683, 1.8184] = 455.8752, sampling [1.0, -0.8571, 0.7174]. Recommendation = [0.0, 1.3458, 1.7864], Current Cost = 5150.00, Rho = 1.000
