(iter 10) [0.0, -0.3279, -0.0128] = 453.0904, sampling [1.0, -0.1621, 0.8873]. Recommendation = [0.0, -0.1245, 0.7112], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, -0.3279, -0.0128] = 453.0904, sampling [1.0, -1.1993, 1.2382]. Recommendation = [0.0, -0.0158, 0.0676], Current Cost = 5048.00, Rho = 1.000
(iter 10) [0.0, -0.3279, -0.0128] = 453.0904, sampling [1.0, -1.2249, 0.9747]. Recommendation = [0.0, -0.0158, 0.0676], Current Cost = 5049.00, Rho = 1.000
(iter 10) [0.0, -0.3279, -0.0128] = 453.0904, sampling [1.0, 0.8159, 0.8749]. Recommendation = [0.0, -0.0158, 0.0676], Current Cost = 5050.00, Rho = 1.000
(iter 10) [0.0, -0.3279, -0.0128] = 453.0904, sampling [1.0, -1.3052, 1.6926]. Recommendation = [0.0, -0.0158, 0.0676], Current Cost = 5051.00, Rho = 1.000
(iter 10) [0.0, -0.3279, -0.0128] = 453.0904, sampling [1.0, -1.3169, 1.4431]. Recommendation = [0.0, -0.0158, 0.0676], Current Cost = 5052.00, Rho = 1.000
(iter 10) [0.0, -0.3279, -0.0128] = 453.0904, sampling [1.0, -0.9423, 1.8486]. Recommendation = [0.0, -0.0158, 0.0676], Current Cost = 5053.00, Rho = 1.000
(iter 10) [0.0, -0.3279, -0.0128] = 453.0904, sampling [1.0, -1.1735, 1.5373]. Recommendation = [0.0, -0.0158, 0.0676], Current Cost = 5054.00, Rho = 1.000
(iter 10) [0.0, -0.3279, -0.0128] = 453.0904, sampling [1.0, -1.6429, 1.6434]. Recommendation = [0.0, -0.0158, 0.0676], Current Cost = 5055.00, Rho = 1.000
(iter 10) [0.0, -0.3279, -0.0128] = 453.0904, sampling [1.0, -1.0730, 1.2863]. Recommendation = [0.0, -0.0158, 0.0676], Current Cost = 5056.00, Rho = 1.000
(iter 10) [0.0, -0.3279, -0.0128] = 453.0904, sampling [1.0, 1.2126, 1.2581]. Recommendation = [0.0, -0.0158, 0.0676], Current Cost = 5057.00, Rho = 1.000
(iter 10) [0.0, -0.3279, -0.0128] = 453.0904, sampling [1.0, 0.7143, 0.5889]. Recommendation = [0.0, -0.0158, 0.0676], Current Cost = 5058.00, Rho = 1.000
(iter 10) [0.0, -0.3279, -0.0128] = 453.0904, sampling [1.0, 0.6017, 0.2635]. Recommendation = [0.0, -0.0158, 0.0676], Current Cost = 5059.00, Rho = 1.000
(iter 10) [0.0, -0.3279, -0.0128] = 453.0904, sampling [1.0, -0.9701, 1.0124]. Recommendation = [0.0, -0.0158, 0.0676], Current Cost = 5060.00, Rho = 1.000
(iter 10) [0.0, -0.3279, -0.0128] = 453.0904, sampling [1.0, 0.6855, 1.9466]. Recommendation = [0.0, -0.0158, 0.0676], Current Cost = 5061.00, Rho = 1.000
(iter 10) [0.0, -0.3279, -0.0128] = 453.0904, sampling [1.0, 0.2605, 0.7742]. Recommendation = [0.0, -0.0158, 0.0676], Current Cost = 5062.00, Rho = 1.000
(iter 10) [0.0, -0.3279, -0.0128] = 453.0904, sampling [1.0, -0.0809, 0.4165]. Recommendation = [0.0, -0.0158, 0.0676], Current Cost = 5063.00, Rho = 1.000
(iter 10) [0.0, -0.3279, -0.0128] = 453.0904, sampling [1.0, -0.0992, -0.0261]. Recommendation = [0.0, -0.0158, 0.0676], Current Cost = 5064.00, Rho = 1.000
(iter 10) [0.0, -0.3279, -0.0128] = 453.0904, sampling [1.0, 0.1892, -0.0922]. Recommendation = [0.0, -0.0158, 0.0676], Current Cost = 5065.00, Rho = 1.000
(iter 10) [0.0, -0.3279, -0.0128] = 453.0904, sampling [1.0, 0.3682, -0.1113]. Recommendation = [0.0, -0.0158, 0.0676], Current Cost = 5066.00, Rho = 1.000
(iter 10) [0.0, -0.3279, -0.0128] = 453.0904, sampling [1.0, 1.0296, 0.7437]. Recommendation = [0.0, -0.0158, 0.0676], Current Cost = 5067.00, Rho = 1.000
(iter 10) [0.0, -0.3279, -0.0128] = 453.0904, sampling [1.0, -0.6565, 0.2796]. Recommendation = [0.0, -0.0158, 0.0676], Current Cost = 5068.00, Rho = 1.000
(iter 10) [0.0, -0.3279, -0.0128] = 453.0904, sampling [1.0, -0.6036, 0.3804]. Recommendation = [0.0, -0.0158, 0.0676], Current Cost = 5069.00, Rho = 1.000
(iter 10) [0.0, -0.3279, -0.0128] = 453.0904, sampling [1.0, 1.0230, 1.4766]. Recommendation = [0.0, -0.0158, 0.0676], Current Cost = 5070.00, Rho = 1.000
(iter 10) [0.0, -0.3279, -0.0128] = 453.0904, sampling [1.0, -0.5286, 0.0715]. Recommendation = [0.0, -0.0158, 0.0676], Current Cost = 5071.00, Rho = 1.000
(iter 10) [0.0, -0.3279, -0.0128] = 453.0904, sampling [1.0, -1.1187, 0.6756]. Recommendation = [0.0, -0.0158, 0.0676], Current Cost = 5072.00, Rho = 1.000
(iter 10) [0.0, -0.3279, -0.0128] = 453.0904, sampling [1.0, 1.2274, 1.6553]. Recommendation = [0.0, -0.0158, 0.0676], Current Cost = 5073.00, Rho = 1.000
(iter 10) [0.0, -0.3279, -0.0128] = 453.0904, sampling [1.0, -0.8982, 0.5156]. Recommendation = [0.0, -0.0158, 0.0676], Current Cost = 5074.00, Rho = 1.000
(iter 10) [0.0, -0.3279, -0.0128] = 453.0904, sampling [1.0, -1.1767, 1.3772]. Recommendation = [0.0, -0.0158, 0.0676], Current Cost = 5075.00, Rho = 1.000
(iter 10) [0.0, -0.3279, -0.0128] = 453.0904, sampling [1.0, 0.8972, 1.1812]. Recommendation = [0.0, -0.0158, 0.0676], Current Cost = 5076.00, Rho = 1.000
(iter 10) [0.0, -0.3279, -0.0128] = 453.0904, sampling [1.0, 0.3118, -0.0402]. Recommendation = [0.0, -0.0158, 0.0676], Current Cost = 5077.00, Rho = 1.000
(iter 10) [0.0, -0.3279, -0.0128] = 453.0904, sampling [1.0, 1.0931, 1.0259]. Recommendation = [0.0, -0.0158, 0.0676], Current Cost = 5078.00, Rho = 1.000
(iter 10) [0.0, -0.3279, -0.0128] = 453.0904, sampling [1.0, 0.5940, 0.0249]. Recommendation = [0.0, -0.0158, 0.0676], Current Cost = 5079.00, Rho = 1.000
(iter 10) [0.0, -0.3279, -0.0128] = 453.0904, sampling [1.0, 0.9710, 0.8936]. Recommendation = [0.0, -0.0158, 0.0676], Current Cost = 5080.00, Rho = 1.000
(iter 10) [0.0, -0.3279, -0.0128] = 453.0904, sampling [1.0, -0.8241, 1.3235]. Recommendation = [0.0, -0.0158, 0.0676], Current Cost = 5081.00, Rho = 1.000
(iter 10) [0.0, -0.3279, -0.0128] = 453.0904, sampling [1.0, 0.9374, 0.4931]. Recommendation = [0.0, -0.0158, 0.0676], Current Cost = 5082.00, Rho = 1.000
(iter 10) [0.0, -0.3279, -0.0128] = 453.0904, sampling [1.0, -0.0578, -0.1437]. Recommendation = [0.0, -0.0158, 0.0676], Current Cost = 5083.00, Rho = 1.000
(iter 10) [0.0, -0.3279, -0.0128] = 453.0904, sampling [1.0, -0.0158, 0.0676]. Recommendation = [0.0, 0.0926, 0.0049], Current Cost = 5084.00, Rho = 1.000
(iter 10) [0.0, -0.3279, -0.0128] = 453.0904, sampling [1.0, -0.9145, 0.6454]. Recommendation = [0.0, 0.0926, 0.0049], Current Cost = 5085.00, Rho = 1.000
(iter 10) [0.0, -0.3279, -0.0128] = 453.0904, sampling [1.0, 0.8522, 0.2094]. Recommendation = [0.0, 0.0926, 0.0049], Current Cost = 5086.00, Rho = 1.000
(iter 10) [0.0, -0.3279, -0.0128] = 453.0904, sampling [1.0, 1.1492, 1.3995]. Recommendation = [0.0, 0.0926, 0.0049], Current Cost = 5087.00, Rho = 1.000
(iter 10) [0.0, -0.3279, -0.0128] = 453.0904, sampling [1.0, 1.0980, 1.1847]. Recommendation = [0.0, 0.0926, 0.0049], Current Cost = 5088.00, Rho = 1.000
(iter 10) [0.0, -0.3279, -0.0128] = 453.0904, sampling [1.0, 0.1141, -0.0473]. Recommendation = [0.0, 0.0926, 0.0049], Current Cost = 5089.00, Rho = 1.000
(iter 10) [0.0, -0.3279, -0.0128] = 453.0904, sampling [1.0, -1.4142, 1.0920]. Recommendation = [0.0, 0.0926, 0.0049], Current Cost = 5090.00, Rho = 1.000
(iter 10) [0.0, -0.3279, -0.0128] = 453.0904, sampling [1.0, 0.9610, 0.6718]. Recommendation = [0.0, 0.0926, 0.0049], Current Cost = 5091.00, Rho = 1.000
(iter 10) [0.0, -0.3279, -0.0128] = 453.0904, sampling [1.0, 0.2456, 0.5299]. Recommendation = [0.0, 0.0926, 0.0049], Current Cost = 5092.00, Rho = 1.000
(iter 10) [0.0, -0.3279, -0.0128] = 453.0904, sampling [1.0, 0.1800, -0.2453]. Recommendation = [0.0, 0.0926, 0.0049], Current Cost = 5093.00, Rho = 1.000
(iter 10) [0.0, -0.3279, -0.0128] = 453.0904, sampling [1.0, 1.3700, 1.7401]. Recommendation = [0.0, 1.0559, 1.1147], Current Cost = 5094.00, Rho = 1.000
(iter 10) [0.0, -0.3279, -0.0128] = 453.0904, sampling [1.0, -1.1519, 1.7395]. Recommendation = [0.0, 1.0559, 1.1147], Current Cost = 5095.00, Rho = 1.000
(iter 10) [0.0, -0.3279, -0.0128] = 453.0904, sampling [1.0, -1.2213, 1.6092]. Recommendation = [0.0, 1.0559, 1.1147], Current Cost = 5096.00, Rho = 1.000
(iter 10) [0.0, -0.3279, -0.0128] = 453.0904, sampling [1.0, -1.3667, 1.9256]. Recommendation = [0.0, 1.0559, 1.1147], Current Cost = 5097.00, Rho = 1.000
(iter 10) [0.0, -0.3279, -0.0128] = 453.0904, sampling [1.0, -1.2428, 1.9010]. Recommendation = [0.0, 1.0559, 1.1147], Current Cost = 5098.00, Rho = 1.000
(iter 10) [0.0, -0.3279, -0.0128] = 453.0904, sampling [1.0, 1.1923, 1.0993]. Recommendation = [0.0, 1.0559, 1.1147], Current Cost = 5099.00, Rho = 1.000
(iter 10) [0.0, -0.3279, -0.0128] = 453.0904, sampling [1.0, -1.0057, 0.7624]. Recommendation = [0.0, 1.0559, 1.1147], Current Cost = 5100.00, Rho = 1.000
(iter 10) [0.0, -0.3279, -0.0128] = 453.0904, sampling [1.0, 0.5262, 0.7486]. Recommendation = [0.0, 1.0559, 1.1147], Current Cost = 5101.00, Rho = 1.000
(iter 10) [0.0, -0.3279, -0.0128] = 453.0904, sampling [1.0, -0.1493, -0.1011]. Recommendation = [0.0, 1.0559, 1.1147], Current Cost = 5102.00, Rho = 1.000
(iter 10) [0.0, -0.3279, -0.0128] = 453.0904, sampling [1.0, -0.4377, 0.0094]. Recommendation = [0.0, 1.0559, 1.1147], Current Cost = 5103.00, Rho = 1.000
(iter 10) [0.0, -0.3279, -0.0128] = 453.0904, sampling [1.0, 0.4310, 0.4114]. Recommendation = [0.0, 1.0559, 1.1147], Current Cost = 5104.00, Rho = 1.000
(iter 10) [0.0, -0.3279, -0.0128] = 453.0904, sampling [1.0, -0.4733, 1.1348]. Recommendation = [0.0, 1.0559, 1.1147], Current Cost = 5105.00, Rho = 1.000
(iter 10) [0.0, -0.3279, -0.0128] = 453.0904, sampling [1.0, 0.4703, 1.1794]. Recommendation = [0.0, 1.0559, 1.1147], Current Cost = 5106.00, Rho = 1.000
(iter 10) [0.0, -0.3279, -0.0128] = 453.0904, sampling [1.0, 1.1883, 1.8908]. Recommendation = [0.0, 1.0559, 1.1147], Current Cost = 5107.00, Rho = 1.000
(iter 10) [0.0, -0.3279, -0.0128] = 453.0904, sampling [1.0, 0.7771, 0.4128]. Recommendation = [0.0, 1.0559, 1.1147], Current Cost = 5108.00, Rho = 1.000
(iter 10) [0.0, -0.3279, -0.0128] = 453.0904, sampling [1.0, 0.6566, 0.6126]. Recommendation = [0.0, 1.0559, 1.1147], Current Cost = 5109.00, Rho = 1.000
(iter 10) [0.0, -0.3279, -0.0128] = 453.0904, sampling [1.0, -0.7051, 0.5964]. Recommendation = [0.0, 1.0559, 1.1147], Current Cost = 5110.00, Rho = 1.000
(iter 10) [0.0, -0.3279, -0.0128] = 453.0904, sampling [1.0, 1.4178, 1.4661]. Recommendation = [0.0, 1.0559, 1.1147], Current Cost = 5111.00, Rho = 1.000
(iter 10) [0.0, -0.3279, -0.0128] = 453.0904, sampling [1.0, 0.3123, -0.2352]. Recommendation = [0.0, 1.0559, 1.1147], Current Cost = 5112.00, Rho = 1.000
(iter 10) [0.0, -0.3279, -0.0128] = 453.0904, sampling [1.0, 0.2677, -0.1048]. Recommendation = [0.0, 1.0559, 1.1147], Current Cost = 5113.00, Rho = 1.000
(iter 10) [0.0, -0.3279, -0.0128] = 453.0904, sampling [1.0, 1.4370, 1.8383]. Recommendation = [0.0, 1.0559, 1.1147], Current Cost = 5114.00, Rho = 1.000
(iter 10) [0.0, -0.3279, -0.0128] = 453.0904, sampling [1.0, -0.2457, 0.3979]. Recommendation = [0.0, 1.0559, 1.1147], Current Cost = 5115.00, Rho = 1.000
(iter 10) [0.0, -0.3279, -0.0128] = 453.0904, sampling [1.0, -0.7618, 0.2357]. Recommendation = [0.0, 1.0559, 1.1147], Current Cost = 5116.00, Rho = 1.000
(iter 10) [0.0, -0.3279, -0.0128] = 453.0904, sampling [1.0, -1.0010, 1.3456]. Recommendation = [0.0, 1.0559, 1.1147], Current Cost = 5117.00, Rho = 1.000
(iter 10) [0.0, -0.3279, -0.0128] = 453.0904, sampling [1.0, -0.2660, 0.7242]. Recommendation = [0.0, 1.0559, 1.1147], Current Cost = 5118.00, Rho = 1.000
(iter 10) [0.0, -0.3279, -0.0128] = 453.0904, sampling [1.0, -0.3565, 0.3927]. Recommendation = [0.0, 1.0559, 1.1147], Current Cost = 5119.00, Rho = 1.000
(iter 10) [0.0, -0.3279, -0.0128] = 453.0904, sampling [1.0, 0.7360, 0.1716]. Recommendation = [0.0, 1.0559, 1.1147], Current Cost = 5120.00, Rho = 1.000
(iter 10) [0.0, -0.3279, -0.0128] = 453.0904, sampling [1.0, 0.8694, 0.8046]. Recommendation = [0.0, 1.0559, 1.1147], Current Cost = 5121.00, Rho = 1.000
(iter 10) [0.0, -0.3279, -0.0128] = 453.0904, sampling [1.0, -0.8675, 1.2048]. Recommendation = [0.0, 0.8694, 0.8046], Current Cost = 5122.00, Rho = 1.000
(iter 10) [0.0, -0.3279, -0.0128] = 453.0904, sampling [1.0, 0.8831, 0.3228]. Recommendation = [0.0, 0.8694, 0.8046], Current Cost = 5123.00, Rho = 1.000
(iter 10) [0.0, -0.3279, -0.0128] = 453.0904, sampling [1.0, -1.4933, 1.9125]. Recommendation = [0.0, 0.8694, 0.8046], Current Cost = 5124.00, Rho = 1.000
(iter 10) [0.0, -0.3279, -0.0128] = 453.0904, sampling [1.0, 1.2314, 1.7110]. Recommendation = [0.0, 0.8694, 0.8046], Current Cost = 5125.00, Rho = 1.000
(iter 10) [0.0, -0.3279, -0.0128] = 453.0904, sampling [1.0, 1.0407, 1.5966]. Recommendation = [0.0, 0.8694, 0.8046], Current Cost = 5126.00, Rho = 1.000
(iter 10) [0.0, -0.3279, -0.0128] = 453.0904, sampling [1.0, -1.2715, 1.5099]. Recommendation = [0.0, 0.8694, 0.8046], Current Cost = 5127.00, Rho = 1.000
(iter 10) [0.0, -0.3279, -0.0128] = 453.0904, sampling [1.0, 0.6494, 0.9329]. Recommendation = [0.0, 0.8694, 0.8046], Current Cost = 5128.00, Rho = 1.000
(iter 10) [0.0, -0.3279, -0.0128] = 453.0904, sampling [1.0, -1.3140, 1.8691]. Recommendation = [0.0, 0.8694, 0.8046], Current Cost = 5129.00, Rho = 1.000
(iter 10) [0.0, -0.3279, -0.0128] = 453.0904, sampling [1.0, 1.7600, 1.9846]. Recommendation = [0.0, 0.8694, 0.8046], Current Cost = 5130.00, Rho = 1.000
(iter 10) [0.0, -0.3279, -0.0128] = 453.0904, sampling [1.0, 0.0166, 0.6818]. Recommendation = [0.0, 0.8694, 0.8046], Current Cost = 5131.00, Rho = 1.000
(iter 10) [0.0, -0.3279, -0.0128] = 453.0904, sampling [1.0, -0.2058, -0.1956]. Recommendation = [0.0, 0.8694, 0.8046], Current Cost = 5132.00, Rho = 1.000
(iter 10) [0.0, -0.3279, -0.0128] = 453.0904, sampling [1.0, -0.3825, -0.0968]. Recommendation = [0.0, 0.8694, 0.8046], Current Cost = 5133.00, Rho = 1.000
(iter 10) [0.0, -0.3279, -0.0128] = 453.0904, sampling [1.0, -0.6085, 0.0919]. Recommendation = [0.0, 0.8694, 0.8046], Current Cost = 5134.00, Rho = 1.000
(iter 10) [0.0, -0.3279, -0.0128] = 453.0904, sampling [1.0, -0.1145, -0.2753]. Recommendation = [0.0, 0.8694, 0.8046], Current Cost = 5135.00, Rho = 1.000
(iter 10) [0.0, -0.3279, -0.0128] = 453.0904, sampling [1.0, 0.0642, -0.3887]. Recommendation = [0.0, 0.8694, 0.8046], Current Cost = 5136.00, Rho = 1.000
(iter 10) [0.0, -0.3279, -0.0128] = 453.0904, sampling [1.0, 0.6311, -0.2240]. Recommendation = [0.0, 0.8694, 0.8046], Current Cost = 5137.00, Rho = 1.000
(iter 10) [0.0, -0.3279, -0.0128] = 453.0904, sampling [1.0, 0.2722, -0.4294]. Recommendation = [0.0, 0.8694, 0.8046], Current Cost = 5138.00, Rho = 1.000
(iter 10) [0.0, -0.3279, -0.0128] = 453.0904, sampling [1.0, 0.1551, -0.3169]. Recommendation = [0.0, 0.8694, 0.8046], Current Cost = 5139.00, Rho = 1.000
(iter 10) [0.0, -0.3279, -0.0128] = 453.0904, sampling [1.0, -0.9258, 0.2881]. Recommendation = [0.0, 0.8694, 0.8046], Current Cost = 5140.00, Rho = 1.000
(iter 10) [0.0, -0.3279, -0.0128] = 453.0904, sampling [1.0, 0.2940, 0.3568]. Recommendation = [0.0, 0.8694, 0.8046], Current Cost = 5141.00, Rho = 1.000
(iter 10) [0.0, -0.3279, -0.0128] = 453.0904, sampling [1.0, 0.6177, 0.7838]. Recommendation = [0.0, 0.8694, 0.8046], Current Cost = 5142.00, Rho = 1.000
(iter 10) [0.0, -0.3279, -0.0128] = 453.0904, sampling [1.0, 0.6446, 0.2756]. Recommendation = [0.0, 0.8694, 0.8046], Current Cost = 5143.00, Rho = 1.000
(iter 10) [0.0, -0.3279, -0.0128] = 453.0904, sampling [1.0, -1.2497, 1.9928]. Recommendation = [0.0, 0.8694, 0.8046], Current Cost = 5144.00, Rho = 1.000
(iter 10) [0.0, -0.3279, -0.0128] = 453.0904, sampling [1.0, 0.0926, 0.0049]. Recommendation = [0.0, 0.8694, 0.8046], Current Cost = 5145.00, Rho = 1.000
(iter 10) [0.0, -0.3279, -0.0128] = 453.0904, sampling [1.0, -1.1618, 1.1972]. Recommendation = [0.0, 0.8694, 0.8046], Current Cost = 5146.00, Rho = 1.000
(iter 10) [0.0, -0.3279, -0.0128] = 453.0904, sampling [1.0, -1.4745, 1.6845]. Recommendation = [0.0, 0.8694, 0.8046], Current Cost = 5147.00, Rho = 1.000
(iter 10) [0.0, -0.3279, -0.0128] = 453.0904, sampling [1.0, 1.4554, 1.6636]. Recommendation = [0.0, 0.8694, 0.8046], Current Cost = 5148.00, Rho = 1.000
(iter 10) [0.0, -0.3279, -0.0128] = 453.0904, sampling [1.0, 0.3277, -0.3462]. Recommendation = [0.0, 0.8694, 0.8046], Current Cost = 5149.00, Rho = 1.000
(iter 10) [0.0, -0.3279, -0.0128] = 453.0904, sampling [1.0, -0.9621, 1.1562]. Recommendation = [0.0, 0.8694, 0.8046], Current Cost = 5150.00, Rho = 1.000
