(iter 5) [0.0, -0.4674, -0.0320] = 447.8781, sampling [0.0, 0.1711, 0.2069]. Recommendation = [0.0, -0.4674, -0.0320], Current Cost = 5000.00, Rho = -1.230
(iter 34) [0.0, 0.9003, 0.8420] = 456.1908, sampling [0.0, -1.4495, 1.8319]. Recommendation = [0.0, 0.9003, 0.8420], Current Cost = 62000.00, Rho = -1.230
(iter 34) [0.0, 0.9003, 0.8420] = 456.1908, sampling [0.0, -1.3224, 1.7142]. Recommendation = [0.0, 0.9003, 0.8420], Current Cost = 63000.00, Rho = -1.230
(iter 34) [0.0, 0.9003, 0.8420] = 456.1908, sampling [0.0, -1.7495, 1.6588]. Recommendation = [0.0, 0.9003, 0.8420], Current Cost = 64000.00, Rho = -1.230
(iter 34) [0.0, 0.9003, 0.8420] = 456.1908, sampling [0.0, 0.5721, 0.2229]. Recommendation = [0.0, 0.9003, 0.8420], Current Cost = 65000.00, Rho = -1.230
(iter 34) [0.0, 0.9003, 0.8420] = 456.1908, sampling [0.0, -0.5422, 0.1448]. Recommendation = [0.0, 0.9003, 0.8420], Current Cost = 66000.00, Rho = -1.230
(iter 34) [0.0, 0.9003, 0.8420] = 456.1908, sampling [0.0, 0.1206, 0.1077]. Recommendation = [0.0, 0.9003, 0.8420], Current Cost = 67000.00, Rho = -1.230
(iter 34) [0.0, 0.9003, 0.8420] = 456.1908, sampling [0.0, 0.3321, 0.1318]. Recommendation = [0.0, 0.9003, 0.8420], Current Cost = 68000.00, Rho = -1.230
(iter 34) [0.0, 0.9003, 0.8420] = 456.1908, sampling [0.0, 1.0001, 0.9898]. Recommendation = [0.0, 0.9003, 0.8420], Current Cost = 69000.00, Rho = -1.230
(iter 69) [0.0, 1.0001, 0.9898] = 456.2894, sampling [0.0, 1.0141, 0.7036]. Recommendation = [0.0, 1.0001, 0.9898], Current Cost = 70000.00, Rho = -1.230
(iter 69) [0.0, 1.0001, 0.9898] = 456.2894, sampling [0.0, -1.0235, 1.0221]. Recommendation = [0.0, 1.0001, 0.9898], Current Cost = 71000.00, Rho = -1.230
(iter 69) [0.0, 1.0001, 0.9898] = 456.2894, sampling [0.0, -0.1940, -0.3357]. Recommendation = [0.0, 1.0001, 0.9898], Current Cost = 72000.00, Rho = -1.230
(iter 69) [0.0, 1.0001, 0.9898] = 456.2894, sampling [0.0, 0.0543, -0.2195]. Recommendation = [0.0, 1.0001, 0.9898], Current Cost = 73000.00, Rho = -1.230
(iter 69) [0.0, 1.0001, 0.9898] = 456.2894, sampling [0.0, 1.0576, 1.2216]. Recommendation = [0.0, 1.0001, 0.9898], Current Cost = 74000.00, Rho = -1.230
(iter 69) [0.0, 1.0001, 0.9898] = 456.2894, sampling [0.0, 0.9841, 1.1339]. Recommendation = [0.0, 1.0001, 0.9898], Current Cost = 75000.00, Rho = -1.230
(iter 69) [0.0, 1.0001, 0.9898] = 456.2894, sampling [0.0, -0.4507, 0.7221]. Recommendation = [0.0, 1.0001, 0.9898], Current Cost = 76000.00, Rho = -1.230
(iter 69) [0.0, 1.0001, 0.9898] = 456.2894, sampling [0.0, -0.7074, 0.5895]. Recommendation = [0.0, 1.0001, 0.9898], Current Cost = 77000.00, Rho = -1.230
(iter 69) [0.0, 1.0001, 0.9898] = 456.2894, sampling [0.0, 1.2069, 1.0561]. Recommendation = [0.0, 1.0001, 0.9898], Current Cost = 78000.00, Rho = -1.230
(iter 69) [0.0, 1.0001, 0.9898] = 456.2894, sampling [0.0, 1.1881, 1.4343]. Recommendation = [0.0, 1.0001, 0.9898], Current Cost = 79000.00, Rho = -1.230
(iter 69) [0.0, 1.0001, 0.9898] = 456.2894, sampling [0.0, 1.1856, 1.2518]. Recommendation = [0.0, 1.0001, 0.9898], Current Cost = 80000.00, Rho = -1.230
(iter 69) [0.0, 1.0001, 0.9898] = 456.2894, sampling [0.0, 1.1019, 1.6739]. Recommendation = [0.0, 1.0001, 0.9898], Current Cost = 81000.00, Rho = -1.230
(iter 69) [0.0, 1.0001, 0.9898] = 456.2894, sampling [0.0, 1.0386, 1.4143]. Recommendation = [0.0, 1.0001, 0.9898], Current Cost = 82000.00, Rho = -1.230
(iter 69) [0.0, 1.0001, 0.9898] = 456.2894, sampling [0.0, 1.5126, 1.5435]. Recommendation = [0.0, 1.0001, 0.9898], Current Cost = 83000.00, Rho = -1.230
(iter 69) [0.0, 1.0001, 0.9898] = 456.2894, sampling [0.0, 1.3477, 1.3835]. Recommendation = [0.0, 1.0001, 0.9898], Current Cost = 84000.00, Rho = -1.230
(iter 69) [0.0, 1.0001, 0.9898] = 456.2894, sampling [0.0, 0.8340, 1.9263]. Recommendation = [0.0, 1.0001, 0.9898], Current Cost = 85000.00, Rho = -1.230
(iter 69) [0.0, 1.0001, 0.9898] = 456.2894, sampling [0.0, 0.4301, -0.1592]. Recommendation = [0.0, 1.0001, 0.9898], Current Cost = 86000.00, Rho = -1.230
(iter 69) [0.0, 1.0001, 0.9898] = 456.2894, sampling [0.0, -0.8637, 0.5376]. Recommendation = [0.0, 1.0001, 0.9898], Current Cost = 87000.00, Rho = -1.230
(iter 69) [0.0, 1.0001, 0.9898] = 456.2894, sampling [0.0, 0.3262, -0.4277]. Recommendation = [0.0, 1.0001, 0.9898], Current Cost = 88000.00, Rho = -1.230
(iter 69) [0.0, 1.0001, 0.9898] = 456.2894, sampling [0.0, 0.7681, 0.1222]. Recommendation = [0.0, 1.0001, 0.9898], Current Cost = 89000.00, Rho = -1.230
(iter 69) [0.0, 1.0001, 0.9898] = 456.2894, sampling [0.0, 0.2326, 0.2721]. Recommendation = [0.0, 1.0001, 0.9898], Current Cost = 90000.00, Rho = -1.230
(iter 69) [0.0, 1.0001, 0.9898] = 456.2894, sampling [0.0, -0.6090, 0.3893]. Recommendation = [0.0, 1.0001, 0.9898], Current Cost = 91000.00, Rho = -1.230
(iter 69) [0.0, 1.0001, 0.9898] = 456.2894, sampling [0.0, -0.9026, 1.0182]. Recommendation = [0.0, 1.0001, 0.9898], Current Cost = 92000.00, Rho = -1.230
(iter 69) [0.0, 1.0001, 0.9898] = 456.2894, sampling [0.0, 1.1132, 1.1230]. Recommendation = [0.0, 1.0001, 0.9898], Current Cost = 93000.00, Rho = -1.230
(iter 69) [0.0, 1.0001, 0.9898] = 456.2894, sampling [0.0, -0.3651, -0.1860]. Recommendation = [0.0, 1.0001, 0.9898], Current Cost = 94000.00, Rho = -1.230
(iter 69) [0.0, 1.0001, 0.9898] = 456.2894, sampling [0.0, -0.2800, 0.2646]. Recommendation = [0.0, 1.0001, 0.9898], Current Cost = 95000.00, Rho = -1.230
(iter 69) [0.0, 1.0001, 0.9898] = 456.2894, sampling [0.0, 0.4569, 0.6059]. Recommendation = [0.0, 1.0001, 0.9898], Current Cost = 96000.00, Rho = -1.230
(iter 69) [0.0, 1.0001, 0.9898] = 456.2894, sampling [0.0, 0.0647, -0.5406]. Recommendation = [0.0, 1.0001, 0.9898], Current Cost = 97000.00, Rho = -1.230
(iter 69) [0.0, 1.0001, 0.9898] = 456.2894, sampling [0.0, -1.2348, 1.7074]. Recommendation = [0.0, 1.0001, 0.9898], Current Cost = 98000.00, Rho = -1.230
(iter 69) [0.0, 1.0001, 0.9898] = 456.2894, sampling [0.0, 0.1262, -0.0752]. Recommendation = [0.0, 1.0001, 0.9898], Current Cost = 99000.00, Rho = -1.230
(iter 69) [0.0, 1.0001, 0.9898] = 456.2894, sampling [0.0, -0.0335, -0.1705]. Recommendation = [0.0, 1.0001, 0.9898], Current Cost = 100000.00, Rho = -1.230
