(iter 5) [0.0, -0.0143, -0.1276] = 453.6367, sampling [0.0, 0.1216, 0.6990]. Recommendation = [0.0, -0.0143, -0.1276], Current Cost = 5000.00, Rho = -1.230
(iter 21) [0.0, 0.5634, 0.4214] = 455.0294, sampling [0.0, 0.9414, 1.0154]. Recommendation = [0.0, 0.0460, 0.1130], Current Cost = 24000.00, Rho = -1.230
(iter 21) [0.0, 0.5634, 0.4214] = 455.0294, sampling [0.0, 1.0757, 1.9772]. Recommendation = [0.0, 0.7034, 0.6681], Current Cost = 25000.00, Rho = -1.230
(iter 21) [0.0, 0.5634, 0.4214] = 455.0294, sampling [0.0, 0.3367, -0.1003]. Recommendation = [0.0, 0.0460, 0.1130], Current Cost = 26000.00, Rho = -1.230
(iter 21) [0.0, 0.5634, 0.4214] = 455.0294, sampling [0.0, -0.6630, 1.4165]. Recommendation = [0.0, 0.0281, -0.0335], Current Cost = 27000.00, Rho = -1.230
(iter 21) [0.0, 0.5634, 0.4214] = 455.0294, sampling [0.0, -0.2541, 0.0951]. Recommendation = [0.0, 0.0281, -0.0335], Current Cost = 28000.00, Rho = -1.230
(iter 21) [0.0, 0.5634, 0.4214] = 455.0294, sampling [0.0, 0.2561, 1.3551]. Recommendation = [0.0, 0.0016, 0.0658], Current Cost = 29000.00, Rho = -1.230
(iter 21) [0.0, 0.5634, 0.4214] = 455.0294, sampling [0.0, -0.2618, 0.6891]. Recommendation = [0.0, 0.0016, 0.0658], Current Cost = 30000.00, Rho = -1.230
(iter 21) [0.0, 0.5634, 0.4214] = 455.0294, sampling [0.0, -1.3862, 1.9916]. Recommendation = [0.0, 0.0016, 0.0658], Current Cost = 31000.00, Rho = -1.230
(iter 21) [0.0, 0.5634, 0.4214] = 455.0294, sampling [0.0, -0.7563, 1.9867]. Recommendation = [0.0, 0.0016, 0.0658], Current Cost = 32000.00, Rho = -1.230
(iter 21) [0.0, 0.5634, 0.4214] = 455.0294, sampling [0.0, -1.0069, 0.9591]. Recommendation = [0.0, 0.0016, 0.0658], Current Cost = 33000.00, Rho = -1.230
(iter 21) [0.0, 0.5634, 0.4214] = 455.0294, sampling [0.0, 0.6632, 0.7673]. Recommendation = [0.0, 0.0016, 0.0658], Current Cost = 34000.00, Rho = -1.230
(iter 21) [0.0, 0.5634, 0.4214] = 455.0294, sampling [0.0, 1.1584, 1.4293]. Recommendation = [0.0, 0.0016, 0.0658], Current Cost = 35000.00, Rho = -1.230
(iter 35) [0.0, 1.1584, 1.4293] = 455.5090, sampling [0.0, -0.6251, 0.1342]. Recommendation = [0.0, 0.0016, 0.0658], Current Cost = 36000.00, Rho = -1.230
(iter 35) [0.0, 1.1584, 1.4293] = 455.5090, sampling [0.0, 0.6243, 1.8198]. Recommendation = [0.0, 0.0016, 0.0658], Current Cost = 37000.00, Rho = -1.230
(iter 35) [0.0, 1.1584, 1.4293] = 455.5090, sampling [0.0, 1.1908, 0.8088]. Recommendation = [0.0, 0.0016, 0.0658], Current Cost = 38000.00, Rho = -1.230
(iter 35) [0.0, 1.1584, 1.4293] = 455.5090, sampling [0.0, 1.3985, 1.8933]. Recommendation = [0.0, 0.0016, 0.0658], Current Cost = 39000.00, Rho = -1.230
(iter 39) [0.0, 1.3985, 1.8933] = 455.7522, sampling [0.0, 1.9899, 1.9049]. Recommendation = [0.0, 0.0016, 0.0658], Current Cost = 40000.00, Rho = -1.230
(iter 39) [0.0, 1.3985, 1.8933] = 455.7522, sampling [0.0, 0.0460, 0.1130]. Recommendation = [0.0, 0.0016, 0.0658], Current Cost = 41000.00, Rho = -1.230
(iter 39) [0.0, 1.3985, 1.8933] = 455.7522, sampling [0.0, -1.2500, 1.6263]. Recommendation = [0.0, 0.0281, -0.0335], Current Cost = 42000.00, Rho = -1.230
(iter 39) [0.0, 1.3985, 1.8933] = 455.7522, sampling [0.0, 1.2939, 1.6646]. Recommendation = [0.0, 0.0281, -0.0335], Current Cost = 43000.00, Rho = -1.230
(iter 43) [0.0, 1.2939, 1.6646] = 456.2044, sampling [0.0, 0.8613, 0.3737]. Recommendation = [0.0, 0.0281, -0.0335], Current Cost = 44000.00, Rho = -1.230
(iter 43) [0.0, 1.2939, 1.6646] = 456.2044, sampling [0.0, -0.8207, 0.3498]. Recommendation = [0.0, 0.0281, -0.0335], Current Cost = 45000.00, Rho = -1.230
(iter 43) [0.0, 1.2939, 1.6646] = 456.2044, sampling [0.0, 1.1273, 1.2167]. Recommendation = [0.0, -0.5809, 0.2848], Current Cost = 46000.00, Rho = -1.230
(iter 43) [0.0, 1.2939, 1.6646] = 456.2044, sampling [0.0, 0.7295, 1.1782]. Recommendation = [0.0, -0.5809, 0.2848], Current Cost = 47000.00, Rho = -1.230
(iter 43) [0.0, 1.2939, 1.6646] = 456.2044, sampling [0.0, 0.2630, -0.4379]. Recommendation = [0.0, -0.5809, 0.2848], Current Cost = 48000.00, Rho = -1.230
(iter 43) [0.0, 1.2939, 1.6646] = 456.2044, sampling [0.0, -0.3183, -0.2376]. Recommendation = [0.0, -0.5809, 0.2848], Current Cost = 49000.00, Rho = -1.230
(iter 43) [0.0, 1.2939, 1.6646] = 456.2044, sampling [0.0, 0.5981, -0.3678]. Recommendation = [0.0, -0.5809, 0.2848], Current Cost = 50000.00, Rho = -1.230
(iter 43) [0.0, 1.2939, 1.6646] = 456.2044, sampling [0.0, -0.8082, 0.8054]. Recommendation = [0.0, -0.5809, 0.2848], Current Cost = 51000.00, Rho = -1.230
(iter 43) [0.0, 1.2939, 1.6646] = 456.2044, sampling [0.0, -0.0694, -0.4125]. Recommendation = [0.0, -0.5809, 0.2848], Current Cost = 52000.00, Rho = -1.230
(iter 43) [0.0, 1.2939, 1.6646] = 456.2044, sampling [0.0, -1.2033, 1.3948]. Recommendation = [0.0, -0.5809, 0.2848], Current Cost = 53000.00, Rho = -1.230
(iter 43) [0.0, 1.2939, 1.6646] = 456.2044, sampling [0.0, 0.5577, 0.1529]. Recommendation = [0.0, -0.5809, 0.2848], Current Cost = 54000.00, Rho = -1.230
(iter 43) [0.0, 1.2939, 1.6646] = 456.2044, sampling [0.0, 0.2493, 0.4820]. Recommendation = [0.0, -0.5809, 0.2848], Current Cost = 55000.00, Rho = -1.230
(iter 43) [0.0, 1.2939, 1.6646] = 456.2044, sampling [0.0, 1.0195, 1.7322]. Recommendation = [0.0, -0.5809, 0.2848], Current Cost = 56000.00, Rho = -1.230
(iter 43) [0.0, 1.2939, 1.6646] = 456.2044, sampling [0.0, -0.1484, 0.3412]. Recommendation = [0.0, -0.5809, 0.2848], Current Cost = 57000.00, Rho = -1.230
(iter 43) [0.0, 1.2939, 1.6646] = 456.2044, sampling [0.0, -0.4424, 0.2022]. Recommendation = [0.0, -0.5809, 0.2848], Current Cost = 58000.00, Rho = -1.230
(iter 43) [0.0, 1.2939, 1.6646] = 456.2044, sampling [0.0, -0.5152, 0.7954]. Recommendation = [0.0, -0.5809, 0.2848], Current Cost = 59000.00, Rho = -1.230
(iter 43) [0.0, 1.2939, 1.6646] = 456.2044, sampling [0.0, 0.5434, -0.1097]. Recommendation = [0.0, -0.5809, 0.2848], Current Cost = 60000.00, Rho = -1.230
(iter 43) [0.0, 1.2939, 1.6646] = 456.2044, sampling [0.0, 0.1432, -0.3165]. Recommendation = [0.0, -0.5809, 0.2848], Current Cost = 61000.00, Rho = -1.230
(iter 43) [0.0, 1.2939, 1.6646] = 456.2044, sampling [0.0, -0.4922, -0.0216]. Recommendation = [0.0, -0.5809, 0.2848], Current Cost = 62000.00, Rho = -1.230
(iter 43) [0.0, 1.2939, 1.6646] = 456.2044, sampling [0.0, -1.0515, 1.9020]. Recommendation = [0.0, -0.3588, 0.0227], Current Cost = 63000.00, Rho = -1.230
(iter 43) [0.0, 1.2939, 1.6646] = 456.2044, sampling [0.0, 1.0039, 0.7558]. Recommendation = [0.0, -0.3588, 0.0227], Current Cost = 64000.00, Rho = -1.230
(iter 43) [0.0, 1.2939, 1.6646] = 456.2044, sampling [0.0, 1.0094, -0.0168]. Recommendation = [0.0, -0.3588, 0.0227], Current Cost = 65000.00, Rho = -1.230
(iter 43) [0.0, 1.2939, 1.6646] = 456.2044, sampling [0.0, 1.9765, 0.0072]. Recommendation = [0.0, -0.3588, 0.0227], Current Cost = 66000.00, Rho = -1.230
(iter 43) [0.0, 1.2939, 1.6646] = 456.2044, sampling [0.0, 0.1317, -0.8042]. Recommendation = [0.0, -0.3588, 0.0227], Current Cost = 67000.00, Rho = -1.230
(iter 43) [0.0, 1.2939, 1.6646] = 456.2044, sampling [0.0, -1.4546, 1.4451]. Recommendation = [0.0, -0.3588, 0.0227], Current Cost = 68000.00, Rho = -1.230
(iter 43) [0.0, 1.2939, 1.6646] = 456.2044, sampling [0.0, -1.5197, 1.8375]. Recommendation = [0.0, -0.3588, 0.0227], Current Cost = 69000.00, Rho = -1.230
(iter 43) [0.0, 1.2939, 1.6646] = 456.2044, sampling [0.0, -0.5031, 0.4002]. Recommendation = [0.0, -0.3588, 0.0227], Current Cost = 70000.00, Rho = -1.230
(iter 43) [0.0, 1.2939, 1.6646] = 456.2044, sampling [0.0, -0.2577, -0.6166]. Recommendation = [0.0, -0.3588, 0.0227], Current Cost = 71000.00, Rho = -1.230
(iter 43) [0.0, 1.2939, 1.6646] = 456.2044, sampling [0.0, -0.6074, -0.3031]. Recommendation = [0.0, -0.3588, 0.0227], Current Cost = 72000.00, Rho = -1.230
(iter 43) [0.0, 1.2939, 1.6646] = 456.2044, sampling [0.0, -0.8610, -0.0452]. Recommendation = [0.0, 0.6570, 0.4554], Current Cost = 73000.00, Rho = -1.230
(iter 43) [0.0, 1.2939, 1.6646] = 456.2044, sampling [0.0, 0.1021, 0.9808]. Recommendation = [0.0, 0.6570, 0.4554], Current Cost = 74000.00, Rho = -1.230
(iter 43) [0.0, 1.2939, 1.6646] = 456.2044, sampling [0.0, 0.7906, 0.8668]. Recommendation = [0.0, 0.6570, 0.4554], Current Cost = 75000.00, Rho = -1.230
(iter 43) [0.0, 1.2939, 1.6646] = 456.2044, sampling [0.0, 0.6368, 0.6196]. Recommendation = [0.0, 0.6570, 0.4554], Current Cost = 76000.00, Rho = -1.230
(iter 43) [0.0, 1.2939, 1.6646] = 456.2044, sampling [0.0, 0.4725, -0.7531]. Recommendation = [0.0, 0.6570, 0.4554], Current Cost = 77000.00, Rho = -1.230
(iter 43) [0.0, 1.2939, 1.6646] = 456.2044, sampling [0.0, 0.0093, -0.6004]. Recommendation = [0.0, 0.6570, 0.4554], Current Cost = 78000.00, Rho = -1.230
(iter 43) [0.0, 1.2939, 1.6646] = 456.2044, sampling [0.0, -0.8989, 1.0858]. Recommendation = [0.0, 0.6570, 0.4554], Current Cost = 79000.00, Rho = -1.230
(iter 43) [0.0, 1.2939, 1.6646] = 456.2044, sampling [0.0, 1.1285, 0.5132]. Recommendation = [0.0, 0.6570, 0.4554], Current Cost = 80000.00, Rho = -1.230
(iter 43) [0.0, 1.2939, 1.6646] = 456.2044, sampling [0.0, 1.3861, 1.2913]. Recommendation = [0.0, 1.2939, 1.6646], Current Cost = 81000.00, Rho = -1.230
(iter 43) [0.0, 1.2939, 1.6646] = 456.2044, sampling [0.0, -1.0960, 0.3915]. Recommendation = [0.0, 1.2939, 1.6646], Current Cost = 82000.00, Rho = -1.230
(iter 43) [0.0, 1.2939, 1.6646] = 456.2044, sampling [0.0, 1.2782, 1.0107]. Recommendation = [0.0, 1.2939, 1.6646], Current Cost = 83000.00, Rho = -1.230
(iter 43) [0.0, 1.2939, 1.6646] = 456.2044, sampling [0.0, 0.0215, 0.4888]. Recommendation = [0.0, 1.2939, 1.6646], Current Cost = 84000.00, Rho = -1.230
(iter 43) [0.0, 1.2939, 1.6646] = 456.2044, sampling [0.0, 0.1162, -0.0539]. Recommendation = [0.0, 1.2939, 1.6646], Current Cost = 85000.00, Rho = -1.230
(iter 43) [0.0, 1.2939, 1.6646] = 456.2044, sampling [0.0, 0.7196, 0.3310]. Recommendation = [0.0, 1.2939, 1.6646], Current Cost = 86000.00, Rho = -1.230
(iter 43) [0.0, 1.2939, 1.6646] = 456.2044, sampling [0.0, 0.9129, 1.3484]. Recommendation = [0.0, 1.2939, 1.6646], Current Cost = 87000.00, Rho = -1.230
(iter 43) [0.0, 1.2939, 1.6646] = 456.2044, sampling [0.0, -1.1542, 1.1742]. Recommendation = [0.0, 1.2939, 1.6646], Current Cost = 88000.00, Rho = -1.230
(iter 43) [0.0, 1.2939, 1.6646] = 456.2044, sampling [0.0, 0.2957, 0.6936]. Recommendation = [0.0, 1.2939, 1.6646], Current Cost = 89000.00, Rho = -1.230
(iter 43) [0.0, 1.2939, 1.6646] = 456.2044, sampling [0.0, -0.4862, 1.1872]. Recommendation = [0.0, 1.2939, 1.6646], Current Cost = 90000.00, Rho = -1.230
(iter 43) [0.0, 1.2939, 1.6646] = 456.2044, sampling [0.0, 1.2638, 1.8328]. Recommendation = [0.0, 1.2939, 1.6646], Current Cost = 91000.00, Rho = -1.230
(iter 43) [0.0, 1.2939, 1.6646] = 456.2044, sampling [0.0, -0.1302, -0.2059]. Recommendation = [0.0, 1.2939, 1.6646], Current Cost = 92000.00, Rho = -1.230
(iter 43) [0.0, 1.2939, 1.6646] = 456.2044, sampling [0.0, 0.4055, 0.0164]. Recommendation = [0.0, 1.2939, 1.6646], Current Cost = 93000.00, Rho = -1.230
(iter 43) [0.0, 1.2939, 1.6646] = 456.2044, sampling [0.0, 1.3660, 1.4939]. Recommendation = [0.0, 1.2939, 1.6646], Current Cost = 94000.00, Rho = -1.230
(iter 43) [0.0, 1.2939, 1.6646] = 456.2044, sampling [0.0, -0.6681, 0.3015]. Recommendation = [0.0, 1.2172, 1.5163], Current Cost = 95000.00, Rho = -1.230
(iter 43) [0.0, 1.2939, 1.6646] = 456.2044, sampling [0.0, -0.9708, 1.3647]. Recommendation = [0.0, 1.2172, 1.5163], Current Cost = 96000.00, Rho = -1.230
(iter 43) [0.0, 1.2939, 1.6646] = 456.2044, sampling [0.0, -1.3621, 1.8646]. Recommendation = [0.0, 1.2172, 1.5163], Current Cost = 97000.00, Rho = -1.230
(iter 43) [0.0, 1.2939, 1.6646] = 456.2044, sampling [0.0, 0.9283, 0.1930]. Recommendation = [0.0, 1.2172, 1.5163], Current Cost = 98000.00, Rho = -1.230
(iter 43) [0.0, 1.2939, 1.6646] = 456.2044, sampling [0.0, -1.0551, 0.8169]. Recommendation = [0.0, 1.2172, 1.5163], Current Cost = 99000.00, Rho = -1.230
(iter 43) [0.0, 1.2939, 1.6646] = 456.2044, sampling [0.0, 1.1345, 1.5773]. Recommendation = [0.0, 1.2172, 1.5163], Current Cost = 100000.00, Rho = -1.230
