(iter 5) [0.0, 0.3104, 0.1157] = 455.7867, sampling [0.0, 0.1142, -0.0516]. Recommendation = [0.0, 0.3104, 0.1157], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, 0.3104, 0.1157] = 455.7867, sampling [0.0, 0.4389, -0.0945]. Recommendation = [0.0, 0.2282, 0.1230], Current Cost = 39000.00, Rho = -1.230
(iter 5) [0.0, 0.3104, 0.1157] = 455.7867, sampling [0.0, -0.9355, 0.1694]. Recommendation = [0.0, 0.2282, 0.1230], Current Cost = 40000.00, Rho = -1.230
(iter 5) [0.0, 0.3104, 0.1157] = 455.7867, sampling [0.0, 0.0765, -0.1270]. Recommendation = [0.0, 0.2282, 0.1230], Current Cost = 41000.00, Rho = -1.230
(iter 5) [0.0, 0.3104, 0.1157] = 455.7867, sampling [0.0, -0.3568, 0.3100]. Recommendation = [0.0, 0.2282, 0.1230], Current Cost = 42000.00, Rho = -1.230
(iter 5) [0.0, 0.3104, 0.1157] = 455.7867, sampling [0.0, 0.2282, 0.1230]. Recommendation = [0.0, 0.2282, 0.1230], Current Cost = 43000.00, Rho = -1.230
(iter 5) [0.0, 0.3104, 0.1157] = 455.7867, sampling [0.0, -1.1226, 1.4322]. Recommendation = [0.0, 0.3104, 0.1157], Current Cost = 44000.00, Rho = -1.230
(iter 5) [0.0, 0.3104, 0.1157] = 455.7867, sampling [0.0, -0.1749, 0.0023]. Recommendation = [0.0, 0.3104, 0.1157], Current Cost = 45000.00, Rho = -1.230
(iter 5) [0.0, 0.3104, 0.1157] = 455.7867, sampling [0.0, -0.8163, 0.6052]. Recommendation = [0.0, 0.3104, 0.1157], Current Cost = 46000.00, Rho = -1.230
(iter 5) [0.0, 0.3104, 0.1157] = 455.7867, sampling [0.0, -0.4517, 0.0860]. Recommendation = [0.0, 0.3104, 0.1157], Current Cost = 47000.00, Rho = -1.230
(iter 5) [0.0, 0.3104, 0.1157] = 455.7867, sampling [0.0, -1.4671, 1.0526]. Recommendation = [0.0, 0.3104, 0.1157], Current Cost = 48000.00, Rho = -1.230
(iter 5) [0.0, 0.3104, 0.1157] = 455.7867, sampling [0.0, -0.8759, 1.5322]. Recommendation = [0.0, 0.3104, 0.1157], Current Cost = 49000.00, Rho = -1.230
(iter 5) [0.0, 0.3104, 0.1157] = 455.7867, sampling [0.0, -0.9176, 0.9571]. Recommendation = [0.0, 0.3104, 0.1157], Current Cost = 50000.00, Rho = -1.230
(iter 5) [0.0, 0.3104, 0.1157] = 455.7867, sampling [0.0, -0.3174, -0.2387]. Recommendation = [0.0, 0.3104, 0.1157], Current Cost = 51000.00, Rho = -1.230
(iter 5) [0.0, 0.3104, 0.1157] = 455.7867, sampling [0.0, 0.4302, 0.2497]. Recommendation = [0.0, 0.3104, 0.1157], Current Cost = 52000.00, Rho = -1.230
(iter 5) [0.0, 0.3104, 0.1157] = 455.7867, sampling [0.0, 0.2826, 0.2404]. Recommendation = [0.0, 0.3104, 0.1157], Current Cost = 53000.00, Rho = -1.230
(iter 5) [0.0, 0.3104, 0.1157] = 455.7867, sampling [0.0, 0.4414, 0.0425]. Recommendation = [0.0, 0.3104, 0.1157], Current Cost = 54000.00, Rho = -1.230
(iter 5) [0.0, 0.3104, 0.1157] = 455.7867, sampling [0.0, -0.7282, 0.4113]. Recommendation = [0.0, 0.3104, 0.1157], Current Cost = 55000.00, Rho = -1.230
(iter 5) [0.0, 0.3104, 0.1157] = 455.7867, sampling [0.0, -0.3288, -0.0875]. Recommendation = [0.0, 0.3104, 0.1157], Current Cost = 56000.00, Rho = -1.230
(iter 5) [0.0, 0.3104, 0.1157] = 455.7867, sampling [0.0, -0.6176, 0.0952]. Recommendation = [0.0, 0.3104, 0.1157], Current Cost = 57000.00, Rho = -1.230
(iter 5) [0.0, 0.3104, 0.1157] = 455.7867, sampling [0.0, 0.0644, 0.3415]. Recommendation = [0.0, 0.3104, 0.1157], Current Cost = 58000.00, Rho = -1.230
(iter 5) [0.0, 0.3104, 0.1157] = 455.7867, sampling [0.0, 0.3987, 0.4226]. Recommendation = [0.0, 0.3104, 0.1157], Current Cost = 59000.00, Rho = -1.230
(iter 5) [0.0, 0.3104, 0.1157] = 455.7867, sampling [0.0, 0.5959, 0.1662]. Recommendation = [0.0, 0.3104, 0.1157], Current Cost = 60000.00, Rho = -1.230
(iter 5) [0.0, 0.3104, 0.1157] = 455.7867, sampling [0.0, 0.6030, -0.0211]. Recommendation = [0.0, 0.3104, 0.1157], Current Cost = 61000.00, Rho = -1.230
(iter 5) [0.0, 0.3104, 0.1157] = 455.7867, sampling [0.0, 0.6160, -0.2861]. Recommendation = [0.0, 0.3104, 0.1157], Current Cost = 62000.00, Rho = -1.230
(iter 5) [0.0, 0.3104, 0.1157] = 455.7867, sampling [0.0, 0.1513, 0.7710]. Recommendation = [0.0, 0.3104, 0.1157], Current Cost = 63000.00, Rho = -1.230
(iter 5) [0.0, 0.3104, 0.1157] = 455.7867, sampling [0.0, -0.0794, 0.6025]. Recommendation = [0.0, 0.3104, 0.1157], Current Cost = 64000.00, Rho = -1.230
(iter 5) [0.0, 0.3104, 0.1157] = 455.7867, sampling [0.0, 0.5833, 0.3150]. Recommendation = [0.0, 0.3104, 0.1157], Current Cost = 65000.00, Rho = -1.230
(iter 65) [0.0, 0.5833, 0.3150] = 456.0626, sampling [0.0, 0.4987, 0.2269]. Recommendation = [0.0, 0.4987, 0.2269], Current Cost = 66000.00, Rho = -1.230
(iter 65) [0.0, 0.5833, 0.3150] = 456.0626, sampling [0.0, -0.0484, 0.0369]. Recommendation = [0.0, 0.5833, 0.3150], Current Cost = 67000.00, Rho = -1.230
(iter 65) [0.0, 0.5833, 0.3150] = 456.0626, sampling [0.0, -1.2041, 1.3387]. Recommendation = [0.0, 0.5833, 0.3150], Current Cost = 68000.00, Rho = -1.230
(iter 65) [0.0, 0.5833, 0.3150] = 456.0626, sampling [0.0, -0.4853, 0.6864]. Recommendation = [0.0, 0.5833, 0.3150], Current Cost = 69000.00, Rho = -1.230
(iter 65) [0.0, 0.5833, 0.3150] = 456.0626, sampling [0.0, -0.1508, -0.2565]. Recommendation = [0.0, 0.5833, 0.3150], Current Cost = 70000.00, Rho = -1.230
(iter 65) [0.0, 0.5833, 0.3150] = 456.0626, sampling [0.0, -0.7463, 0.8596]. Recommendation = [0.0, 0.5833, 0.3150], Current Cost = 71000.00, Rho = -1.230
(iter 65) [0.0, 0.5833, 0.3150] = 456.0626, sampling [0.0, 0.3323, 0.5379]. Recommendation = [0.0, 0.5833, 0.3150], Current Cost = 72000.00, Rho = -1.230
(iter 65) [0.0, 0.5833, 0.3150] = 456.0626, sampling [0.0, -1.0108, 0.7849]. Recommendation = [0.0, 0.5833, 0.3150], Current Cost = 73000.00, Rho = -1.230
(iter 65) [0.0, 0.5833, 0.3150] = 456.0626, sampling [0.0, 0.1089, -0.2984]. Recommendation = [0.0, 0.5833, 0.3150], Current Cost = 74000.00, Rho = -1.230
(iter 65) [0.0, 0.5833, 0.3150] = 456.0626, sampling [0.0, -0.7794, 0.3057]. Recommendation = [0.0, 0.5833, 0.3150], Current Cost = 75000.00, Rho = -1.230
(iter 65) [0.0, 0.5833, 0.3150] = 456.0626, sampling [0.0, 0.3735, -0.1701]. Recommendation = [0.0, 0.5833, 0.3150], Current Cost = 76000.00, Rho = -1.230
(iter 65) [0.0, 0.5833, 0.3150] = 456.0626, sampling [0.0, -1.1380, 1.1658]. Recommendation = [0.0, 0.5833, 0.3150], Current Cost = 77000.00, Rho = -1.230
(iter 65) [0.0, 0.5833, 0.3150] = 456.0626, sampling [0.0, -0.6280, -0.2415]. Recommendation = [0.0, 0.5833, 0.3150], Current Cost = 78000.00, Rho = -1.230
(iter 65) [0.0, 0.5833, 0.3150] = 456.0626, sampling [0.0, -0.0939, -0.5072]. Recommendation = [0.0, 0.5833, 0.3150], Current Cost = 79000.00, Rho = -1.230
(iter 65) [0.0, 0.5833, 0.3150] = 456.0626, sampling [0.0, -0.2317, -0.3652]. Recommendation = [0.0, 0.5833, 0.3150], Current Cost = 80000.00, Rho = -1.230
(iter 65) [0.0, 0.5833, 0.3150] = 456.0626, sampling [0.0, -0.4293, -0.0636]. Recommendation = [0.0, 0.5833, 0.3150], Current Cost = 81000.00, Rho = -1.230
(iter 65) [0.0, 0.5833, 0.3150] = 456.0626, sampling [0.0, -1.2578, 1.6041]. Recommendation = [0.0, 0.5833, 0.3150], Current Cost = 82000.00, Rho = -1.230
(iter 65) [0.0, 0.5833, 0.3150] = 456.0626, sampling [0.0, -1.2413, 1.4818]. Recommendation = [0.0, 0.5833, 0.3150], Current Cost = 83000.00, Rho = -1.230
(iter 65) [0.0, 0.5833, 0.3150] = 456.0626, sampling [0.0, -1.1855, 1.8596]. Recommendation = [0.0, 0.5833, 0.3150], Current Cost = 84000.00, Rho = -1.230
(iter 65) [0.0, 0.5833, 0.3150] = 456.0626, sampling [0.0, -1.4586, 1.7805]. Recommendation = [0.0, 0.5833, 0.3150], Current Cost = 85000.00, Rho = -1.230
(iter 65) [0.0, 0.5833, 0.3150] = 456.0626, sampling [0.0, -1.3899, 1.6084]. Recommendation = [0.0, 0.5833, 0.3150], Current Cost = 86000.00, Rho = -1.230
(iter 65) [0.0, 0.5833, 0.3150] = 456.0626, sampling [0.0, -1.2873, 1.7261]. Recommendation = [0.0, 0.5833, 0.3150], Current Cost = 87000.00, Rho = -1.230
(iter 65) [0.0, 0.5833, 0.3150] = 456.0626, sampling [0.0, -1.1833, 1.6323]. Recommendation = [0.0, 0.5833, 0.3150], Current Cost = 88000.00, Rho = -1.230
(iter 65) [0.0, 0.5833, 0.3150] = 456.0626, sampling [0.0, 0.5685, 0.5356]. Recommendation = [0.0, 0.5833, 0.3150], Current Cost = 89000.00, Rho = -1.230
(iter 65) [0.0, 0.5833, 0.3150] = 456.0626, sampling [0.0, 0.4928, 0.5018]. Recommendation = [0.0, 0.5833, 0.3150], Current Cost = 90000.00, Rho = -1.230
(iter 65) [0.0, 0.5833, 0.3150] = 456.0626, sampling [0.0, 0.7132, 0.3816]. Recommendation = [0.0, 0.5833, 0.3150], Current Cost = 91000.00, Rho = -1.230
(iter 65) [0.0, 0.5833, 0.3150] = 456.0626, sampling [0.0, 0.7632, 0.2237]. Recommendation = [0.0, 0.5833, 0.3150], Current Cost = 92000.00, Rho = -1.230
(iter 65) [0.0, 0.5833, 0.3150] = 456.0626, sampling [0.0, 0.6621, 0.4611]. Recommendation = [0.0, 0.5833, 0.3150], Current Cost = 93000.00, Rho = -1.230
(iter 93) [0.0, 0.6621, 0.4611] = 456.1337, sampling [0.0, 0.7198, 0.0629]. Recommendation = [0.0, 0.6621, 0.4611], Current Cost = 94000.00, Rho = -1.230
(iter 93) [0.0, 0.6621, 0.4611] = 456.1337, sampling [0.0, -1.0008, 0.5046]. Recommendation = [0.0, 0.6621, 0.4611], Current Cost = 95000.00, Rho = -1.230
(iter 93) [0.0, 0.6621, 0.4611] = 456.1337, sampling [0.0, -1.5666, 1.9992]. Recommendation = [0.0, 0.6621, 0.4611], Current Cost = 96000.00, Rho = -1.230
(iter 93) [0.0, 0.6621, 0.4611] = 456.1337, sampling [0.0, -1.6314, 1.6471]. Recommendation = [0.0, 0.6621, 0.4611], Current Cost = 97000.00, Rho = -1.230
(iter 93) [0.0, 0.6621, 0.4611] = 456.1337, sampling [0.0, -1.3096, 1.9545]. Recommendation = [0.0, 0.6621, 0.4611], Current Cost = 98000.00, Rho = -1.230
(iter 93) [0.0, 0.6621, 0.4611] = 456.1337, sampling [0.0, -0.8641, 1.9215]. Recommendation = [0.0, 0.6621, 0.4611], Current Cost = 99000.00, Rho = -1.230
(iter 93) [0.0, 0.6621, 0.4611] = 456.1337, sampling [0.0, -1.3384, 1.7884]. Recommendation = [0.0, 0.6621, 0.4611], Current Cost = 100000.00, Rho = -1.230
