(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, 0.1982, 0.6953]. Recommendation = [0.0, 0.2515, 0.5630], Current Cost = 5005.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, 0.4224, 0.0296]. Recommendation = [0.0, 0.1453, 0.1286], Current Cost = 5017.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, 0.9541, 0.9014]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5018.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, -0.1575, 0.3478]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5019.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, 0.5313, 1.0437]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5020.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, 0.9033, 0.5889]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5021.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, 0.1453, 0.1286]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5022.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, 0.8433, 0.7767]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5023.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, 0.4511, 0.4801]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5024.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, 0.7264, 0.4212]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5025.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, -0.7376, 1.2403]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5026.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, 0.5268, 0.3276]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5027.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, 0.7628, 0.6641]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5028.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, 0.5762, 0.1439]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5029.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, -0.3099, 0.0615]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5030.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, 0.0365, 0.0882]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5031.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, 0.2252, -0.1098]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5032.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, -0.1510, -0.0314]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5033.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, -0.0616, 0.1604]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5034.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, 1.1092, 0.9849]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5035.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, 1.0633, 0.8125]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5036.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, 0.9507, 1.0359]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5037.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, 0.8822, 0.9727]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5038.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, -0.5131, 0.2615]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5039.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, -0.3889, 0.4494]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5040.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, 0.6797, 0.7370]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5041.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, 0.3021, 0.1504]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5042.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, -0.4327, 0.1673]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5043.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, 0.4681, 0.2319]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5044.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, 0.0501, 0.5589]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5045.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, 0.4751, 0.7092]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5046.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, 0.0780, 0.2860]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5047.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, -0.0450, -0.0986]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5048.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, 0.7884, 0.4927]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5049.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, -0.6416, 0.5435]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5050.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, -1.2909, 1.6447]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5051.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, 0.3784, 0.5690]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5052.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, -1.3940, 1.8663]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5053.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, -1.1689, 1.7906]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5054.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, 0.4181, -0.0406]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5055.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, 0.7965, 0.8185]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5056.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, -0.6025, 0.7139]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5057.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, 0.5167, 0.0750]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5058.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, -0.1949, 0.9402]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5059.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, 0.6817, 0.4049]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5060.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, 0.7199, 0.1776]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5061.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, -1.4143, 1.7760]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5062.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, 0.8908, 1.1323]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5063.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, 0.3618, -0.1671]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5064.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, -0.7321, 0.3520]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5065.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, 0.7728, 0.8783]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5066.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, 0.9832, 0.8905]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5067.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, -0.4782, 0.5669]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5068.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, -1.1871, 1.2205]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5069.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, -1.0992, 1.5023]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5070.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, -0.9458, 0.8232]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5071.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, -0.8130, 0.6146]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5072.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, 0.1423, 0.2503]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5073.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, -0.5698, 0.1077]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5074.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, -0.3294, -0.0541]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5075.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, 1.0316, 1.2049]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5076.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, 1.1817, 1.1363]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5077.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, 0.2515, 0.5630]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5078.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, 0.1841, -0.1822]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5079.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, 0.8202, 0.7900]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5080.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, -1.2662, 1.4712]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5081.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, -0.7151, 0.8599]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5082.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, 1.0387, 0.6809]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5083.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, 0.5468, -0.1043]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5084.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, -0.5433, 0.3021]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5085.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, 1.1139, 0.9273]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5086.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, 0.7760, 0.3902]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5087.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, 0.4018, 0.5311]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5088.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, 0.7108, 0.8331]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5089.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, 0.0537, -0.2245]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5090.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, -0.1403, -0.1736]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5091.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, 0.5569, 0.8552]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5092.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, -0.7071, 0.6584]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5093.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, -1.5245, 1.8188]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5094.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, -0.3059, 0.0102]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5095.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, -1.0113, 1.2933]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5096.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, -0.1648, 0.6478]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5097.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, -0.4369, -0.0619]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5098.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, -0.6555, 0.4901]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5099.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, -0.7945, 0.7620]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5100.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, -0.3773, 0.5010]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5101.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, -0.8183, 1.0194]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5102.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, 0.2703, -0.2361]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5103.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, -1.1913, 0.9339]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5104.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, 0.9066, 1.2599]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5105.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, -0.4263, 0.4624]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5106.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, -0.8700, 1.6525]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5107.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, 0.3946, 0.7034]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5108.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, -0.8041, 0.4567]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5109.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, 0.6270, 0.1149]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5110.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, -0.4842, 0.6961]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5111.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, -1.3377, 1.5479]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5112.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, -0.2424, -0.1577]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5113.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, 1.1909, 0.8984]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5114.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, -0.7281, 0.1351]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5115.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, -1.0487, 1.1833]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5116.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, 0.4462, -0.1986]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5117.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, -0.5586, 0.1573]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5118.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, -0.0778, -0.1031]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5119.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, -0.5543, 0.9190]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5120.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, 0.9647, 0.2745]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5121.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, -0.9740, 0.5958]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5122.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, -0.3549, -0.0159]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5123.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, -1.3199, 1.3430]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5124.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, -0.9967, 0.9303]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5125.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, 1.0896, 1.3080]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5126.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, 1.2366, 1.2245]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5127.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, -1.4059, 1.8950]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5128.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, 0.3694, 0.8059]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5129.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, 1.0175, 1.2904]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5130.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, 0.1334, -0.2773]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5131.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, -0.7793, 0.6903]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5132.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, -0.3422, -0.1514]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5133.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, 0.6196, -0.0648]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5134.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, -1.1089, 1.6642]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5135.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, 0.6336, 0.1454]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5136.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, -1.1211, 1.0972]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5137.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, 0.1924, 0.9655]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5138.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, 0.7312, 0.4095]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5139.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, 0.3188, -0.2486]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5140.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, -0.5103, -0.0908]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5141.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, -1.2780, 1.6102]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5142.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, 0.8395, 1.2292]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5143.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, -0.1881, -0.2536]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5144.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, -1.1621, 1.9269]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5145.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, -0.6694, 0.9948]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5146.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, -0.6070, 0.6796]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5147.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, 1.2480, 1.1656]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5148.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, -0.4434, 0.7595]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5149.00, Rho = 0.904
(iter 10) [0.0, -1.5356, 1.9545] = 433.5761, sampling [1.0, -1.3246, 1.6198]. Recommendation = [0.0, 0.3021, 0.1504], Current Cost = 5150.00, Rho = 0.904
