(iter 5) [0.0, -0.0522, -0.2038] = 450.9288, sampling [0.0, 0.0843, -0.1432]. Recommendation = [0.0, -0.0522, -0.2038], Current Cost = 5000.00, Rho = -1.230
(iter 6) [0.0, 0.0889, 0.0228] = 455.4476, sampling [0.0, -0.4774, 0.2155]. Recommendation = [0.0, 0.0889, 0.0228], Current Cost = 22000.00, Rho = -1.230
(iter 6) [0.0, 0.0889, 0.0228] = 455.4476, sampling [0.0, -0.4576, 0.3636]. Recommendation = [0.0, 0.0889, 0.0228], Current Cost = 23000.00, Rho = -1.230
(iter 6) [0.0, 0.0889, 0.0228] = 455.4476, sampling [0.0, -0.3864, -0.0709]. Recommendation = [0.0, 0.0889, 0.0228], Current Cost = 24000.00, Rho = -1.230
(iter 6) [0.0, 0.0889, 0.0228] = 455.4476, sampling [0.0, -0.5042, 0.1023]. Recommendation = [0.0, 0.0889, 0.0228], Current Cost = 25000.00, Rho = -1.230
(iter 6) [0.0, 0.0889, 0.0228] = 455.4476, sampling [0.0, -0.4554, 0.1774]. Recommendation = [0.0, -0.4554, 0.1774], Current Cost = 26000.00, Rho = -1.230
(iter 6) [0.0, 0.0889, 0.0228] = 455.4476, sampling [0.0, -0.3561, 0.4524]. Recommendation = [0.0, 0.0889, 0.0228], Current Cost = 27000.00, Rho = -1.230
(iter 6) [0.0, 0.0889, 0.0228] = 455.4476, sampling [0.0, -0.5997, 0.3903]. Recommendation = [0.0, 0.0889, 0.0228], Current Cost = 28000.00, Rho = -1.230
(iter 6) [0.0, 0.0889, 0.0228] = 455.4476, sampling [0.0, -0.5373, 0.2546]. Recommendation = [0.0, 0.0889, 0.0228], Current Cost = 29000.00, Rho = -1.230
(iter 6) [0.0, 0.0889, 0.0228] = 455.4476, sampling [0.0, -0.5275, 0.4034]. Recommendation = [0.0, 0.0889, 0.0228], Current Cost = 30000.00, Rho = -1.230
(iter 6) [0.0, 0.0889, 0.0228] = 455.4476, sampling [0.0, -0.5811, 0.1674]. Recommendation = [0.0, 0.0889, 0.0228], Current Cost = 31000.00, Rho = -1.230
(iter 6) [0.0, 0.0889, 0.0228] = 455.4476, sampling [0.0, -0.4665, 0.5453]. Recommendation = [0.0, 0.0889, 0.0228], Current Cost = 32000.00, Rho = -1.230
(iter 6) [0.0, 0.0889, 0.0228] = 455.4476, sampling [0.0, -0.7340, 0.4185]. Recommendation = [0.0, 0.0889, 0.0228], Current Cost = 33000.00, Rho = -1.230
(iter 6) [0.0, 0.0889, 0.0228] = 455.4476, sampling [0.0, -0.6528, 0.5858]. Recommendation = [0.0, 0.0889, 0.0228], Current Cost = 34000.00, Rho = -1.230
(iter 6) [0.0, 0.0889, 0.0228] = 455.4476, sampling [0.0, -0.8008, 0.3156]. Recommendation = [0.0, 0.0889, 0.0228], Current Cost = 35000.00, Rho = -1.230
(iter 6) [0.0, 0.0889, 0.0228] = 455.4476, sampling [0.0, -0.5772, -0.0210]. Recommendation = [0.0, 0.0889, 0.0228], Current Cost = 36000.00, Rho = -1.230
(iter 6) [0.0, 0.0889, 0.0228] = 455.4476, sampling [0.0, -0.2783, -0.2598]. Recommendation = [0.0, 0.0889, 0.0228], Current Cost = 37000.00, Rho = -1.230
(iter 6) [0.0, 0.0889, 0.0228] = 455.4476, sampling [0.0, -0.8880, 0.5168]. Recommendation = [0.0, 0.0889, 0.0228], Current Cost = 38000.00, Rho = -1.230
(iter 6) [0.0, 0.0889, 0.0228] = 455.4476, sampling [0.0, -0.7870, 0.6660]. Recommendation = [0.0, 0.0889, 0.0228], Current Cost = 39000.00, Rho = -1.230
(iter 6) [0.0, 0.0889, 0.0228] = 455.4476, sampling [0.0, -0.6343, 0.7056]. Recommendation = [0.0, 0.0889, 0.0228], Current Cost = 40000.00, Rho = -1.230
(iter 6) [0.0, 0.0889, 0.0228] = 455.4476, sampling [0.0, -0.3837, 0.7215]. Recommendation = [0.0, 0.0889, 0.0228], Current Cost = 41000.00, Rho = -1.230
(iter 6) [0.0, 0.0889, 0.0228] = 455.4476, sampling [0.0, -0.7911, 0.4363]. Recommendation = [0.0, 0.0889, 0.0228], Current Cost = 42000.00, Rho = -1.230
(iter 6) [0.0, 0.0889, 0.0228] = 455.4476, sampling [0.0, 0.1926, 0.3707]. Recommendation = [0.0, 0.0889, 0.0228], Current Cost = 43000.00, Rho = -1.230
(iter 6) [0.0, 0.0889, 0.0228] = 455.4476, sampling [0.0, -0.9482, 0.6469]. Recommendation = [0.0, 0.0889, 0.0228], Current Cost = 44000.00, Rho = -1.230
(iter 6) [0.0, 0.0889, 0.0228] = 455.4476, sampling [0.0, -0.8280, 0.6438]. Recommendation = [0.0, 0.0889, 0.0228], Current Cost = 45000.00, Rho = -1.230
(iter 6) [0.0, 0.0889, 0.0228] = 455.4476, sampling [0.0, -0.8343, 0.7188]. Recommendation = [0.0, 0.0889, 0.0228], Current Cost = 46000.00, Rho = -1.230
(iter 6) [0.0, 0.0889, 0.0228] = 455.4476, sampling [0.0, -0.3798, -0.1252]. Recommendation = [0.0, 0.0889, 0.0228], Current Cost = 47000.00, Rho = -1.230
(iter 6) [0.0, 0.0889, 0.0228] = 455.4476, sampling [0.0, -0.9639, 0.3862]. Recommendation = [0.0, 0.0889, 0.0228], Current Cost = 48000.00, Rho = -1.230
(iter 6) [0.0, 0.0889, 0.0228] = 455.4476, sampling [0.0, 0.4028, 0.2494]. Recommendation = [0.0, 0.0889, 0.0228], Current Cost = 49000.00, Rho = -1.230
(iter 6) [0.0, 0.0889, 0.0228] = 455.4476, sampling [0.0, 0.4930, 0.0295]. Recommendation = [0.0, 0.0889, 0.0228], Current Cost = 50000.00, Rho = -1.230
(iter 6) [0.0, 0.0889, 0.0228] = 455.4476, sampling [0.0, 0.4226, -0.1128]. Recommendation = [0.0, 0.2682, 0.1360], Current Cost = 51000.00, Rho = -1.230
(iter 6) [0.0, 0.0889, 0.0228] = 455.4476, sampling [0.0, 0.3333, 0.4892]. Recommendation = [0.0, 0.2682, 0.1360], Current Cost = 52000.00, Rho = -1.230
(iter 6) [0.0, 0.0889, 0.0228] = 455.4476, sampling [0.0, 0.1242, 0.6230]. Recommendation = [0.0, 0.2682, 0.1360], Current Cost = 53000.00, Rho = -1.230
(iter 6) [0.0, 0.0889, 0.0228] = 455.4476, sampling [0.0, -0.6179, 0.9007]. Recommendation = [0.0, 0.2682, 0.1360], Current Cost = 54000.00, Rho = -1.230
(iter 6) [0.0, 0.0889, 0.0228] = 455.4476, sampling [0.0, -0.1467, -0.3019]. Recommendation = [0.0, 0.2682, 0.1360], Current Cost = 55000.00, Rho = -1.230
(iter 6) [0.0, 0.0889, 0.0228] = 455.4476, sampling [0.0, -0.0061, -0.3142]. Recommendation = [0.0, 0.2682, 0.1360], Current Cost = 56000.00, Rho = -1.230
(iter 6) [0.0, 0.0889, 0.0228] = 455.4476, sampling [0.0, 0.0757, -0.1873]. Recommendation = [0.0, 0.2682, 0.1360], Current Cost = 57000.00, Rho = -1.230
(iter 6) [0.0, 0.0889, 0.0228] = 455.4476, sampling [0.0, -0.1654, 0.6321]. Recommendation = [0.0, 0.2682, 0.1360], Current Cost = 58000.00, Rho = -1.230
(iter 6) [0.0, 0.0889, 0.0228] = 455.4476, sampling [0.0, 0.5399, 0.0826]. Recommendation = [0.0, 0.2682, 0.1360], Current Cost = 59000.00, Rho = -1.230
(iter 6) [0.0, 0.0889, 0.0228] = 455.4476, sampling [0.0, 0.6119, 0.3435]. Recommendation = [0.0, 0.2682, 0.1360], Current Cost = 60000.00, Rho = -1.230
(iter 60) [0.0, 0.6119, 0.3435] = 456.0534, sampling [0.0, 0.5612, 0.4611]. Recommendation = [0.0, 0.6119, 0.3435], Current Cost = 61000.00, Rho = -1.230
(iter 60) [0.0, 0.6119, 0.3435] = 456.0534, sampling [0.0, 0.6584, 0.1712]. Recommendation = [0.0, 0.6119, 0.3435], Current Cost = 62000.00, Rho = -1.230
(iter 60) [0.0, 0.6119, 0.3435] = 456.0534, sampling [0.0, 0.6338, 0.0798]. Recommendation = [0.0, 0.6119, 0.3435], Current Cost = 63000.00, Rho = -1.230
(iter 60) [0.0, 0.6119, 0.3435] = 456.0534, sampling [0.0, 0.4577, 0.6693]. Recommendation = [0.0, 0.6119, 0.3435], Current Cost = 64000.00, Rho = -1.230
(iter 60) [0.0, 0.6119, 0.3435] = 456.0534, sampling [0.0, 0.6127, 0.5436]. Recommendation = [0.0, 0.6119, 0.3435], Current Cost = 65000.00, Rho = -1.230
(iter 60) [0.0, 0.6119, 0.3435] = 456.0534, sampling [0.0, 0.5573, 0.4973]. Recommendation = [0.0, 0.6119, 0.3435], Current Cost = 66000.00, Rho = -1.230
(iter 60) [0.0, 0.6119, 0.3435] = 456.0534, sampling [0.0, -0.6867, 0.5918]. Recommendation = [0.0, 0.6119, 0.3435], Current Cost = 67000.00, Rho = -1.230
(iter 60) [0.0, 0.6119, 0.3435] = 456.0534, sampling [0.0, -0.8765, 0.1728]. Recommendation = [0.0, 0.6119, 0.3435], Current Cost = 68000.00, Rho = -1.230
(iter 60) [0.0, 0.6119, 0.3435] = 456.0534, sampling [0.0, -0.9148, 0.9704]. Recommendation = [0.0, 0.6119, 0.3435], Current Cost = 69000.00, Rho = -1.230
(iter 60) [0.0, 0.6119, 0.3435] = 456.0534, sampling [0.0, -1.0384, 0.7664]. Recommendation = [0.0, 0.6119, 0.3435], Current Cost = 70000.00, Rho = -1.230
(iter 60) [0.0, 0.6119, 0.3435] = 456.0534, sampling [0.0, -0.7310, 0.9731]. Recommendation = [0.0, 0.6119, 0.3435], Current Cost = 71000.00, Rho = -1.230
(iter 60) [0.0, 0.6119, 0.3435] = 456.0534, sampling [0.0, 0.2369, -0.3779]. Recommendation = [0.0, 0.6119, 0.3435], Current Cost = 72000.00, Rho = -1.230
(iter 60) [0.0, 0.6119, 0.3435] = 456.0534, sampling [0.0, 0.4273, -0.2091]. Recommendation = [0.0, 0.6119, 0.3435], Current Cost = 73000.00, Rho = -1.230
(iter 60) [0.0, 0.6119, 0.3435] = 456.0534, sampling [0.0, -0.5439, 0.0277]. Recommendation = [0.0, 0.6119, 0.3435], Current Cost = 74000.00, Rho = -1.230
(iter 60) [0.0, 0.6119, 0.3435] = 456.0534, sampling [0.0, 0.3000, 0.6489]. Recommendation = [0.0, 0.6119, 0.3435], Current Cost = 75000.00, Rho = -1.230
(iter 60) [0.0, 0.6119, 0.3435] = 456.0534, sampling [0.0, -1.1023, 0.8606]. Recommendation = [0.0, 0.6119, 0.3435], Current Cost = 76000.00, Rho = -1.230
(iter 60) [0.0, 0.6119, 0.3435] = 456.0534, sampling [0.0, -1.0065, 1.0329]. Recommendation = [0.0, 0.6119, 0.3435], Current Cost = 77000.00, Rho = -1.230
(iter 60) [0.0, 0.6119, 0.3435] = 456.0534, sampling [0.0, -1.1222, 0.6573]. Recommendation = [0.0, 0.6119, 0.3435], Current Cost = 78000.00, Rho = -1.230
(iter 60) [0.0, 0.6119, 0.3435] = 456.0534, sampling [0.0, -0.8696, 1.2354]. Recommendation = [0.0, 0.6119, 0.3435], Current Cost = 79000.00, Rho = -1.230
(iter 60) [0.0, 0.6119, 0.3435] = 456.0534, sampling [0.0, -0.5720, 1.1676]. Recommendation = [0.0, 0.6119, 0.3435], Current Cost = 80000.00, Rho = -1.230
(iter 60) [0.0, 0.6119, 0.3435] = 456.0534, sampling [0.0, -1.0425, 1.1881]. Recommendation = [0.0, 0.6119, 0.3435], Current Cost = 81000.00, Rho = -1.230
(iter 60) [0.0, 0.6119, 0.3435] = 456.0534, sampling [0.0, 0.1399, 0.4665]. Recommendation = [0.0, 0.6119, 0.3435], Current Cost = 82000.00, Rho = -1.230
(iter 60) [0.0, 0.6119, 0.3435] = 456.0534, sampling [0.0, 0.8361, 0.4147]. Recommendation = [0.0, 0.6119, 0.3435], Current Cost = 83000.00, Rho = -1.230
(iter 60) [0.0, 0.6119, 0.3435] = 456.0534, sampling [0.0, 0.8045, 0.5159]. Recommendation = [0.0, 0.6119, 0.3435], Current Cost = 84000.00, Rho = -1.230
(iter 60) [0.0, 0.6119, 0.3435] = 456.0534, sampling [0.0, 0.7685, 0.5941]. Recommendation = [0.0, 0.6119, 0.3435], Current Cost = 85000.00, Rho = -1.230
(iter 85) [0.0, 0.7685, 0.5941] = 456.2452, sampling [0.0, 0.7066, 0.6834]. Recommendation = [0.0, 0.7685, 0.5941], Current Cost = 86000.00, Rho = -1.230
(iter 85) [0.0, 0.7685, 0.5941] = 456.2452, sampling [0.0, 0.5865, 0.6987]. Recommendation = [0.0, 0.7685, 0.5941], Current Cost = 87000.00, Rho = -1.230
(iter 85) [0.0, 0.7685, 0.5941] = 456.2452, sampling [0.0, 0.7485, 0.1586]. Recommendation = [0.0, 0.7685, 0.5941], Current Cost = 88000.00, Rho = -1.230
(iter 85) [0.0, 0.7685, 0.5941] = 456.2452, sampling [0.0, 0.6454, -0.0093]. Recommendation = [0.0, 0.7685, 0.5941], Current Cost = 89000.00, Rho = -1.230
(iter 85) [0.0, 0.7685, 0.5941] = 456.2452, sampling [0.0, 0.8926, 0.2780]. Recommendation = [0.0, 0.7685, 0.5941], Current Cost = 90000.00, Rho = -1.230
(iter 85) [0.0, 0.7685, 0.5941] = 456.2452, sampling [0.0, 0.8613, 0.6385]. Recommendation = [0.0, 0.7685, 0.5941], Current Cost = 91000.00, Rho = -1.230
(iter 85) [0.0, 0.7685, 0.5941] = 456.2452, sampling [0.0, 0.8106, 0.6890]. Recommendation = [0.0, 0.7685, 0.5941], Current Cost = 92000.00, Rho = -1.230
(iter 85) [0.0, 0.7685, 0.5941] = 456.2452, sampling [0.0, 0.8734, 0.4861]. Recommendation = [0.0, 0.7685, 0.5941], Current Cost = 93000.00, Rho = -1.230
(iter 85) [0.0, 0.7685, 0.5941] = 456.2452, sampling [0.0, 0.7603, 0.7549]. Recommendation = [0.0, 0.7685, 0.5941], Current Cost = 94000.00, Rho = -1.230
(iter 85) [0.0, 0.7685, 0.5941] = 456.2452, sampling [0.0, 0.6768, 0.7573]. Recommendation = [0.0, 0.7685, 0.5941], Current Cost = 95000.00, Rho = -1.230
(iter 85) [0.0, 0.7685, 0.5941] = 456.2452, sampling [0.0, 0.3044, 0.9225]. Recommendation = [0.0, 0.7685, 0.5941], Current Cost = 96000.00, Rho = -1.230
(iter 85) [0.0, 0.7685, 0.5941] = 456.2452, sampling [0.0, 0.9326, 0.5961]. Recommendation = [0.0, 0.7685, 0.5941], Current Cost = 97000.00, Rho = -1.230
(iter 85) [0.0, 0.7685, 0.5941] = 456.2452, sampling [0.0, -0.4812, -0.2476]. Recommendation = [0.0, 0.7685, 0.5941], Current Cost = 98000.00, Rho = -1.230
(iter 85) [0.0, 0.7685, 0.5941] = 456.2452, sampling [0.0, -0.5616, -0.1225]. Recommendation = [0.0, 0.7685, 0.5941], Current Cost = 99000.00, Rho = -1.230
(iter 85) [0.0, 0.7685, 0.5941] = 456.2452, sampling [0.0, 0.9217, 0.7116]. Recommendation = [0.0, 0.7685, 0.5941], Current Cost = 100000.00, Rho = -1.230
