(iter 10) [0.0, 0.0671, 1.8535] = 113.5623, sampling [1.0, -0.5344, -1.1480]. Recommendation = [0.0, 0.0671, 1.8535], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, 0.0671, 1.8535] = 113.5623, sampling [1.0, -0.2502, 0.0818]. Recommendation = [0.0, -0.2005, 0.0208], Current Cost = 5036.00, Rho = 1.000
(iter 10) [0.0, 0.0671, 1.8535] = 113.5623, sampling [1.0, -0.0653, 0.1782]. Recommendation = [0.0, -0.2005, 0.0208], Current Cost = 5037.00, Rho = 1.000
(iter 10) [0.0, 0.0671, 1.8535] = 113.5623, sampling [1.0, 0.0793, 0.0972]. Recommendation = [0.0, -0.2005, 0.0208], Current Cost = 5038.00, Rho = 1.000
(iter 10) [0.0, 0.0671, 1.8535] = 113.5623, sampling [1.0, 0.0054, 0.1666]. Recommendation = [0.0, -0.2005, 0.0208], Current Cost = 5039.00, Rho = 1.000
(iter 10) [0.0, 0.0671, 1.8535] = 113.5623, sampling [1.0, 0.0570, -0.0627]. Recommendation = [0.0, -0.2005, 0.0208], Current Cost = 5040.00, Rho = 1.000
(iter 10) [0.0, 0.0671, 1.8535] = 113.5623, sampling [1.0, -0.3684, -0.3228]. Recommendation = [0.0, 0.0570, -0.0627], Current Cost = 5041.00, Rho = 1.000
(iter 10) [0.0, 0.0671, 1.8535] = 113.5623, sampling [1.0, -0.4139, -0.1787]. Recommendation = [0.0, 0.0570, -0.0627], Current Cost = 5042.00, Rho = 1.000
(iter 10) [0.0, 0.0671, 1.8535] = 113.5623, sampling [1.0, -0.1289, 0.3107]. Recommendation = [0.0, 0.0570, -0.0627], Current Cost = 5043.00, Rho = 1.000
(iter 10) [0.0, 0.0671, 1.8535] = 113.5623, sampling [1.0, -0.3484, 0.1808]. Recommendation = [0.0, 0.0570, -0.0627], Current Cost = 5044.00, Rho = 1.000
(iter 10) [0.0, 0.0671, 1.8535] = 113.5623, sampling [1.0, -0.4251, 0.0567]. Recommendation = [0.0, 0.0570, -0.0627], Current Cost = 5045.00, Rho = 1.000
(iter 10) [0.0, 0.0671, 1.8535] = 113.5623, sampling [1.0, -0.4484, -0.0497]. Recommendation = [0.0, 0.0570, -0.0627], Current Cost = 5046.00, Rho = 1.000
(iter 10) [0.0, 0.0671, 1.8535] = 113.5623, sampling [1.0, 0.0746, 0.2312]. Recommendation = [0.0, 0.0570, -0.0627], Current Cost = 5047.00, Rho = 1.000
(iter 10) [0.0, 0.0671, 1.8535] = 113.5623, sampling [1.0, 0.0956, 0.1200]. Recommendation = [0.0, 0.0570, -0.0627], Current Cost = 5048.00, Rho = 1.000
(iter 10) [0.0, 0.0671, 1.8535] = 113.5623, sampling [1.0, -0.2555, 0.3702]. Recommendation = [0.0, 0.0570, -0.0627], Current Cost = 5049.00, Rho = 1.000
(iter 10) [0.0, 0.0671, 1.8535] = 113.5623, sampling [1.0, -0.4302, 0.2017]. Recommendation = [0.0, 0.0570, -0.0627], Current Cost = 5050.00, Rho = 1.000
(iter 10) [0.0, 0.0671, 1.8535] = 113.5623, sampling [1.0, -0.3773, 0.3434]. Recommendation = [0.0, 0.0570, -0.0627], Current Cost = 5051.00, Rho = 1.000
(iter 10) [0.0, 0.0671, 1.8535] = 113.5623, sampling [1.0, -0.5055, 0.1088]. Recommendation = [0.0, 0.0570, -0.0627], Current Cost = 5052.00, Rho = 1.000
(iter 10) [0.0, 0.0671, 1.8535] = 113.5623, sampling [1.0, -0.4695, 0.0451]. Recommendation = [0.0, 0.0570, -0.0627], Current Cost = 5053.00, Rho = 1.000
(iter 10) [0.0, 0.0671, 1.8535] = 113.5623, sampling [1.0, -0.0968, 0.3785]. Recommendation = [0.0, 0.0570, -0.0627], Current Cost = 5054.00, Rho = 1.000
(iter 10) [0.0, 0.0671, 1.8535] = 113.5623, sampling [1.0, 0.1030, 0.2081]. Recommendation = [0.0, 0.0570, -0.0627], Current Cost = 5055.00, Rho = 1.000
(iter 10) [0.0, 0.0671, 1.8535] = 113.5623, sampling [1.0, -0.4351, -0.1217]. Recommendation = [0.0, 0.0570, -0.0627], Current Cost = 5056.00, Rho = 1.000
(iter 10) [0.0, 0.0671, 1.8535] = 113.5623, sampling [1.0, -0.4932, 0.3039]. Recommendation = [0.0, 0.0570, -0.0627], Current Cost = 5057.00, Rho = 1.000
(iter 10) [0.0, 0.0671, 1.8535] = 113.5623, sampling [1.0, -0.2642, 0.4585]. Recommendation = [0.0, 0.0570, -0.0627], Current Cost = 5058.00, Rho = 1.000
(iter 10) [0.0, 0.0671, 1.8535] = 113.5623, sampling [1.0, -0.5272, 0.0738]. Recommendation = [0.0, 0.0570, -0.0627], Current Cost = 5059.00, Rho = 1.000
(iter 10) [0.0, 0.0671, 1.8535] = 113.5623, sampling [1.0, -0.5576, -0.0563]. Recommendation = [0.0, 0.0570, -0.0627], Current Cost = 5060.00, Rho = 1.000
(iter 10) [0.0, 0.0671, 1.8535] = 113.5623, sampling [1.0, -0.5997, 0.1363]. Recommendation = [0.0, 0.0570, -0.0627], Current Cost = 5061.00, Rho = 1.000
(iter 10) [0.0, 0.0671, 1.8535] = 113.5623, sampling [1.0, -0.5493, 0.2978]. Recommendation = [0.0, 0.0570, -0.0627], Current Cost = 5062.00, Rho = 1.000
(iter 10) [0.0, 0.0671, 1.8535] = 113.5623, sampling [1.0, -0.3741, 0.3647]. Recommendation = [0.0, 0.0570, -0.0627], Current Cost = 5063.00, Rho = 1.000
(iter 10) [0.0, 0.0671, 1.8535] = 113.5623, sampling [1.0, -0.6013, 0.2941]. Recommendation = [0.0, 0.0570, -0.0627], Current Cost = 5064.00, Rho = 1.000
(iter 10) [0.0, 0.0671, 1.8535] = 113.5623, sampling [1.0, 0.1698, -0.3323]. Recommendation = [0.0, 0.0570, -0.0627], Current Cost = 5065.00, Rho = 1.000
(iter 10) [0.0, 0.0671, 1.8535] = 113.5623, sampling [1.0, -0.5437, -0.1920]. Recommendation = [0.0, 0.0570, -0.0627], Current Cost = 5066.00, Rho = 1.000
(iter 10) [0.0, 0.0671, 1.8535] = 113.5623, sampling [1.0, 0.1144, -0.5074]. Recommendation = [0.0, 0.0570, -0.0627], Current Cost = 5067.00, Rho = 1.000
(iter 10) [0.0, 0.0671, 1.8535] = 113.5623, sampling [1.0, -0.0875, 0.5344]. Recommendation = [0.0, 0.0570, -0.0627], Current Cost = 5068.00, Rho = 1.000
(iter 10) [0.0, 0.0671, 1.8535] = 113.5623, sampling [1.0, -0.3359, -0.4959]. Recommendation = [0.0, 0.0570, -0.0627], Current Cost = 5069.00, Rho = 1.000
(iter 10) [0.0, 0.0671, 1.8535] = 113.5623, sampling [1.0, 0.3030, 0.0339]. Recommendation = [0.0, 0.0570, -0.0627], Current Cost = 5070.00, Rho = 1.000
(iter 10) [0.0, 0.0671, 1.8535] = 113.5623, sampling [1.0, 0.2314, 0.2802]. Recommendation = [0.0, 0.3030, 0.0339], Current Cost = 5071.00, Rho = 1.000
(iter 10) [0.0, 0.0671, 1.8535] = 113.5623, sampling [1.0, 0.3214, 0.2247]. Recommendation = [0.0, 0.3030, 0.0339], Current Cost = 5072.00, Rho = 1.000
(iter 10) [0.0, 0.0671, 1.8535] = 113.5623, sampling [1.0, 0.3458, -0.0662]. Recommendation = [0.0, 0.3030, 0.0339], Current Cost = 5073.00, Rho = 1.000
(iter 10) [0.0, 0.0671, 1.8535] = 113.5623, sampling [1.0, 0.3096, 0.2655]. Recommendation = [0.0, 0.3030, 0.0339], Current Cost = 5074.00, Rho = 1.000
(iter 10) [0.0, 0.0671, 1.8535] = 113.5623, sampling [1.0, 0.3776, -0.0166]. Recommendation = [0.0, 0.3030, 0.0339], Current Cost = 5075.00, Rho = 1.000
(iter 10) [0.0, 0.0671, 1.8535] = 113.5623, sampling [1.0, 0.4009, 0.1918]. Recommendation = [0.0, 0.3030, 0.0339], Current Cost = 5076.00, Rho = 1.000
(iter 10) [0.0, 0.0671, 1.8535] = 113.5623, sampling [1.0, 0.4314, 0.0710]. Recommendation = [0.0, 0.4009, 0.1918], Current Cost = 5077.00, Rho = 1.000
(iter 10) [0.0, 0.0671, 1.8535] = 113.5623, sampling [1.0, 0.0894, 0.5386]. Recommendation = [0.0, 0.4009, 0.1918], Current Cost = 5078.00, Rho = 1.000
(iter 10) [0.0, 0.0671, 1.8535] = 113.5623, sampling [1.0, 0.3706, -0.2348]. Recommendation = [0.0, 0.4009, 0.1918], Current Cost = 5079.00, Rho = 1.000
(iter 10) [0.0, 0.0671, 1.8535] = 113.5623, sampling [1.0, 0.2722, 0.4811]. Recommendation = [0.0, 0.4009, 0.1918], Current Cost = 5080.00, Rho = 1.000
(iter 10) [0.0, 0.0671, 1.8535] = 113.5623, sampling [1.0, 0.2810, -0.3885]. Recommendation = [0.0, 0.4009, 0.1918], Current Cost = 5081.00, Rho = 1.000
(iter 10) [0.0, 0.0671, 1.8535] = 113.5623, sampling [1.0, 0.4860, 0.1452]. Recommendation = [0.0, 0.4009, 0.1918], Current Cost = 5082.00, Rho = 1.000
(iter 10) [0.0, 0.0671, 1.8535] = 113.5623, sampling [1.0, 0.5061, 0.0634]. Recommendation = [0.0, 0.4009, 0.1918], Current Cost = 5083.00, Rho = 1.000
(iter 10) [0.0, 0.0671, 1.8535] = 113.5623, sampling [1.0, 0.0108, -0.3797]. Recommendation = [0.0, 0.4009, 0.1918], Current Cost = 5084.00, Rho = 1.000
(iter 10) [0.0, 0.0671, 1.8535] = 113.5623, sampling [1.0, -0.4102, 0.5979]. Recommendation = [0.0, 0.4009, 0.1918], Current Cost = 5085.00, Rho = 1.000
(iter 10) [0.0, 0.0671, 1.8535] = 113.5623, sampling [1.0, -0.1707, 0.6989]. Recommendation = [0.0, 0.4009, 0.1918], Current Cost = 5086.00, Rho = 1.000
(iter 10) [0.0, 0.0671, 1.8535] = 113.5623, sampling [1.0, -0.6584, 0.2904]. Recommendation = [0.0, 0.4009, 0.1918], Current Cost = 5087.00, Rho = 1.000
(iter 10) [0.0, 0.0671, 1.8535] = 113.5623, sampling [1.0, -0.5168, 0.5831]. Recommendation = [0.0, 0.4009, 0.1918], Current Cost = 5088.00, Rho = 1.000
(iter 10) [0.0, 0.0671, 1.8535] = 113.5623, sampling [1.0, -0.6686, 0.4657]. Recommendation = [0.0, 0.4009, 0.1918], Current Cost = 5089.00, Rho = 1.000
(iter 10) [0.0, 0.0671, 1.8535] = 113.5623, sampling [1.0, -0.7301, 0.2546]. Recommendation = [0.0, 0.4009, 0.1918], Current Cost = 5090.00, Rho = 1.000
(iter 10) [0.0, 0.0671, 1.8535] = 113.5623, sampling [1.0, -0.6755, -0.0223]. Recommendation = [0.0, 0.4009, 0.1918], Current Cost = 5091.00, Rho = 1.000
(iter 10) [0.0, 0.0671, 1.8535] = 113.5623, sampling [1.0, -0.7270, 0.4426]. Recommendation = [0.0, 0.4009, 0.1918], Current Cost = 5092.00, Rho = 1.000
(iter 10) [0.0, 0.0671, 1.8535] = 113.5623, sampling [1.0, -0.6848, 0.5125]. Recommendation = [0.0, 0.4009, 0.1918], Current Cost = 5093.00, Rho = 1.000
(iter 10) [0.0, 0.0671, 1.8535] = 113.5623, sampling [1.0, 0.3737, -0.0240]. Recommendation = [0.0, 0.4009, 0.1918], Current Cost = 5094.00, Rho = 1.000
(iter 10) [0.0, 0.0671, 1.8535] = 113.5623, sampling [1.0, -0.4823, 0.6251]. Recommendation = [0.0, 0.4009, 0.1918], Current Cost = 5095.00, Rho = 1.000
(iter 10) [0.0, 0.0671, 1.8535] = 113.5623, sampling [1.0, -0.3679, 0.6745]. Recommendation = [0.0, 0.4009, 0.1918], Current Cost = 5096.00, Rho = 1.000
(iter 10) [0.0, 0.0671, 1.8535] = 113.5623, sampling [1.0, 0.5116, 0.4180]. Recommendation = [0.0, 0.4009, 0.1918], Current Cost = 5097.00, Rho = 1.000
(iter 10) [0.0, 0.0671, 1.8535] = 113.5623, sampling [1.0, 0.5542, 0.3535]. Recommendation = [0.0, 0.4009, 0.1918], Current Cost = 5098.00, Rho = 1.000
(iter 10) [0.0, 0.0671, 1.8535] = 113.5623, sampling [1.0, 0.5605, 0.3936]. Recommendation = [0.0, 0.4009, 0.1918], Current Cost = 5099.00, Rho = 1.000
(iter 10) [0.0, 0.0671, 1.8535] = 113.5623, sampling [1.0, 0.5298, 0.4939]. Recommendation = [0.0, 0.4009, 0.1918], Current Cost = 5100.00, Rho = 1.000
(iter 10) [0.0, 0.0671, 1.8535] = 113.5623, sampling [1.0, 0.5020, 0.5578]. Recommendation = [0.0, 0.4009, 0.1918], Current Cost = 5101.00, Rho = 1.000
(iter 10) [0.0, 0.0671, 1.8535] = 113.5623, sampling [1.0, 0.5947, 0.3313]. Recommendation = [0.0, 0.4009, 0.1918], Current Cost = 5102.00, Rho = 1.000
(iter 10) [0.0, 0.0671, 1.8535] = 113.5623, sampling [1.0, 0.4400, 0.6499]. Recommendation = [0.0, 0.5947, 0.3313], Current Cost = 5103.00, Rho = 1.000
(iter 10) [0.0, 0.0671, 1.8535] = 113.5623, sampling [1.0, 0.6376, 0.2589]. Recommendation = [0.0, 0.5947, 0.3313], Current Cost = 5104.00, Rho = 1.000
(iter 10) [0.0, 0.0671, 1.8535] = 113.5623, sampling [1.0, 0.2879, 0.7650]. Recommendation = [0.0, 0.5947, 0.3313], Current Cost = 5105.00, Rho = 1.000
(iter 10) [0.0, 0.0671, 1.8535] = 113.5623, sampling [1.0, 0.2534, 0.5224]. Recommendation = [0.0, 0.5947, 0.3313], Current Cost = 5106.00, Rho = 1.000
(iter 10) [0.0, 0.0671, 1.8535] = 113.5623, sampling [1.0, 0.2394, -0.4447]. Recommendation = [0.0, 0.5947, 0.3313], Current Cost = 5107.00, Rho = 1.000
(iter 10) [0.0, 0.0671, 1.8535] = 113.5623, sampling [1.0, -0.7776, 0.0959]. Recommendation = [0.0, 0.5947, 0.3313], Current Cost = 5108.00, Rho = 1.000
(iter 10) [0.0, 0.0671, 1.8535] = 113.5623, sampling [1.0, 0.0135, 0.7702]. Recommendation = [0.0, 0.5947, 0.3313], Current Cost = 5109.00, Rho = 1.000
(iter 10) [0.0, 0.0671, 1.8535] = 113.5623, sampling [1.0, -0.1390, 0.3245]. Recommendation = [0.0, 0.5947, 0.3313], Current Cost = 5110.00, Rho = 1.000
(iter 10) [0.0, 0.0671, 1.8535] = 113.5623, sampling [1.0, -0.6052, 0.7008]. Recommendation = [0.0, 0.5947, 0.3313], Current Cost = 5111.00, Rho = 1.000
(iter 10) [0.0, 0.0671, 1.8535] = 113.5623, sampling [1.0, -0.4455, 0.7584]. Recommendation = [0.0, 0.5947, 0.3313], Current Cost = 5112.00, Rho = 1.000
(iter 10) [0.0, 0.0671, 1.8535] = 113.5623, sampling [1.0, 0.6770, 0.1023]. Recommendation = [0.0, 0.5947, 0.3313], Current Cost = 5113.00, Rho = 1.000
(iter 10) [0.0, 0.0671, 1.8535] = 113.5623, sampling [1.0, 0.4104, -0.3636]. Recommendation = [0.0, 0.5947, 0.3313], Current Cost = 5114.00, Rho = 1.000
(iter 10) [0.0, 0.0671, 1.8535] = 113.5623, sampling [1.0, 0.7318, 0.1997]. Recommendation = [0.0, 0.5947, 0.3313], Current Cost = 5115.00, Rho = 1.000
(iter 10) [0.0, 0.0671, 1.8535] = 113.5623, sampling [1.0, 0.7622, 0.3172]. Recommendation = [0.0, 0.5947, 0.3313], Current Cost = 5116.00, Rho = 1.000
(iter 10) [0.0, 0.0671, 1.8535] = 113.5623, sampling [1.0, 0.7576, 0.5433]. Recommendation = [0.0, 0.5947, 0.3313], Current Cost = 5117.00, Rho = 1.000
(iter 10) [0.0, 0.0671, 1.8535] = 113.5623, sampling [1.0, 0.4798, 0.7765]. Recommendation = [0.0, 0.7576, 0.5433], Current Cost = 5118.00, Rho = 1.000
(iter 10) [0.0, 0.0671, 1.8535] = 113.5623, sampling [1.0, 0.8325, 0.3585]. Recommendation = [0.0, 0.7576, 0.5433], Current Cost = 5119.00, Rho = 1.000
(iter 10) [0.0, 0.0671, 1.8535] = 113.5623, sampling [1.0, 0.7905, 0.2352]. Recommendation = [0.0, 0.7576, 0.5433], Current Cost = 5120.00, Rho = 1.000
(iter 10) [0.0, 0.0671, 1.8535] = 113.5623, sampling [1.0, 0.7032, 0.8327]. Recommendation = [0.0, 0.7576, 0.5433], Current Cost = 5121.00, Rho = 1.000
(iter 10) [0.0, 0.0671, 1.8535] = 113.5623, sampling [1.0, 0.6113, 0.8671]. Recommendation = [0.0, 0.7576, 0.5433], Current Cost = 5122.00, Rho = 1.000
(iter 10) [0.0, 0.0671, 1.8535] = 113.5623, sampling [1.0, 0.7832, 0.8090]. Recommendation = [0.0, 0.7576, 0.5433], Current Cost = 5123.00, Rho = 1.000
(iter 10) [0.0, 0.0671, 1.8535] = 113.5623, sampling [1.0, 0.9076, 0.6239]. Recommendation = [0.0, 0.7576, 0.5433], Current Cost = 5124.00, Rho = 1.000
(iter 10) [0.0, 0.0671, 1.8535] = 113.5623, sampling [1.0, 0.9186, 0.7886]. Recommendation = [0.0, 0.7576, 0.5433], Current Cost = 5125.00, Rho = 1.000
(iter 10) [0.0, 0.0671, 1.8535] = 113.5623, sampling [1.0, 0.8733, 0.9093]. Recommendation = [0.0, 0.7576, 0.5433], Current Cost = 5126.00, Rho = 1.000
(iter 10) [0.0, 0.0671, 1.8535] = 113.5623, sampling [1.0, 0.9647, 0.6451]. Recommendation = [0.0, 0.7576, 0.5433], Current Cost = 5127.00, Rho = 1.000
(iter 10) [0.0, 0.0671, 1.8535] = 113.5623, sampling [1.0, 0.9209, 0.4525]. Recommendation = [0.0, 0.7576, 0.5433], Current Cost = 5128.00, Rho = 1.000
(iter 10) [0.0, 0.0671, 1.8535] = 113.5623, sampling [1.0, 0.9835, 0.8976]. Recommendation = [0.0, 0.7576, 0.5433], Current Cost = 5129.00, Rho = 1.000
(iter 10) [0.0, 0.0671, 1.8535] = 113.5623, sampling [1.0, 1.0348, 0.7996]. Recommendation = [0.0, 0.7576, 0.5433], Current Cost = 5130.00, Rho = 1.000
(iter 10) [0.0, 0.0671, 1.8535] = 113.5623, sampling [1.0, 0.8583, 1.0485]. Recommendation = [0.0, 0.7576, 0.5433], Current Cost = 5131.00, Rho = 1.000
(iter 10) [0.0, 0.0671, 1.8535] = 113.5623, sampling [1.0, 0.6027, 1.0723]. Recommendation = [0.0, 0.7576, 0.5433], Current Cost = 5132.00, Rho = 1.000
(iter 10) [0.0, 0.0671, 1.8535] = 113.5623, sampling [1.0, 1.0426, 0.9409]. Recommendation = [0.0, 0.7576, 0.5433], Current Cost = 5133.00, Rho = 1.000
(iter 10) [0.0, 0.0671, 1.8535] = 113.5623, sampling [1.0, 0.9253, 1.0676]. Recommendation = [0.0, 0.7576, 0.5433], Current Cost = 5134.00, Rho = 1.000
(iter 10) [0.0, 0.0671, 1.8535] = 113.5623, sampling [1.0, 1.0818, 0.8450]. Recommendation = [0.0, 0.7576, 0.5433], Current Cost = 5135.00, Rho = 1.000
(iter 10) [0.0, 0.0671, 1.8535] = 113.5623, sampling [1.0, 0.6523, 0.9234]. Recommendation = [0.0, 0.7576, 0.5433], Current Cost = 5136.00, Rho = 1.000
(iter 10) [0.0, 0.0671, 1.8535] = 113.5623, sampling [1.0, 0.6917, 0.8615]. Recommendation = [0.0, 0.7576, 0.5433], Current Cost = 5137.00, Rho = 1.000
(iter 10) [0.0, 0.0671, 1.8535] = 113.5623, sampling [1.0, 1.1435, 0.9759]. Recommendation = [0.0, 0.7576, 0.5433], Current Cost = 5138.00, Rho = 1.000
(iter 10) [0.0, 0.0671, 1.8535] = 113.5623, sampling [1.0, 0.8774, 1.2214]. Recommendation = [0.0, 0.7576, 0.5433], Current Cost = 5139.00, Rho = 1.000
(iter 10) [0.0, 0.0671, 1.8535] = 113.5623, sampling [1.0, 1.1850, 1.1811]. Recommendation = [0.0, 0.7576, 0.5433], Current Cost = 5140.00, Rho = 1.000
(iter 10) [0.0, 0.0671, 1.8535] = 113.5623, sampling [1.0, 1.1386, 1.2508]. Recommendation = [0.0, 0.7576, 0.5433], Current Cost = 5141.00, Rho = 1.000
(iter 10) [0.0, 0.0671, 1.8535] = 113.5623, sampling [1.0, 1.0485, 1.3969]. Recommendation = [0.0, 0.7576, 0.5433], Current Cost = 5142.00, Rho = 1.000
(iter 10) [0.0, 0.0671, 1.8535] = 113.5623, sampling [1.0, 1.2010, 1.3470]. Recommendation = [0.0, 0.7576, 0.5433], Current Cost = 5143.00, Rho = 1.000
(iter 10) [0.0, 0.0671, 1.8535] = 113.5623, sampling [1.0, 1.1037, 1.4292]. Recommendation = [0.0, 0.7576, 0.5433], Current Cost = 5144.00, Rho = 1.000
(iter 10) [0.0, 0.0671, 1.8535] = 113.5623, sampling [1.0, 1.2225, 1.4132]. Recommendation = [0.0, 0.7576, 0.5433], Current Cost = 5145.00, Rho = 1.000
(iter 10) [0.0, 0.0671, 1.8535] = 113.5623, sampling [1.0, 1.2818, 1.3897]. Recommendation = [0.0, 0.7576, 0.5433], Current Cost = 5146.00, Rho = 1.000
(iter 10) [0.0, 0.0671, 1.8535] = 113.5623, sampling [1.0, 1.2200, 1.0176]. Recommendation = [0.0, 0.7576, 0.5433], Current Cost = 5147.00, Rho = 1.000
(iter 10) [0.0, 0.0671, 1.8535] = 113.5623, sampling [1.0, 1.1997, 1.5236]. Recommendation = [0.0, 0.7576, 0.5433], Current Cost = 5148.00, Rho = 1.000
(iter 10) [0.0, 0.0671, 1.8535] = 113.5623, sampling [1.0, 1.0920, 1.5650]. Recommendation = [0.0, 0.7576, 0.5433], Current Cost = 5149.00, Rho = 1.000
(iter 10) [0.0, 0.0671, 1.8535] = 113.5623, sampling [1.0, 0.8222, 1.3373]. Recommendation = [0.0, 0.7576, 0.5433], Current Cost = 5150.00, Rho = 1.000
