(iter 5) [0.0, 0.7763, -0.0957] = 407.4731, sampling [0.0, -0.1463, 0.4299]. Recommendation = [0.0, 0.7763, -0.0957], Current Cost = 5000.00, Rho = -1.230
(iter 18) [0.0, 0.6561, 0.4091] = 456.1358, sampling [0.0, -1.0292, 0.7422]. Recommendation = [0.0, 0.3594, 0.0739], Current Cost = 73000.00, Rho = -1.230
(iter 18) [0.0, 0.6561, 0.4091] = 456.1358, sampling [0.0, 0.7533, 0.0810]. Recommendation = [0.0, 0.3594, 0.0739], Current Cost = 74000.00, Rho = -1.230
(iter 18) [0.0, 0.6561, 0.4091] = 456.1358, sampling [0.0, -0.2920, 0.1889]. Recommendation = [0.0, 0.3594, 0.0739], Current Cost = 75000.00, Rho = -1.230
(iter 18) [0.0, 0.6561, 0.4091] = 456.1358, sampling [0.0, -0.1819, -0.7992]. Recommendation = [0.0, 0.3594, 0.0739], Current Cost = 76000.00, Rho = -1.230
(iter 18) [0.0, 0.6561, 0.4091] = 456.1358, sampling [0.0, 1.0216, 1.0789]. Recommendation = [0.0, 0.3594, 0.0739], Current Cost = 77000.00, Rho = -1.230
(iter 77) [0.0, 1.0216, 1.0789] = 456.1747, sampling [0.0, 0.4582, 0.3404]. Recommendation = [0.0, 0.3594, 0.0739], Current Cost = 78000.00, Rho = -1.230
(iter 77) [0.0, 1.0216, 1.0789] = 456.1747, sampling [0.0, 0.6350, 0.9801]. Recommendation = [0.0, 0.3594, 0.0739], Current Cost = 79000.00, Rho = -1.230
(iter 77) [0.0, 1.0216, 1.0789] = 456.1747, sampling [0.0, -1.1972, 1.5669]. Recommendation = [0.0, 0.3594, 0.0739], Current Cost = 80000.00, Rho = -1.230
(iter 77) [0.0, 1.0216, 1.0789] = 456.1747, sampling [0.0, -0.1340, 1.2129]. Recommendation = [0.0, 0.3594, 0.0739], Current Cost = 81000.00, Rho = -1.230
(iter 77) [0.0, 1.0216, 1.0789] = 456.1747, sampling [0.0, 1.1269, 1.3878]. Recommendation = [0.0, 0.3594, 0.0739], Current Cost = 82000.00, Rho = -1.230
(iter 77) [0.0, 1.0216, 1.0789] = 456.1747, sampling [0.0, 0.1180, 0.2168]. Recommendation = [0.0, 0.3594, 0.0739], Current Cost = 83000.00, Rho = -1.230
(iter 77) [0.0, 1.0216, 1.0789] = 456.1747, sampling [0.0, -1.4521, 1.8855]. Recommendation = [0.0, 0.3594, 0.0739], Current Cost = 84000.00, Rho = -1.230
(iter 77) [0.0, 1.0216, 1.0789] = 456.1747, sampling [0.0, -0.0868, 0.0305]. Recommendation = [0.0, 0.3594, 0.0739], Current Cost = 85000.00, Rho = -1.230
(iter 77) [0.0, 1.0216, 1.0789] = 456.1747, sampling [0.0, -1.9419, 0.5601]. Recommendation = [0.0, 0.3594, 0.0739], Current Cost = 86000.00, Rho = -1.230
(iter 77) [0.0, 1.0216, 1.0789] = 456.1747, sampling [0.0, -1.2321, 1.8729]. Recommendation = [0.0, 0.3594, 0.0739], Current Cost = 87000.00, Rho = -1.230
(iter 77) [0.0, 1.0216, 1.0789] = 456.1747, sampling [0.0, 0.6656, 0.6512]. Recommendation = [0.0, 0.3594, 0.0739], Current Cost = 88000.00, Rho = -1.230
(iter 77) [0.0, 1.0216, 1.0789] = 456.1747, sampling [0.0, 1.3377, 0.5106]. Recommendation = [0.0, 0.3594, 0.0739], Current Cost = 89000.00, Rho = -1.230
(iter 77) [0.0, 1.0216, 1.0789] = 456.1747, sampling [0.0, -1.4319, 1.5339]. Recommendation = [0.0, 0.3594, 0.0739], Current Cost = 90000.00, Rho = -1.230
(iter 77) [0.0, 1.0216, 1.0789] = 456.1747, sampling [0.0, 0.5199, -0.3600]. Recommendation = [0.0, 0.3594, 0.0739], Current Cost = 91000.00, Rho = -1.230
(iter 77) [0.0, 1.0216, 1.0789] = 456.1747, sampling [0.0, 0.2118, -0.7828]. Recommendation = [0.0, 1.0216, 1.0789], Current Cost = 92000.00, Rho = -1.230
(iter 77) [0.0, 1.0216, 1.0789] = 456.1747, sampling [0.0, 0.0234, -0.6049]. Recommendation = [0.0, 1.0216, 1.0789], Current Cost = 93000.00, Rho = -1.230
(iter 77) [0.0, 1.0216, 1.0789] = 456.1747, sampling [0.0, -0.5575, 0.3548]. Recommendation = [0.0, 1.0216, 1.0789], Current Cost = 94000.00, Rho = -1.230
(iter 77) [0.0, 1.0216, 1.0789] = 456.1747, sampling [0.0, 0.9703, 1.6471]. Recommendation = [0.0, 1.0216, 1.0789], Current Cost = 95000.00, Rho = -1.230
(iter 77) [0.0, 1.0216, 1.0789] = 456.1747, sampling [0.0, -0.3953, 0.1267]. Recommendation = [0.0, 1.0216, 1.0789], Current Cost = 96000.00, Rho = -1.230
(iter 77) [0.0, 1.0216, 1.0789] = 456.1747, sampling [0.0, -0.8798, 0.4448]. Recommendation = [0.0, 1.0216, 1.0789], Current Cost = 97000.00, Rho = -1.230
(iter 77) [0.0, 1.0216, 1.0789] = 456.1747, sampling [0.0, 1.4136, 1.3785]. Recommendation = [0.0, 1.0216, 1.0789], Current Cost = 98000.00, Rho = -1.230
(iter 77) [0.0, 1.0216, 1.0789] = 456.1747, sampling [0.0, 0.3061, -0.2998]. Recommendation = [0.0, 1.0216, 1.0789], Current Cost = 99000.00, Rho = -1.230
(iter 77) [0.0, 1.0216, 1.0789] = 456.1747, sampling [0.0, -0.4601, 0.6866]. Recommendation = [0.0, 1.0216, 1.0789], Current Cost = 100000.00, Rho = -1.230
