(iter 5) [0.0, 0.2307, -0.7899] = 384.6238, sampling [0.0, -0.2675, -0.7137]. Recommendation = [0.0, 0.2307, -0.7899], Current Cost = 5000.00, Rho = -1.230
(iter 28) [0.0, 0.4350, 0.1342] = 455.6775, sampling [0.0, 0.4283, 0.3406]. Recommendation = [0.0, 0.3627, 0.1253], Current Cost = 31000.00, Rho = -1.230
(iter 28) [0.0, 0.4350, 0.1342] = 455.6775, sampling [0.0, 0.2459, 0.4847]. Recommendation = [0.0, 0.3627, 0.1253], Current Cost = 32000.00, Rho = -1.230
(iter 28) [0.0, 0.4350, 0.1342] = 455.6775, sampling [0.0, 0.6774, 0.0433]. Recommendation = [0.0, 0.3627, 0.1253], Current Cost = 33000.00, Rho = -1.230
(iter 28) [0.0, 0.4350, 0.1342] = 455.6775, sampling [0.0, -0.1591, 0.5357]. Recommendation = [0.0, 0.3627, 0.1253], Current Cost = 34000.00, Rho = -1.230
(iter 28) [0.0, 0.4350, 0.1342] = 455.6775, sampling [0.0, 0.6002, -0.1051]. Recommendation = [0.0, 0.3627, 0.1253], Current Cost = 35000.00, Rho = -1.230
(iter 28) [0.0, 0.4350, 0.1342] = 455.6775, sampling [0.0, 0.6323, 0.3583]. Recommendation = [0.0, 0.3627, 0.1253], Current Cost = 36000.00, Rho = -1.230
(iter 36) [0.0, 0.6323, 0.3583] = 455.9926, sampling [0.0, 0.4742, 0.5820]. Recommendation = [0.0, 0.3627, 0.1253], Current Cost = 37000.00, Rho = -1.230
(iter 36) [0.0, 0.6323, 0.3583] = 455.9926, sampling [0.0, 0.5502, 0.4606]. Recommendation = [0.0, 0.6091, 0.3629], Current Cost = 38000.00, Rho = -1.230
(iter 36) [0.0, 0.6323, 0.3583] = 455.9926, sampling [0.0, 0.0401, 0.6860]. Recommendation = [0.0, 0.6091, 0.3629], Current Cost = 39000.00, Rho = -1.230
(iter 36) [0.0, 0.6323, 0.3583] = 455.9926, sampling [0.0, 0.7680, 0.2277]. Recommendation = [0.0, 0.6091, 0.3629], Current Cost = 40000.00, Rho = -1.230
(iter 36) [0.0, 0.6323, 0.3583] = 455.9926, sampling [0.0, 0.5944, 0.0855]. Recommendation = [0.0, 0.6091, 0.3629], Current Cost = 41000.00, Rho = -1.230
(iter 36) [0.0, 0.6323, 0.3583] = 455.9926, sampling [0.0, 0.1622, -0.5699]. Recommendation = [0.0, 0.6091, 0.3629], Current Cost = 42000.00, Rho = -1.230
(iter 36) [0.0, 0.6323, 0.3583] = 455.9926, sampling [0.0, -0.4486, 0.4993]. Recommendation = [0.0, 0.6091, 0.3629], Current Cost = 43000.00, Rho = -1.230
(iter 36) [0.0, 0.6323, 0.3583] = 455.9926, sampling [0.0, -0.5747, 0.2391]. Recommendation = [0.0, 0.6091, 0.3629], Current Cost = 44000.00, Rho = -1.230
(iter 36) [0.0, 0.6323, 0.3583] = 455.9926, sampling [0.0, 0.3627, 0.1253]. Recommendation = [0.0, 0.6091, 0.3629], Current Cost = 45000.00, Rho = -1.230
(iter 36) [0.0, 0.6323, 0.3583] = 455.9926, sampling [0.0, -0.1023, -0.3557]. Recommendation = [0.0, 0.6091, 0.3629], Current Cost = 46000.00, Rho = -1.230
(iter 36) [0.0, 0.6323, 0.3583] = 455.9926, sampling [0.0, -0.6621, 0.4025]. Recommendation = [0.0, 0.6091, 0.3629], Current Cost = 47000.00, Rho = -1.230
(iter 36) [0.0, 0.6323, 0.3583] = 455.9926, sampling [0.0, -0.7132, 0.2110]. Recommendation = [0.0, 0.6091, 0.3629], Current Cost = 48000.00, Rho = -1.230
(iter 36) [0.0, 0.6323, 0.3583] = 455.9926, sampling [0.0, 0.4657, -0.0159]. Recommendation = [0.0, 0.6091, 0.3629], Current Cost = 49000.00, Rho = -1.230
(iter 36) [0.0, 0.6323, 0.3583] = 455.9926, sampling [0.0, 0.0706, -0.1600]. Recommendation = [0.0, 0.6091, 0.3629], Current Cost = 50000.00, Rho = -1.230
(iter 36) [0.0, 0.6323, 0.3583] = 455.9926, sampling [0.0, -0.7538, -0.1006]. Recommendation = [0.0, 0.6091, 0.3629], Current Cost = 51000.00, Rho = -1.230
(iter 36) [0.0, 0.6323, 0.3583] = 455.9926, sampling [0.0, 0.3975, 0.5243]. Recommendation = [0.0, 0.6091, 0.3629], Current Cost = 52000.00, Rho = -1.230
(iter 36) [0.0, 0.6323, 0.3583] = 455.9926, sampling [0.0, 0.7894, 0.5016]. Recommendation = [0.0, 0.6091, 0.3629], Current Cost = 53000.00, Rho = -1.230
(iter 36) [0.0, 0.6323, 0.3583] = 455.9926, sampling [0.0, 0.7284, 0.6391]. Recommendation = [0.0, 0.6667, 0.4194], Current Cost = 54000.00, Rho = -1.230
(iter 36) [0.0, 0.6323, 0.3583] = 455.9926, sampling [0.0, 0.3430, 0.7623]. Recommendation = [0.0, 0.6667, 0.4194], Current Cost = 55000.00, Rho = -1.230
(iter 36) [0.0, 0.6323, 0.3583] = 455.9926, sampling [0.0, 0.6667, 0.4194]. Recommendation = [0.0, 0.6667, 0.4194], Current Cost = 56000.00, Rho = -1.230
(iter 56) [0.0, 0.6667, 0.4194] = 456.1261, sampling [0.0, 0.8287, -0.1439]. Recommendation = [0.0, 0.6091, 0.3629], Current Cost = 57000.00, Rho = -1.230
(iter 56) [0.0, 0.6667, 0.4194] = 456.1261, sampling [0.0, 0.8557, 0.3841]. Recommendation = [0.0, 0.6091, 0.3629], Current Cost = 58000.00, Rho = -1.230
(iter 56) [0.0, 0.6667, 0.4194] = 456.1261, sampling [0.0, -0.3823, 0.7489]. Recommendation = [0.0, 0.6208, 0.3766], Current Cost = 59000.00, Rho = -1.230
(iter 56) [0.0, 0.6667, 0.4194] = 456.1261, sampling [0.0, -0.5658, 0.4776]. Recommendation = [0.0, 0.6208, 0.3766], Current Cost = 60000.00, Rho = -1.230
(iter 56) [0.0, 0.6667, 0.4194] = 456.1261, sampling [0.0, -0.2597, 0.2881]. Recommendation = [0.0, 0.6208, 0.3766], Current Cost = 61000.00, Rho = -1.230
(iter 56) [0.0, 0.6667, 0.4194] = 456.1261, sampling [0.0, -0.4635, -0.2473]. Recommendation = [0.0, 0.6208, 0.3766], Current Cost = 62000.00, Rho = -1.230
(iter 56) [0.0, 0.6667, 0.4194] = 456.1261, sampling [0.0, 0.5025, 0.1421]. Recommendation = [0.0, 0.6208, 0.3766], Current Cost = 63000.00, Rho = -1.230
(iter 56) [0.0, 0.6667, 0.4194] = 456.1261, sampling [0.0, 0.0265, 0.3038]. Recommendation = [0.0, 0.6208, 0.3766], Current Cost = 64000.00, Rho = -1.230
(iter 56) [0.0, 0.6667, 0.4194] = 456.1261, sampling [0.0, -0.2626, 0.6353]. Recommendation = [0.0, 0.6208, 0.3766], Current Cost = 65000.00, Rho = -1.230
(iter 56) [0.0, 0.6667, 0.4194] = 456.1261, sampling [0.0, -0.1198, -0.2106]. Recommendation = [0.0, 0.6208, 0.3766], Current Cost = 66000.00, Rho = -1.230
(iter 56) [0.0, 0.6667, 0.4194] = 456.1261, sampling [0.0, 0.4936, 0.7402]. Recommendation = [0.0, 0.6208, 0.3766], Current Cost = 67000.00, Rho = -1.230
(iter 56) [0.0, 0.6667, 0.4194] = 456.1261, sampling [0.0, 0.9170, 0.1794]. Recommendation = [0.0, 0.6667, 0.4194], Current Cost = 68000.00, Rho = -1.230
(iter 56) [0.0, 0.6667, 0.4194] = 456.1261, sampling [0.0, -0.0791, 0.9566]. Recommendation = [0.0, 0.6667, 0.4194], Current Cost = 69000.00, Rho = -1.230
(iter 56) [0.0, 0.6667, 0.4194] = 456.1261, sampling [0.0, 0.1254, -0.2396]. Recommendation = [0.0, 0.6667, 0.4194], Current Cost = 70000.00, Rho = -1.230
(iter 56) [0.0, 0.6667, 0.4194] = 456.1261, sampling [0.0, -0.0505, -0.1120]. Recommendation = [0.0, 0.6667, 0.4194], Current Cost = 71000.00, Rho = -1.230
(iter 56) [0.0, 0.6667, 0.4194] = 456.1261, sampling [0.0, 0.8751, 0.6097]. Recommendation = [0.0, 0.6667, 0.4194], Current Cost = 72000.00, Rho = -1.230
(iter 56) [0.0, 0.6667, 0.4194] = 456.1261, sampling [0.0, 0.5868, 0.9789]. Recommendation = [0.0, 0.8185, 0.5735], Current Cost = 73000.00, Rho = -1.230
(iter 56) [0.0, 0.6667, 0.4194] = 456.1261, sampling [0.0, 0.8704, 0.8360]. Recommendation = [0.0, 0.8185, 0.5735], Current Cost = 74000.00, Rho = -1.230
(iter 56) [0.0, 0.6667, 0.4194] = 456.1261, sampling [0.0, 0.7338, 0.6986]. Recommendation = [0.0, 0.8160, 0.6417], Current Cost = 75000.00, Rho = -1.230
(iter 56) [0.0, 0.6667, 0.4194] = 456.1261, sampling [0.0, 0.9120, 0.7285]. Recommendation = [0.0, 0.8160, 0.6417], Current Cost = 76000.00, Rho = -1.230
(iter 56) [0.0, 0.6667, 0.4194] = 456.1261, sampling [0.0, 1.0581, 0.5705]. Recommendation = [0.0, 0.8160, 0.6417], Current Cost = 77000.00, Rho = -1.230
(iter 56) [0.0, 0.6667, 0.4194] = 456.1261, sampling [0.0, 0.8160, 0.6417]. Recommendation = [0.0, 0.8160, 0.6417], Current Cost = 78000.00, Rho = -1.230
(iter 78) [0.0, 0.8160, 0.6417] = 456.2079, sampling [0.0, 0.9980, 0.3722]. Recommendation = [0.0, 0.8160, 0.6417], Current Cost = 79000.00, Rho = -1.230
(iter 78) [0.0, 0.8160, 0.6417] = 456.2079, sampling [0.0, -0.5692, 0.5966]. Recommendation = [0.0, 0.8160, 0.6417], Current Cost = 80000.00, Rho = -1.230
(iter 78) [0.0, 0.8160, 0.6417] = 456.2079, sampling [0.0, -0.5631, -0.0389]. Recommendation = [0.0, 0.8160, 0.6417], Current Cost = 81000.00, Rho = -1.230
(iter 78) [0.0, 0.8160, 0.6417] = 456.2079, sampling [0.0, 0.3147, -0.4310]. Recommendation = [0.0, 0.8160, 0.6417], Current Cost = 82000.00, Rho = -1.230
(iter 78) [0.0, 0.8160, 0.6417] = 456.2079, sampling [0.0, 0.3232, 1.0604]. Recommendation = [0.0, 0.8160, 0.6417], Current Cost = 83000.00, Rho = -1.230
(iter 78) [0.0, 0.8160, 0.6417] = 456.2079, sampling [0.0, -0.0397, -0.6997]. Recommendation = [0.0, 0.8160, 0.6417], Current Cost = 84000.00, Rho = -1.230
(iter 78) [0.0, 0.8160, 0.6417] = 456.2079, sampling [0.0, -0.8496, 0.3058]. Recommendation = [0.0, 0.8160, 0.6417], Current Cost = 85000.00, Rho = -1.230
(iter 78) [0.0, 0.8160, 0.6417] = 456.2079, sampling [0.0, -0.7864, 0.5453]. Recommendation = [0.0, 0.8160, 0.6417], Current Cost = 86000.00, Rho = -1.230
(iter 78) [0.0, 0.8160, 0.6417] = 456.2079, sampling [0.0, -0.6508, 0.5173]. Recommendation = [0.0, 0.8160, 0.6417], Current Cost = 87000.00, Rho = -1.230
(iter 78) [0.0, 0.8160, 0.6417] = 456.2079, sampling [0.0, -0.6937, 0.7393]. Recommendation = [0.0, 0.8160, 0.6417], Current Cost = 88000.00, Rho = -1.230
(iter 78) [0.0, 0.8160, 0.6417] = 456.2079, sampling [0.0, -0.6661, 0.6203]. Recommendation = [0.0, 0.8160, 0.6417], Current Cost = 89000.00, Rho = -1.230
(iter 78) [0.0, 0.8160, 0.6417] = 456.2079, sampling [0.0, -0.8316, 0.3971]. Recommendation = [0.0, 0.8160, 0.6417], Current Cost = 90000.00, Rho = -1.230
(iter 78) [0.0, 0.8160, 0.6417] = 456.2079, sampling [0.0, -0.5055, 0.8213]. Recommendation = [0.0, 0.8160, 0.6417], Current Cost = 91000.00, Rho = -1.230
(iter 78) [0.0, 0.8160, 0.6417] = 456.2079, sampling [0.0, -0.4378, 0.6479]. Recommendation = [0.0, 0.8160, 0.6417], Current Cost = 92000.00, Rho = -1.230
(iter 78) [0.0, 0.8160, 0.6417] = 456.2079, sampling [0.0, -0.3659, -0.5061]. Recommendation = [0.0, 0.8160, 0.6417], Current Cost = 93000.00, Rho = -1.230
(iter 78) [0.0, 0.8160, 0.6417] = 456.2079, sampling [0.0, 0.5534, -0.6189]. Recommendation = [0.0, 0.8160, 0.6417], Current Cost = 94000.00, Rho = -1.230
(iter 78) [0.0, 0.8160, 0.6417] = 456.2079, sampling [0.0, 0.9636, 0.6177]. Recommendation = [0.0, 0.8160, 0.6417], Current Cost = 95000.00, Rho = -1.230
(iter 78) [0.0, 0.8160, 0.6417] = 456.2079, sampling [0.0, 0.2014, 0.6556]. Recommendation = [0.0, 0.8160, 0.6417], Current Cost = 96000.00, Rho = -1.230
(iter 78) [0.0, 0.8160, 0.6417] = 456.2079, sampling [0.0, 0.1938, -0.4342]. Recommendation = [0.0, 0.8160, 0.6417], Current Cost = 97000.00, Rho = -1.230
(iter 78) [0.0, 0.8160, 0.6417] = 456.2079, sampling [0.0, 0.2239, -0.2358]. Recommendation = [0.0, 0.8160, 0.6417], Current Cost = 98000.00, Rho = -1.230
(iter 78) [0.0, 0.8160, 0.6417] = 456.2079, sampling [0.0, 0.4862, 0.0784]. Recommendation = [0.0, 0.8160, 0.6417], Current Cost = 99000.00, Rho = -1.230
(iter 78) [0.0, 0.8160, 0.6417] = 456.2079, sampling [0.0, 0.8800, 0.9274]. Recommendation = [0.0, 0.8160, 0.6417], Current Cost = 100000.00, Rho = -1.230
