(iter 5) [0.0, 0.6965, 0.3845] = 455.1945, sampling [0.0, 0.2024, -0.0659]. Recommendation = [0.0, 0.6965, 0.3845], Current Cost = 5000.00, Rho = -1.230
(iter 20) [0.0, 1.1992, 1.3459] = 455.4096, sampling [0.0, -1.2343, 0.8632]. Recommendation = [0.0, 0.7761, 0.5463], Current Cost = 64000.00, Rho = -1.230
(iter 20) [0.0, 1.1992, 1.3459] = 455.4096, sampling [0.0, -0.5189, 1.2191]. Recommendation = [0.0, 0.7761, 0.5463], Current Cost = 65000.00, Rho = -1.230
(iter 20) [0.0, 1.1992, 1.3459] = 455.4096, sampling [0.0, 0.4103, -0.5909]. Recommendation = [0.0, 0.7761, 0.5463], Current Cost = 66000.00, Rho = -1.230
(iter 20) [0.0, 1.1992, 1.3459] = 455.4096, sampling [0.0, 0.0126, 0.3760]. Recommendation = [0.0, 0.7761, 0.5463], Current Cost = 67000.00, Rho = -1.230
(iter 20) [0.0, 1.1992, 1.3459] = 455.4096, sampling [0.0, 0.4770, 0.3575]. Recommendation = [0.0, 0.7761, 0.5463], Current Cost = 68000.00, Rho = -1.230
(iter 20) [0.0, 1.1992, 1.3459] = 455.4096, sampling [0.0, 0.8297, 0.2057]. Recommendation = [0.0, 0.7761, 0.5463], Current Cost = 69000.00, Rho = -1.230
(iter 20) [0.0, 1.1992, 1.3459] = 455.4096, sampling [0.0, -0.0887, -0.0633]. Recommendation = [0.0, 0.7761, 0.5463], Current Cost = 70000.00, Rho = -1.230
(iter 20) [0.0, 1.1992, 1.3459] = 455.4096, sampling [0.0, -1.0472, 0.6938]. Recommendation = [0.0, 0.7761, 0.5463], Current Cost = 71000.00, Rho = -1.230
(iter 20) [0.0, 1.1992, 1.3459] = 455.4096, sampling [0.0, 1.3697, 1.5428]. Recommendation = [0.0, 0.7761, 0.5463], Current Cost = 72000.00, Rho = -1.230
(iter 20) [0.0, 1.1992, 1.3459] = 455.4096, sampling [0.0, -1.3913, 1.9985]. Recommendation = [0.0, 0.7761, 0.5463], Current Cost = 73000.00, Rho = -1.230
(iter 20) [0.0, 1.1992, 1.3459] = 455.4096, sampling [0.0, 1.4117, 1.8185]. Recommendation = [0.0, 0.7761, 0.5463], Current Cost = 74000.00, Rho = -1.230
(iter 20) [0.0, 1.1992, 1.3459] = 455.4096, sampling [0.0, -0.3865, 0.2407]. Recommendation = [0.0, 0.7761, 0.5463], Current Cost = 75000.00, Rho = -1.230
(iter 20) [0.0, 1.1992, 1.3459] = 455.4096, sampling [0.0, -0.1135, 0.5792]. Recommendation = [0.0, 0.7761, 0.5463], Current Cost = 76000.00, Rho = -1.230
(iter 20) [0.0, 1.1992, 1.3459] = 455.4096, sampling [0.0, -1.9844, 0.7536]. Recommendation = [0.0, 0.7761, 0.5463], Current Cost = 77000.00, Rho = -1.230
(iter 20) [0.0, 1.1992, 1.3459] = 455.4096, sampling [0.0, 0.6656, -1.5043]. Recommendation = [0.0, 0.7761, 0.5463], Current Cost = 78000.00, Rho = -1.230
(iter 20) [0.0, 1.1992, 1.3459] = 455.4096, sampling [0.0, -0.5502, 0.7213]. Recommendation = [0.0, 0.7761, 0.5463], Current Cost = 79000.00, Rho = -1.230
(iter 20) [0.0, 1.1992, 1.3459] = 455.4096, sampling [0.0, -1.2127, 1.4409]. Recommendation = [0.0, 0.7761, 0.5463], Current Cost = 80000.00, Rho = -1.230
(iter 20) [0.0, 1.1992, 1.3459] = 455.4096, sampling [0.0, 0.0469, 0.1340]. Recommendation = [0.0, 0.7761, 0.5463], Current Cost = 81000.00, Rho = -1.230
(iter 20) [0.0, 1.1992, 1.3459] = 455.4096, sampling [0.0, 0.3962, 0.7056]. Recommendation = [0.0, 0.7761, 0.5463], Current Cost = 82000.00, Rho = -1.230
(iter 20) [0.0, 1.1992, 1.3459] = 455.4096, sampling [0.0, 0.2214, -0.3581]. Recommendation = [0.0, 0.7761, 0.5463], Current Cost = 83000.00, Rho = -1.230
(iter 20) [0.0, 1.1992, 1.3459] = 455.4096, sampling [0.0, 1.0846, 1.6452]. Recommendation = [0.0, 0.7761, 0.5463], Current Cost = 84000.00, Rho = -1.230
(iter 20) [0.0, 1.1992, 1.3459] = 455.4096, sampling [0.0, 0.4674, 0.1964]. Recommendation = [0.0, 0.7761, 0.5463], Current Cost = 85000.00, Rho = -1.230
(iter 85) [0.0, 0.4674, 0.1964] = 455.9674, sampling [0.0, 1.1181, 0.6527]. Recommendation = [0.0, 0.7761, 0.5463], Current Cost = 86000.00, Rho = -1.230
(iter 85) [0.0, 0.4674, 0.1964] = 455.9674, sampling [0.0, 1.2009, 0.9034]. Recommendation = [0.0, 0.7828, 0.5711], Current Cost = 87000.00, Rho = -1.230
(iter 85) [0.0, 0.4674, 0.1964] = 455.9674, sampling [0.0, -1.2307, 1.0733]. Recommendation = [0.0, 0.7761, 0.5463], Current Cost = 88000.00, Rho = -1.230
(iter 85) [0.0, 0.4674, 0.1964] = 455.9674, sampling [0.0, 0.9034, 1.3264]. Recommendation = [0.0, 0.7761, 0.5463], Current Cost = 89000.00, Rho = -1.230
(iter 85) [0.0, 0.4674, 0.1964] = 455.9674, sampling [0.0, 0.9283, 1.9647]. Recommendation = [0.0, 0.7761, 0.5463], Current Cost = 90000.00, Rho = -1.230
(iter 85) [0.0, 0.4674, 0.1964] = 455.9674, sampling [0.0, 0.2381, 0.0453]. Recommendation = [0.0, 0.7761, 0.5463], Current Cost = 91000.00, Rho = -1.230
(iter 85) [0.0, 0.4674, 0.1964] = 455.9674, sampling [0.0, 1.4492, 1.9837]. Recommendation = [0.0, 0.7761, 0.5463], Current Cost = 92000.00, Rho = -1.230
(iter 85) [0.0, 0.4674, 0.1964] = 455.9674, sampling [0.0, 1.3349, 1.1257]. Recommendation = [0.0, 0.7761, 0.5463], Current Cost = 93000.00, Rho = -1.230
(iter 85) [0.0, 0.4674, 0.1964] = 455.9674, sampling [0.0, -0.6618, 0.2362]. Recommendation = [0.0, 0.7761, 0.5463], Current Cost = 94000.00, Rho = -1.230
(iter 85) [0.0, 0.4674, 0.1964] = 455.9674, sampling [0.0, -0.9605, 0.5079]. Recommendation = [0.0, 0.7761, 0.5463], Current Cost = 95000.00, Rho = -1.230
(iter 85) [0.0, 0.4674, 0.1964] = 455.9674, sampling [0.0, 0.5659, -0.1900]. Recommendation = [0.0, 0.7761, 0.5463], Current Cost = 96000.00, Rho = -1.230
(iter 85) [0.0, 0.4674, 0.1964] = 455.9674, sampling [0.0, -0.4698, -0.0536]. Recommendation = [0.0, 0.7761, 0.5463], Current Cost = 97000.00, Rho = -1.230
(iter 85) [0.0, 0.4674, 0.1964] = 455.9674, sampling [0.0, 0.3122, 1.1814]. Recommendation = [0.0, 0.7761, 0.5463], Current Cost = 98000.00, Rho = -1.230
(iter 85) [0.0, 0.4674, 0.1964] = 455.9674, sampling [0.0, -0.5602, 0.5237]. Recommendation = [0.0, 0.7761, 0.5463], Current Cost = 99000.00, Rho = -1.230
(iter 85) [0.0, 0.4674, 0.1964] = 455.9674, sampling [0.0, -0.9210, 1.0263]. Recommendation = [0.0, 0.7761, 0.5463], Current Cost = 100000.00, Rho = -1.230
